word_chinese_traditional,aoa_mean,familiar_mean,imagine_mean,concrete_mean,semantic_radical_trans_mean,frequency_log,number_stroke,number_word_forms,number_homophones,number_meanings,aoa_raw,familiar_raw,imagine_raw,concrete_raw,semantic_radical_trans_raw
彩,2.666666667,6.894736842,4.454545455,4.45,2.842105263,2.231837183,11,9,4,5,2.666666667,6.8,4.545454545,4.45,2.842105263
額,3.571428571,6.368421053,5.090909091,4.85,3.105263158,2.453821948,18,6,0,4,3.571428571,6.1,4.913043478,4.85,3.105263158
群,3.666666667,6.6,4.545454545,4.25,5,2.291721004,13,7,2,1,3.666666667,6.6,4.391304348,4.25,5
雄,4.047619048,6.526315789,4.090909091,3.3,3.210526316,2.3499203,12,18,6,8,4.047619048,6.3,4,3.3,3.210526316
劇,3.714285714,6.4,5.318181818,4.7,2.444444444,2.72622716,15,6,0,1,3.714285714,6.4,5.318181818,4.7,2.684210526
故,3,6.526315789,2.590909091,1.8421,2.333333333,2.717178343,9,7,4,2,3,6.25,2.545454545,2.1,2.526315789
戲,3.380952381,6.894736842,4.818181818,4.9,2.526315789,2.587624763,17,14,5,5,3.380952381,6.8,4.695652174,4.9,2.526315789
致,4.095238095,6.65,2.181818182,2,NA,2.675531962,9,17,10,5,4.095238095,6.65,1.954545455,2.25,NA
刻,4.15,6.578947368,3.636363636,3.75,5.157894737,2.312320154,8,13,2,11,4,6.3,3.434782609,3.75,5.157894737
創,4.142857143,6.736842105,3.409090909,3.1,3.736842105,2.619912223,12,17,0,6,4.181818182,6.55,3.227272727,3.1,3.736842105
戰,4.095238095,6.789473684,4.681818182,4.65,5.421052632,3.060306305,16,5,4,1,4.095238095,6.7,4.5,4.65,5.421052632
效,4.142857143,6.842105263,1.761904762,2.45,2.736842105,2.533309071,10,11,2,3,4.142857143,6.75,1.954545455,2.45,2.736842105
鄂,6.6,3.3,2.454545455,1.7222,2.421052632,-0.054809778,12,3,9,1,6.476190476,3.3,2.545454545,2.25,2.421052632
殺,3.904761905,6.684210526,5.636363636,5.55,2.842105263,2.559448111,11,17,4,4,3.904761905,6.5,5.565217391,5.55,2.842105263
彭,4.428571429,6.263157895,2.272727273,1.4737,1.894736842,1.96044834,12,3,5,4,4.428571429,6.05,2.363636364,1.75,1.894736842
勸,4.761904762,6.55,3.136363636,3.95,4.947368421,1.706571262,20,3,2,5,4.761904762,6.55,3,3.95,4.947368421
勤,3.85,6.65,3.409090909,3.4,5.888888889,1.814955145,13,8,1,2,3.952380952,6.65,3.409090909,3.4,5.631578947
刑,5.095238095,6.315789474,4.318181818,4.25,5.333333333,2.244043298,6,6,16,2,5.095238095,6.05,4.173913043,4.25,5.105263158
朗,3.6,6.944444444,3.090909091,2.65,3.052631579,2.424804789,10,3,0,5,3.714285714,6.75,3.136363636,2.65,3.052631579
帥,4.476190476,6.736842105,4.909090909,4.7,1.947368421,2.0575108,9,4,3,6,4.476190476,6.6,4.727272727,4.7,1.947368421
敦,5.047619048,5.85,2.681818182,1.7778,2.473684211,2.094595967,12,11,3,3,5.047619048,5.85,2.681818182,2.2,2.473684211
項,4.05,6.578947368,3.227272727,1.7895,3.263157895,2.639476263,12,7,1,5,3.904761905,6.3,3.363636364,1.95,3.263157895
鄰,4,6.631578947,4.045454545,3.7,2.666666667,1.905531249,15,5,14,4,3.857142857,6.5,3.863636364,3.7,2.894736842
鄭,3.7,6.631578947,1.476190476,1.4737,1.777777778,2.33225631,15,4,0,1,3.571428571,6.5,1.727272727,1.75,2.052631579
靚,3.523809524,6.65,4.636363636,4.55,3.526315789,2.17687601,15,4,0,1,3.523809524,6.65,4.590909091,4.55,3.526315789
牆,3.476190476,6.6,6.136363636,6.05,4.157894737,2.026341061,17,11,6,3,3.476190476,6.6,6.090909091,6.05,4.157894737
欣,3,6.894736842,3.181818182,2.1053,1.736842105,2.211364881,8,5,8,1,3,6.75,3.181818182,2.35,1.736842105
斯,4,5.947368421,2,1.5263,NA,3.064025894,12,4,13,6,4,5.7,2.217391304,1.65,NA
頒,3.857142857,6.631578947,4,3.7,2.578947368,2.023932565,13,6,2,5,3.857142857,6.5,3.913043478,3.7,2.578947368
顧,4.3,6.421052632,3.272727273,2.85,3,2.493337584,21,15,4,1,4.142857143,6.15,3.217391304,2.85,3
敵,3.95,6.631578947,3.5,4.4,2.684210526,2.177570202,15,8,8,3,3.80952381,6.5,3.590909091,4.4,2.684210526
翻,3.714285714,6.6,4.136363636,4,2.736842105,2.222556299,18,8,4,10,3.714285714,6.6,4,4,2.736842105
毀,4.571428571,6.25,4.636363636,4.1,2.888888889,1.978857621,13,6,5,3,4.545454545,6.25,4.454545455,4.1,3.105263158
鄧,3.571428571,6.052631579,1.80952381,1.2105,2.222222222,2.046187003,15,0,2,1,3.571428571,5.8,2.045454545,1.3,2.473684211
頓,4.05,6.368421053,3.272727273,2,2.578947368,2.38828719,13,7,2,12,4.19047619,6.1,3.318181818,2.2,2.578947368
豫,5.333333333,5.15,2,1.7895,NA,0.988969146,16,3,16,11,5.333333333,5.15,2.181818182,2,NA
敷,4.952380952,5.7,4.545454545,4.7,2.526315789,1.287014288,15,5,9,6,4.952380952,5.7,4.545454545,4.7,2.526315789
卦,4.714285714,5.6,3.363636364,3.7,NA,1.114205243,8,6,1,2,4.727272727,5.6,3.272727273,3.7,NA
願,4,6.789473684,3.409090909,2.5,2.388888889,2.411653408,19,13,2,6,3.857142857,6.7,3.409090909,2.5,2.631578947
刊,4.45,6.25,4.090909091,4.75,3.052631579,2.0405181040000002,5,11,1,3,4.285714286,6.25,4,4.75,3.052631579
刺,4.047619048,6.5,5.619047619,5.6,5.833333333,2.220047531,8,10,7,7,4.047619048,6.5,5.272727273,5.6,5.631578947
鴉,4.5,6.35,5,5.45,6.941176471,1.11241802,15,4,2,2,4.333333333,6.35,5.090909091,5.45,6.736842105
鶴,5,5.1,5.80952381,5.15,6.578947368,1.299415109,21,7,1,3,5,5.1,5.5,5.15,6.578947368
魄,5.380952381,6,2.863636364,2.5,3.210526316,0.872280485,15,5,5,6,5.380952381,6,2.954545455,2.5,3.210526316
叔,2.428571429,6.631578947,4.863636364,4.9,NA,1.764135543,8,6,4,12,2.428571429,6.35,4.863636364,4.9,NA
剝,4.333333333,5.95,4.681818182,4.6,5.052631579,1.377041136,10,6,0,7,4.333333333,5.95,4.565217391,4.6,5.052631579
歐,4.476190476,6.45,3.227272727,2.75,1.842105263,2.578291254,15,1,2,3,4.476190476,6.45,3.227272727,2.75,1.842105263
穌,4.047619048,5.95,2.954545455,2.7,2.578947368,0.884558179,16,0,6,2,4.047619048,5.95,2.954545455,2.7,2.578947368
彬,5.047619048,5.3,3.181818182,1.8333,3.263157895,1.268035752,11,4,6,3,5.047619048,5.3,3.318181818,2.35,3.263157895
鄺,5.476190476,5.631578947,1.333333333,1.2632,2.684210526,1.27670954,18,0,2,1,5.476190476,5.4,1.636363636,1.35,2.684210526
頸,2.857142857,6.45,6.090909091,6.3158,2.111111111,1.890867652,16,4,0,3,2.772727273,6.45,5.954545455,6.1,2.368421053
妝,4.571428571,6.789473684,5.318181818,5.2,2.421052632,1.82686877,7,7,7,5,4.571428571,6.65,5.272727273,5.2,2.421052632
甄,5.714285714,5,1.523809524,1.6316,2.222222222,1.370665157,14,10,8,7,5.714285714,5,1.782608696,1.8,2.473684211
皺,4.571428571,6,5.272727273,4.95,NA,1.096922135,15,3,3,1,4.571428571,5.8,5.272727273,4.95,NA
戥,6.8,2.473684211,2.636363636,1.9474,4.473684211,0.746822568,13,4,2,1,6.619047619,2.7,2.409090909,2.15,4.473684211
斂,5.285714286,5.45,2.05,2.4737,2.631578947,1.09877414,17,6,2,1,5.181818182,5.45,2.333333333,2.7,2.631578947
剃,4.619047619,5.65,5.090909091,5.35,5.894736842,0.988969146,9,3,4,2,4.619047619,5.65,5,5.35,5.894736842
剖,5.285714286,6.315789474,4.454545455,4.65,5.833333333,1.239589639,10,11,1,3,5.285714286,6.15,4.272727273,4.65,5.578947368
斟,4.904761905,5,3.954545455,3.35,NA,1.036270691,13,3,1,1,4.909090909,5,3.772727273,3.35,NA
壯,4.142857143,6.736842105,4.818181818,4.35,2.684210526,1.797189371,7,15,1,2,4.142857143,6.65,4.727272727,4.35,2.684210526
敍,4.285714286,6.1,2.238095238,2.65,NA,1.422749936,11,0,6,NA,4.272727273,6.1,2.291666667,2.65,NA
翩,5.15,5.947368421,3.5,2.8,5.421052632,0.443709621,15,3,4,1,5.045454545,5.7,3.590909091,2.8,5.421052632
刮,4.35,6.1,4.772727273,4.6,5.473684211,1.051988733,8,5,1,4,4.19047619,6.1,4.681818182,4.6,5.473684211
猷,6.80952381,3.55,1.380952381,1.9,2.789473684,0.654562986,13,2,14,6,6.80952381,3.55,1.545454545,1.9,2.789473684
覷,6.333333333,4.3,3.409090909,2.7,5.722222222,0.649392753,19,11,3,5,6.333333333,4.3,3.181818182,2.7,5.473684211
斜,4.095238095,6.55,4.772727273,4.7,NA,1.644160226,11,9,2,5,4.095238095,6.55,4.772727273,4.7,NA
彰,5.380952381,4.7,2.863636364,2.4,2.421052632,1.170969265,14,6,9,1,5.380952381,4.7,2.590909091,2.4,2.421052632
綑,5.095238095,5.75,4.590909091,5.0526,5.666666667,0.833216462,13,0,2,1,5.136363636,5.75,4.458333333,4.85,5.421052632
毅,4.952380952,6.157894737,2.714285714,2.65,2.166666667,1.604212782,15,5,5,4,4.952380952,5.95,3,2.65,2.315789474
鴿,4.095238095,6.35,5.909090909,6,6.736842105,0.935878804,17,4,0,1,4.095238095,6.35,5.818181818,6,6.736842105
欽,5.666666667,5.35,1.772727273,1.6842,3.578947368,1.017740889,12,7,4,3,5.666666667,5.35,1.818181818,1.95,3.578947368
鵪,5.428571429,4.65,4.454545455,4.8,6.666666667,-0.029255674,19,1,1,1,5.428571429,4.65,4.590909091,4.8,6.473684211
鶉,5.904761905,4.15,3.545454545,4.25,6.666666667,-0.029255674,19,2,6,1,5.904761905,4.15,3.636363636,4.25,6.526315789
勛,5.80952381,4.7,3.545454545,2.5,3.736842105,0.513036112,12,3,13,1,5.80952381,4.7,3.739130435,2.5,3.736842105
剎,5.55,5.75,3.272727273,2.6842,4.526315789,0.66722553,9,6,4,7,5.333333333,5.75,3.272727273,2.9,4.526315789
甥,4.666666667,5.4,3.909090909,3.65,NA,0.520097967,12,2,3,1,4.666666667,5.4,4.045454545,3.65,NA
邨,3.619047619,6.45,4.590909091,4.95,2.789473684,1.98694168,7,0,3,NA,3.681818182,6.45,4.5,4.95,2.789473684
剔,4.285714286,5.95,4.181818182,4.15,4.526315789,1.111521644,10,2,3,6,4.285714286,5.95,4.136363636,4.15,4.526315789
鄒,5.8,4.4,1.952380952,1.9474,2.473684211,1.085641124,13,0,6,1,5.363636364,4.4,2.318181818,2.15,2.473684211
劏,5.095238095,5.9,4.727272727,4.55,5.578947368,1.409399669,15,0,1,NA,5.095238095,5.9,4.739130435,4.55,5.578947368
祁,6.761904762,3.3,1.285714286,1.0526,3.526315789,0.307489874,7,2,18,2,6.772727273,3.3,1.409090909,1.25,3.526315789
鵲,5.380952381,4.45,5.227272727,5.2,6.666666667,0.677096284,19,7,5,1,5.380952381,4.45,5.272727273,5.2,6.578947368
牀,3.428571429,6.736842105,5.636363636,5.9474,4.368421053,1.740754274,8,0,2,5,3.428571429,6.6,5.545454545,5.7,4.368421053
孜,5.761904762,4.1,2.863636364,2.3158,2.578947368,0.366195535,7,4,17,1,5.761904762,4.1,2.681818182,2.55,2.578947368
鄙,5.380952381,5.55,3.590909091,2.75,2.315789474,0.700834131,14,2,1,1,5.380952381,5.55,3.363636364,2.75,2.315789474
敝,5.285714286,5.05,2.142857143,2.3,2.578947368,0.246220217,11,4,4,5,5.318181818,5.05,2.416666667,2.3,2.578947368
邸,6.19047619,4.5,3.363636364,3.9,2.947368421,0.582012319,8,1,6,1,6.19047619,4.5,3.363636364,3.9,2.947368421
歎,4.55,6.55,3.227272727,3.7,2.315789474,1.457276004,15,0,3,1,4.380952381,6.55,3.272727273,3.7,2.315789474
瓢,5.476190476,4.95,4.363636364,3.9,3.315789474,-0.081962024,16,1,1,1,5.476190476,4.95,4.181818182,3.9,3.315789474
划,4.857142857,5.95,4.954545455,5,4.315789474,0.790288262,6,6,6,2,4.857142857,5.95,4.954545455,5,4.315789474
鵰,5.095238095,5.947368421,5.045454545,5.6,6.722222222,0.435276454,19,4,7,1,5.095238095,5.7,5.181818182,5.6,6.631578947
鳩,6.285714286,5.15,2.863636364,3.5,5.473684211,1.015508007,13,5,0,1,6.045454545,5.15,2.958333333,3.5,5.473684211
頰,4.285714286,5.65,5.045454545,5.4211,2.894736842,0.786511764,16,7,5,1,4.285714286,5.65,5.181818182,5.2,2.894736842
勘,6.142857143,4.75,2,2.6,3.736842105,0.879994622,11,8,2,3,6.142857143,4.75,2.090909091,2.6,3.736842105
朔,5.952380952,4.4,2.363636364,2.3,2.894736842,0.638863886,10,13,1,7,5.952380952,4.4,2.454545455,2.3,2.894736842
鵑,5.3,4.75,3.727272727,3.95,6.294117647,-0.029255674,18,3,3,2,5.095238095,4.75,3.681818182,3.95,5.736842105
雌,5.047619048,6.2,4.272727273,4.15,3.052631579,1.082774484,14,4,5,4,5.047619048,6.2,4.090909091,4.15,3.052631579
翎,6.5,4.25,2.818181818,2.2632,4.473684211,0.09877414,11,5,16,1,6.333333333,4.25,2.608695652,2.5,4.473684211
覬,6,4.3,2.727272727,2.2632,5.105263158,0.09877414,17,3,3,1,6,4.3,2.772727273,2.5,5.105263158
覦,6.473684211,4.25,3.409090909,3.15,5,0.089434113,16,1,28,1,6.238095238,4.25,3.454545455,3.15,5
鵠,6.55,4.15,3.909090909,3.95,6.157894737,-0.272293722,18,6,6,1,6.380952381,4.15,3.818181818,3.95,6.157894737
戳,5.19047619,5.15,4.545454545,4.6,4.052631579,0.385717674,18,4,7,5,5.181818182,5.15,4.375,4.6,4.052631579
懿,6.75,4.35,2,1.3333,NA,0.838295988,22,10,1,4,6.619047619,4.35,1.727272727,1.6,NA
赦,5.619047619,4.95,2.681818182,2.45,2.526315789,0.729872339,11,3,3,1,5.619047619,4.95,2.727272727,2.45,2.526315789
敞,4.95,5.5,3.136363636,3.35,2.315789474,0.636191296,12,3,6,4,4.761904762,5.5,3,3.35,2.315789474
雛,5.85,4.9,3.090909091,3.45,3.631578947,0.689127372,18,3,4,1,5.714285714,4.9,3.181818182,3.45,3.631578947
顎,5.761904762,4.55,4.590909091,4.65,2.736842105,0.575895395,18,5,9,1,5.761904762,4.55,4.545454545,4.65,2.736842105
戮,5.904761905,4.4,3.136363636,3.35,5.210526316,0.313167007,15,1,10,1,5.904761905,4.4,3.136363636,3.35,5.210526316
顱,5.80952381,4.3,4.090909091,4.7,2.789473684,0.7788588,25,2,11,3,5.727272727,4.3,3.916666667,4.7,2.789473684
鸚,4.285714286,5.2,5.80952381,5.5,6.842105263,0.705429883,28,3,8,1,4.285714286,5.2,5.5,5.5,6.842105263
効,5.714285714,3.85,1.619047619,1.65,4.684210526,0.839976046,8,0,2,NA,5.5,3.85,1.727272727,1.65,4.684210526
郝,6.4,3.7,1.285714286,1.2105,2.055555556,0.88907428,10,0,5,1,6.238095238,3.7,1.52173913,1.4,2.263157895
叙,4.904761905,5.7,1.761904762,2.45,NA,-0.175383709,9,0,6,NA,4.904761905,5.7,2.045454545,2.45,NA
歆,6.523809524,3.2,1.428571429,1.45,NA,-0.573323719,12,4,4,1,6.523809524,3.2,1.652173913,1.45,NA
鵡,5.2,4.9,3.318181818,4.75,6.666666667,0.67218895,19,1,7,1,5,4.9,3.318181818,4.75,6.526315789
鄔,6.5,3.4,1.380952381,1.35,2.736842105,0.079888796,13,0,4,1,6.363636364,3.4,1.590909091,1.35,2.736842105
鷗,4.714285714,5.95,5.181818182,5.6,6.888888889,0.578964626,22,1,2,1,4.714285714,5.95,5.045454545,5.6,6.789473684
刨,4.19047619,5.894736842,4.636363636,4.45,5.473684211,0.997219222,7,3,1,5,4.227272727,5.65,4.5,4.45,5.473684211
颯,6.35,4.05,2.045454545,2.0526,3.263157895,-0.175383709,14,3,3,4,6.19047619,4.05,2.173913043,2.25,3.263157895
郴,6.6,3.05,1.2,1.0526,2.111111111,-0.874353714,11,1,6,1,6.428571429,3.05,1.590909091,1.15,2.315789474
劾,6.333333333,3.95,2.636363636,1.85,4.368421053,0.295908002,8,4,3,1,6.333333333,3.95,2.545454545,1.85,4.368421053
翱,6.19047619,4.55,3.590909091,3.25,5.894736842,0.366195535,16,1,5,1,6.19047619,4.55,3.5,3.25,5.894736842
一,1,7,4.727272727,4.75,NA,4.029181197,1,12,1,2,1.090909091,6.8,4.454545455,4.75,NA
丁,3.047619048,6.789473684,2.5,2.2632,NA,1.925675645,2,8,4,2,3.090909091,6.5,2.636363636,2.5,NA
七,1,6.842105263,4.272727273,4.35,NA,2.876062104,2,12,1,2,1.095238095,6.65,4,4.35,NA
丈,3.952380952,6.368421053,3.863636364,3.2,NA,1.983702004,3,8,5,5,3.952380952,6.15,3.954545455,3.2,NA
三,1,6.947368421,4.636363636,4.95,NA,3.384101577,3,17,2,2,1.19047619,6.85,4.739130435,4.95,NA
上1,1.3,7,5.227272727,5,NA,3.576378702,3,17,1,5,1.428571429,6.9,5.363636364,5,NA
下,1.3,6.947368421,4.772727273,4.55,NA,3.387850494,3,15,2,4,1.476190476,6.85,4.772727273,4.55,NA
不,1.476190476,6.894736842,3.954545455,3.85,NA,3.914813658,4,7,2,3,1.476190476,6.75,4.181818182,3.85,NA
丐,4.238095238,5.8,4.681818182,4.65,NA,0.447865581,4,6,5,1,4.238095238,5.8,4.52173913,4.65,NA
丑,3.619047619,6.25,5.181818182,3.85,NA,0.705429883,4,6,1,2,3.619047619,6.25,5.090909091,3.85,NA
且,3.428571429,6.3,1.4,1.25,NA,2.572556078,5,6,1,3,3.428571429,6.3,1.869565217,1.25,NA
世,2.857142857,6.631578947,3.227272727,2.45,NA,2.958282914,5,11,3,3,2.909090909,6.35,3.090909091,2.45,NA
丘,4.571428571,6,4.681818182,4.8,NA,1.061153552,5,5,7,3,4.571428571,6,4.590909091,4.8,NA
丙,3.619047619,6.473684211,1.666666667,1.8947,NA,0.900892546,5,4,3,4,3.590909091,6.2,1.954545455,2.15,NA
丞,5.333333333,5.75,3.181818182,2.3684,NA,0.858040046,6,5,7,2,5.333333333,5.75,3.318181818,2.55,NA
丟,3.523809524,6.65,4.272727273,4.45,NA,1.399804135,6,7,7,4,3.523809524,6.65,4.318181818,4.45,NA
両,5.238095238,4.7,3.454545455,3.15,NA,0.905242777,6,0,1,NA,5.238095238,4.7,3.318181818,3.15,NA
並,3.333333333,6.789473684,1.80952381,1.3158,NA,3.110973944,8,7,0,3,3.363636364,6.65,2.045454545,1.5,NA
丫,3.714285714,5.842105263,2.909090909,1.7895,NA,0.959430661,3,2,2,2,3.714285714,5.6,3.181818182,2.05,NA
中1,2.047619048,6.947368421,4.409090909,3.8,NA,3.752954779,4,45,10,8,2.047619048,6.85,4.409090909,3.8,NA
串,3.333333333,6.6,5.681818182,5.35,NA,1.952368806,7,11,3,3,3.333333333,6.6,5.636363636,5.35,NA
丸,3.142857143,6.684210526,5.818181818,5.45,NA,1.386194659,3,3,8,1,3.142857143,6.55,5.681818182,5.45,NA
丹,3.7,6.3,4.136363636,3.7,NA,2.073080008,4,8,1,3,3.818181818,6.3,3.909090909,3.7,NA
主,3.047619048,6.947368421,3.727272727,3.3,NA,3.392287147,5,14,2,2,3.047619048,6.85,3.818181818,3.3,NA
乃,4.285714286,6.3,1.285714286,1.3,NA,1.836609405,2,8,2,2,4.285714286,6.3,1.590909091,1.3,NA
久,3.285714286,6.684210526,2.380952381,2.8,NA,2.235427254,3,7,5,2,3.285714286,6.4,2.5,2.8,NA
之,3.3,6.684210526,1.3,1.2,NA,3.329348059,4,21,17,2,3.476190476,6.4,1.727272727,1.2,NA
乍,5.428571429,5,1.409090909,1.2105,NA,0.829796803,5,5,6,2,5.428571429,5,1.409090909,1.45,NA
乎,3.904761905,6.25,1.380952381,1.1053,NA,2.424281069,5,3,3,2,3.909090909,6.25,1.636363636,1.25,NA
乏,4.714285714,6.5,2.909090909,1.8421,NA,1.91971587,5,7,5,2,4.714285714,6.5,2.863636364,2.1,NA
乒,3.714285714,6.210526316,3.5,3,NA,1.062160029,6,1,2,NA,3.714285714,5.95,3.545454545,3,NA
乓,3.65,5.947368421,3.772727273,3.25,NA,0.900892546,6,1,1,NA,3.545454545,5.7,3.636363636,3.25,NA
乖,2.666666667,6.684210526,4.636363636,3.75,NA,1.55378108,8,7,0,7,2.666666667,6.4,4.454545455,3.75,NA
乘,3.333333333,6.894736842,4.454545455,3.9,NA,2.409218864,10,15,7,2,3.409090909,6.75,4.333333333,3.9,NA
乙,3.476190476,5.9,2,1.8947,NA,1.445792572,1,3,6,2,3.476190476,5.9,2.260869565,2.15,NA
九,1.4,6.947368421,4.045454545,4.3,NA,2.907645659,2,5,5,2,1.681818182,6.85,3.75,4.3,NA
乞,3.952380952,6.315789474,5,4.45,NA,1.008739645,3,5,0,2,3.952380952,6.15,5,4.45,NA
也,2.857142857,6.842105263,1.666666667,1.2,NA,3.2020464,3,3,0,2,2.857142857,6.75,2,1.2,NA
乳,3.952380952,6.4,5.090909091,4.95,NA,1.666726054,8,7,7,2,3.952380952,6.4,5,4.95,NA
亂,3.619047619,6.789473684,5.227272727,4.55,NA,2.331013074,13,9,0,3,3.619047619,6.7,5.136363636,4.55,NA
了,2.15,6.789473684,1.523809524,1.0526,NA,3.420852607,2,19,1,8,2.380952381,6.5,1.818181818,1.15,NA
予,4.523809524,6.4,2.5,2,NA,2.263063701,4,16,7,3,4.523809524,6.4,2.636363636,2,NA
事,3.047619048,6.947368421,2.318181818,2.5,NA,3.448980905,8,12,10,7,3.047619048,6.85,2.409090909,2.5,NA
二,1,6.894736842,4.5,4.65,NA,3.268679833,2,8,3,1,1.090909091,6.8,4.272727273,4.65,NA
于,4.095238095,5.6,1.380952381,1.6,NA,1.305198077,3,3,5,4,4.095238095,5.6,1.565217391,1.6,NA
云,4.380952381,6.526315789,4.363636364,3.6,NA,1.36016357,4,2,7,2,4.380952381,6.35,4.454545455,3.6,NA
互,3.380952381,6.631578947,3.318181818,2.75,NA,2.442957306,4,5,5,1,3.380952381,6.5,3.5,2.75,NA
五,1,6.947368421,4.363636364,4.25,NA,3.146728032,4,2,3,1,1.19047619,6.85,4.318181818,4.25,NA
井,3.428571429,6.736842105,6.333333333,6.15,NA,1.750134649,4,9,0,2,3.428571429,6.55,6.090909091,6.15,NA
亘,6.6,2.7,1.238095238,1.1579,NA,-0.005121994,6,0,4,NA,6.428571429,2.7,1.454545455,1.25,NA
亙,5.571428571,4.6,2.590909091,1.3684,NA,-0.141959954,6,5,4,2,5.636363636,4.6,2.636363636,1.5,NA
些,3.285714286,6.944444444,2.363636364,1.5263,NA,2.743778094,8,2,0,2,3.285714286,6.75,2.318181818,1.65,NA
亞,3.904761905,6.842105263,1.666666667,1.8421,NA,2.935878804,8,4,4,2,3.904761905,6.7,1.909090909,2.1,NA
亡,2.9,6.789473684,4.636363636,4.25,NA,2.314349834,3,6,4,1,3.047619048,6.5,4.636363636,4.25,NA
亢,5.285714286,5,2.863636364,2.4,NA,0.736306449,4,7,1,2,5.285714286,5,2.772727273,2.4,NA
交,2.857142857,7,2.909090909,2.6,NA,2.985756603,6,9,4,3,2.857142857,6.8,3.090909091,2.6,NA
亥,5.75,4.7,1.523809524,1.55,NA,0.51658139300000006,6,0,1,1,5.523809524,4.7,1.863636364,1.55,NA
亦,4.380952381,6.473684211,1.2,1.1053,NA,3.206871139,6,6,15,2,4.380952381,6.2,1.590909091,1.25,NA
亨,4.80952381,5.7,2.409090909,2.45,NA,1.561808933,7,3,2,2,4.80952381,5.7,2.681818182,2.45,NA
享,3.95,6.526315789,3.181818182,3,NA,2.312772014,8,9,3,2,3.80952381,6.4,3.217391304,3,NA
京,4.047619048,6.888888889,3.136363636,3.2,NA,2.653688378,8,11,5,2,4.047619048,6.6,3.272727273,3.2,NA
亮,2.666666667,6.789473684,4.636363636,4.05,NA,2.179799527,9,4,2,3,2.666666667,6.5,4.5,4.05,NA
人,1.4,7,6.65,6.2,NA,3.950041599,2,14,2,1,1.523809524,6.9,6.409090909,6.2,NA
仁,3.75,6.578947368,2.285714286,3.25,NA,2.384809958,4,15,2,2,3.904761905,6.45,2.681818182,3.25,NA
今,2.3,7,2.333333333,2.75,NA,3.318910059,4,15,3,1,2.476190476,6.9,2.565217391,2.75,NA
介,3.75,6.684210526,2.681818182,1.8947,NA,2.386003928,4,16,7,3,3.904761905,6.4,2.590909091,2.1,NA
付,4.047619048,6.842105263,3.5,3.4,NA,2.351472278,5,6,8,1,4.047619048,6.75,3.47826087,3.4,NA
仝,6.3,4.2,2.318181818,2.3,NA,-0.369203735,5,0,10,NA,6.142857143,4.2,2.454545455,2.3,NA
令,2.761904762,6.888888889,2.818181818,2.4,NA,3.04989455,5,8,2,2,2.761904762,6.7,3.090909091,2.4,NA
以,3.047619048,6.842105263,1.25,1.1579,NA,3.604847167,4,14,8,9,3.045454545,6.65,1.863636364,1.4,NA
件1,3.095238095,6.947368421,3.181818182,3.6,NA,2.239255437,6,12,2,2,3.095238095,6.85,3.045454545,3.6,NA
企,3.047619048,6.894736842,5.590909091,4.55,NA,2.41007702,6,12,0,2,3.047619048,6.8,5.5,4.55,NA
伊,4.4,6.388888889,1.65,1.4211,NA,2.4071796,6,3,4,2,4.523809524,5.95,2.090909091,1.65,NA
伏,4.761904762,6.789473684,3.727272727,4.45,NA,1.60651521,6,17,3,1,4.761904762,6.65,3.772727273,4.45,NA
伐,4.80952381,5.95,4.5,3.6,NA,1.504044187,6,7,5,2,4.818181818,5.95,4.409090909,3.6,NA
休,2.666666667,6.526315789,3.772727273,4.05,NA,2.39445819,6,9,7,4,2.666666667,6.4,3.681818182,4.05,NA
位,3.333333333,6.842105263,3.954545455,3.2,NA,3.179147288,7,6,9,1,3.333333333,6.7,3.818181818,3.2,NA
佘,5.2,5.05,1.727272727,1.4,NA,1.249497927,7,0,1,NA,5,5.05,1.863636364,1.4,NA
余,4.095238095,6.526315789,1.238095238,1.3684,NA,1.750340817,7,0,28,2,4.095238095,6.35,1.5,1.55,NA
你,1.761904762,7,4.090909091,3.75,NA,2.926294642,7,5,2,1,1.761904762,6.8,4.043478261,3.75,NA
佩,4.047619048,6.526315789,3.909090909,3.1,NA,1.939227275,8,3,4,2,4.047619048,6.4,3.739130435,3.1,NA
侃,6.2,4.05,1.619047619,2.25,NA,0.753012143,8,5,1,3,6.095238095,4.05,1.863636364,2.25,NA
來,2.619047619,6.947368421,3.045454545,3.7,NA,3.453711779,8,5,2,4,2.545454545,6.8,3.181818182,3.7,NA
侖,5.666666667,4.5,1.238095238,1.2632,NA,0.475894304,8,1,14,2,5.666666667,4.5,1.5,1.45,NA
侯,4.238095238,6.157894737,1.904761905,2,NA,1.510178902,9,3,2,2,4.238095238,5.95,2.227272727,2.25,NA
侵,4.3,6.736842105,4.227272727,3.65,NA,1.94676661,9,13,0,1,4.428571429,6.6,4.227272727,3.65,NA
便1,3.19047619,6.736842105,2.772727273,2.75,NA,2.856476993,9,17,2,8,3.19047619,6.45,2.545454545,2.75,NA
保,3.238095238,7,3,3.6,NA,3.035437584,9,7,6,2,3.227272727,6.8,2.916666667,3.6,NA
俞,6.35,4.45,1.285714286,1.5,NA,0.980559309,9,8,28,3,6.19047619,4.45,1.52173913,1.5,NA
信,2.857142857,6.894736842,5,4.4,NA,2.979842981,9,6,6,1,2.857142857,6.8,4.863636364,4.4,NA
倉,4.25,6.736842105,4,3.95,NA,1.835594303,10,5,4,2,4.380952381,6.6,4.090909091,3.95,NA
