word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Spende,6.145161,1.772715,3.825397,2.372828,5.365079,2.713774,12,6,2,6,1.778002,3.71875,2.426126,5.78125,2.660759,6.3,1.784029,3.935484,2.351389,4.935484,2.743908
Sperma,4.96875,1.542712,6.548387,1.947486,1.857143,1.479507,15,6,2,4.848485,1.583533,6.28125,2.082715,2.0625,1.848059,5.096774,1.513381,6.833333,1.78274,1.645161,0.950382
Spiegel,5.453125,1.562758,3.301587,2.380261,1.428571,0.688952,9,7,2,5.575758,1.62077,3.65625,2.44434,1.375,0.609071,5.322581,1.514092,2.935484,2.293985,1.483871,0.769024
Spinner,3.765625,1.949702,5.046875,2.305478,5.564516,2.545462,14,7,2,3.757576,2.121767,4.909091,2.184657,6.258065,2.159749,3.774194,1.783436,5.193548,2.45519,4.870968,2.741556
Spion,3.921875,2.026058,5.774194,2.293393,4.301587,2.814908,13,5,2,3.848485,2.137774,5.709677,2.084763,4.46875,2.884714,4,1.932184,5.83871,2.517893,4.129032,2.777792
Spitzel,3.666667,2.24327,5.40625,2.479879,4.68254,2.526156,14,7,2,3.96875,2.334653,5.545455,2.538342,5.09375,2.467327,3.354839,2.137731,5.258065,2.449051,4.258065,2.555618
Spott,3.75,2.174893,4.875,2.089277,7.015873,2.082896,12,5,1,3.787879,2.175971,4.69697,1.9443,7.5,1.545023,3.709677,2.208975,5.064516,2.24997,6.516129,2.447733
Sprache,5.629032,1.875064,3.21875,2.104181,6.612903,2.681783,8,7,2,5.806452,2.120053,3.272727,2.225881,6.96875,2.669836,5.451613,1.609114,3.16129,2.001612,6.233333,2.68692
Spritze,3.921875,2.041667,5.112903,2.430036,1.634921,1.428981,13,7,2,4.272727,2.183357,4.96875,2.468961,2,1.900764,3.548387,1.840991,5.266667,2.420221,1.258065,0.444803
Spucke,4.234375,1.601013,4.78125,2.291937,2.047619,1.474827,16,6,2,4.181818,1.6855,5.090909,2.170306,2,1.606439,4.290323,1.531743,4.451613,2.406086,2.096774,1.350428
Stachel,4.476191,1.56429,4.0625,2.409472,1.873016,1.22464,14,7,2,4.53125,1.70359,3.909091,2.541698,1.75,0.983739,4.419355,1.432345,4.225807,2.290701,2,1.437591
Stahl,4.984127,0.706926,2.359375,1.905441,2.129032,1.806036,11,5,1,4.848485,0.441674,2.393939,2.045413,2.1875,1.958233,5.133333,0.899553,2.322581,1.777397,2.066667,1.659525
Stamm,5.078125,0.625,2.258065,1.889882,1.920635,1.649062,12,5,1,5.030303,0.466694,2.451613,2.188435,1.8125,1.176038,5.129032,0.763411,2.064516,1.547805,2.032258,2.040978
Stapel,4.96875,0.616409,1.918033,1.68617,2.984127,2.239615,13,6,2,5.060606,0.555619,2.133333,2.255007,2.46875,1.950755,4.870968,0.67042,1.709677,0.82436,3.516129,2.420344
Stärke,6.349206,2.20087,5.109375,2.430737,7.327869,2.11913,10,6,2,6.151515,2.373305,5.30303,2.404226,7.6875,1.803894,6.566667,2.011747,4.903226,2.481328,6.931035,2.389427
Stasi,3.380952,2.40583,5.904762,2.780777,4.952381,2.99154,11,5,2,3.1875,2.249552,5.939394,2.967948,5.59375,2.872106,3.580645,2.579072,5.866667,2.609444,4.290323,3.013233
Statut,4.984375,0.766194,2.193548,1.735254,5.596774,2.645502,14,6,2,5.030303,0.466694,2.21875,1.963118,6.0625,2.577039,4.935484,0.997847,2.166667,1.487496,5.1,2.669754
Stecher,3.555556,2.381229,5.269841,2.553974,5.412698,2.427231,16,7,2,3.4375,2.461805,5.272727,2.515859,5.90625,2.190292,3.677419,2.329336,5.266667,2.638356,4.903226,2.586566
Stecker,4.734375,0.929963,2.409836,1.883057,1.793651,1.577654,15,7,2,4.69697,1.045372,2.3,2.053592,1.8125,1.490562,4.774194,0.804557,2.516129,1.729566,1.774194,1.687398
Stein,4.984375,0.917072,2.396825,1.791915,1.333333,0.595683,10,5,1,5.090909,1.100103,2.46875,1.967221,1.46875,0.717719,4.870968,0.67042,2.322581,1.620434,1.193548,0.40161
Steuer,4.28125,1.922868,2.66129,2.118951,4.758065,2.956989,11,6,2,4.454546,1.872347,2.548387,2.203614,4.064516,2.743908,4.096774,1.989218,2.774194,2.060901,5.451613,3.042353
Stiefel,4.984375,0.999876,3.064516,2.359987,1.403226,1.031626,13,7,2,4.878788,1.053494,3.129032,2.37686,1.25,0.803219,5.096774,0.943569,3,2.380476,1.566667,1.222866
Stiel,5.03125,0.616409,2.571429,1.973324,1.904762,1.410951,15,5,1,5.121212,0.73983,2.5625,2.093577,2.03125,1.555104,4.935484,0.442379,2.580645,1.875708,1.774194,1.257237
Stift,5.359375,1.074483,2.098361,1.690216,1.555556,1.553122,13,5,1,5.181818,1.157976,1.903226,1.660418,1.46875,1.480723,5.548387,0.960511,2.3,1.725069,1.645161,1.644149
Stinker,3.396825,2.239957,5.238095,2.473826,6.225807,2.257369,16,7,2,3.636364,2.288807,5.121212,2.534235,6.677419,1.850893,3.133333,2.192988,5.366667,2.442206,5.774194,2.55225
Stirn,5.375,0.95119,3.140625,2.231571,1.806452,1.32861,11,5,1,5.424242,1.031695,3.030303,2.242834,1.53125,0.761339,5.322581,0.871286,3.258065,2.250448,2.1,1.709003
Stoff,4.984375,1.133784,2.650794,2.009323,2.936508,2.333992,10,5,1,4.909091,1.331438,2.75,2.314052,3.03125,2.494955,5.064516,0.89202,2.548387,1.670104,2.83871,2.192362
Stolz,5.578125,2.068699,5.140625,2.349382,7.919355,1.935843,10,5,1,5.121212,2.27428,5.424242,2.250421,8.1875,1.306004,6.064516,1.730809,4.83871,2.450806,7.633333,2.428045
Störer,3.380952,2.173362,5.730159,2.604007,5.31746,2.675006,15,6,2,3.59375,2.353575,5.363636,2.770584,6.0625,2.435457,3.16129,1.984889,6.133333,2.388671,4.548387,2.730552
Strahlen,5.619048,2.173362,3.765625,2.480029,6.603175,2.379616,12,8,2,5.909091,2.336713,4.121212,2.433588,6.4375,2.500806,5.3,1.967845,3.387097,2.512335,6.774194,2.276103
Strand,6.596774,2.213666,4.9375,2.816477,2.269841,1.705838,12,6,1,6.34375,2.33638,4.939394,2.794407,2.3125,1.821688,6.866667,2.080009,4.935484,2.886006,2.225807,1.606439
Strasse,5.206349,0.986338,2.193548,1.80017,1.873016,1.18447,15,7,2,5.121212,1.139012,2.193548,2.039924,1.84375,1.221035,5.3,0.794377,2.193548,1.55819,1.903226,1.164899
Streifen,5.359375,0.8041,2.209677,1.847791,2.774194,2.1609,11,8,2,5.30303,0.728219,2.53125,2.382522,2.3125,1.730886,5.419355,0.885972,1.866667,0.937102,3.266667,2.476557
Streit,3.09375,2.598649,5.790323,2.542344,6.672131,2.73082,8,6,1,3.060606,2.849774,5.46875,2.56508,7.387097,2.231254,3.129032,2.348644,6.133333,2.515241,5.933333,3.02784
Stress,3.515625,2.316211,5.777778,2.574343,7.349206,2.033262,12,6,1,3.636364,2.497726,5.727273,2.775706,7.34375,2.103904,3.387097,2.139742,5.833333,2.379269,7.354839,1.992459
Stricher,3.190476,2.408702,6.34375,2.071873,5.016129,2.512212,16,8,2,3.21875,2.549312,6,2.20794,4.806452,2.561502,3.16129,2.296327,6.709677,1.883145,5.225807,2.48609
Strick,4.234375,1.832183,3.890625,2.551795,1.650794,1.333909,13,6,1,4.333333,1.796988,3.969697,2.78932,1.5,0.842424,4.129032,1.892827,3.806452,2.315446,1.806452,1.701359
Strumpf,4.953125,0.805333,2.725807,2.049945,1.730159,1.427906,15,7,1,4.909091,0.722999,2.625,2.075199,1.59375,0.874712,5,0.894427,2.833333,2.052473,1.870968,1.839238
Student,5.71875,2.235846,4.079365,2.384774,3.777778,2.412631,11,7,2,5.606061,2.276777,3.727273,2.414445,3.90625,2.51908,5.83871,2.222563,4.466667,2.330211,3.645161,2.331643
Stufe,5.03125,0.502967,1.868853,1.161542,2.079365,1.548168,11,5,2,5.090909,0.678401,1.935484,1.388896,1.84375,1.37041,4.967742,0.179605,1.8,0.886683,2.322581,1.700727
Stuhl,4.96875,0.815889,2.031746,1.703585,1.269841,0.573792,11,5,1,5.030303,0.728219,2.1875,2.054696,1.25,0.567962,4.903226,0.907555,1.870968,1.258092,1.290323,0.588419
Stummel,4.28125,1.838467,3.328125,2.008353,3.15873,2.041555,17,7,2,4.212121,1.89996,3.727273,2.211797,3.25,2.155264,4.354839,1.799044,2.903226,1.700095,3.064516,1.948255
Stümper,3.793651,1.944046,4.59375,2.592534,6.145161,2.331866,16,7,2,4,2.109885,4.545455,2.634992,6.09375,2.291068,3.580645,1.765865,4.645161,2.5890590000000002,6.2,2.412611
Stunde,5.03125,0.942283,2.354839,1.775025,5.587302,3.040771,8,6,2,5,1.030776,2.483871,1.929956,6.03125,2.912536,5.064516,0.853834,2.225807,1.627056,5.129032,3.148989
Stunk,3.53125,2.281525,5.90625,2.314336,6.822581,2.161695,17,5,1,3.69697,2.430083,5.575758,2.332251,7.40625,1.701221,3.354839,2.137731,6.258065,2.279879,6.2,2.441029
Stute,5.375,1.105542,3.90625,2.47347,1.698413,1.10183,13,5,2,5.424242,1.14647,3.272727,2.183357,1.625,0.870669,5.322581,1.076634,4.580645,2.617559,1.774194,1.30919
Sucht,3.238095,2.427758,6.349206,1.952325,7.564516,1.996891,12,5,1,3.4375,2.601953,6.0625,2.108929,8.3125,1.119836,3.032258,2.25808,6.645161,1.761598,6.766667,2.402346
Suff,3.492064,2.235152,6.365079,2.302184,6.209677,2.477023,15,4,1,3.28125,2.203141,5.757576,2.598441,6.875,2.254029,3.709677,2.283178,7.033333,1.731719,5.5,2.542738
Summe,5,1.234427,2.606557,2.230685,6.451613,2.539378,9,5,2,4.848485,1.438776,2.612903,2.185977,7.25,1.883716,5.16129,0.969425,2.6,2.313379,5.6,2.883963
Sünde,3.903226,2.690053,6.253968,2.214092,7.854839,1.818365,12,5,2,3.71875,2.642511,6.454546,2.06293,8.21875,1.184153,4.1,2.771157,6.033333,2.385059,7.466667,2.270247
Suppe,5.21875,1.350705,3,2.086825,2.079365,1.579114,12,5,2,5.060606,1.412874,3.03125,2.086584,2.03125,1.635974,5.387097,1.282638,2.967742,2.121067,2.129032,1.543631
Tafel,5.125,0.723747,2.278689,1.889719,1.52381,0.913292,11,5,2,5.090909,0.804815,2.483871,2.307538,1.59375,1.073414,5.16129,0.637536,2.066667,1.33735,1.451613,0.722897
Talent,6.419355,2.020781,4.571429,2.100033,7.5,1.948097,11,6,2,6.21875,2.181068,4.666667,2.041242,7.96875,1.379209,6.633333,1.847334,4.466667,2.192988,7,2.334154
Tango,6.25,2.130653,4.796875,2.495581,3.774194,2.418639,13,5,2,6.393939,2.075744,4.878788,2.496968,4.09375,2.480367,6.096774,2.211407,4.709677,2.532371,3.433333,2.344227
Tanz,6.046875,2.156052,4.619048,2.317038,3.730159,2.509378,10,4,1,6.333333,2.300362,4.90625,2.319057,3.65625,2.431107,5.741936,1.982721,4.322581,2.314982,3.806452,2.625762
Tänzer,5.904762,2.005752,5.52381,2.638775,3.31746,2.263493,11,6,2,5.90625,2.021807,5.25,2.862438,3.4375,2.28512,5.903226,2.022455,5.806452,2.400269,3.193548,2.271847
Tasche,5.09375,1.136952,2.412698,1.880588,1.596774,1.151758,12,6,2,5.151515,1.39466,2.757576,2.222475,1.5625,1.105339,5.032258,0.795147,2.033333,1.351457,1.633333,1.217214
Tasse,5.078125,0.931029,1.935484,1.577204,1.349206,0.572452,13,5,2,4.878788,0.96039,2.193548,2.0562,1.375,0.659912,5.290323,0.86385,1.677419,0.83215,1.322581,0.475191
Taste,5.046875,0.375,2.048387,1.613747,1.428571,0.85599,15,5,2,5.090909,0.384353,2.064516,1.913731,1.3125,0.737804,5,0.365148,2.032258,1.277599,1.548387,0.960511
Täter,3.296875,2.334555,6.451613,2.230029,4.603175,2.642944,9,5,2,3.181818,2.493173,6.5625,2.299193,4.90625,2.557208,3.419355,2.187452,6.333333,2.186689,4.290323,2.73488
Taxi,5.109375,0.910559,2.311475,1.848792,1.564516,0.968707,12,4,2,5.060606,0.998104,2.387097,2.108355,1.5,0.842424,5.16129,0.820438,2.233333,1.568732,1.633333,1.098065
Technik,5.301587,1.421436,2.580645,1.996295,5.290323,3.05355,9,7,2,5.181818,1.50944,2.741936,2.323327,5.375,3.087436,5.433333,1.330889,2.419355,1.628377,5.2,3.067066
Teig,5.46875,1.154271,2.491803,1.894052,1.920635,1.706738,14,4,1,5.333333,1.050793,2.645161,2.214323,1.8125,1.57475,5.612903,1.256382,2.333333,1.516196,2.032258,1.852635
Tennis,5.4375,1.478685,2.854839,2.331866,2.16129,1.611369,11,6,2,5.121212,1.293193,2.15625,1.952821,2.125,1.699146,5.774194,1.606439,3.6,2.499655,2.2,1.540264
Teppich,4.984375,0.654464,2.253968,1.596046,1.714286,1.113387,12,7,2,4.848485,0.755034,2.3125,1.891194,1.625,0.941858,5.129032,0.499462,2.193548,1.249516,1.806452,1.275914
Terror,2.677419,2.635036,7.349206,2.20087,7.483871,2.078319,10,6,2,2.71875,2.726624,7.242424,2.318813,7.875,1.844783,2.633333,2.579539,7.466667,2.096522,7.066667,2.258064
Teufel,3.666667,2.362339,6.253968,2.55247,5.967213,3.103585,10,6,2,3.625,2.379347,6.242424,2.574275,6.125,2.836968,3.709677,2.383185,6.266667,2.572177,5.793103,3.416131
Tinte,5.28125,0.863157,2.640625,1.73998,1.967742,1.227656,13,5,2,5.212121,0.696311,2.69697,1.895469,2.0625,1.242721,5.354839,1.018116,2.580645,1.586909,1.866667,1.224276
Tisch,5.015625,0.723576,1.790323,1.641042,1.365079,0.809253,9,5,1,5,0.75,1.84375,1.885588,1.28125,0.581121,5.032258,0.706346,1.733333,1.362891,1.451613,0.994609
Toaster,5.15625,1.115814,2.16129,1.960207,1.253968,0.56706,15,7,2,5,1.06066,2.451613,2.277992,1.21875,0.55267,5.322581,1.165822,1.870968,1.565076,1.290323,0.588419
Tod,2.725807,2.735135,7.15873,2.322446,6.370968,3.225075,8,3,1,2.9375,2.928586,7.125,2.732717,7.15625,2.841051,2.5,2.542738,7.193548,1.851474,5.533333,3.441465
Torte,6.15625,2.009649,3.612903,2.30007,1.301587,0.687091,14,5,2,6.272727,2.050499,4.387097,2.59072,1.25,0.622171,6.032258,1.991379,2.83871,1.675247,1.354839,0.754912
Tötung,2.819672,2.83142,7.714286,1.861569,5.311475,2.912851,12,6,2,2.967742,3.146256,7.78125,1.995711,5.59375,2.826823,2.666667,2.509751,7.645161,1.742573,5,3.023716
Tragik,4.171875,2.059085,5.09375,2.293668,8.290323,0.964741,13,6,2,4.212121,2.073005,5.636364,2.103839,8.5625,0.669015,4.129032,2.07753,4.516129,2.378669,8,1.144703
Traktor,5.0625,0.923675,2.098361,1.690216,1.460318,1.119121,14,7,2,4.969697,0.847233,1.935484,1.691853,1.375,0.793116,5.16129,1.003221,2.266667,1.700575,1.548387,1.386572
Transfer,5.140625,1.20669,2.290323,1.919589,6.290323,2.42519,12,8,2,4.969697,1.07485,2.258065,2.308935,6.46875,2.228617,5.322581,1.326326,2.322581,1.469401,6.1,2.643796
Trauer,3.301587,2.581791,6.754098,2.118614,7.42623,2.085338,11,6,2,3.4375,2.850439,6.774194,2.246622,8.0625,1.045343,3.16129,2.310798,6.733333,2.016028,6.724138,2.67123
Traum,6.612903,2.249625,5.546875,2.53189,6.935484,2.527689,9,5,1,6.5,2.44949,5.787879,2.521874,7.5,1.951013,6.733333,2.049951,5.290323,2.558561,6.333333,2.940013
Trauma,3.265625,2.324761,6.790323,2.073542,6.66129,2.455796,13,6,2,3.30303,2.518492,6.21875,2.445989,7.09375,2.219552,3.225807,2.140244,7.4,1.379655,6.2,2.644448
Träumer,6.68254,2.123793,5.078125,2.379173,5.564516,2.820423,14,7,2,6.666667,2.300362,4.909091,2.336713,5.84375,2.689398,6.7,1.950243,5.258065,2.449051,5.266667,2.970352
Trauung,6.301587,2.174893,5.71875,2.446045,5.096774,2.732378,14,7,2,6.363636,2.21949,5.969697,2.430083,5.3125,2.66927,6.233333,2.160513,5.451613,2.474385,4.866667,2.825174
Treffer,5.983871,1.9876,4.174603,2.581196,5.603175,2.517934,10,7,2,5.90625,2.08465,3.6875,2.729026,5.90625,2.387594,6.066667,1.910648,4.677419,2.357783,5.290323,2.648189
Trennung,3.484375,2.196622,6.84127,2.251926,6.741936,2.547487,10,8,2,3.393939,2.317588,7.181818,2.068432,6.65625,2.659243,3.580645,2.094026,6.466667,2.41737,6.833333,2.464693
Treppe,4.90625,0.938062,2.25,1.708987,1.612903,1.07665,11,6,2,5,0.790569,2.30303,1.9443,1.40625,0.712079,4.806452,1.077632,2.193548,1.447282,1.833333,1.341212
Treue,6.476191,2.54544,6.015625,2.406949,7.870968,1.624443,11,5,1,6.545455,2.784903,6.060606,2.585288,8.125,1.453583,6.4,2.298425,5.967742,2.24327,7.6,1.773366
Tripper,3.142857,2.663112,6.265625,2.463977,4.951613,3.091116,18,7,2,3.5625,2.793281,5.939394,2.749311,5.3125,3.073692,2.709677,2.49257,6.612903,2.108355,4.566667,3.114851
Triumph,6.419355,2.243741,6.301587,2.550363,7.387097,1.986469,11,7,2,6.1875,2.191442,5.75,2.723849,7.9375,1.389767,6.666667,2.309401,6.870968,2.261886,6.8,2.354746
Trophäe,6.419355,1.954804,4.5625,2.422612,3.079365,2.477652,13,7,2,6.25,2.109885,4.575758,2.525251,2.5625,2.12417,6.6,1.792706,4.548387,2.350017,3.612903,2.728582
Tröster,5.6875,1.876124,4.25,2.323107,6.16129,2.410316,16,7,2,5.424242,2.077112,4.454546,2.501136,6.967742,2.02458,5.967742,1.622424,4.032258,2.136725,5.354839,2.523865
Trottel,3.671875,2.145906,5.21875,2.163688,5.555556,2.601351,15,7,2,3.818182,2.11327,5.212121,2.117746,6.125,2.392866,3.516129,2.204102,5.225807,2.246622,4.967742,2.713962
Trübsal,3.71875,1.98781,5.190476,2.361363,7.580645,1.806622,15,7,2,3.787879,1.932576,5.393939,2.511715,8.03125,0.999496,3.645161,2.074422,4.966667,2.204749,7.1,2.30965
Truhe,5.078125,1.131156,3.032258,2.360659,1.619048,1.05385,15,5,2,4.878788,1.023401,2.75,2.488684,1.4375,0.669015,5.290323,1.216376,3.333333,2.218004,1.806452,1.327136
Trumpf,5.936508,2.015048,4.21875,2.40019,6.112903,2.612108,13,6,1,5.969697,1.895469,4,2.474874,6.34375,2.54773,5.9,2.171127,4.451613,2.33579,5.866667,2.700362
Tube,5.03125,0.354954,2.04918,1.745721,1.587302,1.010189,15,4,2,5.030303,0.394085,2.129032,2.061422,1.59375,1.042929,5.032258,0.314523,1.966667,1.376736,1.580645,0.992445
Tuch,5.09375,0.885846,2.453125,1.876587,1.741936,1.40182,12,4,1,4.939394,1.058873,2.878788,2.407768,1.46875,0.841825,5.258065,0.630753,2,0.894427,2.033333,1.79046
Tücke,3.571429,2.153124,4.765625,2.524434,7.516129,1.905488,15,5,2,3.5625,2.27096,4.727273,2.54058,7.59375,1.662865,3.580645,2.061944,4.806452,2.548455,7.433333,2.160513
Tugend,6.225807,2.1533,4.603175,2.366021,7.548387,2.013702,12,6,2,6.21875,2.043627,4.454546,2.437864,7.9375,1.435439,6.233333,2.299675,4.766667,2.314621,7.133333,2.445733
Tumor,3,2.645751,6.825397,2.21825,3.174603,2.568668,13,5,2,3.21875,2.859443,6.28125,2.642511,3.21875,2.561934,2.774194,2.431867,7.387097,1.52047,3.129032,2.617148
Tunte,3.78125,2.003717,5.171875,2.478829,4.444444,2.740248,17,5,2,3.666667,1.931105,4.909091,2.479461,4.65625,2.835369,3.903226,2.103249,5.451613,2.48782,4.225807,2.667204
Tür,5.15625,0.858547,2.354839,1.847433,1.333333,0.647576,9,3,1,5.090909,0.979912,2.451613,2.17315,1.375,0.707107,5.225807,0.716923,2.258065,1.482515,1.290323,0.588419
Turm,5.328125,1.084592,2.746032,1.731755,1.603175,0.833564,11,4,1,5.151515,1.093195,2.59375,1.603612,1.53125,0.841825,5.516129,1.060533,2.903226,1.868241,1.677419,0.83215
Umlaut,5.142857,1.060389,2.016129,1.971036,5.483871,3.15055,18,6,2,5.333333,1.050793,1.96875,2.132458,6.28125,2.975539,4.933333,1.048261,2.066667,1.818171,4.633333,3.156639
Umschlag,4.921875,0.741185,2.131148,1.892753,1.825397,1.486929,13,8,2,4.909091,0.722999,2.322581,2.196772,1.875,1.680054,4.935484,0.771815,1.933333,1.529781,1.774194,1.283477
Unheil,3.333333,2.355502,5.603175,2.419942,8.080645,1.309466,12,6,2,3.34375,2.52228,5.515152,2.463752,8.15625,0.919655,3.322581,2.211894,5.7,2.409035,8,1.640017
Urin,3.671875,1.782229,6.31746,2.220327,2.222222,1.72687,13,4,2,3.545455,1.855581,6.484849,2.373305,2.28125,1.987613,3.806452,1.72084,6.133333,2.063364,2.16129,1.439833
Urlaub,7.048387,2.784191,5.421875,2.54985,6.467742,2.597084,10,6,2,7.03125,2.912536,5.424242,2.525251,6.9375,2.28512,7.066667,2.690127,5.419355,2.617559,5.966667,2.846454
Urne,3.5625,2.114763,4.809524,2.558081,2,1.45912,14,4,2,3.484849,2.223753,5.030303,2.591873,2.09375,1.633508,3.645161,2.025642,4.566667,2.541834,1.903226,1.274228
Urteil,4.126984,1.679978,4.365079,2.490638,6.516129,2.584582,8,6,2,4.393939,1.784296,4.875,2.498387,7.15625,2.215916,3.833333,1.533158,3.83871,2.409658,5.833333,2.804963
Verb,5.0625,0.559904,1.790323,1.579968,5.952381,3.107891,15,4,1,5.060606,0.609272,1.967742,2.02458,5.96875,3.177384,5.064516,0.512216,1.612903,0.954897,5.935484,3.086913
Verbot,3.515625,2.309347,6.295082,2.076409,7.206349,2.171359,10,6,2,3.545455,2.3597,6.645161,1.761598,7.34375,2.025791,3.483871,2.293047,5.933333,2.333169,7.064516,2.33717
Verkauf,5.3125,1.067187,2.4375,1.660704,5.704918,2.525498,9,7,2,5.363636,0.895062,2.424242,1.639937,6.258065,2.449051,5.258065,1.23741,2.451613,1.709556,5.133333,2.515241
Verlust,3.140625,2.369564,6.15873,2.431025,7.868853,1.564986,9,7,2,3.212121,2.420712,6.333333,2.49583,7.83871,1.572615,3.064516,2.351389,5.966667,2.385059,7.9,1.583318
Verrat,3.15873,2.653095,5.65625,2.521141,7.33871,1.966469,12,6,2,3.40625,2.769178,5.757576,2.411305,7.875,1.237844,2.903226,2.547611,5.548387,2.668816,6.766667,2.416657
Verriss,4.484375,1.671348,4.140625,2.356128,6.967742,1.966671,17,7,2,4.454546,1.71557,3.909091,2.213081,7.258065,1.825153,4.516129,1.650676,4.387097,2.512335,6.677419,2.087855
Viper,4.25,1.825742,4.873016,2.762024,2.387097,2.129841,16,5,2,3.878788,1.408847,4.5625,2.816283,2.40625,2.138124,4.645161,2.137731,5.193548,2.71317,2.366667,2.157319
Vorbild,6.269841,1.885482,4.890625,2.417641,6.854839,2.209123,10,7,2,6.212121,1.866775,4.969697,2.455668,7.21875,1.809195,6.333333,1.93575,4.806452,2.414116,6.466667,2.542512
Vorgang,5.095238,0.530194,2.380952,1.895909,6.741936,2.360435,11,7,2,5.090909,0.522233,2.75,2.369157,7.1875,1.958233,5.1,0.547723,2,1.154701,6.266667,2.677278
Vorhang,5.3125,1.005935,2.451613,1.522266,2.301587,2.005114,12,7,2,5.090909,0.84275,2.322581,1.700727,2.40625,2.298097,5.548387,1.120676,2.580645,1.336019,2.193548,1.681653
Vorspiel,6.730159,2.363747,6.328125,2.456315,6.428571,2.31206,13,8,2,6.181818,2.455282,6.030303,2.567645,6.9375,1.79493,7.333333,2.138858,6.645161,2.331643,5.903226,2.675255
Vorteil,6,1.926052,3.453125,2.144981,7.322581,1.981672,10,7,2,6.060606,1.853028,3.424242,2.222475,7.8125,1.512048,5.933333,2.03306,3.483871,2.095566,6.8,2.295423
Vortrag,5.28125,1.147375,2.725807,2.073797,4.888889,2.609605,10,7,2,5.151515,1.301951,2.84375,2.370645,5.03125,2.507851,5.419355,0.958269,2.6,1.734041,4.741936,2.7443
Vulva,5.269841,1.724644,5.75,2.783169,2.634921,2.026451,17,5,2,4.78125,1.4308670000000001,5.30303,2.63966,2.65625,2.025791,5.774194,1.874561,6.225807,2.894934,2.612903,2.060379
Wachs,5.421875,1.095513,2.83871,2.327269,1.887097,1.589977,14,5,1,5.545455,1.063335,3.16129,2.659534,2.09375,1.83794,5.290323,1.131181,2.516129,1.929956,1.666667,1.268541
Wachstum,5.725807,1.671059,4.03125,2.581797,6.777778,2.419307,9,8,2,5.935484,1.436094,3.636364,2.369311,6.75,2.488684,5.516129,1.877427,4.451613,2.766932,6.806452,2.386341
Wade,5.109375,1.128522,2.952381,1.75452,1.714286,1.069045,14,4,2,5.030303,1.158794,2.96875,1.874866,1.59375,0.910844,5.193548,1.108132,2.935484,1.651978,1.83871,1.213721
Waffe,3.53125,2.33652,6.222222,2.498028,1.677419,1.156226,10,5,2,3.454546,2.48861,6.5,2.341767,1.75,1.218142,3.612903,2.201173,5.935484,2.657511,1.6,1.101723
Waggon,5.174603,0.925267,2.476191,2.085721,1.380952,0.68223,14,6,2,5.060606,0.863836,2.15625,2.017814,1.375,0.751343,5.3,0.987857,2.806452,2.135718,1.387097,0.615219
Wahrheit,7.234375,2.70063,5.903226,2.584377,8.306452,1.421021,9,8,2,7.121212,2.869643,5.65625,2.70733,8.28125,1.764057,7.354839,2.550142,6.166667,2.464693,8.333333,0.958927
Wampe,4,2.047816,4.234375,2.447819,3.065574,2.112415,17,5,2,4.25,2.140244,4.090909,2.466825,3.53125,2.488482,3.741936,1.948807,4.387097,2.458691,2.551724,1.478083
Wanst,3.71875,2.214446,4.177419,2.392092,4.476191,2.583179,17,5,1,3.787879,2.407768,4.096774,2.624942,4.46875,2.67587,3.645161,2.025642,4.258065,2.175128,4.483871,2.528121
Wanze,3.984127,2.113643,4.5,2.538591,2.063492,1.654642,16,5,2,3.9375,2.213412,4.636364,2.678831,2.0625,1.776868,4.032258,2.040978,4.354839,2.415897,2.064516,1.547805
Wärme,6.793651,2.148959,5.174603,2.419942,6.147541,2.874231,11,5,2,6.848485,2.360101,5.30303,2.567645,6.28125,2.942836,6.733333,1.928611,5.033333,2.281611,6,2.841026
Warze,3.375,2.278262,5.063492,2.57076,1.854839,1.607837,17,5,2,3.393939,2.461445,5.030303,2.651472,1.96875,1.822518,3.354839,2.106314,5.1,2.523681,1.733333,1.362891
Weisheit,7.140625,2.575015,5.095238,2.460752,8.377049,1.199499,11,8,2,7.151515,2.71709,5.21875,2.536627,8.612903,0.667204,7.129032,2.459566,4.967742,2.415007,8.133333,1.547709
Weste,5.125,0.899735,2.015873,1.518616,1.725807,1.175841,13,5,2,5.030303,0.918043,2.0625,1.830521,1.625,1.237844,5.225807,0.883541,1.967742,1.139704,1.833333,1.116748
Wichser,3.206349,2.54101,6.507937,2.206099,5.555556,2.538591,17,7,2,3.1875,2.442071,6.212121,2.287979,5.75,2.409658,3.225807,2.679673,6.833333,2.10227,5.354839,2.690085
Wille,6.190476,1.941542,4.9375,2.742233,8,1.504093,11,5,2,6.181818,1.943813,4.515152,2.884454,8.03125,1.379209,6.2,1.972221,5.387097,2.551828,7.966667,1.650148
Winkel,4.984375,0.881777,1.770492,1.564113,2.825397,2.239957,11,6,2,5.030303,0.585494,1.903226,1.90359,3.1875,2.545553,4.935484,1.12355,1.633333,1.129032,2.451613,1.840991
