word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Jammer,3.703125,2.187117,5.507937,2.131734,7.360656,2.033329,13,6,2,3.818182,2.242411,5.75,2.271847,7.354839,1.871691,3.580645,2.15676,5.258065,1.982721,7.366667,2.220334
Jubel,5.83871,1.839401,5.460318,2.381551,6.081967,2.703671,11,5,2,5.8125,1.990907,5.181818,2.442521,6.59375,2.367241,5.866667,1.696514,5.766667,2.314621,5.517241,2.97154
Jugend,6.428571,2.182883,4.365079,2.378001,7.080645,2.234589,9,6,2,6.333333,2.380476,3.9375,2.154328,7.53125,1.722421,6.533333,1.97804,4.806452,2.548455,6.6,2.620871
Junge,5.421875,1.832725,3.109375,2.16844,2.333333,1.778002,9,5,2,5.333333,1.689428,3.090909,2.067058,2.5,1.983805,5.516129,1.997848,3.129032,2.305673,2.16129,1.551274
Juwel,6.174603,1.651389,4.359375,2.366212,1.951613,1.384071,14,5,2,6.272727,1.736964,4.666667,2.49583,2.0625,1.412787,6.066667,1.574218,4.032258,2.213352,1.833333,1.366681
Kabel,5,0.642416,2.016129,1.815163,1.809524,1.38956,11,5,2,5,0.661438,2.375,2.296561,1.65625,0.970845,5,0.632456,1.633333,0.999425,1.967742,1.722089
Kachel,5.140625,0.753135,2.387097,2.12213,2.145161,1.781938,17,6,2,5.151515,0.66714,2.516129,2.219174,2.3125,2.038936,5.129032,0.846244,2.258065,2.048865,1.966667,1.473521
Kacke,3.34375,2.49583,6.109375,2.588848,2.333333,1.875134,17,5,2,3.363636,2.54728,6.151515,2.670688,2.71875,2.289307,3.322581,2.481761,6.064516,2.542118,1.935484,1.23654
Kaff,3.746032,1.703585,4.349206,2.244411,4.573771,2.906653,15,4,1,4.03125,1.73176,4.727273,2.168996,4.53125,2.839632,3.451613,1.650024,3.933333,2.288402,4.62069,3.028599
Kamm,4.90625,0.971315,1.859375,1.582315,1.492064,1.09062,14,4,1,4.909091,1.07132,2.030303,1.87891,1.375,0.906962,4.903226,0.870051,1.677419,1.194071,1.612903,1.256382
Kanne,5.0625,0.58757,1.8,1.493489,1.492064,1.09062,15,5,2,5.121212,0.73983,1.935484,1.878572,1.34375,0.827331,5,0.365148,1.655172,0.936401,1.645161,1.305077
Kante,4.96875,0.733955,1.95082,1.553772,2.698413,2.05281,14,5,2,4.909091,0.804815,1.935484,1.711442,2.375,1.791557,5.032258,0.657463,1.966667,1.401559,3.032258,2.272794
Kappe,4.96875,0.665922,1.918033,1.625783,1.790323,1.243173,14,5,2,5.060606,0.242306,2.193548,2.072347,2.0625,1.522678,4.870968,0.921663,1.633333,0.927858,1.5,0.776819
Kapsel,4.84375,1.026919,2.412698,1.906144,2.508197,1.971657,14,6,2,4.939394,1.058873,2.375,2.225222,2.451613,1.963648,4.741936,0.998924,2.451613,1.545719,2.566667,2.011747
Karpfen,5.0625,1.110913,2.460318,1.683175,1.476191,0.913292,14,7,2,5.030303,1.045372,2.53125,1.950755,1.46875,0.983226,5.096774,1.193171,2.387097,1.382689,1.483871,0.851311
Karte,5.21875,0.765709,2.016129,1.654521,1.95082,1.488021,10,5,2,5.121212,0.73983,2.15625,1.868402,1.9375,1.501344,5.322581,0.791079,1.866667,1.407696,1.965517,1.499589
Karton,4.9375,0.663684,1.870968,1.408218,1.888889,1.19287,13,6,2,5,0.5,1.967742,1.622424,1.71875,0.888434,4.870968,0.805892,1.774194,1.175009,2.064516,1.436094
Käse,5.671875,1.652845,3.532258,2.259535,1.444444,0.838158,12,4,2,5.69697,1.845346,3.5625,2.340906,1.53125,0.983226,5.645161,1.45025,3.5,2.208916,1.354839,0.660726
Kasse,5.015625,0.999876,2.666667,1.959263,1.790323,1.427334,10,5,2,5.181818,1.044466,2.5625,2.03101,1.71875,1.275941,4.83871,0.934408,2.774194,1.909794,1.866667,1.591645
Kasten,4.8125,0.923675,2,1.732051,1.873016,1.142889,11,6,2,4.666667,0.853913,1.903226,1.868241,1.875,1.128802,4.967742,0.982645,2.1,1.604949,1.870968,1.175923
Kelle,4.890625,0.892956,2.190476,1.79477,1.548387,1.154853,15,5,2,4.666667,1.050793,2.1875,2.070336,1.65625,1.405275,5.129032,0.618705,2.193548,1.492634,1.433333,0.8172
Keller,4.5,1.727463,3.238095,2.380799,1.920635,1.347657,10,6,2,4.424242,1.85456,3.5625,2.638884,2,1.606439,4.580645,1.607777,2.903226,2.071309,1.83871,1.035914
Kerker,3.25,2.443001,6.380952,2.510806,2.634921,2.073657,14,6,2,3.333333,2.581989,5.545455,2.73965,3,2.488684,3.16129,2.325178,7.3,1.878187,2.258065,1.482515
Kern,5.0625,0.852168,2.365079,1.649062,2.213115,1.83589,10,4,1,5.212121,0.696311,2.545455,1.954017,2.25,2.09454,4.903226,0.978258,2.166667,1.234094,2.172414,1.536902
Kessel,4.859375,0.888501,1.95,1.267922,1.777778,1.23712,13,6,2,5.060606,0.78817,2.033333,1.49674,1.65625,0.901947,4.645161,0.950382,1.866667,1.008014,1.903226,1.513381
Ketzer,3.539683,2.421845,5.174603,2.727043,5.555556,2.595143,14,6,2,3.59375,2.637929,5.060606,2.633194,6.15625,2.329466,3.483871,2.219174,5.3,2.866573,4.935484,2.743908
Kiesel,5.265625,0.781577,2.225807,1.832488,1.725807,1.133244,15,6,2,5.272727,0.977008,2.387097,2.231254,1.625,0.975507,5.258065,0.514311,2.064516,1.340037,1.833333,1.288767
Kiffer,3.9375,2.322253,6,2.44949,4.174603,2.479202,16,6,2,3.606061,2.192878,5.484849,2.762712,4.59375,2.600985,4.290323,2.438491,6.548387,1.963648,3.741936,2.308935
Killer,2.629032,2.771245,6.983871,2.130896,4.596774,2.512002,12,6,2,2.75,3.016086,6.875,2.511265,5.125,2.446195,2.5,2.529141,7.1,1.66816,4.033333,2.498045
Kind,6.578125,2.13664,4.125,2.478479,1.564516,0.916532,8,4,1,6.636364,2.342784,4.515152,2.526376,1.6875,1.090649,6.516129,1.929956,3.709677,2.397131,1.433333,0.678911
Kinn,5.234375,0.636014,2.612903,2.129841,1.539683,1.280441,13,4,1,5.242424,0.791766,3.09375,2.692395,1.5625,1.501344,5.225807,0.425024,2.1,1.124952,1.516129,1.028623
Kippe,4.15873,1.977342,3.920635,2.404979,2.016129,1.541682,14,5,2,4.5,2.184993,4.1875,2.361485,2.0625,1.812813,3.806452,1.701359,3.645161,2.456941,1.966667,1.217214
Kirsche,6.081967,2.092009,3.873016,2.379293,1.365079,0.702566,16,7,2,6.03125,2.055431,3.96875,2.583875,1.28125,0.634206,6.137931,2.166698,3.774194,2.186469,1.451613,0.767625
Kissen,5.609375,1.848356,3.65625,2.483078,1.68254,1.329873,13,6,2,5.484849,2.048188,4,2.704164,1.65625,1.405275,5.741936,1.632335,3.290323,2.208975,1.709677,1.270001
Kitzel,5.890625,1.844057,5.453125,2.32945,6.435484,2.453642,15,6,2,6.030303,1.648576,5.606061,2.164189,6.84375,2.356999,5.741936,2.048865,5.290323,2.519174,6,2.518894
Klage,3.6875,2.022689,5.078125,2.248842,6.190476,2.746594,10,5,2,3.969697,2.18639,5.212121,2.132451,6.65625,2.483616,3.387097,1.819843,4.935484,2.39354,5.709677,2.957404
Klammer,4.859375,0.870453,1.967742,1.792221,1.758065,1.339017,14,7,2,4.787879,0.92728,2,2,1.774194,1.453953,4.935484,0.813859,1.935484,1.590293,1.741936,1.23741
Kleidung,5.920635,1.639252,3.234375,2.265982,2.730159,2.149316,11,8,2,5.818182,1.793296,3.121212,2.175971,2.71875,2.203141,6.033333,1.473521,3.354839,2.388143,2.741936,2.128658
Klempner,4.859375,0.888501,2.311475,1.936844,2.704918,2.162901,15,8,2,4.69697,0.728219,2.451613,2.157757,2.870968,2.093513,5.032258,1.016001,2.166667,1.703614,2.533333,2.255007
Klima,5.15625,1.262635,3.587302,2.091727,6.190476,2.775801,10,5,2,5.060606,1.273268,3.15625,1.985583,6.5625,2.687336,5.258065,1.264061,4.032258,2.136725,5.806452,2.856797
Klingel,5.0625,1.219875,2.596774,2.003764,1.655738,1.046984,15,7,2,5.151515,1.17583,2.875,2.352075,1.5,0.762001,4.967742,1.277599,2.3,1.534657,1.827586,1.28366
Klinik,4.375,1.923126,3.253968,2.375739,2.096774,1.656677,10,6,2,4.666667,1.979057,3.53125,2.770634,1.96875,1.402403,4.064516,1.842742,2.967742,1.888277,2.233333,1.906131
Klinke,5.015625,0.701296,2.206349,1.627969,1.492064,0.780261,15,6,2,5.060606,0.609272,2.4375,1.933366,1.4375,0.75935,4.967742,0.795147,1.967742,1.224306,1.548387,0.809885
Klo,4.095238,1.7663,4.59375,2.441173,1.730159,1.472395,14,3,1,3.75,1.883716,4.515152,2.451036,1.75,1.703886,4.451613,1.588263,4.677419,2.468294,1.709677,1.216376
Klugheit,6.68254,2.347445,5.032258,2.515315,8.129032,1.408218,13,8,2,6.666667,2.419539,5,2.688086,8.40625,0.910844,6.7,2.306662,5.066667,2.362543,7.833333,1.763291
Knabe,5.390625,1.176721,2.793651,1.90211,2.460318,1.721078,12,5,2,5.393939,1.367923,2.636364,1.867789,2.5625,1.916608,5.387097,0.954897,2.966667,1.956128,2.354839,1.517638
Knast,3.193548,2.373617,5.84127,2.431025,2.285714,1.852884,12,5,1,3.40625,2.600985,5.878788,2.570963,2.03125,1.355619,2.966667,2.12511,5.8,2.310396,2.548387,2.248536
Knie,5.03125,0.925284,2.828125,2.17164,1.746032,1.177316,11,4,1,5.030303,0.728219,2.848485,2.29294,1.53125,0.87931,5.032258,1.110071,2.806452,2.072347,1.967742,1.401996
Knopf,5.111111,0.69818,2.15873,1.850949,1.52381,0.997693,13,5,1,5.09375,0.73438,2.060606,2.030077,1.4375,0.75935,5.129032,0.67042,2.266667,1.659525,1.612903,1.202149
Knorpel,3.952381,1.430414,3.46875,2.356812,2.587302,1.906144,16,7,2,3.8125,1.424158,3.121212,2.433588,2.8125,2.191442,4.096774,1.445795,3.83871,2.252358,2.354839,1.560948
Knospe,6.203125,1.961371,3.875,2.373799,1.741936,0.828498,16,6,2,6.424242,2.151022,4.090909,2.590411,1.78125,0.906406,5.967742,1.741338,3.645161,2.137731,1.7,0.749713
Knoten,5.078125,1.145103,2.809524,2.10113,2.444444,1.864592,12,6,2,4.969697,1.015038,2.96875,2.44269,2.3125,1.803894,5.193548,1.275914,2.645161,1.703886,2.580645,1.945494
Knüppel,4.125,1.759329,5.730159,2.322446,2.193548,1.948843,14,7,2,4.030303,1.862204,5.272727,2.61334,2.53125,2.4228,4.225807,1.667527,6.233333,1.8696,1.833333,1.205829
Koks,3.174603,2.661189,6.34375,2.558638,2.380952,1.717355,14,4,1,2.9375,2.601953,6.151515,2.705564,2.46875,1.813647,3.419355,2.741948,6.548387,2.4199,2.290323,1.636939
Kokser,3.238095,2.582286,6.390625,2.447008,4.349206,2.54101,18,6,2,3.25,2.639648,6.181818,2.591507,4.4375,2.474874,3.225807,2.565277,6.612903,2.30474,4.258065,2.645345
Kollaps,3.444444,2.434813,6.063492,2.500794,6.209677,2.63107,13,7,2,3.375,2.432972,5.636364,2.690471,6.65625,2.597882,3.516129,2.474819,6.533333,2.224214,5.733333,2.625253
Koma,3.047619,2.497925,6.222222,2.549158,5.16129,2.915159,13,4,2,3.09375,2.531854,5.818182,2.78898,5.59375,2.883316,3,2.503331,6.666667,2.218004,4.7,2.926101
Komfort,5.984375,2.111888,4.34375,2.405145,7.936508,1.33045,12,7,2,5.848485,2.251683,4.272727,2.478315,8.15625,0.723316,6.129032,1.978921,4.419355,2.363249,7.709677,1.735772
Komik,6.634921,2.134974,5.301587,2.55668,7.032258,2.325678,12,5,2,6.46875,2.382522,4.75,2.514474,7.65625,1.557694,6.806452,1.869391,5.870968,2.513191,6.366667,2.809876
Kompass,5.296875,1.0937,2.33871,1.707683,1.793651,1.404586,15,7,2,5.181818,0.682575,2.125,1.87943,2.15625,1.779985,5.419355,1.408881,2.566667,1.50134,1.419355,0.719916
Kondom,5.65625,1.55552,5.822581,2.322549,1.274194,0.577427,14,6,2,5.515152,1.563674,5.606061,2.26301,1.225807,0.616965,5.806452,1.55819,6.068966,2.404327,1.322581,0.540808
Konfekt,5.765625,1.725092,2.603175,1.905338,2.274194,1.600915,17,7,2,5.727273,1.92472,3,2.345208,2.375,1.844783,5.806452,1.514802,2.166667,1.147211,2.166667,1.315251
Kontext,5.063492,0.759308,2.238095,1.932025,6.790323,2.483632,12,7,2,5.0625,0.981687,2.25,2.257604,6.935484,2.30847,5.064516,0.442379,2.225807,1.564389,6.645161,2.677666
Korb,5.265625,1.300088,2.333333,1.768907,1.66129,1.2003219999999999,12,4,1,5.333333,1.314978,2.125,1.755177,1.625,1.184578,5.193548,1.301777,2.548387,1.785846,1.7,1.235956
Korken,5.328125,1.099129,2.984127,2.082896,1.460318,1.119121,15,6,2,5.090909,1.15552,2.636364,1.782172,1.34375,0.787375,5.580645,0.992445,3.366667,2.341284,1.580645,1.38502
Korn,5.09375,0.954833,2.859375,2.038263,1.919355,1.271354,13,4,1,5.212121,0.857233,2.818182,2.185957,1.83871,1.067607,4.967742,1.048296,2.903226,1.90359,2,1.460594
Körper,6.16129,1.729148,5.177419,2.486186,2.016129,1.520267,9,6,2,5.78125,1.791276,4.9375,2.551881,2.0625,1.776868,6.566667,1.590561,5.433333,2.430884,1.966667,1.217214
Kot,2.96875,2.429767,5.968254,2.590107,2.31746,1.847626,14,3,1,3.272727,2.672461,6.151515,2.751377,2.625,2.296561,2.645161,2.137731,5.766667,2.430884,2,1.183216
Köter,3.539683,2.146455,4.75,2.494438,3.209677,2.43699,16,5,2,3.40625,2.212273,4.757576,2.537596,3.59375,2.538216,3.677419,2.10376,4.741936,2.489548,2.8,2.295423
Kotze,2.825397,2.636834,6.419355,2.329767,1.952381,1.507279,18,5,2,2.96875,2.879117,6.3125,2.428826,2.09375,1.653137,2.677419,2.399821,6.533333,2.255007,1.806452,1.35202
Krach,3.921875,2.191649,5.5625,2.315407,6.274194,2.674527,12,5,1,3.909091,2.282592,5.424242,2.398311,7.21875,1.979481,3.935484,2.128152,5.709677,2.25379,5.266667,2.970352
Kraft,6.578125,2.328599,5.625,2.591194,6.730159,2.417719,8,5,1,6.515152,2.670688,4.787879,2.712904,7.0625,2.395392,6.645161,1.941621,6.516129,2.158255,6.387097,2.431425
Krake,4.5,1.623244,4.936508,2.551869,1.666667,1.295152,16,5,2,4.393939,1.784296,4.333333,2.618046,1.59375,1.103057,4.612903,1.453213,5.6,2.343001,1.741936,1.482515
Kralle,4.0625,1.707825,3.984375,2.26423,2.079365,1.753352,16,6,2,4,1.695583,4.363636,2.619854,2,1.586231,4.129032,1.746271,3.580645,1.765865,2.16129,1.933852
Krampf,3.703125,2.113296,5.71875,2.25,4.274194,2.692852,15,6,1,3.727273,2.308581,5.151515,2.501515,4.34375,2.835369,3.677419,1.921581,6.322581,1.796053,4.2,2.578425
Kran,4.84375,0.622814,2.064516,1.545708,1.444444,1.059181,13,4,1,4.848485,0.712444,2.096774,1.850312,1.46875,1.343668,4.83871,0.522607,2.032258,1.19677,1.419355,0.672022
Krätze,3.269841,2.363747,5.84127,2.215825,4.777778,2.761746,17,6,2,3.5,2.475688,5.787879,2.407768,5.28125,2.642511,3.032258,2.25808,5.9,2.023142,4.258065,2.828047
Kräuter,5.596774,1.530667,3.483871,2.295698,2.241936,1.807865,14,7,2,5.419355,1.628377,3.677419,2.454752,2.0625,1.702702,5.774194,1.430843,3.290323,2.147767,2.433333,1.924136
Krebs,3.68254,2.66897,5.65625,2.829655,4,2.930898,11,5,1,3.875,2.859619,5.878788,2.966032,3.5625,2.827714,3.483871,2.488252,5.419355,2.705232,4.466667,3.014143
Kreide,5.046875,0.764898,2.21875,1.588338,1.451613,0.761307,13,6,2,5.060606,0.747471,2.30303,1.758637,1.53125,0.949851,5.032258,0.795147,2.129032,1.408118,1.366667,0.490133
Kreis,5.265625,1.101834,2.213115,1.684387,2.451613,2.230029,9,5,1,5.181818,1.210747,2.483871,2.014464,2.15625,1.885588,5.354839,0.984831,1.933333,1.229896,2.766667,2.541834
Krieg,2.516129,2.929454,7.258065,2.157226,5.580645,2.928371,8,5,1,2.625,3.159726,7.09375,2.374045,5.6875,2.955995,2.4,2.711406,7.433333,1.924136,5.466667,2.944701
Krise,3.609375,2.306768,5.890625,2.463171,6.758065,2.474032,9,5,2,3.69697,2.543188,5.848485,2.501515,7.28125,1.954884,3.516129,2.063508,5.935484,2.462187,6.2,2.857537
Kristall,6.140625,1.807104,4.444444,2.53223,2,1.525736,14,8,2,6.121212,1.832989,4.545455,2.623105,2,1.481063,6.16129,1.809176,4.333333,2.468188,2,1.597412
Krücke,3.90625,1.678234,3.047619,1.921261,1.870968,1.234529,15,6,2,4.060606,1.730957,3,2,1.84375,1.167003,3.741936,1.632335,3.096774,1.868241,1.9,1.322224
Krug,5.203125,0.694187,2.225807,1.850293,1.539683,0.876676,12,4,1,5.242424,0.791766,2.125,2.151519,1.625,1.070122,5.16129,0.582911,2.333333,1.49328,1.451613,0.623897
Krüppel,3.412698,2.099423,5.571429,2.374015,3.888889,2.508766,15,7,2,3.53125,1.950755,5.454546,2.195036,3.96875,2.320795,3.290323,2.268532,5.7,2.588436,3.806452,2.725428
Kuchen,6.079365,2.034395,3.578125,2.202486,1.666667,1.231312,12,6,2,6.1875,2.161802,4.151515,2.488991,1.5625,1.522678,5.967742,1.923259,2.967742,1.682931,1.774194,0.844973
Kuh,5.265625,1.275436,2.83871,2.136287,1.444444,0.980089,12,3,1,4.909091,1.182255,3.03125,2.292827,1.28125,0.634206,5.645161,1.279281,2.633333,1.973677,1.612903,1.229564
Kuhle,4.84375,0.946485,2.442623,1.884362,3.15873,2.377355,17,5,2,4.757576,1.031695,2.419355,2.029355,3.3125,2.468348,4.935484,0.853834,2.466667,1.756433,3,2.309401
Kühnheit,5.774194,1.859132,4.888889,2.103079,7.564516,1.852079,14,8,2,5.757576,1.696141,4.636364,2.233526,7.875,1.680054,5.793103,2.059461,5.166667,1.949064,7.233333,1.994533
Küken,6.063492,1.865415,3.8125,2.635984,1.645161,0.888852,14,5,2,5.909091,1.942351,4.121212,2.758595,1.46875,0.761339,6.233333,1.794308,3.483871,2.501612,1.833333,0.985528
Kummer,3.296875,2.517745,5.109375,2.35107,7.920635,1.649062,12,6,2,3.272727,2.648971,5.242424,2.358897,8.1875,1.148281,3.322581,2.413671,4.967742,2.373238,7.645161,2.025642
Kunde,5.28125,1.046062,2.483871,1.771745,3.825397,2.738847,10,5,2,5.060606,1.14399,2.5,2.079082,3.8125,2.775904,5.516129,0.889605,2.466667,1.407696,3.83871,2.745867
Kunst,6.31746,2.022657,4.761905,2.447608,7.516129,2.208344,8,5,1,6.212121,2.088025,4.9375,2.487874,7.645161,1.889416,6.433333,1.977169,4.580645,2.432751,7.387097,2.512335
Kuppel,5.015625,1.3742780000000001,2.539683,1.873632,2.222222,1.808978,13,6,2,5.272727,1.281423,2.53125,2.031754,2.03125,1.655575,4.741936,1.436842,2.548387,1.728944,2.419355,1.962553
Kuppler,4.78125,1.803601,3.68254,2.093195,5.16129,2.625184,17,7,2,4.848485,2.09346,3.84375,2.370645,5.677419,2.561082,4.709677,1.465004,3.516129,1.786448,4.645161,2.627399
Kurs,5.078125,1.058671,2.507937,1.821671,5.129032,2.725014,9,4,1,5.121212,1.053494,2.30303,1.811161,5.78125,2.459142,5.032258,1.079626,2.733333,1.837039,4.433333,2.860954
Kurve,5.453125,1.068001,3.238095,2.32597,3.492064,2.558181,12,5,2,5.363636,0.92932,3.060606,2.384054,3.75,2.782433,5.548387,1.206613,3.433333,2.284631,3.225807,2.319622
Kuss,7.171875,2.797701,7.790323,1.874218,3.031746,2.362122,14,4,1,6.939394,2.967948,7.5625,2.435457,3.15625,2.503022,7.419355,2.630262,8.033333,0.964306,2.903226,2.241351
Lächeln,6.953125,2.522469,6.730159,2.356914,5.396825,2.618419,10,7,2,6.848485,2.818701,6.8125,2.58329,5.3125,2.632765,7.064516,2.205077,6.645161,2.137731,5.483871,2.644125
Lachen,7.125,2.78602,6.238095,2.531825,5.015873,2.785284,11,6,2,7.060606,3.009769,6.333333,2.520747,5.4375,2.816283,7.193548,2.574482,6.133333,2.582879,4.580645,2.729764
Laden,5.21875,0.999504,2.269841,1.638315,2.047619,1.590583,10,5,2,5.030303,0.918043,2.363636,1.94965,2.09375,1.613639,5.419355,1.057487,2.166667,1.234094,2,1.591645
Ladung,4.921875,0.996895,2.66129,2.164873,3.714286,2.549058,12,6,2,4.969697,0.847233,2.5,2.199707,3.96875,2.705841,4.870968,1.147227,2.833333,2.150915,3.451613,2.392192
Lager,5.171875,1.1893,2.33871,2.032067,3.096774,2.434113,9,5,2,5.121212,0.992395,2.322581,2.087855,3.53125,2.663788,5.225807,1.383466,2.354839,2.009119,2.633333,2.108821
Lampe,5.365079,0.97222,2.274194,1.917729,1.285714,0.633184,12,5,2,5.28125,0.812578,2.419355,2.17216,1.21875,0.659148,5.451613,1.120676,2.129032,1.648068,1.354839,0.608188
Laub,5.453125,1.379322,2.222222,1.80004,1.857143,1.366148,13,4,1,5.575758,1.323591,2.78125,2.310347,1.96875,1.635974,5.322581,1.446538,1.645161,0.709384,1.741936,1.031754
Läufer,5.515625,1.083677,3.31746,2.526156,3.387097,2.411413,12,6,2,5.333333,0.957427,2.9375,2.313181,3.46875,2.514274,5.709677,1.188656,3.709677,2.710394,3.3,2.336369
Leder,5.265625,1.405682,2.984127,2.12126,2.096774,1.715022,12,5,2,5.212121,1.386488,3.0625,2.25671,2.125,1.844783,5.322581,1.446538,2.903226,2.005905,2.066667,1.595972
Lehre,5.571429,1.200998,2.96875,2.054563,5.967742,2.679416,10,5,2,5.393939,1.058873,2.969697,2.113718,6.40625,2.538216,5.766667,1.330889,2.967742,2.02458,5.5,2.788523
Lehrer,5.15625,1.449891,3.46875,2.487867,2.403226,1.970767,9,6,2,5.242424,1.199747,3.545455,2.48861,2.40625,1.981517,5.064516,1.691853,3.387097,2.525568,2.4,1.993092
Leiche,3.032258,2.799108,7.1875,2.099698,2.301587,2.029102,10,6,2,3.125,2.981123,7.060606,2.384054,2.53125,2.368944,2.933333,2.638356,7.322581,1.777397,2.064516,1.611117
Leichnam,2.903226,2.578026,6.703125,2.368307,2.333333,1.951013,13,8,2,3.03125,2.845306,6.515152,2.71709,2.46875,2.15503,2.766667,2.299675,6.903226,1.955417,2.193548,1.740103
Leid,3,2.546345,6.064516,2.366924,7.951613,1.721869,11,4,1,3.125,2.779534,6.25,2.475688,8.28125,0.771859,2.870968,2.320085,5.866667,2.270247,7.6,2.313379
Leistung,6,2.12319,4.671875,2.357391,7.065574,2.031985,9,8,2,5.969697,2.038456,4.090909,2.296242,7.4375,1.564475,6.032258,2.24327,5.290323,2.297732,6.655172,2.409444
Leiter,4.953125,0.764898,2.112903,1.709231,1.571429,1.444838,9,6,2,4.969697,0.883348,2.25,1.967478,1.40625,0.837021,4.935484,0.629046,1.966667,1.401559,1.741936,1.879144
Lepra,2.774194,2.458971,6.09375,2.610837,4.079365,2.671846,16,5,2,2.90625,2.544563,5.909091,2.908647,4.5,2.896049,2.633333,2.399473,6.290323,2.283178,3.645161,2.388143
Lesbe,5.015625,1.713552,5.953125,2.353179,4.142857,2.693224,16,5,2,4.757576,1.541718,5.090909,2.428524,4.59375,2.938722,5.290323,1.865361,6.870968,1.910357,3.677419,2.371878
Lesung,5.609375,1.518324,2.806452,1.940413,5.253968,2.55247,11,6,2,5.545455,1.542946,2.741936,1.931627,5.625,2.485442,5.677419,1.514092,2.870968,1.978921,4.870968,2.60438
Licht,6.333333,2.271847,3.875,2.21467,4.222222,3.03976,9,5,1,6.515152,2.251683,4.333333,2.354075,4.4375,3.099818,6.133333,2.315366,3.387097,1.977834,4,3.011091
Liebchen,6.206349,1.667127,5.09375,2.334821,6.428571,2.029733,16,8,2,6.060606,1.599598,4.818182,2.351257,6.65625,1.734087,6.366667,1.751518,5.387097,2.319158,6.193548,2.301005
Liebe,7.206349,2.789142,7.516129,1.905488,8.225807,1.778002,8,5,2,7.151515,3.032338,7.53125,2.299851,8.90625,0.296145,7.266667,2.545223,7.5,1.408105,7.5,2.345208
Liebling,6.793651,2.148959,6.241936,2.093593,5.84127,2.397622,12,8,2,6.636364,2.342784,6.40625,2.197644,6.0625,2.16925,6.966667,1.93842,6.066667,1.99885,5.612903,2.629036
Liebster,6.758065,2.454073,6,2.253745,5.714286,2.344717,15,8,2,6.46875,2.65165,5.909091,2.504541,5.71875,2.426126,7.066667,2.227312,6.096774,1.989218,5.709677,2.297732
Lied,6.225807,2.335888,4.666667,2.565277,4.444444,2.821449,10,4,1,6.1875,2.657157,5.125,2.673044,4.90625,2.843889,6.266667,1.981524,4.193548,2.400269,3.967742,2.762654
Lilie,6.193548,1.80017,4.21875,2.291937,1.66129,1.172689,15,5,2,6.34375,1.944544,4.878788,2.509452,1.5625,1.134147,6.033333,1.650148,3.516129,1.823385,1.766667,1.222866
List,4.59375,1.639965,4.444444,2.544937,6.904762,2.346681,12,4,1,4.545455,1.660025,4.212121,2.595159,7.21875,2.21045,4.645161,1.644149,4.7,2.507231,6.580645,2.473516
Lizenz,5.1875,1.005935,2.274194,1.728919,5.380952,2.784917,11,6,2,5.090909,0.804815,2.387097,2.011259,5.5625,2.711237,5.290323,1.188656,2.16129,1.416493,5.193548,2.89159
Lob,6.258065,2.141973,5.4375,2.342668,6.816667,2.354165,11,3,1,6.0625,2.313181,5.666667,2.231405,7.225807,1.927169,6.466667,1.96053,5.193548,2.468729,6.37931,2.704676
Locke,5.746032,1.402397,3.460318,2.454919,1.777778,1.128008,15,5,2,5.6875,1.533234,3.65625,2.63487,1.6875,0.895779,5.806452,1.275914,3.258065,2.279879,1.870968,1.335214
Lockung,5.453125,1.207512,4.241936,2.440676,6.968254,2.221364,17,7,2,5.424242,1.275498,4.28125,2.53026,7.53125,1.848877,5.483871,1.15097,4.2,2.383854,6.387097,2.445096
Löffel,5.140625,0.852023,1.935484,1.353453,1.301587,0.557498,13,6,2,5.272727,0.6742,1.96875,1.713031,1.3125,0.592289,5,1,1.9,0.844863,1.290323,0.528744
Lohn,6.306452,2.551687,3.890625,2.19029,4.920635,2.737444,10,4,1,6.032258,2.676862,3.666667,2.217356,4.8125,2.620484,6.580645,2.432751,4.129032,2.171665,5.032258,2.892333
Lücke,4.761905,1.073347,2.777778,1.971118,4.333333,2.79977,11,5,2,4.787879,0.857233,2.9375,2.093577,4.40625,2.803907,4.733333,1.284747,2.612903,1.856115,4.258065,2.839809
Luder,4.484375,2.429921,6.234375,2.052812,5.68254,2.44834,15,5,2,3.757576,2.151022,6.060606,1.886455,6.34375,1.877015,5.258065,2.502902,6.419355,2.232699,5,2.792848
Lüge,3.578125,2.24531,6.887097,2.049429,7.442623,2.276874,11,4,2,3.636364,2.497726,6.75,2.382734,7.96875,1.655575,3.516129,1.981093,7.033333,1.650148,6.862069,2.721923
Lügner,3.515625,2.323054,6.774194,1.919865,6.209677,2.40312,13,6,2,3.69697,2.455668,6.625,2.043874,6.5,2.09454,3.322581,2.196772,6.933333,1.799106,5.9,2.695462
Lumpen,3.578125,1.81532,4.171875,2.542057,3.269841,2.156807,14,6,2,3.515152,1.856092,3.848485,2.739996,3.1875,2.116563,3.645161,1.799044,4.516129,2.307538,3.354839,2.229326
Lunge,5.25,1.501322,3.507937,2.078096,1.888889,1.392504,13,5,2,5.121212,1.340652,3.15625,1.705955,1.6875,1.090649,5.387097,1.666882,3.870968,2.37686,2.096774,1.64022
