word_portuguese,translate_word_english,cgram,familiar_mean,concrete_mean,imagine_mean,aoa_mean,aoa_sd,length,silo_n,phonemes,silphom_n,ond,oup,phoneme_density,phonome_up,frequency,frequency_log
Seminário,seminar,no,NA,NA,NA,7.73,1.32,9,4,9,4,1,6,1,7,297,2.84
Sentimental,sentimental,no,NA,NA,NA,7.16,1.09,11,4,9,4,0,11,0,9,205,2.47
Sentimento,feeling,no,NA,NA,NA,6.72,1.03,11,4,9,4,1,11,1,9,1335,2.31
Separação,separation,no,NA,NA,NA,5.06,1.46,9,4,9,4,1,7,1,7,389,3.13
Situação,situation,no,NA,NA,NA,5.44,1.83,8,4,8,3,0,6,1,5,7129,2.59
Sofrimento,suffering,no,NA,NA,NA,5.68,1.68,10,4,9,4,0,6,1,6,471,3.85
Superfície,surface,no,NA,NA,NA,5.78,1.58,10,4,10,4,0,7,0,10,1750,2.67
Tabuleiro,tray,no,NA,NA,NA,4.18,1.26,9,4,9,4,0,7,0,6,263,3.24
Televisão,telvision,no,NA,NA,NA,2.73,1.4,9,4,9,4,0,8,0,8,1984,2.42
Temporada,season,no,NA,NA,NA,6.55,1.15,9,4,8,4,0,8,0,7,527,3.3
Teoria,theory,no,NA,NA,NA,7.24,1.16,6,4,6,3,0,6,0,6,1000,2.72
Território,territory,no,NA,NA,NA,5.92,1.51,10,4,9,4,0,7,0,6,1989,3
Testemunho,testemony,no,NA,NA,NA,7.56,1.07,10,4,9,4,1,10,1,9,539,3.3
Tonelada,ton,no,NA,NA,NA,6.6,1.64,8,4,8,4,0,7,0,7,566,2.73
Tratamento,treatment,no,NA,NA,NA,6.31,1.39,10,4,9,4,0,6,0,6,1938,2.75
Tripulação,crew,no,NA,NA,NA,6.22,1.36,10,4,10,4,1,8,1,7,233,3.29
Tripulante,crew member,no,NA,NA,NA,7.64,1.32,10,4,9,4,0,8,0,7,137,2.37
Unidade,unit,no,NA,NA,NA,5.02,1.22,7,4,7,4,0,5,1,5,2287,2.14
Universo,universe,no,NA,NA,NA,5.48,1.78,8,4,8,4,0,8,0,5,676,3.36
Utensílio,utensil,no,NA,NA,NA,5.86,1.94,9,4,8,4,0,6,0,7,362,2.83
Variante,variant,no,NA,NA,NA,7.58,1.28,8,4,7,3,0,6,1,5,356,2.56
Variável,variable,no,NA,NA,NA,7.5,1.49,8,4,8,3,0,5,1,6,680,2.55
Veículo,vehicle,no,NA,NA,NA,5.62,1.36,7,4,7,4,0,3,0,3,973,2.83
Vereador,councillor,no,NA,NA,NA,7.98,1.08,8,4,8,3,0,6,0,4,1361,2.99
Veterano,veteran,no,NA,NA,NA,7.65,1.44,8,4,8,4,0,6,0,6,214,3.13
Viatura,vehicle,no,NA,NA,NA,5.9,1.63,7,4,7,3,0,4,0,4,793,2.33
Vigilância,vigilance,no,NA,NA,NA,6.98,1.02,10,4,9,4,0,6,0,7,423,2.9
Violência,violence,no,NA,NA,NA,5.6,1.34,9,4,8,3,0,5,0,6,1144,2.63
Visitante,visitor,no,NA,NA,NA,5.7,1.23,9,4,8,4,0,7,1,6,563,3.06
Aceleração,acceleration,no,NA,NA,NA,6.67,1.91,10,5,10,5,0,8,1,8,209,2.75
Actividade,activity,no,NA,NA,NA,5,1.41,10,5,9,5,0,7,1,6,4713,2.32
Acumulação,accumulation,no,NA,NA,NA,6.6,1.36,10,5,10,5,0,8,1,7,306,3.67
Adiamento,postponement,no,NA,NA,NA,5.92,1.63,9,5,8,4,2,5,2,4,238,2.49
Adolescência,adolescence,no,NA,NA,NA,6.84,1.02,12,5,11,5,0,8,0,9,202,2.38
Adolescente,adolescent,no,NA,NA,NA,6.4,1.38,11,5,10,5,0,8,0,9,352,2.31
Aeroporto,airport,no,NA,NA,NA,5.4,1.66,9,5,9,5,0,6,0,6,636,2.55
Afinidade,affinity,no,NA,NA,NA,7.49,1.36,9,5,9,5,0,5,2,4,166,2.8
Agrupamento,gathering,no,NA,NA,NA,6.78,1.05,11,5,10,5,0,7,0,6,299,2.22
Alargamento,enlargement,no,NA,NA,NA,6.81,1.23,11,5,10,5,0,7,0,6,593,2.48
Alcoolismo,alcoholism,no,NA,NA,NA,7.13,1.4,10,5,10,4,0,8,0,8,149,2.77
Alimentação,feeding,no,NA,NA,NA,4.4,1.39,11,5,10,5,0,9,0,8,694,2.18
Alojamento,accomodation,no,NA,NA,NA,6.84,1.43,10,5,9,5,1,6,1,5,238,2.84
Anonimato,anonymity,no,NA,NA,NA,6.6,1.64,9,5,9,5,0,4,0,4,100,2.38
Antecedente,previous,no,NA,NA,NA,7.44,1.23,11,5,9,5,1,11,1,9,101,2
Apartamento,apartment,no,NA,NA,NA,4.56,1.65,11,5,10,5,2,7,2,7,318,2.01
Aprendizagem,learning,no,NA,NA,NA,5.82,1.63,12,5,11,5,0,10,0,9,280,2.5
Apresentação,presentation,no,NA,NA,NA,5.96,1.68,12,5,11,5,0,10,0,9,1039,2.45
Aproximação,approximation,no,NA,NA,NA,5.88,1.73,11,5,11,5,0,9,0,8,454,3.02
Apuramento,improvement,no,NA,NA,NA,6.78,1.58,10,5,9,5,0,6,2,5,317,2.66
Arquipélago,archipelago,no,NA,NA,NA,6.82,1.44,11,5,10,5,0,6,0,5,267,2.5
Arquitectura,architecture,no,NA,NA,NA,6.95,1.62,12,5,10,5,1,12,0,10,792,2.43
Arrendamento,lease,no,NA,NA,NA,7.77,1.19,12,5,9,5,0,8,0,6,120,2.9
Artesanato,handicrafts,no,NA,NA,NA,6.35,1.38,10,5,10,5,0,6,0,6,236,2.08
Articulação,articulation,no,NA,NA,NA,7,1.5,11,5,11,5,0,9,0,8,374,2.37
Associado,associate,no,NA,NA,NA,7.43,0.98,9,5,8,4,0,8,0,7,494,2.57
Atribuição,attribution,no,NA,NA,NA,6.78,1.67,10,5,10,4,0,8,0,8,423,2.69
Auto-estrada,highway,no,NA,NA,NA,5.43,1.78,11,5,10,4,0,6,0,5,766,2.63
Autonomia,autonomy,no,NA,NA,NA,6.38,1.38,9,5,9,5,0,5,0,5,633,2.88
Autoridade,authority,no,NA,NA,NA,6.02,1.36,10,5,10,5,0,7,0,7,2114,2.8
Camioneta,coach,no,2,NA,NA,3.1,1.62,9,5,9,4,0,7,0,7,285,3.33
Campeonato,championship,no,NA,NA,NA,4.94,2.02,10,5,9,4,0,6,0,5,1279,2.46
Candidatura,application,no,NA,NA,NA,6.66,1.38,11,5,10,5,0,9,0,8,1387,3.11
Capitalista,capitalist,no,NA,NA,NA,8.18,0.95,11,5,11,5,0,10,0,10,104,3.14
Certificado,certificate,no,NA,NA,NA,8.08,1.05,11,5,11,5,0,10,0,10,173,2.02
Civilização,civilization,no,NA,NA,NA,7.3,1.26,11,5,11,5,0,9,0,8,1074,2.24
Classificação,classification,no,NA,NA,NA,6.24,1.39,13,5,12,5,0,11,0,10,1031,3.03
Colaboração,cooperation,no,NA,NA,NA,6.48,1.52,11,5,11,5,0,9,0,9,828,3.01
Comemoração,celebration,no,NA,NA,NA,6.63,1.44,11,5,11,5,0,9,0,9,287,2.92
Compartimento,compartment,no,NA,NA,NA,6.39,1.27,13,5,11,5,0,9,0,8,171,2.46
Compatriota,compatriot,no,NA,NA,NA,7.5,1.43,11,5,10,4,0,7,0,6,216,2.24
Complexidade,complexity,no,NA,NA,NA,7.44,0.73,12,5,12,5,0,10,0,10,262,2.34
Comportamento,behavior,no,NA,NA,NA,5.16,1.72,13,5,11,5,0,13,0,11,1565,2.42
Consideração,consideration,no,NA,NA,NA,7.27,1.38,12,5,11,5,0,10,0,8,608,3.19
Constituição,constitution,no,NA,NA,NA,7.42,1.46,12,5,11,4,0,10,0,9,1074,2.78
Continuação,follow-up,no,NA,NA,NA,5.12,1.56,11,5,10,4,0,9,0,8,364,3.03
Contra-ataque,counterattack,no,NA,NA,NA,5.96,1.82,12,5,9,4,0,11,0,7,225,2.56
Contrapartida,counterpart,no,NA,NA,NA,6.22,1.9,13,5,12,5,0,8,0,7,425,2.35
Cooperação,cooperation,no,NA,NA,NA,7.56,1.11,10,5,10,4,0,8,0,8,890,2.63
Coordenação,coordination,no,NA,NA,NA,7.37,1.25,11,5,11,4,0,9,0,9,333,2.95
Correspondência,correspondence,no,NA,NA,NA,6.58,1.22,15,5,12,5,0,11,0,10,365,2.52
Cristianismo,christianism,no,NA,NA,NA,6.26,1.59,12,5,12,4,0,10,0,10,218,2.56
Deficiência,handicap,no,NA,NA,NA,5.86,1.9,11,5,10,4,1,7,0,8,358,2.34
Departamento,department,no,NA,NA,NA,7.22,1.33,12,5,11,5,0,12,0,11,428,2.56
Depoimento,evidence,no,NA,NA,NA,7.55,1.48,10,5,9,4,0,6,0,5,196,2.63
Desconfiança,suspicion,no,NA,NA,NA,7.28,0.88,12,5,10,4,0,10,0,8,221,2.29
Desequilíbrio,imbalance,no,NA,NA,NA,6.38,1.34,13,5,12,5,0,9,0,11,216,2.35
Dificuldade,dificulty,no,NA,NA,NA,5.38,1.63,11,5,11,5,0,8,0,8,2589,2.34
Diplomacia,diplomacy,no,NA,NA,NA,7.72,1.34,10,5,10,5,0,8,0,7,224,3.41
Dispositivo,device,no,NA,NA,NA,7.02,1.68,11,5,11,5,1,8,0,8,316,2.35
Distribuição,distribution,no,NA,NA,NA,6.22,1.63,12,5,12,4,0,10,0,10,1580,2.5
Diversidade,diversity,no,NA,NA,NA,6.42,1.2,11,5,11,5,0,8,0,7,420,3.2
Domicílio,domicile,no,NA,NA,NA,6.92,1.54,9,4,9,4,0,6,0,9,155,2.19
Economista,economist,no,2.2,NA,NA,7.48,1.25,10,5,10,5,0,8,0,8,215,2.62
Ecossistema,ecosystem,no,NA,NA,NA,8.14,1.06,11,5,10,5,0,4,0,4,164,2.33
Eficiência,efficiency,no,NA,NA,NA,7.35,1.64,10,5,9,4,1,6,0,7,320,2.22
Eleitorado,electorate,no,NA,NA,NA,7.83,1.32,10,5,10,5,1,9,1,9,232,2.51
Encerramento,closure,no,NA,NA,NA,6.61,1.3,12,5,9,5,2,8,4,5,542,2.37
Enquadramento,framing,no,NA,NA,NA,7.47,1.32,13,5,11,5,0,9,0,7,336,2.73
Ensinamento,teaching,no,NA,NA,NA,6.9,1.34,11,5,9,5,0,7,0,6,140,2.53
Entendimento,agreement,no,NA,NA,NA,6.76,0.96,12,5,9,5,0,8,1,6,362,2.15
Entusiasmo,enthusiasm,no,NA,NA,NA,5.48,1.45,10,5,9,4,0,10,0,8,514,2.56
Escoamento,drainage,no,NA,NA,NA,8.13,1.1,10,5,9,4,1,6,0,6,142,2.71
Especulação,speculation,no,NA,NA,NA,8.36,0.82,11,5,11,5,0,9,0,9,258,2.16
Esquecimento,forgetfulness,no,NA,NA,NA,5.22,1.36,12,5,10,5,0,8,0,7,207,2.41
Estatística,statistics,no,NA,NA,NA,6.96,1.44,11,5,11,5,1,11,1,11,365,2.32
Estimativa,estimate,no,NA,NA,NA,6.6,1.36,10,5,10,5,0,7,0,7,235,2.56
Expectativa,expectancy,no,NA,NA,NA,7.74,1.01,11,5,12,5,0,8,0,9,947,2.37
Experiência,experience,no,NA,NA,NA,5.98,1.49,11,5,11,4,0,7,0,9,2604,2.98
Extremidade,extremity,no,NA,NA,NA,6.73,1.7,11,5,12,5,0,8,0,9,270,3.42
Farmacêutico,pharmacist,no,1.9,NA,NA,6.51,1.57,12,5,12,5,0,7,0,6,129,2.43
Fidelidade,faithfulness,no,NA,NA,NA,7.18,1.25,10,5,10,5,0,5,2,5,280,2.11
Fim-de-semana,weekend,no,NA,NA,NA,3.39,1.38,12,5,10,5,0,4,0,4,849,2.45
Finalidade,goal,no,NA,NA,NA,6.5,1.59,10,5,10,5,0,7,0,7,396,2.93
Fiscalização,control,no,NA,NA,NA,8.56,0.76,12,5,12,5,0,10,0,9,345,2.6
Fornecimento,supply,no,NA,NA,NA,6.64,1.52,12,5,11,5,0,7,0,7,265,2.54
Habilidade,skill,no,NA,NA,NA,7.1,1.52,10,5,9,5,0,8,1,7,179,2.42
Hierarquia,hierarchy,no,2.83,3.08,2.63,7.62,1.23,10,5,8,4,0,10,0,8,273,2.26
Humanidade,mankind,no,NA,NA,NA,6.12,1.45,10,5,9,5,0,7,0,6,474,2.44
Identidade,identity,no,NA,NA,NA,5.58,1.76,10,5,9,5,0,7,0,6,582,2.68
Imunidade,imunity,no,NA,NA,NA,8.34,0.96,9,5,9,5,1,6,0,6,187,2.77
Inauguração,launch,no,NA,NA,NA,7.16,1.57,11,5,11,5,0,9,0,8,584,2.27
Incompetente,imcompetent,no,NA,NA,NA,7.08,1.15,12,5,9,5,0,9,1,8,32,2.77
Inconsciente,unaware,no,NA,NA,NA,7.46,1.62,12,5,9,4,0,12,1,9,121,1.52
Indemnização,indemnity,no,NA,NA,NA,8.02,1.14,12,5,11,5,0,10,0,9,455,2.09
Independência,independence,no,NA,NA,NA,6.52,1.57,13,5,10,5,0,9,1,8,690,2.66
Indiferença,indifference,no,NA,NA,NA,7,1.39,11,5,9,5,0,10,1,9,290,2.84
Inteligência,intelligence,no,NA,NA,NA,5.03,1.42,12,5,10,5,0,8,0,8,458,2.46
Intensidade,intensity,no,NA,NA,NA,7.24,0.87,11,5,9,5,0,8,0,6,744,2.66
Interlocutor,interlocutor,no,NA,NA,NA,6.96,1.41,12,5,11,5,0,7,0,7,158,2.87
Investimento,investment,no,NA,NA,NA,7.65,1.54,12,5,10,5,0,8,0,7,2640,2.2
Itinerário,itinerary,no,NA,NA,NA,6.84,1.65,10,5,10,5,0,7,0,7,188,3.42
Justificação,justification,no,NA,NA,NA,6.24,1.59,12,5,12,5,0,10,0,9,284,2.28
Laboratório,laboratory,no,NA,NA,NA,6.58,1.68,11,5,11,5,0,7,0,7,481,2.45
Localidade,place,no,NA,NA,NA,5.56,1.53,10,5,10,5,0,7,0,7,602,2.68
Localização,location,no,NA,NA,NA,5.65,1.53,11,5,11,5,1,9,1,8,547,2.78
Manifestação,demonstration,no,NA,NA,NA,6.56,1.4,12,5,12,5,0,10,0,9,965,2.74
Matemática,mathematics,no,NA,NA,NA,4.45,1.13,10,5,10,5,0,6,0,10,249,2.98
Melancolia,melancholy,no,NA,NA,NA,8.08,1.06,10,5,9,5,0,7,0,5,206,2.4
Mentalidade,mentality,no,NA,NA,NA,7.02,1.36,11,5,10,5,1,8,1,7,263,2.32
Mercadoria,merchandise,no,NA,NA,NA,6.08,1.33,10,5,10,5,0,9,0,7,370,2.42
Milionário,millionaire,no,NA,NA,NA,5.61,1.64,10,5,10,4,0,7,0,7,100,2.57
Mobiliário,furniture,no,NA,NA,NA,6.76,1.1,10,5,10,4,2,7,1,7,199,2
Mobilidade,mobility,no,NA,NA,NA,6.4,1.62,10,5,10,5,1,7,0,7,227,2.3
Modificação,modification,no,NA,NA,NA,6.9,1.3,11,5,11,5,0,9,0,8,290,2.36
Negociação,negotiation,no,NA,NA,NA,7.25,1.47,10,5,10,4,0,8,0,7,1220,2.46
Negociante,merchandiser,no,NA,NA,NA,6.44,1.63,10,5,9,4,0,8,0,7,NA,3.09
Ordenamento,order,no,NA,NA,NA,7.56,1.47,11,5,10,5,0,7,0,7,277,0
Organização,organization,no,NA,NA,NA,6.14,1.39,11,5,11,5,0,9,1,9,2963,2.44
Orientação,orientation,no,NA,NA,NA,6.3,1.69,10,5,9,4,0,8,0,7,931,3.47
Penalidade,penalty,no,NA,NA,NA,7.31,1.47,10,5,10,5,1,7,1,7,311,2.97
Preocupação,apprehension,no,NA,NA,NA,6.14,1.67,11,5,11,4,1,9,0,8,1557,2.49
Prioridade,priority,no,NA,NA,NA,7.2,1.17,10,5,10,4,0,7,0,7,702,3.19
Privatização,privatization,no,NA,NA,NA,8.56,0.58,12,5,12,5,0,10,0,9,546,2.85
Procedimento,procedure,no,NA,NA,NA,7.02,1.36,12,5,11,5,0,7,1,7,420,2.74
Profundidade,depth,no,NA,NA,NA,6.77,1.64,12,5,11,5,0,8,0,7,475,2.62
Propriedade,property,no,NA,NA,NA,6.28,1.31,11,5,11,4,0,8,1,7,1787,2.68
Proprietário,owner,no,NA,NA,NA,7.03,1.39,12,5,12,4,0,8,0,7,777,3.25
Prosperidade,prosperity,no,NA,NA,NA,7.47,1.32,12,5,12,5,0,8,0,8,205,2.89
Proximidade,proximity,no,NA,NA,NA,6.4,1.77,11,5,11,5,1,11,1,11,491,2.31
Publicidade,advertisement,no,NA,NA,NA,5.94,1.45,11,5,11,5,0,8,0,8,726,2.69
Raciocínio,reasoning,no,NA,NA,NA,6.26,1.69,10,5,10,4,0,7,0,9,298,2.86
Realização,direction,no,NA,NA,NA,7.22,1.27,10,5,10,4,0,8,0,8,1443,2.48
Realizador,director,no,NA,NA,NA,6.58,1.49,10,5,10,4,0,8,0,8,456,3.16
Recipiente,recipient,no,NA,NA,NA,5.42,1.73,10,5,9,4,0,6,0,6,453,2.66
Regulamento,regulation,no,NA,NA,NA,7.73,1.2,11,5,10,5,0,11,0,10,462,2.66
Remuneração,income,no,NA,NA,NA,7.84,1.14,11,5,11,5,0,9,0,8,330,2.67
Representante,representative,no,NA,NA,NA,7.14,1.44,13,5,11,5,0,11,0,9,1340,2.52
Reservatório,reservoir,no,NA,NA,NA,7.16,1.81,12,5,12,5,0,8,0,7,231,3.13
Revestimento,coating,no,NA,NA,NA,6.08,1.88,12,5,11,5,0,8,0,8,242,2.37
Saneamento,swerage,no,NA,NA,NA,8.66,0.75,10,5,9,4,0,6,0,5,308,2.39
Segunda-feira,Monday,no,NA,NA,NA,3.08,1.37,12,5,11,5,0,7,0,6,1464,2.49
Significado,meaning,no,NA,NA,NA,5.4,1.59,11,5,11,5,0,10,0,10,641,3.17
Simplicidade,simplicity,no,NA,NA,NA,5.68,1.74,12,5,11,5,0,7,0,6,255,2.81
Soberania,sovereignty,no,NA,NA,NA,6.96,1.74,9,5,9,5,0,8,0,8,255,2.41
Socialista,socialist,no,NA,NA,NA,7.33,1.63,10,5,10,4,0,9,0,9,1567,2.41
Solicitador,solicitor,no,NA,NA,NA,8.2,1.03,11,5,11,5,0,9,0,9,92,3.2
Substituição,replacement,no,NA,NA,NA,6.36,1.28,12,5,13,5,0,10,0,11,568,1.97
Tecnologia,technology,no,NA,NA,NA,7.47,1.24,10,5,10,5,0,7,0,7,1099,2.76
Telefone,telephone,no,1.32,NA,NA,2.74,1.2,10,5,10,5,0,9,0,8,1024,3.04
Telefonema,call,no,NA,NA,NA,4.6,1.59,10,5,10,5,0,9,0,8,210,3.01
Temperatura,temperature,no,NA,NA,NA,5.9,1.69,11,5,10,5,0,8,0,7,1428,2.32
Tranquilidade,tranquility,no,NA,NA,NA,5.94,1.97,13,5,12,5,0,10,1,9,301,3.16
Urbanização,urbanization,no,NA,NA,NA,7.84,0.96,11,5,11,5,0,9,1,8,270,2.48
Utilização,utilization,no,NA,NA,NA,5.98,1.55,10,5,10,5,0,8,0,7,1847,2.43
Valorização,development,no,NA,NA,NA,7.98,0.84,11,5,11,5,1,9,1,8,381,3.27
Variedade,variety,no,NA,NA,NA,6.78,1.27,9,5,9,4,0,6,0,6,722,2.58
Velocidade,speed,no,NA,NA,NA,4.84,1.6,10,5,10,5,0,7,0,7,1189,2.86
Ter,to have,vb,NA,NA,NA,2.3,1.42,3,1,3,1,8,3,6,3,117212,3.08
Abrir,to open,vb,NA,NA,NA,2.54,1.41,5,2,5,2,1,5,1,5,5271,5.07
Agir,to act,vb,NA,NA,NA,5.69,1.67,4,2,4,2,2,4,3,4,547,3.72
Andar,to walk,vb,NA,NA,NA,1.88,1.13,5,2,4,2,3,5,5,4,5919,2.74
Beber,to drink,vb,NA,NA,NA,1.94,1.42,5,2,5,2,0,5,1,4,1733,3.77
Beijar,to kiss,vb,NA,NA,NA,2.83,1.6,6,2,6,2,0,6,0,5,486,3.24
Brincar,to play,vb,NA,NA,NA,2.7,1.63,7,2,6,2,2,7,3,6,758,2.69
Buscar,to seek,vb,NA,NA,NA,3.64,2.02,6,2,6,2,1,6,2,6,1055,2.88
Cobrir,to cover,vb,NA,NA,NA,3.35,1.72,6,2,6,2,1,5,2,5,1130,3.02
Contar,to count,vb,NA,NA,NA,2.38,1.16,6,2,5,2,10,6,8,5,5521,3.05
Dançar,to dance,vb,NA,NA,NA,2.56,1.26,6,2,5,2,3,6,2,4,516,3.74
Deitar,to lie,vb,NA,NA,NA,3.04,2.12,6,2,6,2,4,4,3,4,2111,2.71
Dizer,to say,vb,NA,NA,NA,3.26,1.68,5,2,5,2,0,4,0,4,39890,3.32
Entrar,to enter,vb,NA,NA,NA,2.48,1.01,6,2,5,2,2,6,2,5,6931,4.6
Errar,to fail,vb,NA,NA,NA,4.07,1.61,5,2,4,2,5,5,5,4,374,3.84
Estar,to stay,vb,NA,NA,NA,2.68,1.22,5,2,5,2,8,5,6,5,65520,2.57
Fechar,to close,vb,NA,NA,NA,2.83,1.55,6,2,5,2,2,6,2,5,2432,4.82
Fugir,to escape,vb,NA,NA,NA,3,1.02,5,2,5,2,3,5,4,5,2094,3.39
Gostar,to like,vb,NA,NA,NA,2.42,1.35,6,2,6,2,3,5,5,5,6243,3.32
Gritar,to scream,vb,NA,NA,NA,2.7,1.45,6,2,6,2,3,6,3,5,1181,3.8
Guardar,to keep,vb,NA,NA,NA,4.3,1.28,7,2,7,2,1,7,1,6,1273,3.07
Haver,there to be,vb,NA,NA,NA,4.74,1.75,5,2,4,2,0,5,2,4,42560,3.11
Juntar,to gather,vb,NA,NA,NA,3.6,1.66,6,2,5,2,3,6,3,4,2617,4.63
Lembrar,to remember,vb,NA,NA,NA,3.8,1.47,7,2,6,2,0,7,0,5,4033,3.42
Levar,to take,vb,NA,NA,NA,2.84,1.5,5,2,5,2,6,5,8,5,10145,3.61
Lutar,to fight,vb,NA,NA,NA,4.12,2.25,5,2,5,2,5,5,11,4,958,4.01
Mandar,to order,vb,NA,NA,NA,3.94,1.54,6,2,5,2,6,6,7,5,2821,2.98
Morar,to live,vb,NA,NA,NA,3.24,1.27,5,2,5,2,7,5,14,5,627,3.45
Morrer,to die,vb,NA,NA,NA,4.21,1.49,6,2,5,2,2,5,2,4,4110,2.8
Mover,to move,vb,NA,NA,NA,5.5,1.81,5,2,5,2,1,5,2,4,880,3.61
Negar,to deny,vb,NA,NA,NA,5.15,1.68,5,2,5,2,7,5,6,5,687,2.94
Obter,to obtain,vb,NA,NA,NA,6.35,1.3,5,2,5,2,0,5,0,4,3593,2.84
Ouvir,to listen,vb,NA,NA,NA,2.33,1.23,5,2,4,2,0,5,1,4,6448,3.56
Pagar,to pay,vb,NA,NA,NA,3.75,1.55,5,2,5,2,7,5,10,4,4388,3.81
Parar,to stop,vb,NA,NA,NA,3.54,1.25,5,2,5,2,10,5,8,5,2359,3.64
Partir,to break,vb,NA,NA,NA,3.24,1.77,6,2,6,2,1,6,1,6,7650,3.37
Partir,to leave,vb,NA,NA,NA,3.24,1.77,6,2,6,2,1,6,1,6,7650,3.88
Perder,to lose,vb,NA,NA,NA,3.45,1.41,6,2,6,2,1,5,0,5,5741,3.88
Poder,to be able to,vb,NA,NA,NA,4.64,1.44,5,2,5,2,1,5,3,5,42138,3.76
Pousar,to land,vb,NA,NA,NA,4.24,1.66,6,2,5,2,4,6,5,5,548,4.62
Prender,to arrest,vb,NA,NA,NA,4.56,1.76,7,2,6,2,3,6,3,5,1976,2.74
Querer,to want,vb,NA,NA,NA,2.82,2.2,6,2,5,2,0,6,1,5,20593,3.3
Roubar,to steal,vb,NA,NA,NA,3.92,1.24,6,2,5,2,0,6,1,4,1002,4.31
Saber,to know,vb,NA,NA,NA,3.91,1.8,5,2,5,2,2,5,2,4,243,3
Sair,to exit,vb,NA,NA,NA,2.65,1.36,4,2,4,2,2,4,1,4,6656,2.39
Sentir,to feel,vb,NA,NA,NA,3.78,1.59,6,2,5,2,2,6,3,5,7271,3.82
Soltar,to loosen,vb,NA,NA,NA,4.43,1.49,6,2,6,2,4,5,3,5,351,3.86
Sorrir,to smile,vb,NA,NA,NA,2.53,1.37,6,2,5,2,1,6,3,5,1391,2.55
Subir,to climb,vb,NA,NA,NA,2.48,1.52,5,2,5,2,1,5,2,5,3090,3.14
Tentar,to try,vb,NA,NA,NA,4.9,1.68,6,2,5,2,3,6,3,5,4403,3.49
Tirar,to take away,vb,NA,NA,NA,2.96,1.74,5,2,5,2,5,5,5,5,3101,3.64
Abanar,to shake,vb,NA,NA,NA,3.96,1.66,6,3,6,3,5,6,4,6,235,3.49
Abdicar,to abdicate,vb,NA,NA,NA,7.58,1.44,7,3,7,3,1,7,1,6,231,2.37
Abraçar,to hug,vb,NA,NA,NA,2.84,1.69,7,3,7,3,1,7,1,6,433,2.37
Abrigar,to shelter,vb,NA,NA,NA,5.08,1.66,7,3,7,3,2,7,2,7,211,2.64
Abusar,to abuse,vb,NA,NA,NA,5.06,1.62,6,3,6,3,1,5,4,5,150,2.33
Aceitar,to accept,vb,NA,NA,NA,4.42,1.6,7,3,7,3,6,7,5,7,2902,2.18
Acender,to light,vb,NA,NA,NA,4.28,1.67,7,3,6,3,3,7,3,5,661,3.46
Acordar,to rise,vb,NA,NA,NA,3.11,1.56,7,3,7,3,1,6,3,5,1192,2.82
Adaptar,to adapt,vb,NA,NA,NA,6.46,1.64,7,3,7,3,1,7,0,7,688,3.08
Admitir,to admit,vb,NA,NA,NA,6.92,1.3,7,3,7,3,0,5,0,5,2400,2.84
Adquirir,to acquire,vb,NA,NA,NA,6.57,1.44,8,3,7,3,0,8,0,7,1471,3.38
Afastar,to drive away,vb,NA,NA,NA,5.25,1.13,7,3,7,3,2,7,3,7,1941,3.17
Afirmar,to state,vb,NA,NA,NA,5.96,1.05,7,3,7,3,1,7,2,6,5451,3.29
Agarrar,to grab,vb,NA,NA,NA,3.06,1.48,7,3,6,3,2,7,3,6,966,3.74
Alcançar,to reach,vb,NA,NA,NA,6.27,1.55,8,3,7,3,0,6,0,6,1180,2.99
Amarrar,to tie,vb,NA,NA,NA,4.4,1.73,7,3,6,3,4,7,5,5,181,3.07
Apagar,to switch off,vb,NA,NA,NA,3.36,1.44,6,3,6,3,4,6,5,6,720,2.26
Apertar,to squeeze,vb,NA,NA,NA,3.96,1.74,7,3,7,3,5,7,4,7,833,2.86
Apreciar,to appreciate,vb,NA,NA,NA,5.56,1.5,8,4,8,3,0,8,1,8,810,2.92
Atingir,to reach,vb,NA,NA,NA,5.34,1.48,7,3,6,3,1,5,1,3,3926,2.91
Baralhar,to confuse,vb,NA,NA,NA,5.35,1.65,8,3,7,3,2,8,3,7,89,3.59
Caminhar,to walk,vb,NA,NA,NA,3.74,1.48,8,3,7,3,1,8,1,7,720,1.95
Cancelar,to cancel,vb,NA,NA,NA,6.67,1.38,8,3,7,3,3,8,1,7,142,2.86
Castigar,to punish,vb,NA,NA,NA,4.04,1.71,8,3,8,3,1,7,1,7,298,2.16
Censurar,to censure,vb,NA,NA,NA,7.15,1.42,8,3,7,3,3,8,1,7,140,2.48
Circular,to circulate,vb,NA,NA,NA,5.19,1.48,8,3,8,3,0,8,0,7,582,2.15
Comandar,to command,vb,NA,NA,NA,6.2,1.71,8,3,7,3,0,8,0,6,533,2.77
Combater,to battle,vb,NA,NA,NA,6,1.65,8,3,7,3,1,8,0,6,641,2.73
Combinar,to arrange,vb,NA,NA,NA,6.64,1.19,8,3,7,3,1,8,1,7,609,2.81
Começar,to start,vb,NA,NA,NA,3.38,1.52,7,3,7,3,0,6,0,5,10132,2.79
Condenar,to condemn,vb,NA,NA,NA,6.27,1.54,8,3,7,3,1,8,0,7,1345,4.01
Conhecer,to know,vb,NA,NA,NA,3.76,1.46,8,3,7,3,0,7,0,6,8329,3.13
Convencer,to convice,vb,NA,NA,NA,5.52,1.62,9,3,7,3,0,8,0,6,651,3.92
