word_portuguese,translate_word_english,cgram,familiar_mean,concrete_mean,imagine_mean,aoa_mean,aoa_sd,length,silo_n,phonemes,silphom_n,ond,oup,phoneme_density,phonome_up,frequency,frequency_log
Sinónimo,synonym,aj,NA,NA,NA,5.71,0.89,8,4,8,4,0,5,0,5,122,2.58
Solitário,lonely,aj,NA,NA,NA,6.12,1.49,9,4,9,4,1,5,1,5,290,2.09
Sossegado,quiet,aj,NA,NA,NA,3.95,1.69,9,4,8,4,0,8,0,7,64,2.46
Subjectivo,subjective,aj,NA,NA,NA,8.04,0.88,10,4,9,4,0,10,1,9,93,1.81
Sossegado,quiet,aj,NA,NA,NA,3.95,1.69,9,4,8,4,0,8,0,7,64,1.81
Sucessivo,successive,aj,NA,NA,NA,6.74,1.51,9,4,8,4,0,9,1,8,599,1.97
Temporário,temporary,aj,NA,NA,NA,6.81,1.39,10,4,9,4,0,7,0,9,281,2.78
Tolerante,tolerant,aj,NA,NA,NA,6.92,1.38,9,4,8,4,0,7,1,7,51,2.45
Trabalhoso,laborious,aj,NA,NA,NA,6.48,1.64,10,4,9,4,1,10,0,7,44,1.72
Unânime,unanimous,aj,NA,NA,NA,7.34,1.75,7,4,7,4,1,3,1,7,135,1.65
Violento,violent,aj,NA,NA,NA,5.8,1.4,8,4,7,3,0,8,0,7,833,2.13
Académico,academic,aj,NA,NA,NA,7.6,1.64,9,5,9,5,0,5,0,5,265,2.92
Afectuoso,affectionate,aj,NA,NA,NA,7,1.38,9,5,8,4,0,6,0,5,50,2.42
Alcoólico,alcoholic,aj,NA,NA,NA,6.69,1.26,9,5,9,4,0,6,0,7,324,1.71
Alucinante,hallucinatory,aj,NA,NA,NA,7.94,1.21,10,5,9,5,0,8,0,7,44,2.51
Ameaçador,threatening,aj,NA,NA,NA,5.84,1.62,9,5,9,4,0,7,0,6,90,1.65
Ameaçador,threatening,aj,NA,NA,NA,5.84,1.62,9,5,9,4,0,7,0,6,90,1.95
Americano,american,aj,NA,NA,NA,5.45,1.43,9,5,9,5,0,5,0,5,1877,1.96
Angustiante,anguishing,aj,NA,NA,NA,7.14,0.78,11,5,9,4,0,9,0,7,37,3.27
Artificial,artificial,aj,NA,NA,NA,6.27,1.35,10,5,10,4,0,10,0,9,326,1.58
Autoritário,authoritarian,aj,NA,NA,NA,6.94,1.24,11,5,11,5,0,7,0,7,116,2.51
Benevolente,benevolent,aj,NA,NA,NA,7.54,1.72,11,5,10,5,0,8,0,9,29,2.07
Capitalista,capitalist,aj,NA,NA,NA,7.3,1.71,11,5,11,5,0,10,0,10,97,1.48
Catastrófico,catastrophic,aj,NA,NA,NA,7.66,1.08,12,5,12,5,0,8,0,8,58,1.99
Científico,scientific,aj,NA,NA,NA,7.37,1.41,10,5,9,4,0,6,0,9,1425,1.77
Competitivo,competitive,aj,NA,NA,NA,6.33,1.66,11,5,10,5,0,11,0,10,373,3.15
Comprovativo,corroborative,aj,NA,NA,NA,7.19,1.28,12,5,11,5,0,9,0,7,48,2.57
Confidencial,confidential,aj,NA,NA,NA,7.35,1.13,12,5,10,4,1,12,1,10,63,1.69
Considerável,considerable,aj,NA,NA,NA,6.92,1.41,12,5,11,5,0,9,0,11,465,1.81
Educativo,educating,aj,NA,NA,NA,5.7,1.27,9,5,9,5,0,6,1,6,325,2.67
Eficiente,efficient,aj,NA,NA,NA,7.04,1.5,9,5,8,4,1,6,0,7,199,2.51
Fotográfico,photographic,aj,NA,NA,NA,5.73,1.72,11,5,11,5,0,7,0,7,163,2.3
Habilidoso,skilful,aj,NA,NA,NA,6.82,1.4,10,5,9,5,0,8,0,7,36,2.21
Habituado,used,aj,NA,NA,NA,5.6,1.29,9,5,8,4,0,8,0,7,56,1.57
Hereditário,hereditary,aj,NA,NA,NA,6.9,1.84,11,5,10,5,0,8,0,10,82,1.76
Higiénico,hygienic,aj,NA,NA,NA,5.74,1.75,9,5,8,4,0,5,0,8,116,1.92
Humanitário,humanitarian,aj,NA,NA,NA,7.28,1.32,11,5,10,5,0,8,0,7,183,2.07
Humorístico,humorous,aj,NA,NA,NA,7.75,1.49,11,5,10,5,0,6,0,8,34,2.26
Ilimitado,countless,aj,NA,NA,NA,6.48,1.44,9,5,9,5,0,4,0,4,84,1.54
Imediato,immediate,aj,NA,NA,NA,6.33,1.39,8,5,8,4,1,8,1,8,707,1.93
Imperativo,imperative,aj,NA,NA,NA,6.78,1.61,10,5,9,5,0,10,0,9,87,2.85
Imperdoável,unforgivable,aj,NA,NA,NA,7.23,1.29,11,5,10,4,0,6,1,5,41,1.94
Impraticável,impracticable,aj,NA,NA,NA,7.5,0.95,12,5,12,5,0,9,0,9,50,1.62
Imperdoável,unforgivable,aj,NA,NA,NA,7.23,1.29,11,5,10,4,0,6,1,5,41,1.61
Imprescindível,indispensable,aj,NA,NA,NA,7.84,1.25,14,5,12,5,0,11,0,12,168,1.71
Incoerente,incoherent,aj,NA,NA,NA,7.96,1.41,10,5,8,4,0,7,1,7,35,2.23
Independente,independent,aj,NA,NA,NA,6.28,1.31,12,5,9,5,0,12,1,9,953,1.56
Intelectual,intelectual,aj,NA,NA,NA,7,1.32,11,5,10,4,0,9,0,8,431,2.98
Italiano,italian,aj,NA,NA,NA,4.88,1.29,8,5,8,4,0,3,0,3,875,2.64
Legislativo,legislative,aj,NA,NA,NA,7.88,1.31,11,5,11,5,0,9,0,9,411,2.94
Longitudinal,longitudinal,aj,NA,NA,NA,7.77,1.26,12,5,11,5,0,12,0,3,53,2.61
Malicioso,malicious,aj,NA,NA,NA,6.45,1.95,9,5,9,4,0,9,0,7,46,1.73
Megalómano,megalomaniac,aj,NA,NA,NA,8.78,0.59,10,5,10,5,0,6,0,10,30,1.67
Minucioso,meticulous,aj,NA,NA,NA,8.03,1.1,9,5,9,4,0,9,0,7,115,1.49
Misterioso,mysterious,aj,NA,NA,NA,6.68,1.22,10,5,10,4,0,10,0,8,344,2.06
Movimentado,busy,aj,NA,NA,NA,5.7,1.56,11,5,10,5,0,10,0,9,53,2.54
Oficioso,unofficial,aj,NA,NA,NA,8.04,1.58,8,5,8,4,0,6,0,6,58,1.73
Orientador,tutor,aj,NA,NA,NA,7.18,1.31,10,5,9,4,0,8,0,7,42,1.77
Originário,native,aj,NA,NA,NA,7.26,1.58,10,5,10,5,0,7,0,10,163,1.63
Panorâmico,panoramic,aj,NA,NA,NA,7.1,1.8,10,5,10,5,0,6,0,8,40,2.21
Patriótico,patriotic,aj,NA,NA,NA,7.84,1.08,10,5,10,4,0,6,0,10,80,1.61
Periódico,periodic,aj,NA,NA,NA,7.35,1.21,9,5,9,4,0,5,0,9,239,1.91
Prejudicial,harmful,aj,NA,NA,NA,6.52,1.58,11,5,11,4,0,9,0,8,139,2.38
Prestigiante,prestigious,aj,NA,NA,NA,8.24,0.92,12,5,11,4,0,10,0,9,10,2.15
Problemático,problematic,aj,NA,NA,NA,6.73,1.23,12,5,12,5,1,12,1,12,261,1.04
Prodigioso,prodigious,aj,NA,NA,NA,8.18,1.06,10,5,10,4,0,10,0,8,77,2.42
Prodigioso,prodigious,aj,NA,NA,NA,8.18,1.06,10,5,10,4,0,10,0,8,77,1.89
Profissional,professional,aj,NA,NA,NA,6.84,1.08,12,5,11,4,0,12,0,11,1716,1.89
Proporcional,proportional,aj,NA,NA,NA,7.43,1.37,12,5,12,4,1,12,1,12,196,3.23
Recomendável,recommandable,aj,NA,NA,NA,7.88,1.14,12,5,11,5,0,9,0,9,68,2.29
Recuperável,recoverable,aj,NA,NA,NA,7.7,1.02,11,5,11,5,0,8,1,9,21,1.84
Repetitivo,repetitive,aj,NA,NA,NA,5.58,1.73,10,5,10,5,0,7,0,7,44,1.34
Retrospectivo,restrospective,aj,NA,NA,NA,8.72,0.64,13,5,12,5,1,13,1,12,84,1.65
Satisfatório,satisfactory,aj,NA,NA,NA,6.65,1.42,12,5,12,5,0,9,0,12,142,1.93
Silencioso,silent,aj,NA,NA,NA,4.9,1.65,10,5,9,4,0,10,0,7,361,2.16
Sintomático,symptomatic,aj,NA,NA,NA,8.31,1.37,11,5,10,5,0,7,0,6,89,2.56
Sistemático,systematic,aj,NA,NA,NA,8.16,0.9,11,5,11,5,0,7,0,11,292,1.95
Socialista,socialist,aj,NA,NA,NA,7.83,1.15,10,5,10,4,0,9,0,9,1567,2.47
Suficiente,sufficient,aj,NA,NA,NA,5.27,1.6,10,5,9,4,0,10,1,9,1193,3.2
Superficial,superficial,aj,NA,NA,NA,7.37,0.95,11,5,11,4,0,11,0,11,156,3.08
Surpreendente,surprising,aj,NA,NA,NA,7.64,0.98,13,5,11,4,0,13,0,11,309,2.2
Tecnológico,technological,aj,NA,NA,NA,6.68,1.22,11,5,11,5,0,7,0,7,204,2.49
Tranquilizador,tranquillizing,aj,NA,NA,NA,7.77,1.22,14,5,13,5,0,12,0,10,14,2.31
Unilateral,unilateral,aj,NA,NA,NA,7.96,1.25,10,5,10,5,0,5,0,5,70,1.18
Utilitário,utilitarian,aj,NA,NA,NA,7.14,1.59,10,5,10,5,0,6,0,6,44,1.85
Vegetativo,vegetative,aj,NA,NA,NA,7,1.94,10,5,10,5,0,7,0,7,46,1.65
Bem,well,av,NA,NA,NA,2.19,1.62,3,1,3,1,6,3,5,3,16224,1.67
Mais,more,av,NA,NA,NA,2.14,1.52,4,1,4,1,4,4,3,4,68436,4.21
Não,no,av,NA,NA,NA,1.18,0.45,3,1,3,1,9,3,10,3,131826,4.84
Sim,yes,av,NA,NA,NA,1.23,0.47,3,1,2,1,6,3,11,2,5909,5.12
Só,just,av,NA,NA,NA,3.54,1.9,2,1,2,1,8,2,11,2,21097,3.77
Depois,after,av,NA,NA,NA,2.64,1.28,6,2,6,2,0,6,0,5,21772,4.32
Mesmo,even,av,NA,NA,NA,3.3,1.54,5,2,5,2,3,5,3,5,11571,4.34
Muito,many,av,NA,NA,NA,1.73,0.86,5,2,5,2,3,5,2,5,28404,4.06
Quando,when,av,NA,NA,NA,2.45,1.28,6,2,5,2,1,5,1,4,3323,4.45
Agora,now,av,NA,NA,NA,2.2,1.26,5,3,5,3,2,4,1,4,14443,3.52
Apenas,only,av,NA,NA,NA,6.18,1.3,6,3,6,3,0,5,0,4,10664,4.16
Diante,before,av,NA,NA,NA,6.4,1.82,6,3,5,2,1,6,1,5,1452,4.03
Certamente,certainly,av,NA,NA,NA,6.6,1.69,10,4,9,4,1,8,0,6,883,3.16
Entretanto,meanwhile,av,NA,NA,NA,5.96,1.37,10,4,8,4,0,8,0,6,2271,2.95
Facilmente,easily,av,NA,NA,NA,5.16,1.6,10,4,9,4,0,6,0,6,770,3.36
Finalmente,finally,av,NA,NA,NA,5.34,1.48,10,4,9,4,0,6,0,6,1747,2.89
Igualmente,equally,av,NA,NA,NA,5.98,1.57,10,4,9,4,0,6,0,6,2205,3.24
Realmente,really,av,NA,NA,NA,6.38,1.47,9,4,8,3,0,5,0,5,2191,3.34
Simplesmente,simply,av,NA,NA,NA,6.67,1.58,12,4,10,4,0,8,0,7,957,3.34
Totalmente,totally,av,NA,NA,NA,6.38,1.41,10,4,9,4,0,6,0,6,948,2.98
Antigamente,in olden times,av,NA,NA,NA,5.33,1.65,11,5,9,5,0,6,0,5,391,2.98
Concretamente,concretely,av,NA,NA,NA,7.16,1.03,13,5,11,5,0,8,0,7,234,2.59
Expressamente,deliberately,av,NA,NA,NA,8.26,0.99,13,5,12,5,0,9,0,8,165,2.37
Extremamente,extremely,av,NA,NA,NA,6.7,1.43,12,5,12,5,0,8,0,8,800,2.22
Injustamente,unjustly,av,NA,NA,NA,6.92,1.43,12,5,10,5,0,7,1,6,62,2.9
Mundialmente,worldwide,av,NA,NA,NA,6.32,1.27,12,5,10,4,0,8,0,7,38,1.8
Naturalmente,naturally,av,NA,NA,NA,6.32,1.52,12,5,11,5,0,8,0,8,1072,1.59
Obviamente,obviously,av,NA,NA,NA,6.82,1.66,10,5,9,4,0,6,0,5,612,3.03
Parcialmente,partially,av,NA,NA,NA,7.32,1.65,12,5,11,4,0,8,1,8,306,2.79
Demasiado,excessive,av,NA,NA,NA,6.03,1.37,9,5,9,4,0,8,0,6,946,2.49
Devidamente,properly,av,NA,NA,NA,6.43,1.59,11,5,10,5,1,5,2,5,409,2.98
Exactamente,exactly,av,NA,NA,NA,6.1,1.46,11,5,9,5,0,6,0,5,1284,2.61
Possivelmente,possibly,av,NA,NA,NA,6.82,1.37,13,5,11,5,0,6,0,8,371,3.11
Recentemente,recently,av,NA,NA,NA,6.74,1.66,12,5,10,5,0,8,0,7,1300,2.57
Regularmente,regularly,av,NA,NA,NA,7.19,1.25,12,5,11,5,0,8,1,8,223,3.11
Tipicamente,typically,av,NA,NA,NA,7.14,1.14,11,5,10,5,0,5,0,6,105,2.35
