word_portuguese,translate_word_english,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_s_mean,frequency_s_sd,length,syllables,syllabic_structure,pos,wordform_per_million_frequency,wordform_per_million_frequency_log10,frequency_zipf,orthographic_neighborhood_size,orthographic_levenshtein_distance
possível,possible,3.23,1.86,3.21,1.94,6.15,1.01,8,3,CVC.CV.CVC,"ADJ,N",344.71,2.539,5.538,1,2.75
posto,post,3.78,1.78,3.87,1.75,4.37,1.45,5,2,CVC.CV,"ADJ,N,V",98.059,1.996,4.992,11,1.2
postura,posture,4.27,1.63,3.82,1.67,4.84,1.3,7,3,CVC.CV.CV,N,29.732,1.488,4.473,3,1.7
potência,potency,3.71,1.84,3.6,2.05,4.63,1.29,8,3,CV.CVC.CVV,N,26.713,1.443,4.427,1,2.25
potente,potent,3.67,1.87,3.33,1.68,4.21,1.37,7,3,CV.CVC.CV,ADJ,5.828,0.834,3.766,1,1.85
poupança,savings,4.03,1.82,4.23,1.64,5.46,1.32,8,3,CVV.CVC.CV,N,14.93,1.202,4.174,0,2.55
povo,folk,5.13,1.99,4.95,1.69,4.88,1.73,4,2,CV.CV,N,161.617,2.211,5.209,9,1.2
povoação,village,4.82,2.01,4.76,1.87,3.63,1.58,8,4,CV.CV.V.CVV,N,14.881,1.201,4.173,1,2.55
pradaria,prairie,4.9,1.98,5.15,1.52,2.15,0.91,8,4,CCV.CV.CV.V,N,0.396,0.145,2.597,3,1.75
praia,beach,6.5,0.81,6.44,0.84,4.48,1.44,5,2,CCVV.V,N,64.858,1.819,4.812,8,1.5
prateleira,shelf,5.46,1.83,6.3,1.1,4.78,1.16,10,4,CCV.CV.CVV.CV,N,2.653,0.563,3.424,1,2.7
prática,practice,3.42,1.76,3.67,1.8,5.68,1.33,7,3,CCV.CV.CV,"ADJ,N",135.217,2.134,5.131,2,1.8
prático,practical,3.66,1.91,3.25,1.95,5.68,1.22,7,3,CCV.CV.CV,"ADJ,N",8.584,0.982,3.934,2,1.85
prato,dish,6.1,1.49,6.58,0.8,6.52,0.64,5,2,CCV.CV,N,12.98,1.146,4.113,7,1.4
prazer,pleasure,4.41,2.01,3,1.96,5.28,1.36,6,2,CCV.CVC,"N,V",36.455,1.574,4.562,2,1.85
prazo,deadline,3.74,1.9,4.18,2,5.4,1.29,5,2,CCV.CV,"N,V",185.472,2.271,5.268,5,1.65
precipício,precipice,5.23,1.75,5.04,1.66,3.3,1.19,10,4,CCV.CV.CV.CVV,N,1.602,0.415,3.205,0,3.5
preciso,precise,2.7,1.49,3.24,1.98,5.78,1.21,7,3,CCV.CV.CV,"ADJ,V",174.187,2.244,5.241,3,1.65
preço,price,4.92,1.66,4.56,1.9,6.73,0.53,5,2,CCV.CV,N,132.96,2.127,5.124,5,1.55
prédio,building,5.69,1.91,6.49,0.73,5.4,1.35,6,2,CCV.CVV,N,30.333,1.496,4.482,3,1.8
prefácio,preface,3.49,2.05,3.78,2.01,2.79,1.14,8,3,CCV.CV.CVV,N,5.721,0.827,3.757,1,2.5
prego,nail,5.46,2.12,6.4,0.98,3.59,1.19,5,2,CCV.CV,"N,V",1.72,0.435,3.235,7,1.35
preguiçoso,lazy,4.79,2.08,3.98,1.9,5.18,1.34,10,4,CCV.CVV.CV.CV,"ADJ,N",0.787,0.252,2.896,1,2.6
prejudicial,harmful,3.33,1.76,3.27,1.57,4.38,1.55,11,5,CCV.CV.CV.CV.VC,ADJ,5.428,0.808,3.735,0,2.75
prejuízo,loss,2.92,1.76,3.32,1.57,4.81,1.39,8,4,CCV.CV.V.CV,N,24.099,1.4,4.382,0,3.25
prémio,award,5.15,1.8,4.86,1.97,4.6,1.41,6,2,CCV.CVV,N,69.167,1.846,4.84,4,1.7
prenda,gift,6.14,0.96,5.52,1.57,4.27,1.34,6,2,CCVC.CV,"N,V",6.131,0.853,3.788,5,1.4
preocupação,apprehension,3.65,1.84,3.39,1.84,5.67,1.16,11,5,CCV.V.CV.CV.CVV,N,79.719,1.907,4.902,1,2.55
preocupado,troubled,3.62,1.68,3.26,2.03,5.44,1.4,10,5,CCV.V.CV.CV.CV,"ADJ,N,V",32.688,1.528,4.514,1,1.8
preparação,preparation,3.39,1.71,2.57,1.55,5.07,1.29,10,4,CCV.CV.CV.CVV,N,60.354,1.788,4.781,1,2.4
presença,presence,3.61,1.93,3.65,1.84,5.22,1.41,8,3,CCV.CVC.CV,N,213.749,2.332,5.33,1,2.2
presente,present,4.73,2.15,4.21,2,5.44,1.48,8,3,CCV.CVC.CV,"ADJ,N,V",132.071,2.124,5.121,2,1.7
presidência,presidency,4.29,2.06,4.16,1.78,4.11,1.6,11,4,CCV.CV.CVC.CVV,N,117.649,2.074,5.071,1,2.35
presidente,president,5.25,1.37,5.34,1.87,5.26,1.38,10,4,CCV.CV.CVC.CV,"ADJ,N",973.029,2.989,5.988,2,2.1
preso,stuck,4.57,2.04,4.85,1.65,4.49,1.4,5,2,CCV.CV,"ADJ,N,V",33.211,1.534,4.521,6,1.55
pressa,hurry,3.98,1.94,3.47,1.7,5.84,1.28,6,2,CCVC.CV,N,16.508,1.243,4.218,2,1.7
pressão,pressure,3.61,1.72,3.34,1.78,4.71,1.43,7,2,CCVC.CVV,N,83.789,1.928,4.923,0,1.95
pressuposto,assumption,2.27,1.45,3,1.94,4,1.56,11,4,CCVC.CV.CVC.CV,"N,V",1.871,0.458,3.272,1,2.6
prestação,instalment,3.25,1.75,3.38,1.84,4.1,1.56,9,3,CCVC.CV.CVV,N,37.754,1.588,4.577,1,1.95
prestigiante,prestigious,3.08,1.62,2.53,1.45,3.11,1.14,12,5,CCVC.CV.CV.VC.CV,ADJ,0.748,0.242,2.874,0,2.8
prestígio,prestige,3.75,1.83,2.77,1.5,4.09,1.67,9,3,CCVC.CV.CVV,N,26.747,1.443,4.427,1,2.4
presunçoso,presumptuous,3.34,1.62,3.07,1.47,3.04,1.21,10,4,CCV.CVC.CV.CV,ADJ,0.137,0.056,2.136,1,2.8
preto,black,5.56,1.96,6.05,1.31,5.98,1.22,5,2,CCV.CV,"ADJ,N",25.687,1.426,4.41,7,1.4
prévio,previous,3.11,1.86,2.83,1.78,3.58,1.5,6,2,CCV.CVV,ADJ,13.777,1.17,4.139,4,1.75
primavera,spring,5.15,1.74,4.34,2.16,3.57,1.55,9,4,CCV.CV.CV.CV,N,21.222,1.347,4.327,0,2.65
primitivo,primitive,3.75,1.69,3.14,1.3,2.85,0.99,9,4,CCV.CV.CV.CV,"ADJ,N",3.806,0.682,3.58,1,2.5
principal,main,3.24,1.92,3.02,1.8,5.41,1.21,9,3,CCVC.CV.CVC,"ADJ,N",211.716,2.328,5.326,0,2.6
príncipe,prince,5.73,1.44,5.56,1.57,3.91,1.66,8,3,CCVC.CV.CV,N,21.833,1.359,4.339,0,3.1
princípio,beginning,3.08,1.98,2.85,1.41,5.47,1.39,9,3,CCVC.CV.CVV,N,168.119,2.228,5.226,1,2.75
prioridade,priority,3.37,1.82,3.19,1.91,4.81,1.43,10,5,CCV.V.CV.CV.CV,N,37.358,1.584,4.572,0,2.65
prisão,prison,6.22,1.07,5.69,1.62,3.8,1.37,6,2,CCV.CVV,N,119.046,2.079,5.076,1,1.85
privacidade,privacy,3.31,1.97,3.03,1.78,4.84,1.27,11,5,CCV.CV.CV.CV.CV,N,7.269,0.918,3.862,0,2.85
privado,privy,3.23,1.78,3.93,1.94,4.96,1.29,7,3,CCV.CV.CV,"ADJ,N,V",54.276,1.743,4.735,4,1.7
privatização,privatization,2.85,1.44,3.12,1.77,3.81,1.41,12,5,CCV.CV.CV.CV.CVV,N,52.684,1.73,4.722,0,2.85
privilégio,privilege,3.27,1.94,2.77,1.54,4.28,1.36,10,4,CCV.CV.CV.CVV,N,10.914,1.076,4.038,1,3.1
problema,problem,3.97,1.95,3.29,1.88,5.82,1.32,8,3,CCV.CCV.CV,N,312.457,2.496,5.495,0,2.85
problemático,problematic,3.56,1.69,3.53,1.67,4.04,1.35,12,5,CCV.CCV.CV.CV.CV,ADJ,2.878,0.589,3.459,1,3.35
procedimento,procedure,3.18,1.61,3.47,1.79,5.28,1.35,12,5,CCV.CV.CV.CVC.CV,N,18.32,1.286,4.263,0,3
processo,process,3.03,1.73,2.57,1.52,4.9,1.33,8,3,CCV.CVC.CV,"N,V",494.339,2.695,5.694,3,1.75
procura,search,3.66,1.94,3.09,1.76,5.66,1.12,7,3,CCV.CV.CV,"N,V",147.171,2.171,5.168,3,1.65
prodigioso,prodigious,3.28,1.67,2.62,1.2,2.61,1.03,10,5,CCV.CV.CV.V.CV,ADJ,1.554,0.407,3.191,1,3.15
produção,production,3.63,1.76,3.67,1.42,4.75,1.52,8,3,CCV.CV.CVV,N,212.347,2.329,5.327,0,2.3
produto,product,4.26,1.85,4.77,1.92,5.58,1.17,7,3,CCV.CV.CV,N,75.85,1.886,4.88,1,2.1
proeza,feat,3.37,1.8,2.81,1.48,3.4,1.49,6,3,CCV.V.CV,N,10.191,1.049,4.008,0,1.9
professor,teacher,5.98,1.43,6.32,0.81,6.46,0.93,9,3,CCV.CVC.CVC,N,100.321,2.006,5.001,3,1.75
profissão,profession,4.59,2.01,4.4,2.06,5.18,1.45,9,3,CCV.CVC.CVV,N,36.034,1.569,4.557,2,2.65
profissional,professional,3.85,1.76,3.82,1.84,5.45,1.36,12,5,CCV.CVC.CV.V.CVC,"ADJ,N",107.917,2.037,5.033,0,3.2
profundidade,depth,4.47,1.83,3.53,1.81,4.19,1.54,12,5,CCV.CVC.CV.CV.CV,N,19.097,1.303,4.281,0,3.5
programa,program,4.21,2.07,4.11,1.73,5.57,1.26,8,3,CCV.CCV.CV,"N,V",333.645,2.525,5.523,2,1.8
progresso,progress,3.31,1.86,3.12,1.57,4.78,1.29,9,3,CCV.CCVC.CV,N,28.262,1.466,4.451,1,2.45
proibição,prohibition,3.84,1.76,3.64,1.72,4.56,1.21,9,4,CCV.V.CV.CVV,N,23.968,1.397,4.38,1,2.8
projecto,project,3.89,1.88,3.95,1.96,4.98,1.43,8,3,CCV.CVC.CV,"N,V",448.46,2.653,5.652,3,1.7
promessa,promise,3.95,1.95,2.83,1.85,4.72,1.35,8,3,CCV.CVC.CV,N,37.241,1.583,4.571,2,1.85
promoção,promotion,4.22,1.81,4.23,1.82,4.67,1.14,8,3,CCV.CV.CVV,N,54.037,1.741,4.733,0,2.5
promotor,promoter,3.02,1.76,4.31,1.57,3.02,1.21,8,3,CCV.CV.CVC,"ADJ,N",7.128,0.91,3.853,0,2.45
pronto,ready,3.4,1.95,3.23,1.93,6.38,0.99,6,2,CCVC.CV,"ADJ,INT,N",42.859,1.642,4.632,2,1.7
propaganda,propaganda,4.5,1.77,4.34,1.54,4.06,1.49,10,4,CCV.CV.CVC.CV,N,27.974,1.462,4.447,1,2.25
propenso,prone,2.64,1.77,2.57,1.49,3.38,1.52,8,3,CCV.CVC.CV,ADJ,0.489,0.173,2.689,2,1.85
propina,fee,4.48,2.19,5.29,1.77,4.37,1.38,7,3,CCV.CV.CV,N,4.201,0.716,3.623,1,1.85
proporção,proportion,3.31,1.85,3.12,1.8,4.32,1.18,9,3,CCV.CVC.CVV,N,10.293,1.053,4.013,0,2.8
proporcional,proportional,3.25,1.55,3.14,1.78,4.46,1.32,12,5,CCV.CVC.CV.V.CVC,ADJ,7.377,0.923,3.868,2,2.05
propósito,purpose,2.58,1.53,2.86,1.93,4.65,1.38,9,4,CCV.CV.CV.CV,N,91.683,1.967,4.962,0,2.85
proposta,proposal,3.6,1.96,3.28,1.79,5,1.4,8,3,CCV.CVC.CV,"N,V",265.128,2.425,5.424,1,2.3
propriedade,property,4.03,1.82,4.66,1.73,4.6,1.5,11,5,CCV.CCV.V.CV.CV,N,50.133,1.709,4.7,0,3.3
proprietário,proprietary,4.03,1.86,4.9,1.76,4.3,1.4,12,5,CCV.CCV.V.CV.CVV,"ADJ,N",39.659,1.609,4.598,1,3.3
prosa,prose,3.97,1.99,3.49,1.76,2.58,1.08,5,2,CCV.CV,"N,V",7.68,0.939,3.885,5,1.45
prosperidade,prosperity,2.93,1.65,2.91,1.83,3.36,1.26,12,5,CCVC.CV.CV.CV.CV,N,7.079,0.907,3.85,0,3.55
prostituta,hooker,5.57,1.9,5.55,1.29,3.39,1.11,10,4,CCVC.CV.CV.CV,N,3.776,0.679,3.577,2,2
protecção,protection,3.97,1.97,3.45,1.88,4.81,1.29,9,3,CCV.CVC.CVV,N,79.915,1.908,4.903,1,2.75
protegido,protected,3.9,1.66,3.26,1.75,4.63,1.46,9,4,CCV.CV.CV.CV,"ADJ,N,V",6.869,0.896,3.837,1,2.2
proteína,protein,3.81,2.01,4.59,2.07,4.43,1.41,8,4,CCV.CV.V.CV,N,5.271,0.797,3.722,0,2.55
prova,proof,4.25,2.07,4.47,1.69,4.96,1.18,5,2,CCV.CV,"N,V",233.735,2.371,5.369,6,1.4
provação,ordeal,2.95,1.8,2.64,1.34,2.84,1.39,8,3,CCV.CV.CVV,N,0.811,0.258,2.909,4,1.75
proveito,fruition,3.02,1.64,3.08,1.68,4.29,1.47,8,3,CCV.CVV.CV,N,9.297,1.013,3.968,2,1.75
proveitoso,profitable,3.34,1.8,3.22,1.65,3.79,1.36,10,4,CCV.CVV.CV.CV,ADJ,1.089,0.32,3.037,1,2.5
proveta,beaker,4.67,2.09,5.55,1.88,2.2,0.89,7,3,CCV.CV.CV,N,0.244,0.095,2.388,3,1.75
província,province,3.97,1.83,4.6,1.79,3.47,1.57,9,3,CCV.CVC.CVV,N,45.976,1.672,4.663,0,2.7
provocador,defiant,3.71,1.81,3.39,1.64,4.38,1.34,10,4,CCV.CV.CV.CVC,"ADJ,N",1.69,0.43,3.228,1,2.25
proximidade,proximity,3.28,1.59,3.32,1.47,4.3,1.32,11,5,CCV.CV.CV.CV.CV,N,20.069,1.324,4.303,0,3.45
próximo,close,3.62,1.88,3.43,1.53,5.67,1.1,7,3,CCV.CV.CV,"ADJ,ADV,N",296.839,2.474,5.473,1,2.5
prudente,prudent,2.77,1.45,3.07,1.63,3.96,1.3,8,3,CCV.CVC.CV,ADJ,8.647,0.984,3.937,0,2.4
psicólogo,psychologist,5.16,1.69,5.24,1.76,4.98,1.82,9,4,CCV.CV.CV.CV,N,3.791,0.68,3.579,1,2.6
publicidade,advertisement,5.05,1.82,4.33,1.89,5.66,1.18,11,5,CV.CCV.CV.CV.CV,N,53.114,1.733,4.725,0,2.65
público,public,4.98,1.62,4.62,1.73,5.35,1.4,7,3,CV.CCV.CV,"ADJ,N",842.361,2.926,5.926,2,1.95
pudim,pudding,5.5,2.15,6.54,0.84,3.34,0.98,5,2,CV.CVC,N,1.212,0.345,3.083,0,2
pugilista,boxer,5.17,1.86,5.47,1.82,2.4,1.08,9,4,CV.CV.CVC.CV,"ADJ,N",1.519,0.401,3.182,0,2.8
pulga,flee,5.47,2.16,6.38,0.97,3.05,1.11,5,2,CVC.CV,N,0.523,0.183,2.718,4,1.7
pulmão,lung,6.02,1.38,6.38,1.01,4.25,1.4,6,2,CVC.CVV,N,4.372,0.73,3.641,2,2.1
púlpito,pulpit,3.76,2,4.63,2,1.92,0.88,7,3,CVC.CV.CV,N,1.441,0.388,3.159,1,2.35
pulsação,pulse,4.22,2,4.85,1.84,4.12,1.38,8,3,CVC.CV.CVV,N,0.777,0.25,2.89,0,2.65
pulseira,bracelet,6.31,1.4,6.61,0.7,4.36,1.71,8,3,CVC.CVV.CV,N,1.075,0.317,3.031,0,2.35
pulso,wrist,5.88,1.51,6.21,1.19,4.84,1.41,5,2,CVC.CV,"N,V",6.048,0.848,3.782,2,1.7
punhado,handful,3.69,1.82,4.2,1.7,2.58,1.27,7,3,CV.CCV.CV,N,5.452,0.81,3.737,2,1.85
punhal,dagger,5.15,2.12,5.8,1.49,2.54,1.09,6,2,CV.CCVC,N,1.646,0.423,3.217,3,1.8
punho,fist,5.48,1.91,6.31,0.86,3.84,1.42,5,2,CV.CCV,N,7.216,0.915,3.858,6,1.6
puro,pure,3.21,1.74,2.9,1.99,4.42,1.45,4,2,CV.CV,"ADJ,N",20.577,1.334,4.313,18,1
pus,pus,3.69,2,4.45,2.04,3.95,1.75,3,1,CVC,"N,V",3.83,0.684,3.583,14,1.05
putrefacto,putrid,3.24,2.13,3.54,2.08,1.89,0.89,10,4,CV.CCV.CVC.CV,ADJ,0.176,0.07,2.245,1,3.15
quadra,quatrain,3.64,1.89,4.17,2.21,3.19,1.59,6,2,CVV.CCV,"N,V",5.833,0.835,3.766,2,1.7
quadrado,square,5.9,1.48,6.23,1.3,4.7,1.19,8,3,CVV.CCV.CV,"ADJ,N,V",8.207,0.964,3.914,1,2.05
quadro,painting,6,1.31,6.46,0.89,5.21,1.21,6,2,CVV.CCV,"N,V",137.879,2.143,5.14,3,1.7
qualidade,quality,3.27,1.75,2.98,1.68,5.36,1.18,9,4,CVV.CV.CV.CV,N,217.955,2.34,5.338,1,2.25
quantia,amount,3.98,1.83,4.02,1.98,4.6,1.47,7,3,CVVC.CV.V,N,16,1.23,4.204,0,2.25
quantidade,quantity,3.56,1.97,3.49,1.86,5.56,1.2,10,4,CVVC.CV.CV.CV,N,48.658,1.696,4.687,0,2.85
quartel,barrack,5.27,1.94,5.48,1.58,3.2,1.29,7,2,CVVC.CVC,N,19.6,1.314,4.292,1,2.1
quarto,room,6.16,1.1,5.62,1.51,6.67,0.61,6,2,CVVC.CV,"ADJ,N,QUANT,QUANT",103.179,2.018,5.014,2,1.75
quebra,breaking,3.51,1.75,3.69,1.97,4.18,1.49,6,2,CVV.CCV,"N,V",51.096,1.717,4.708,3,1.65
quebrado,broken,4.36,1.7,4.66,1.68,3.77,1.41,8,3,CVV.CCV.CV,"ADJ,N,V",4.226,0.718,3.626,1,1.8
queda,fall,4.6,1.66,4.21,1.74,4.23,1.12,5,2,CVV.CV,"ADJ,N,V",90.301,1.961,4.956,4,1.6
queijo,cheese,6.41,0.89,6.5,0.85,5.81,1.19,6,2,CVVV.CV,N,11.705,1.104,4.068,2,1.85
queimado,burnt,4.66,1.83,5.09,1.72,3.93,1.34,8,3,CVVV.CV.CV,"ADJ,N,V",3.517,0.655,3.546,2,1.75
queimadura,burn,5.52,1.46,5.6,1.31,3.76,1.5,10,4,CVVV.CV.CV.CV,N,0.391,0.143,2.592,0,2.65
queixa,complaining,3.56,1.69,2.98,1.69,4.65,1.25,6,2,CVVV.CV,"N,V",55.331,1.751,4.743,5,1.5
queixo,chin,5.63,1.97,6.56,0.76,4.19,1.55,6,2,CVVV.CV,"N,V",2.882,0.589,3.46,4,1.7
quente,hot,4.85,2.02,4.74,1.95,6.33,0.98,6,2,CVVC.CV,"ADJ,N",28.325,1.467,4.452,2,1.8
queque,muffin,6.14,1.34,6.05,1.48,3.89,1.41,6,2,CVV.CVV,N,0.225,0.088,2.352,0,2
querido,darling,3.89,1.85,3.66,1.84,5.12,1.73,7,3,CVV.CV.CV,"ADJ,N,V",9.331,1.014,3.97,1,1.9
questão,issue,3.74,1.91,3.69,1.88,5.68,1.24,7,2,CVVC.CVV,N,370.666,2.57,5.569,0,2.4
quieto,still,3.98,1.86,3.66,1.66,5.26,1.63,6,3,CVV.V.CV,"ADJ,V",1.94,0.468,3.288,4,1.65
quilate,carat,3.52,2.05,4.35,2.12,2.17,1.09,7,3,CVV.CV.CV,N,0.557,0.192,2.746,0,2.6
quilómetro,kilometer,4,1.9,4.9,2.09,5.32,1.27,10,4,CVV.CV.CV.CCV,N,12.927,1.144,4.112,1,3.5
químico,chemical,3.93,1.69,4.17,1.86,3.54,1.48,7,3,CVV.CV.CV,"ADJ,N",6.102,0.851,3.786,1,2.45
quinta,farm,5,1.87,5.37,1.41,4.93,1.49,6,2,CVVC.CV,"ADJ,N,QUANT,QUANT,V",45.194,1.665,4.655,5,1.45
rã,frog,6.15,1.41,6.44,0.98,2.98,1.1,2,1,CV,N,1.192,0.341,3.076,10,1.35
rabanete,radish,4.76,2.16,6.28,1.31,2.2,0.85,8,4,CV.CV.CV.CV,N,0.083,0.035,1.92,0,2.7
rabo,butt,5.55,1.88,6.53,0.86,5.25,1.3,4,2,CV.CV,N,4.91,0.772,3.691,12,1.25
raça,race,4.15,2.07,4.28,1.87,4.05,1.38,4,2,CV.CV,N,16.727,1.249,4.223,17,1
raciocínio,reasoning,3.65,1.94,2.86,1.8,5.16,1.55,10,5,CV.CV.V.CV.CVV,N,8.545,0.98,3.932,0,3.15
racional,rational,2.87,1.81,3.14,1.93,4.54,1.54,8,4,CV.CV.V.CVC,"ADJ,N",8.344,0.971,3.921,3,1.75
racismo,racism,4.37,1.98,3.56,2.09,4.19,1.56,7,3,CV.CVC.CV,N,20.401,1.33,4.31,0,1.95
racista,racist,3.98,1.95,4.16,1.87,3.92,1.45,7,3,CV.CVC.CV,"ADJ,N",7.514,0.93,3.876,0,1.85
radiação,radiation,3.95,1.73,3.45,1.98,3.54,1.56,8,4,CV.CV.V.CVV,N,6.038,0.848,3.781,0,2
radiador,radiator,4.36,2.17,5.79,1.51,3.32,1.31,8,4,CV.CV.V.CVC,N,0.362,0.134,2.558,1,1.9
radiante,radiant,4.29,1.84,3.5,1.74,4.02,1.42,8,4,CV.CV.VC.CV,ADJ,2.531,0.548,3.403,0,1.9
radical,radical,4.07,1.87,3.3,1.76,4.39,1.62,7,3,CV.CV.CVC,"ADJ,N",30.367,1.497,4.482,3,1.75
rádio,radio,6.6,0.73,6.48,0.87,5.45,1.27,5,2,CV.CVV,N,80.467,1.911,4.906,3,1.8
raia,ray,5.3,2.06,5.98,1.54,2.61,1.03,4,2,CVV.V,"N,V",2.496,0.544,3.397,20,1
rainha,queen,6.17,1.08,5.72,1.35,3.77,1.33,6,3,CV.V.CCV,N,26.058,1.432,4.416,3,1.6
raio,ray,5.61,1.69,5.33,1.49,3.79,1.42,4,2,CVV.V,"N,V",10.982,1.079,4.041,17,1
raiva,rabies,4.44,1.69,3.27,1.77,4.66,1.32,5,2,CVV.CV,N,8.877,0.995,3.948,1,1.7
raiz,root,5.11,1.86,5.72,1.41,4.08,1.28,4,2,CV.VC,N,17.441,1.266,4.242,3,1.85
rameira,whore,4.77,2.02,4.62,2.17,2.19,1.09,7,3,CV.CVV.CV,N,0.049,0.021,1.689,4,1.75
ramo,branch,5.69,1.42,6.24,1.04,4.26,1.53,4,2,CV.CV,N,23.499,1.389,4.371,14,1.05
rançoso,rancid,3.42,1.88,3.64,1.84,2.72,1.23,7,3,CVC.CV.CV,ADJ,0.142,0.058,2.151,2,1.8
rapariga,girl,6.12,1.45,6.33,0.98,6.21,1,8,4,CV.CV.CV.CV,N,22.878,1.378,4.359,1,2.1
rapaz,boy,6,1.47,6.47,0.74,5.88,1.12,5,2,CV.CVC,N,33.758,1.541,4.528,4,1.75
rapidez,quickness,4.1,2.1,2.98,1.82,5.23,1.39,7,3,CV.CV.CVC,N,15.404,1.215,4.188,1,2.15
rápido,quick,3.53,2.05,3.7,1.98,6.2,0.92,6,3,CV.CV.CV,"ADJ,ADV,N",42.893,1.642,4.632,3,1.8
raposa,fox,5.97,1.51,6.68,0.66,3.2,1.3,6,3,CV.CV.CV,N,2.521,0.547,3.402,2,1.85
rapto,abduction,4.4,1.88,4.47,1.93,3.2,1.22,5,2,CVC.CV,"N,V",7.69,0.939,3.886,4,1.5
raquete,racquet,6.03,1.3,6.42,1.15,2.96,1.01,7,3,CV.CVV.CV,N,0.195,0.078,2.291,4,1.7
raro,rare,3.16,2,2.64,1.81,5.43,1.29,4,2,CV.CV,"ADJ,ADV,N",15.506,1.218,4.191,14,1.2
raso,shallow,3.95,1.93,4.05,1.75,3.07,1.07,4,2,CV.CV,"ADJ,V",1.006,0.302,3.003,13,1
rasto,track,4.11,1.73,3.64,1.7,3.19,1.1,5,2,CVC.CV,N,8.496,0.978,3.929,14,1.1
rato,mouse,6.1,1.5,6.64,0.75,4.82,1.59,4,2,CV.CV,N,10.587,1.064,4.025,20,1
razão,reason,2.92,1.74,2.71,1.86,5.88,1.21,5,2,CV.CVV,N,173.928,2.243,5.24,9,1.55
razoável,reasonable,2.77,1.79,3.36,1.59,4.77,1.38,8,4,CV.CV.V.CVC,ADJ,22.639,1.374,4.355,0,2.85
reacção,reaction,3.44,1.83,3.18,1.84,5,1.44,7,3,CV.VC.CVV,N,53.016,1.733,4.724,0,1.95
real,actual,3.02,1.91,3.69,2.13,5.17,1.35,4,2,CV.VC,"ADJ,N",108.01,2.038,5.034,2,1.8
realidade,reality,3.65,1.72,2.46,1.4,5.88,1.27,9,5,CV.V.CV.CV.CV,N,144.782,2.164,5.161,0,1.95
realista,realistic,3.19,1.77,3.17,1.71,5.05,1.46,8,4,CV.V.CVC.CV,"ADJ,N",12.389,1.127,4.093,1,1.85
realização,accomplishment,3.26,1.92,3.53,1.84,4.79,1.29,10,5,CV.V.CV.CV.CVV,N,145.911,2.167,5.164,1,2.05
realizador,director,4.66,1.83,5.12,1.61,4.1,1.6,10,5,CV.V.CV.CV.CVC,"ADJ,N",46.284,1.675,4.665,1,2.05
rebelde,rebel,4.24,1.86,4.11,2.08,4.4,1.39,7,3,CV.CVC.CV,"ADJ,N",9.355,1.015,3.971,0,1.9
reboque,trailer,5.29,1.9,6.35,0.92,3.23,1.17,7,3,CV.CV.CVV,"N,V",4.109,0.708,3.614,2,1.8
rebuçado,candy,6.02,1.4,6.51,0.81,4.91,1.42,8,4,CV.CV.CV.CV,N,0.645,0.216,2.81,1,1.9
rebuliço,stir,3.54,1.66,3.51,1.49,2.7,1.2,8,4,CV.CV.CV.CV,N,0.396,0.145,2.597,1,2.55
recado,errand,4.15,2.06,4.38,1.88,4.8,1.55,6,3,CV.CV.CV,N,10.513,1.061,4.022,8,1.4
receio,worry,3.14,1.76,2.68,1.27,4.55,1.16,6,3,CV.CVV.V,"N,V",26.923,1.446,4.43,6,1.5
receita,recipe,5.03,1.92,4.81,1.64,4.84,1.18,7,3,CV.CVV.CV,"N,V",28.614,1.472,4.457,5,1.5
recente,recent,2.85,1.76,3.41,1.78,5.12,1.3,7,3,CV.CVC.CV,ADJ,113.208,2.058,5.054,9,1.45
receoso,afraid,2.84,1.38,2.47,1.26,3.81,1.33,7,4,CV.CV.V.CV,ADJ,1.319,0.365,3.12,2,1.85
receptivo,receptive,2.98,1.66,2.85,1.74,4.28,1.5,9,4,CV.CVC.CV.CV,ADJ,2.106,0.492,3.323,2,2.25
rechonchudo,chubby,5.08,1.74,5.03,1.71,3.42,1.52,11,4,CV.CCVC.CCV.CV,ADJ,0.127,0.052,2.104,1,3.85
recife,reef,5,1.91,5.2,1.77,2.29,0.82,6,3,CV.CV.CV,N,0.362,0.134,2.558,1,1.9
recinto,precinct,5.08,1.89,5.31,1.79,4.02,1.51,7,3,CV.CVC.CV,N,31.545,1.513,4.499,3,1.75
recipiente,recipient,5.56,1.38,5.93,1.41,4.47,1.43,10,5,CV.CV.CV.VC.CV,"ADJ,N",2.067,0.487,3.315,0,2.8
recital,recital,4.43,1.84,4.28,1.52,2.46,1.04,7,3,CV.CV.CVC,N,11.842,1.109,4.073,4,1.7
reclamação,complaint,4.03,1.87,3.54,1.69,4.44,1.29,10,4,CV.CCV.CV.CVV,N,6.62,0.882,3.821,2,2.4
recluso,inmate,5.15,1.68,5.65,1.65,2.83,1.29,7,3,CV.CCV.CV,"ADJ,N",0.835,0.264,2.922,1,1.8
recolha,collecting,3.58,1.84,3.63,1.55,4.71,1.41,7,3,CV.CV.CCV,"N,V",38.233,1.594,4.582,3,1.65
recomendável,recommandable,2.92,1.91,3.05,1.78,4.39,1.52,12,5,CV.CV.CVC.CV.CVC,ADJ,2.472,0.541,3.393,0,3.15
