word_croatian_equivalent,word_croatian,valence_mean,valence_sd,valence_unknown,valence_n,arousal_mean,arousal_sd,arousal_unknown,arousal_n,familiar_mean,familiar_sd,familiar_unknown,familiar_n,concrete_mean,concrete_sd,concrete_unknown,concrete_n
music,glazba,7.9,1.71,NA,20,4.45,3.15,NA,20,7,0,NA,20,5.3,2.08,NA,20
name,ime,6.45,2.16,NA,20,3.2,1.85,NA,20,7,0,NA,20,5.8,1.58,NA,20
national,nacionalan,5.4,2.19,NA,20,4.8,2.55,NA,20,6.8,0.7,NA,20,4.95,1.93,NA,20
nature,priroda,6.9,2.07,NA,20,2.9,2.45,NA,20,7,0,NA,20,5,2.08,NA,20
never,nikad,4.15,1.6,NA,20,6.05,2.21,NA,20,6.85,0.49,NA,20,5.45,2.37,NA,20
new,nov,6.8,1.61,NA,20,5.1,2.43,NA,20,7,0,NA,20,5.45,1.79,NA,20
news,vijesti,5.05,2.35,NA,20,5.55,2.61,NA,20,6.95,0.22,NA,20,5.35,1.76,NA,20
newsletter,bilten,4.86,2.35,6,14,4.88,1.5,3,17,4.25,2.79,NA,20,4,1.89,5,15
nick,nadimak,6,1.95,NA,20,3.9,2.28,NA,21,7,0,NA,21,5.81,1.6,NA,21
night,noć,7,1.65,NA,20,2.75,1.8,NA,20,7,0,NA,20,6.4,0.99,NA,20
note,bilješka,5.1,1.33,NA,20,4.45,2.21,NA,20,7,0,NA,20,5.3,2,NA,20
offshore,prekomorski,6.25,1.45,NA,20,5.15,2.98,NA,20,6.95,0.22,NA,20,5,1.75,NA,20
oil,ulje,5,1.78,NA,20,3.65,2.46,NA,20,7,0,NA,20,5.8,1.28,NA,20
old,star,5.6,2.35,NA,20,5,2,NA,20,7,0,NA,20,5.15,1.81,NA,20
online,mrežni,5.35,1.69,NA,20,3.57,1.69,NA,21,6.95,0.22,NA,21,4.86,2.01,NA,21
open,otvoren,6.1,1.12,NA,20,5,2.66,NA,20,6.95,0.23,1,19,4.35,2.43,NA,20
outdoor,vanjski,4.8,1.85,NA,20,4.81,2.23,NA,21,7,0,NA,21,5.24,1.97,NA,21
pack,paket,6.3,2,NA,20,4.86,2.2,NA,21,6.9,0.44,NA,21,6.14,1.35,NA,21
patch,zakrpati,5.15,2.39,NA,20,3.8,2.17,NA,20,6.65,1.09,NA,20,5.95,1.39,NA,20
people,ljudi,5.9,2.65,NA,20,5.57,2.6,NA,21,6.9,0.45,NA,20,5.24,2.12,NA,21
performance,performans,6,1.65,NA,20,5.95,2.56,NA,20,6.75,0.55,NA,20,5.9,1.65,NA,20
phone,telefon,6.15,1.66,NA,20,5.65,2.11,NA,20,6.9,0.31,NA,20,6.5,0.69,NA,20
photo,fotografija,6.95,1.39,NA,20,4.7,2.27,NA,20,7,0,NA,20,6.55,0.76,NA,20
pick,odabir,5.5,1.28,NA,20,4.71,2.12,NA,21,7,0,NA,21,5.05,2.04,NA,21
pink,ružičast,6.6,1.82,NA,20,3.76,2.14,NA,21,6.95,0.22,NA,20,5.81,1.6,NA,21
pixel,piksel,5.47,1.47,1,19,4.3,2.11,NA,20,6.9,0.31,NA,20,6.05,1.54,NA,20
play,igra,7.2,1.96,NA,20,6.25,1.86,NA,20,7,0,NA,20,5.55,1.7,NA,20
playboy,plejboj,4.63,1.89,1,19,5.42,1.57,1,19,6.7,0.73,NA,20,5.75,1.52,NA,20
player,igrač,5.75,1.94,NA,20,5.05,2.28,NA,20,6.95,0.22,NA,20,5.1,1.97,NA,20
playmaker,razigravač,5.41,2,3,17,5.76,2.39,3,17,5.4,1.98,NA,20,3.63,1.59,4,16
playoff,doigravanje,5,2.18,NA,20,5.6,2.01,NA,20,6.2,1.36,NA,20,4.6,1.88,NA,20
point,bod,5.6,1.85,NA,20,5.53,2.39,1,19,6.95,0.22,NA,20,4.65,1.9,NA,20
port,priključak,5.85,1.9,NA,20,4.48,2.4,NA,21,6.8,0.7,NA,20,5.1,1.48,NA,21
post,objava,5.5,1.5,NA,20,4.7,2.25,NA,20,7,0,NA,20,5.75,2,NA,20
power,moć,5.9,2.25,NA,20,6.35,2.13,NA,20,6.75,0.91,NA,20,5,2.1,NA,20
prepaid,pretplatnički,4.5,1.64,NA,20,4.74,2.47,1,19,6.9,0.31,NA,20,4.8,1.82,NA,20
press,novinarski,5.45,2.7,NA,20,4.29,1.79,NA,21,6.9,0.31,NA,20,4.86,1.59,NA,21
project,projekt,5.6,1.93,NA,20,5.62,2.18,NA,21,6.86,0.48,NA,21,5.48,1.75,NA,21
pub,pivnica,7.2,1.96,NA,20,5.75,2.79,NA,20,7,0,NA,20,6.75,0.44,NA,20
race,utrka,6.75,2.12,NA,20,5.81,2.75,NA,21,6.95,0.22,NA,20,5.76,1.37,NA,21
racing,trkački,5.6,2.5,NA,20,6.5,2.16,NA,20,6.7,0.92,NA,20,5.45,1.61,NA,20
ranking,rangiranje,4.25,1.83,NA,20,5.4,1.82,NA,20,7,0,NA,20,5.35,1.73,NA,20
real,stvaran,6.7,1.56,NA,20,4,2.31,1,19,7,0,NA,20,5.45,2.21,NA,20
reality,stvarnost,6.55,1.47,NA,20,4.7,2.08,NA,20,7,0,NA,20,4.5,2.33,NA,20
research,istraživanje,6.6,1.6,NA,20,4.65,2.37,NA,20,7,0,NA,20,5.55,1.7,NA,20
resort,odmaralište,7.2,1.74,NA,20,4.25,2.83,NA,20,7,0,NA,20,6.3,0.92,NA,20
road,cesta,5.45,1.1,NA,20,4.33,2.35,NA,21,7,0,NA,21,6.62,0.97,NA,21
rocker,roker,5.68,2.26,1,19,6.05,2.26,NA,20,7,0,NA,20,5.47,1.39,1,19
rookie,početnik,4.5,1.5,NA,20,4.29,1.87,NA,21,7,0,NA,21,5.67,1.46,NA,21
room,soba,5.6,1.7,NA,20,2.55,1.36,NA,20,7,0,NA,20,5.75,1.68,NA,20
rose,ruža,7.6,1.76,NA,20,3.3,2.15,NA,20,7,0,NA,20,6.5,1,NA,20
router,usmjerivač,5.25,2.17,NA,20,4.25,1.94,1,20,6.5,1.15,NA,20,4,1.92,NA,21
royal,kraljevski,6.9,1.77,NA,20,4.95,2.11,NA,20,6.95,0.22,NA,20,4.85,1.87,NA,20
save,spremiti,4.95,2.14,NA,20,4.35,2.66,NA,20,6.9,0.45,NA,20,5.3,1.63,NA,20
science,znanost,6.8,2.17,NA,20,4.9,2.47,NA,21,7,0,NA,20,4.71,1.87,NA,21
search,pretražiti,5.45,1.39,NA,20,5.14,1.98,NA,21,7,0,NA,21,5.48,1.78,NA,21
secret,tajna,6.4,2.09,NA,20,4.75,2.86,NA,20,6.75,0.91,NA,20,5.5,2.09,NA,20
security,osiguranje,5.85,2.32,NA,20,4.5,2.14,NA,20,6.8,0.89,NA,20,5.55,1.43,NA,20
selfie,sebić,5.18,2.09,9,11,4.47,1.88,5,15,4.74,2.62,1,19,4,2.16,7,13
server,poslužitelj,5.45,1.15,NA,20,3.7,1.81,NA,20,6.9,0.31,NA,20,4.5,2.31,NA,20
session,sesija,4.11,1.59,1,19,4.11,2,1,19,6.3,1.17,NA,20,4.5,2.14,NA,20
sex,seks,8.05,1.36,NA,20,8.15,1.27,NA,20,6.95,0.22,NA,20,5.85,1.93,NA,20
sexy,seksi,7.25,1.68,NA,20,6.4,2.64,NA,20,7,0,NA,20,6.35,1.18,NA,20
shit,sranje,4.3,2.56,NA,20,5.33,2.31,NA,21,7,0,NA,21,5,2.26,NA,21
shopping,kupovanje,6.2,1.51,NA,20,6,2.29,NA,20,6.95,0.22,NA,20,4.55,2.09,NA,20
show,emisija,6,1.72,NA,20,4.14,1.9,NA,21,6.85,0.49,NA,20,4.57,1.57,NA,21
silver,srebro,7.05,2.06,NA,20,4,2.57,NA,21,6.95,0.22,NA,20,6,1.38,NA,21
single,singl,5,1.72,NA,20,5,1.92,NA,20,6.6,1.1,NA,20,5.15,1.9,NA,20
size,veličina,5.25,1.86,NA,20,4.65,2.13,NA,20,7,0,NA,20,5.25,2.29,NA,20
ski,skijati,6.65,1.79,NA,20,6.2,2.31,NA,20,7,0,NA,20,6.25,1.21,NA,20
skin,kožni,5.4,1.57,NA,20,3.76,1.92,NA,21,6.9,0.3,NA,21,6.19,1.25,NA,21
sky,nebeski,6.55,1.61,NA,20,4.9,2.53,NA,20,7,0,NA,20,5.15,1.98,NA,20
smart,pametan,7.55,1.9,NA,20,4.9,2.2,NA,20,7,0,NA,20,4.9,1.74,NA,20
soft,mekan,7.1,1.55,NA,20,3.5,2.54,NA,20,7,0,NA,20,6,1.62,NA,20
software,omekšje,3.6,1.8,5,15,4.33,2.27,8,12,3.3,2.54,NA,20,3.33,2.31,8,12
sorry,oprosti,6.25,2.4,NA,20,4,2.61,NA,21,6.9,0.31,NA,20,4.95,2.09,NA,21
spa,toplice,6.65,1.95,NA,20,2.43,2.11,NA,21,6.86,0.65,NA,21,5.86,1.31,NA,21
space,svemirski,6.05,1.7,NA,20,5.6,2.5,NA,20,7,0,NA,20,5.2,1.74,NA,20
speed,brzina,6.95,1.73,NA,20,6.9,2.02,NA,21,7,0,NA,20,4.9,2.1,NA,21
spice,začin,7,1.26,NA,20,4.5,2.7,NA,20,7,0,NA,20,4.9,1.83,NA,20
stage,pozornica,6.6,1.64,NA,20,5.05,2.33,NA,20,7,0,NA,20,6.25,0.97,NA,20
standstill,mirovanje,5.55,1.73,NA,20,2.3,1.84,NA,20,6.9,0.31,NA,20,4.45,2.04,NA,20
story,priča,6.75,1.37,NA,20,4,2.05,NA,21,6.86,0.65,NA,21,5.95,1.4,NA,21
street,ulični,5.15,1.76,NA,20,4.25,2.15,NA,20,6.7,0.92,NA,20,5.75,1.59,NA,20
style,stil,6.35,1.23,NA,20,3.85,2.08,NA,20,7,0,NA,20,5.55,2.01,NA,20
sun,sunce,7.55,1.7,NA,20,3.67,2.9,NA,21,7,0,NA,21,6.57,0.98,NA,21
system,sustav,5.15,1.5,NA,20,4.1,2.1,NA,20,6.85,0.49,NA,20,4.75,2.2,NA,20
tab,kartica,5.85,2.21,NA,20,5.35,1.76,NA,20,6.95,0.22,NA,20,5.6,1.5,NA,20
tag,oznaka,5.35,1.31,NA,20,3.95,2.04,NA,20,7,0,NA,20,6.25,1.41,NA,20
taxi,taksi,5.25,1.41,NA,20,4.9,2.63,NA,20,6.95,0.22,NA,20,6.3,1.22,NA,20
team,tim,6.2,2.38,NA,20,3.85,2.16,NA,20,6.8,0.7,NA,20,5.5,1.64,NA,20
tech,tehnologija,6.75,2.02,NA,20,5.05,2.27,NA,21,7,0,NA,20,4.19,2.04,NA,21
techno,tehno,5.6,2.28,NA,20,6.4,2.3,NA,20,6.75,1.12,NA,20,4.85,1.98,NA,20
teen,tinejdžerski,5.5,1.91,NA,20,5.7,1.84,NA,20,6.9,0.31,NA,20,5.6,1.5,NA,20
tender,ponuda,6.2,2.04,NA,20,4.75,2.05,NA,20,7,0,NA,20,4.9,1.86,NA,20
text,tekst,5.75,1.25,NA,20,4.7,1.72,NA,20,7,0,NA,20,5.75,1.45,NA,20
thread,nit,5.15,1.23,NA,20,3.14,1.9,NA,21,6.71,1.1,NA,21,5.67,1.35,NA,21
topic,tema,6,2.15,NA,20,4.05,1.63,NA,21,6.95,0.22,NA,20,3.81,2.04,NA,21
touch,dodirni,5.9,1.65,NA,20,5,2.29,NA,20,6.95,0.22,NA,20,5.1,2.07,NA,20
tour,tura,5.74,1.59,1,19,4.85,2.58,NA,20,6.95,0.22,NA,20,5.17,2.09,2,18
trade,trgovina,5.45,1.47,NA,20,5.05,2.24,NA,20,7,0,NA,20,6.4,1.5,NA,20
trail,staza,6.55,1.64,NA,20,3.86,2.35,NA,21,6.89,0.32,1,19,5.57,1.33,NA,21
trailer,najava,6.25,1.94,NA,20,3.95,1.99,NA,21,6.75,0.91,NA,20,4.48,1.97,NA,21
travel,putovanje,7.3,1.49,NA,20,7.25,2.24,NA,20,7,0,NA,20,6.05,1.39,NA,20
trip,izlet,8,1.03,NA,20,5.2,2.93,NA,20,6.95,0.22,NA,20,5.45,1.47,NA,20
tuning,podešavanje,4.65,2.08,NA,20,4.2,2.19,NA,20,6.5,1.47,NA,20,4.7,1.98,NA,20
tutorial,tutorijal,5.95,1.57,NA,20,5.15,2.03,NA,20,6.9,0.45,NA,20,5.1,1.74,NA,20
twin,dvojni,4.5,2.14,NA,20,4.3,2.13,NA,20,6.55,1.47,NA,20,3.95,1.99,1,19
underground,podzeman,5.35,2.18,NA,20,4.65,2.06,1,20,6.95,0.22,NA,20,5.43,1.57,NA,21
update,ažurirati,4.95,2.16,NA,20,5.15,1.69,NA,20,7,0,NA,20,5.35,1.57,NA,20
uploadati,učitati,5.1,2.02,NA,20,4.4,2.39,NA,20,6.7,1.13,NA,20,5,1.72,NA,20
vintage,starinski,5.35,1.95,NA,20,2.9,1.84,NA,21,6.86,0.48,NA,21,5.14,1.93,NA,21
vision,vizija,6.7,1.72,NA,20,5.35,2.32,NA,20,6.75,0.79,NA,20,4.5,2.01,NA,20
wall,zid,4.2,1.79,NA,20,4.05,2.11,NA,21,6.86,0.65,NA,21,6.71,0.64,NA,21
watch,prismotra,4.06,1.52,3,17,5.56,2.22,5,16,4.62,2.31,NA,21,4.06,1.86,3,18
web,mreža,6.25,2.17,NA,20,4.05,1.99,NA,21,6.85,0.49,NA,20,4.05,1.69,NA,21
western,vestern,5.1,2.29,NA,20,4,2.36,NA,20,7,0,NA,20,5.95,1.32,NA,20
white,bijel,5.15,1.57,NA,20,4.05,1.9,NA,20,6.95,0.22,NA,20,5.6,1.79,NA,20
wild,divlji,5.8,1.74,NA,20,6.1,2.17,NA,20,7,0,NA,20,5.6,1.73,NA,20
winter,zima,5.9,2.88,NA,20,4.1,2.47,NA,21,6.8,0.52,NA,20,5.9,1,NA,21
wireless,bežičan,6.05,1.36,NA,20,3.65,1.98,NA,20,6.8,0.62,NA,20,5.85,1.39,NA,20
wonder,čudo,6.75,1.62,NA,20,6.86,2.26,NA,21,6.86,0.65,NA,21,4.86,2.37,NA,21
world,svjetski,6.75,1.65,NA,20,5.45,1.99,NA,20,7,0,NA,20,4.8,2.02,NA,20
zero,nula,4.15,1.87,NA,20,3.75,2.59,NA,20,7,0,NA,20,5.7,1.98,NA,20
age,godine,4.9,1.59,NA,20,4.5,2.26,NA,20,6.85,0.49,NA,20,5.05,2.14,NA,20
backup,podrška,7.45,1.9,NA,20,3.7,2.36,NA,20,6.55,1.47,NA,20,5.05,1.85,NA,20
bad,loše,3.65,2.56,NA,20,5.57,2.4,NA,21,6.9,0.31,NA,20,3.76,1.89,NA,21
band,bend,6.05,1.67,NA,20,5.4,2.33,NA,20,6.95,0.22,NA,20,5.75,1.45,NA,20
banner,zastava,5.65,1.73,NA,20,4.15,2.25,NA,20,7,0,NA,20,6.85,0.75,NA,20
black,crno,5.1,2.75,NA,20,4.24,2.77,NA,21,6.95,0.22,NA,20,5.86,1.39,NA,21
blogger,bloger,4.7,1.78,NA,20,4,1.79,NA,21,6.67,0.66,NA,21,5.05,1.75,NA,21
booking,rezervacija,6.7,1.66,NA,20,5,2,NA,20,7,0,NA,20,5.9,1.29,NA,20
boom,bum,4.15,2.35,NA,20,6.35,1.66,NA,20,6,2.03,NA,20,2.89,1.85,1,19
brand,marka,6.3,1.87,NA,20,3.9,2.17,NA,21,6.95,0.22,NA,20,4.48,1.86,NA,21
bridge,most,6.4,2.14,NA,20,3.55,1.9,1,20,6.95,0.22,NA,20,5.76,1.51,NA,21
bug,buba,5.65,2.01,NA,20,5.35,2.85,NA,20,6.7,0.57,NA,20,4.9,2,NA,20
button,gumb,5.85,1.66,NA,20,4.2,1.74,NA,20,7,0,NA,20,6.1,1.17,NA,20
cast,glumci,6,1.52,NA,20,4.67,2.58,NA,21,7,0,NA,21,6.19,0.98,NA,21
casual,opušteno,7.55,1.54,NA,20,2.9,2.9,NA,21,7,0,NA,21,5.19,1.69,NA,21
chat,razgovor,7.6,1.39,NA,20,3.3,2.18,NA,20,6.8,0.7,NA,20,5.9,1.65,NA,20
classic,klasično,5.85,1.57,NA,20,3.95,1.99,NA,20,7,0,NA,20,5.25,2.27,NA,20
college,fakultet,6,2.18,NA,20,5.25,2.55,NA,20,7,0,NA,20,6.55,0.76,NA,20
company,kompanija,5.25,1.65,NA,20,5.9,1.71,NA,20,6.9,0.45,NA,20,5.6,1.31,NA,20
cool,kul,6.25,1.29,NA,20,4.55,2.84,NA,20,6.95,0.23,1,19,3.55,2.14,NA,20
country,država,5,1.72,NA,20,5.1,2.88,NA,20,6.95,0.22,NA,20,5.6,2.16,NA,20
cover,pokriti,5.4,2.01,NA,20,3.5,1.93,NA,20,7,0,NA,20,5.65,1.79,NA,20
cross,križ,4.9,3.14,NA,20,4.19,2.34,NA,21,7,0,NA,21,6.24,1.3,NA,21
crossover,prijelaz,5.55,1.7,NA,20,5.25,2.2,NA,20,7,0,NA,20,5.35,1.84,NA,20
cup,šalica,6.25,1.48,NA,20,3.35,2.01,NA,20,7,0,NA,20,6.5,0.89,NA,20
dark,mrak,4.4,1.39,NA,20,4.55,1.93,NA,20,7,0,NA,20,6.45,1.15,NA,20
deep,duboko,5.05,1.61,NA,20,4.2,2.4,NA,20,7,0,NA,20,5.75,1.86,NA,20
digital,digitalno,5.9,1.71,NA,20,4.95,2.37,NA,20,6.9,0.31,NA,20,4.75,1.86,NA,20
display,displej,4.95,1.61,NA,20,5.15,1.9,NA,20,6.9,0.31,NA,20,5.1,1.83,NA,20
double,duplo,6.55,1.39,NA,20,5.2,2.02,NA,20,7,0,NA,20,5.8,1.4,NA,20
drive,voziti,7.35,1.69,NA,20,5.48,2.75,NA,21,7,0,NA,20,5.86,1.24,NA,21
driver,vozač,6.1,1.74,NA,20,5.05,2.26,NA,20,7,0,NA,20,6,1.41,NA,20
ecstasy,ekstaza,6.16,2.81,1,19,6.11,2.76,2,18,6.7,1.13,NA,20,4.42,2.34,1,19
engine,motor,5.6,2.23,NA,20,6.4,2.14,NA,20,7,0,NA,20,5.7,1.38,NA,20
enter,ulaz,6.05,1.43,NA,20,5.05,1.9,NA,20,7,0,NA,20,5.85,1.69,NA,20
event,događaj,6.15,1.63,NA,20,5.75,2.15,NA,20,6.85,0.67,NA,20,5.3,2.08,NA,20
express,brzo,5.7,1.84,NA,20,6.48,2.11,NA,21,7,0,NA,21,6.14,1.28,NA,21
extreme,ekstremno,5.6,2.21,NA,20,7.05,2.29,NA,21,6.95,0.22,NA,20,4.67,2.15,NA,21
fair,fer,6,2.29,NA,20,4.2,1.96,NA,20,7,0,NA,20,4.15,2.01,NA,20
fantasy,fantazija,6.8,1.4,NA,20,6.3,2.45,NA,20,7,0,NA,20,4.75,2.38,NA,20
fat,debeo,3.55,1.76,NA,20,4.75,2.47,NA,20,6.95,0.22,NA,20,5.95,1.54,NA,20
flash,bljesak,5.3,2.15,NA,20,6,1.97,NA,20,6.95,0.22,NA,20,6,1.81,NA,20
flat,ravan,4.65,1.09,NA,20,3.2,1.99,NA,20,7,0,NA,20,6.15,1.5,NA,20
free,besplatno,7.25,1.45,NA,20,5.29,2.97,NA,21,7,0,NA,21,5.67,1.85,NA,21
fresh,svježe,7.4,2.04,NA,20,4.62,2.5,NA,21,6.95,0.22,NA,20,5.14,1.53,NA,21
front,ispred,5.8,1.79,NA,20,3.6,2.33,NA,20,6.65,1.09,NA,20,6.05,1.47,NA,20
full,puno,5.9,1.62,NA,20,5,2.19,NA,21,7,0,NA,21,5.14,2.15,NA,21
gay,homoseksualac,4.5,2.44,NA,20,4.37,2.14,1,19,6.95,0.22,NA,20,6.1,1.68,NA,20
girl,cura,6.75,2.34,NA,20,3.8,2.31,NA,20,7,0,NA,20,6.11,1.52,1,19
goal,gol,6.1,1.52,NA,20,6.6,2.52,NA,20,7,0,NA,20,5.85,1.66,NA,20
gold,zlato,7,1.84,NA,20,4.75,2.4,NA,20,7,0,NA,20,5.6,1.39,NA,20
golden,zlatno,6.55,1.93,NA,20,5.14,2.41,NA,21,7,0,NA,21,6.05,1.12,NA,21
green,zeleno,6.55,1.73,NA,20,3.3,2.11,NA,20,6.9,0.45,NA,20,5.15,2.08,NA,20
gut,crijevo,5.05,2.44,NA,20,4.33,2.48,NA,21,6.75,0.72,NA,20,5.52,1.36,NA,21
hall,hodnik,5.8,1.96,NA,20,3.9,1.81,NA,21,6.9,0.31,NA,20,6.24,0.83,NA,21
hashtag,ljestve,5.65,1.73,NA,20,4.3,1.87,NA,20,7,0,NA,20,6.16,1.5,1,19
hello,bok,6.5,1.99,NA,20,3.48,2.2,NA,21,6.75,0.91,NA,20,4.71,2.26,NA,21
high,visoko,6.5,1.5,NA,20,5.8,2.48,NA,20,7,0,NA,20,5,1.75,NA,20
holiday,praznik,7.25,1.68,NA,20,5.05,2.96,NA,20,7,0,NA,20,6.5,1.32,NA,20
hot,vruće,5.3,2.18,NA,20,5.81,1.94,NA,21,7,0,NA,21,5.52,1.6,NA,21
house,kuća,7.6,1.73,NA,20,3.71,2.28,NA,21,6.9,0.45,NA,20,6.1,1.51,NA,21
image,slika,6.75,1.21,NA,20,3.85,2.13,NA,20,7,0,NA,20,6.6,1.19,NA,20
inbox,inboks,5.1,2.36,NA,20,5.16,2.01,1,19,6.75,1.12,NA,20,5.55,1.67,NA,20
jam,pekmez,7,1.49,NA,20,4.95,2.56,NA,20,7,0,NA,20,6.45,1.05,NA,20
joint,zglob,5.25,1.52,NA,20,4.7,1.92,NA,20,7,0,NA,20,6.35,1.09,NA,20
jumbo,veliko,5.45,1.76,NA,20,4.71,2.1,NA,21,7,0,NA,21,5.8,1.7,1,20
leasing,lizing,4.06,1.69,4,16,5.44,1.69,2,18,6.45,1.43,NA,20,4.65,2.15,3,17
light,svijetlo,6.55,1.61,NA,20,5.1,2.59,NA,20,6.95,0.22,NA,20,5.85,1.27,NA,20
like,lajk,5.05,2.46,NA,20,4.7,2,NA,20,6.75,0.91,NA,20,5.9,1.41,NA,20
lounge,salon,5.5,1.64,NA,20,4,1.78,NA,20,6.95,0.22,NA,20,5.05,1.67,NA,20
magic,magija,5.75,2.4,NA,20,5.38,2.18,NA,21,6.95,0.22,NA,21,4.1,2.36,NA,21
mass,masa,4.9,1.59,NA,20,4.29,2.22,NA,21,6.95,0.22,NA,21,5.24,1.73,NA,21
master,gospodar,5,2.45,NA,20,5.4,2.19,NA,20,6.7,0.92,NA,20,5.2,1.51,NA,20
miss,promašiti,3.75,2,NA,20,5.8,2.24,NA,20,7,0,NA,20,5.55,1.61,NA,20
mister,gospodin,6.7,1.66,NA,20,4.2,2.28,NA,20,7,0,NA,20,6.2,1.4,NA,20
moody,razdražljiv,3.4,1.7,NA,20,5.95,2.11,NA,20,7,0,NA,20,5.25,1.52,NA,20
music,muzika,7,1.65,NA,20,5.71,2.9,NA,21,7,0,NA,21,5.38,1.94,NA,21
national,nacionalno,5.45,1.9,NA,20,4.62,2.2,NA,21,6.71,1.31,NA,21,4.71,2.05,NA,21
new,novo,6.85,1.39,NA,20,6.35,2.39,NA,20,7,0,NA,20,5.2,2.12,NA,20
news,novosti,5.7,1.89,NA,20,5.57,2.2,NA,21,6.9,0.44,NA,21,4.95,2.11,NA,21
newsletter,novine,5.5,1.7,NA,20,4.35,2.58,NA,20,6.95,0.22,NA,20,6.05,1.47,NA,20
old,staro,4.8,2.5,NA,20,3.05,1.82,NA,20,6.8,0.62,NA,20,5.65,1.57,NA,20
open,otvoreno,6.55,1.76,NA,20,4.1,2.53,NA,20,6.75,0.79,NA,20,4.95,1.76,NA,20
outdoor,vani,7.5,1.43,NA,20,5.45,2.52,NA,20,7,0,NA,20,5.1,2.05,NA,20
patch,zakrpa,5.3,2.41,NA,20,3.38,1.99,NA,21,6.7,0.92,NA,20,5.57,1.47,NA,21
performance,izvedba,5.85,1.84,NA,20,4.95,2.65,NA,20,7,0,NA,20,4.5,2.16,NA,20
pick,odabrati,6,1.45,NA,20,4.35,2.48,NA,20,7,0,NA,20,5.25,1.71,NA,20
pink,roza,5.75,1.77,NA,20,4.15,2.5,NA,20,6.9,0.31,NA,20,6.15,1.18,NA,20
play,igrati,6.35,1.73,NA,20,5.86,2.59,NA,21,7,0,NA,21,5.48,1.83,NA,21
point,točka,5.95,1.99,NA,20,4.05,2.58,NA,21,7,0,NA,20,5.43,1.57,NA,21
port,luka,5.9,1.02,NA,20,4.95,2.82,NA,20,6.9,0.31,NA,20,5.05,1.57,NA,20
power,snaga,7.25,1.45,NA,20,6.55,1.61,NA,20,7,0,NA,20,5.55,1.9,NA,20
prepaid,pretplaćeno,4.65,1.73,NA,20,4.8,2.24,NA,20,6.7,1.13,NA,20,5.45,1.47,NA,20
press,stisnuti,5.2,1.54,NA,20,4.65,2.62,NA,20,6.9,0.45,NA,20,4.85,1.93,NA,20
racing,utrkivanje,6.15,1.42,NA,20,6.35,2.25,NA,20,7,0,NA,20,6.25,1.16,NA,20
rally,reli,4.4,1.85,NA,20,6.82,1.51,3,17,6.05,1.67,NA,20,5.56,1.67,4,16
real,stvarno,6.4,1.98,NA,20,4.7,1.81,NA,20,7,0,NA,20,4.25,2.27,NA,20
remake,prepraviti,5.15,1.18,NA,20,4.71,2.33,NA,21,6.9,0.44,NA,21,5.38,1.94,NA,21
rock,kamen,5.7,1.98,NA,20,4,2.2,NA,20,7,0,NA,20,6.2,1.24,NA,20
roll,kotrljati,5.35,1.27,NA,20,4.7,2.3,NA,20,7,0,NA,20,6,1.72,NA,20
router,ruter,5.45,1.7,NA,20,4.3,2,NA,20,6.7,1.13,NA,20,5.8,1.15,NA,20
search,tražiti,5.3,1.08,NA,20,4.7,2.43,NA,20,7,0,NA,20,5.9,1.77,NA,20
selfie,selfi,4.8,1.82,NA,20,4,2.58,NA,20,6.79,0.92,1,19,5.75,1.71,NA,20
shop,dućan,6.05,1.67,NA,20,3.65,2.03,NA,20,7,0,NA,20,6.3,0.92,NA,20
shopping,kupovina,6.7,2.13,NA,20,5.05,2.28,NA,20,7,0,NA,20,5.9,1.02,NA,20
show,šou,6.05,2.74,NA,20,6.3,2.49,NA,20,6.7,0.98,NA,20,5.05,1.7,NA,20
single,sam,3.7,2.34,NA,20,3.75,2.57,NA,20,6.95,0.22,NA,20,4.8,2.33,NA,20
ski,skijanje,6.95,1.88,NA,20,6,2.66,NA,21,6.85,0.49,NA,20,6.29,0.9,NA,21
skin,koža,6.05,1.64,NA,20,4.5,2.37,NA,20,7,0,NA,20,6.7,1.26,NA,20
sky,nebo,7.85,1.79,NA,20,3.67,2.61,NA,21,7,0,NA,20,5.9,1.34,NA,21
smartphone,mobitel,6.55,1.79,NA,20,4.65,1.63,NA,20,7,0,NA,20,6.8,0.7,NA,20
smoothie,smuti,5.6,2.52,NA,20,3.48,1.86,NA,21,6.45,1.39,NA,20,4.95,1.87,2,19
soft,mekano,7.7,1.66,NA,20,2.45,2.21,NA,20,6.7,0.98,NA,20,5.45,1.57,NA,20
software,softver,5.5,1.73,NA,20,4.21,1.93,1,19,6.9,0.31,NA,20,5.85,1.9,NA,20
soul,duša,7,2,NA,20,2.6,2.01,NA,20,6.95,0.22,NA,20,4.25,2.36,NA,20
space,svemir,7.4,1.64,NA,20,4.63,2.69,1,19,6.85,0.67,NA,20,4.5,2.4,NA,20
spin,okret,5.9,1.33,NA,20,4.95,1.82,NA,20,7,0,NA,20,5.35,1.76,NA,20
standstill,miran,6,2.03,NA,20,2.1,1.02,NA,20,7,0,NA,20,5.4,2.01,NA,20
stick,štap,5.7,1.98,NA,20,4.3,2.3,NA,20,6.9,0.45,NA,20,6.25,1.52,NA,20
stream,prijenos,5.5,0.95,NA,20,4,2.02,NA,21,6.86,0.65,NA,21,5.05,1.8,NA,21
street,ulica,6.3,1.87,NA,20,4.24,2.51,NA,21,7,0,NA,20,5.95,1.2,NA,21
