word_spanish,translate_word_english,pos,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,availability_mean,availability_sd,availability_n,familiar_mean,familiar_sd,familiar_n
huerto,orchard,N,6.74,1.39,23,3.55,2.28,20,6.1,1.3,21,6.57,0.81,21,6.18,1.37,22,5.55,1.85,20
huevo,egg,N,5,0.73,20,3.65,1.57,20,6.57,0.68,21,6.91,0.29,22,5.91,1.51,22,6.81,0.68,21
humanidad,humanity,N,6.67,1.52,24,5.14,2.13,21,3.2,1.91,20,3.38,1.72,21,4.4,1.88,20,5.6,1.9,20
humanismo,humanism,N,7.39,1.41,23,4.5,2.2,22,2.29,1.23,21,1.74,0.86,23,3.45,2.15,22,4.24,0.83,21
humildad,humility,N,7.6,1.96,20,3.32,2.5,22,2.6,1.64,20,1.64,0.73,22,4.96,1.77,23,5.15,1.76,20
humillación,humiliation,N,1.32,0.48,22,7.3,1.84,20,2.59,1.33,22,3.38,1.77,21,4.21,2.26,24,5.09,1.69,22
huracán,hurricane,N,2.62,1.36,21,7.27,1.35,22,6,1.56,20,6.14,0.99,22,5.73,1.49,22,5.14,1.81,22
hurgar,poke,V,3.73,1.49,22,4.6,2.09,20,3.59,1.62,22,4.25,1.71,20,3.79,1.86,24,3.95,1.36,21
idealismo,idealism,N,6,1.41,23,4.05,2.13,22,2.81,1.83,21,1.45,0.8,22,3.32,1.86,22,3.71,1.87,21
iglesia,church,N,4.19,1.36,21,3.67,2.56,21,5.5,1.97,22,6.64,0.85,22,6.09,1.69,22,5.43,2.06,21
ilusión,illusion,N,7.55,1.19,20,5.95,2.46,22,2.3,1.17,20,2.55,1.44,22,5.5,2.09,20,6.55,0.74,22
imagen,image,N,6.42,1.47,24,4.1,1.64,21,3.05,1.93,20,4.9,2.02,20,5.2,1.96,20,6.8,0.52,20
imán,magnet,N,5.19,1.47,26,4.1,1.74,20,6.24,1.37,21,6.3,0.92,20,4.41,2.2,22,5.2,2.04,20
impermeable,waterproof,A N,5.21,1.45,28,3.65,1.9,23,4.59,1.97,22,5.29,2.15,21,5.24,1.87,21,5.86,0.83,22
importación,import,N,4.86,0.96,21,4.19,2.23,21,4.17,1.8,23,3,1.81,23,3.86,2.19,22,4.33,1.74,21
impotencia,impotence,N,2.27,1.12,22,7.75,1.41,20,3.45,1.77,22,2.67,1.39,21,5.45,1.68,22,5.33,1.39,21
impresionado,impressed,V,5.95,1.1,20,6.1,1.55,20,4.83,1.75,23,3.96,1.8,23,5.27,2.23,22,5.91,1.56,23
impureza,impurity,N,3.46,1.5,24,5.1,1.92,21,3.27,1.78,22,2.5,1.95,22,2.5,2.04,20,3.76,1.55,21
incapacidad,disability,N,1.88,0.9,24,6.24,2.36,21,3.36,1.53,22,2.55,1.28,20,4.6,2.04,20,5.24,1.48,21
incendio,fire,V N,1.35,0.59,20,7.86,1.73,22,6.32,0.78,22,6.15,1.53,20,5.83,2.12,23,5.86,1.32,22
incentivo,incentive,V A N,7,1.55,21,6.3,1.56,20,3.83,1.3,23,2.87,1.91,23,2.55,1.99,22,4.91,1.77,22
incomodidad,discomfort,N,2.95,0.92,21,6.09,2.02,22,3.68,1.62,22,2.59,1.4,22,4.32,1.81,22,6.14,0.85,21
incremento,increase,V N,6.04,1.94,23,5.91,2.14,22,3.4,1.93,20,3.7,1.38,20,4.55,2.09,22,5.2,1.94,20
indecisión,indecision,N,2.95,1.05,22,6.4,2.01,20,3.45,1.74,22,2.76,1.79,21,4.41,1.89,22,5.65,1.42,20
indicio,indication,V N,4.86,0.94,22,5.05,1.73,20,2.4,1.67,20,2.24,1.22,21,2.59,1.99,22,4.33,1.59,21
indio,Indian,A N,5.1,1.02,20,3.75,1.83,20,5.52,1.29,21,6.32,1.13,22,5,2.45,20,4.75,2.15,20
industria,industry,N V,4.35,0.99,20,4.8,1.47,20,3.73,1.61,22,6.4,0.88,20,5.09,2.04,23,5.67,1.24,21
infanta,infanta,N,4.25,1.33,20,5,2.08,20,5.48,1.25,21,5.64,1.56,22,4.5,1.85,22,5.23,1.93,22
inferioridad,inferiority,N,2.15,1.18,20,6.23,2.2,22,2.5,1.19,22,2.8,1.4,20,3.7,2.27,23,5.1,1.81,21
infiel,unfaithful,A N,2,0.87,22,7.14,1.24,21,5.52,1.27,23,3.74,2.05,23,5.91,1.82,22,5.62,1.75,21
infinito,infinity,A N,5.91,1.31,23,4.7,2.68,20,2.41,2.2,22,2.36,2.01,22,2.95,2.24,22,5.67,1.56,21
inflación,inflation,N,3.42,1.41,24,4.33,2.13,21,3.2,1.54,20,1.86,1.55,22,2.85,2.06,20,3.4,1.79,20
información,information,N,5.88,1.19,24,5,1.87,21,2.4,1.67,20,2.27,1.39,22,5.1,1.97,20,6.55,1.15,20
informática,computing,N A,5.46,1.23,28,4.61,1.83,23,3.95,2.06,22,3.24,2.12,21,4.62,1.91,21,6.05,0.92,21
informe,report,V N A,3.92,1.02,26,5.75,2.07,20,3.48,1.47,21,5.2,1.96,20,4.14,2.21,22,6.55,0.86,22
ingrediente,ingredient,N,5.74,1.1,23,2.82,1.62,22,2.43,1.69,21,4.14,1.98,21,6.05,1.13,22,5.95,1.02,21
ingresar,sign,V,4.05,2.19,22,5.05,2.33,20,3.77,1.57,22,2.5,1.92,22,5.58,1.79,24,6,1.34,20
ingreso,entry,V N,5.05,2.46,22,5.4,2.28,20,3.65,1.5,20,2.86,1.91,22,5.5,1.89,24,6.05,1.67,20
inmensidad,immensity,N,6.59,1.68,22,4.4,2.58,20,1.95,1.19,20,2.76,1.87,21,3.5,1.99,22,4.9,1.37,21
innovación,innovation,N,7.38,1.06,24,6.52,2.27,21,3.45,2.11,22,3.05,1.83,21,3.8,2.02,20,5,1.38,20
inodoro,odorless,A N,4,0.9,28,4.26,2.03,23,6,1.2,22,6.71,0.78,21,4.33,2.39,21,4.5,1.74,22
inseguridad,insecurity,N,2.5,1.18,24,6.38,2.58,21,2.05,1.21,22,2.09,1.41,22,4.8,2.14,20,5.57,1.03,21
inseguro,insecure,A,3,1.34,20,5.65,1.95,20,4,1.49,20,2.6,1.19,20,3.85,2.03,20,5.7,1.82,23
insomnio,insomnia,N,2.65,1.53,20,7.05,2.38,22,5.18,1.76,22,3.18,1.82,22,5.26,2.16,23,5.3,1.69,20
inspiración,inspiration,N,6.95,1.4,22,4.75,3.09,20,3.4,1.96,20,2.3,1.13,20,3.75,2.25,24,6.35,1.18,20
instancia,instance,N,4.45,1.39,20,4.9,1.48,20,2.57,1.4,21,2.13,1.39,23,1.77,1.23,22,4.05,1.84,22
instante,instant,N,5.18,1.18,22,4.2,2.21,20,2.85,1.66,20,1.3,0.47,20,3.22,2.24,23,5.5,1.34,22
institución,institution,N,4.57,1.36,21,4.23,1.8,22,2.64,1.33,22,3.7,1.84,23,4.27,2.31,22,4.9,1.45,20
instituto,institute,N,5.95,1.46,22,5.3,2.36,20,6.35,0.88,20,6.5,0.67,22,6.27,1.28,22,6.45,1.1,22
insulto,insult,V N,2.64,1.33,22,7.9,1.29,20,3.82,1.89,22,3,1.45,20,5.59,1.94,22,6.14,1.15,21
intelectual,intellectual,A N,6.95,1.43,22,4.15,2.41,20,4.6,2.04,20,2.45,1.47,20,4.87,1.69,23,5.05,1.53,21
intensidad,intensity,N,6.87,1.46,23,6.14,2.34,22,3.55,2.01,20,2.2,1.01,20,4.05,2.08,22,5.65,1.42,20
interrupción,interruption,N,3.25,1.25,20,6.09,1.93,22,2.95,1.39,20,2.77,1.57,22,4.96,2.14,23,5.5,1.43,20
intruso,intruder,V A N,3.15,1.04,20,6.95,1.53,22,4.91,1.8,22,3.55,1.7,20,4.64,1.84,22,4.55,1.96,20
inundación,flooding,N,2.45,1.15,20,6.45,1.6,22,5.7,0.98,20,5.91,1.06,22,5.55,1.64,20,5.77,1.6,22
inválido,invalid,A N,2.23,1.23,22,5.5,1.7,20,4.95,1.57,20,6.4,0.82,20,5.83,1.4,23,4.8,1.91,20
invasión,invasion,N,3,1.48,22,7.35,1.69,20,3.2,1.88,20,3.25,1.8,20,3.91,2,23,4.62,1.5,21
invernadero,emissions,N,5.46,1.69,24,3.38,1.63,21,6.09,0.81,22,6.85,0.37,20,4.5,1.93,20,4.35,2.06,20
investigadora,researcher,N,6.55,1.39,20,4.95,1.67,20,4.52,1.5,21,5.52,1.6,21,5.5,1.54,22,5.3,1.63,20
invitada,invited,N V,6.3,1.38,20,5.2,2.21,20,3.71,1.65,21,4.76,1.64,21,4.55,2.02,22,5.76,1.84,21
inyección,injection,N,3.59,1.68,22,6.77,1.66,22,5.27,1.32,22,6.3,1.38,20,5.83,1.47,23,5.45,1.68,22
irritación,irritation,N,2.18,1.26,22,7.7,1.22,20,3.48,1.44,21,4,1.88,23,4.79,2,24,5.14,1.7,22
jabón,soap,N,6,1.38,24,3.14,2.01,21,6.05,0.67,21,6.75,0.44,20,6.45,0.69,20,6.68,0.57,22
jarra,jar,N V,5.22,0.6,23,3.7,1.84,20,6.1,1.45,21,6.64,0.58,22,5.82,1.56,22,6.41,1.05,22
jefe,boss,N,4.38,1.24,21,5.19,2.48,21,5.5,1.54,22,5.14,1.7,22,5.14,1.86,22,6.32,1.09,22
jerarquía,hierarchy,N,4.38,1.16,21,4.95,2.15,22,3.65,1.93,20,4.1,1.33,20,3.59,2.04,22,4.25,1.83,20
jeringa,syringe,N V,3.05,1.46,22,6.27,1.78,22,6.38,0.74,21,6.8,0.41,20,5.83,1.72,23,5,1.87,21
jeringuilla,syringe,N,2.86,1.33,28,6.45,1.47,20,6.7,0.73,20,6.95,0.22,21,5.58,1.93,24,5.74,1.21,23
jersey,jersey,N,5.42,1.33,26,3.35,1.66,20,5.86,1.46,21,7,0,20,6.36,0.9,22,6.55,0.83,20
jornalera,laborer,N,4.42,1.17,26,4.95,2.44,20,5.38,1.6,21,2.45,1.54,20,3.55,1.82,22,3.15,1.69,20
joya,jwell,N,6.12,1.07,26,4.75,1.94,20,4.43,2.01,21,6.7,0.66,20,5.86,1.42,22,6.26,1.25,23
jubiloso,jubilant,A,5.09,1.44,22,5.18,2.11,22,4.52,1.7,23,3.65,2.12,23,2.55,1.87,22,2.67,1.46,21
juez,judge,N,4.3,1.17,20,5.55,2.06,20,6.38,0.92,21,6.55,0.76,20,5.09,2.11,22,5.43,1.16,21
jugo,juice,N,5.3,0.98,20,3.86,1.86,22,4.4,1.7,20,4.9,1.87,21,3.9,2.13,20,4.4,2.21,20
juguete,toy,N,6.69,1.64,26,3.65,1.81,20,3.62,2.25,21,6.1,1.37,20,6.09,1.41,22,6.41,1.22,22
laberinto,maze,N,4.54,1.74,24,6.19,1.81,21,5.23,1.41,22,6.55,0.83,20,5.9,1.52,20,4.95,1.28,21
laboratorio,laboratory,N,4.68,1.09,22,4.1,2.07,20,5.86,1.04,22,6.76,0.44,21,4.41,2.22,22,6.27,1.03,22
labrador,labrador,N,5.41,1.01,22,5.05,2.01,22,5.32,1.46,22,5.59,1.74,22,4.27,2.33,22,4.33,1.49,21
lado,side,N,5.3,0.8,20,3.5,1.85,22,3.4,1.96,20,4.5,1.73,20,4.3,2.24,23,6.6,0.88,20
ladrillo,brick,V N,4.65,0.75,20,3.65,1.9,20,6.73,0.55,22,6.73,0.55,22,5.68,1.99,22,5.6,1.64,20
ladrón,thief,A N,2.82,1.44,22,7.23,1.27,22,5.29,1.79,21,5.18,1.59,22,5.95,1.5,22,6.36,0.79,22
ladrona,thief,N,2.3,1.17,20,6.5,1.28,20,5.14,1.42,21,5.4,1.6,20,5.18,1.89,22,5.36,1.81,22
lágrima,tear,N,2.35,1.5,23,5.55,2.84,22,6.32,1.09,22,6.76,0.54,21,6,1.27,22,6.27,1.2,22
lamento,regret,V N,1.92,1.02,24,5.38,2.33,21,2.36,0.95,22,3.38,1.96,21,4.85,1.95,20,5.3,1.56,20
lámpara,lamp,N,5,0,23,3.8,2.35,20,6.4,0.88,20,6.81,0.4,21,6.5,0.96,22,6.48,1.17,21
lápiz,pencil,N,5.55,1.26,22,3.95,1.56,22,6.5,1.06,22,7,0,22,6.68,0.72,22,6.64,0.95,22
lata,can,N A V,5,0.95,23,3.95,2.06,20,6.2,1.06,20,6.41,1.22,22,5.73,2.03,22,6.2,1.2,20
latido,beat,N V,6.67,1.62,21,5.6,1.98,20,5.55,1.7,20,4.2,1.77,20,5.15,1.81,20,5.65,1.31,20
látigo,whip,N,2.7,1.58,23,6.15,2.46,20,6.76,0.44,21,6.61,0.94,23,4.77,2.25,22,4.64,1.65,22
leche,milk,V N,5.95,1.1,20,3.41,1.89,22,6.27,1.24,22,6.91,0.29,22,6.4,1.39,20,6.82,0.66,22
lechera,milkmaid,N A,5.75,1.08,28,3.52,1.86,23,5.41,1.62,22,4.57,1.94,21,4.14,2.48,21,3.33,1.77,21
lechero,milkman,A N,5.5,1.11,28,3.26,1.91,23,5.5,1.6,22,4.48,1.97,21,3.86,2.22,21,4,2.29,22
legalidad,legality,N,6.6,1.88,20,4,2.62,22,3.68,1.84,22,2.67,1.46,21,3.91,2.13,23,5.29,1.55,21
lejos,away,B N,2.77,1.54,22,4.1,2.31,20,5.2,1.64,20,4.05,2.33,20,4.65,2.04,23,6.3,1.08,20
lentilla,lens (contact lens),N,5.5,1.28,20,4.4,2.11,20,6.05,1.56,21,6.73,0.7,22,6.18,1.37,22,6.33,1.24,21
lento,slow,A N,3.95,1.5,21,3,1.9,22,4.7,1.89,23,4.91,1.95,23,5.36,2.04,22,5.95,1.28,21
leopardo,leopard,N,5.4,1.27,20,6.68,1.91,22,6.85,0.37,20,6.85,0.37,20,5.05,2.06,20,5.95,1.53,21
letra,letter,N,5.27,1.03,22,3.05,1.69,21,5.38,1.75,21,6.45,1.19,20,5.75,2.05,20,6.77,0.53,22
liberación,release,N,7.29,1.19,21,4.52,2.94,21,3.64,1.56,22,2.68,1.73,22,3.64,2.19,22,5.43,1.8,23
liberar,release,V,7.32,1.29,22,4.45,3.05,20,3.1,1.92,20,2.57,1.33,21,4.88,2.03,24,5.65,1.8,23
libertad,freedom,N V,8.45,0.91,22,4.1,2.81,20,2.85,1.66,20,2.95,1.43,21,6,1.51,22,6.4,0.99,20
libre,free,V A,7.8,1.15,20,4.76,2.91,21,2.85,1.81,20,3.25,1.77,20,4.6,1.93,20,6.33,0.8,21
librería,bookshop,N,6.61,1.53,23,2.64,1.62,22,6.36,1.33,22,6.3,1.13,20,6.5,0.86,22,6.27,1.03,22
libreta,book,N,5.35,1.07,23,3.15,1.95,20,6.41,1.01,22,7,0,23,6.09,1.19,22,6.86,0.47,22
licenciada,degree,A N V,8.31,0.88,26,6.55,2.46,20,4.81,1.91,21,3.75,1.62,20,6.27,1.28,22,5.32,1.91,22
liga,league,N V,5.27,1.34,26,4.8,1.88,20,3.38,1.77,21,5.35,2.37,20,4.73,2.27,22,5.68,1.43,22
ligar,link,V,6.91,1.72,22,5.95,2.52,20,3.82,1.71,22,3.64,2.28,22,6.05,1.29,22,6.52,0.87,21
lima,lime,N V,5.05,0.94,20,4.27,1.75,22,5.32,2.01,22,6.45,0.74,22,4.55,1.82,20,5.48,1.7,23
limón,lemon,N,5.27,1.2,22,4.45,2.06,20,6.82,0.39,22,6.95,0.22,20,5.7,1.98,20,6.45,1.01,22
lince,lynx,N A,5.81,1.47,21,4.5,1.54,20,6.52,0.98,21,5.75,2.07,20,3.65,2.23,23,4.76,1.3,21
linterna,flashlight,N,5.29,0.72,21,3.5,1.47,22,6.8,0.41,20,6.91,0.42,23,5.95,1.68,22,6.09,1.44,22
lío,mess,V N,3.77,1.38,22,6.6,1.79,20,2.1,1.59,20,2.95,2.01,22,3.88,2.19,24,6.4,1.14,20
lira,lira,N,5.81,1.12,21,3.55,1.5,20,5.59,1.99,22,4,2.43,21,2.65,2.25,20,2.67,1.56,21
liso,smooth,A N,5.2,0.95,20,3.5,1.74,22,5.15,1.9,20,4.62,1.77,21,5.64,1.43,22,6.27,0.98,22
lista,list,V N A,4.95,0.49,22,4.23,1.82,22,3.95,1.67,20,6,1.38,23,5.4,1.98,20,6.43,0.75,21
litro,liter,N,5.3,0.98,20,4.09,1.85,22,5,1.86,20,5.74,1.39,23,4.73,2.12,22,6.75,0.55,20
llama,flame,N V,5.18,1.26,22,5.35,2.35,20,4.15,1.76,20,5.95,1.39,20,5.25,2.15,20,5.86,1.17,22
llamada,call,N V,6.29,0.96,21,4.24,2.07,21,4,1.84,20,5.05,2.28,20,6.39,0.84,23,6.6,0.94,20
llano,plain,A N,4.71,1.06,21,2.71,1.45,21,5.35,2.01,23,5.57,1.5,23,4.5,1.95,22,4.6,1.9,20
llanto,crying,N,2.59,1.3,22,6.9,1.92,20,6.14,0.89,22,5.5,1.61,20,6.29,0.95,24,5.64,1.47,22
llave,key,N,5.5,1.36,20,3.77,1.77,22,5.64,1.71,22,6.95,0.22,20,5.95,1.9,20,6.91,0.43,22
llovizna,drizzle,V N,5.14,1.39,22,3.2,1.64,20,5.55,1.5,22,6.05,1.8,21,4.96,2.33,24,5.59,2.04,22
lluvia,rain,N,6.25,2.07,20,2.82,1.74,22,6.14,0.83,22,6.73,0.55,22,6.5,0.86,22,7,0,21
lobo,wolf,N,5.86,1.58,22,5.45,2.21,20,6.76,0.54,21,6.8,0.41,20,4.65,2.33,23,5.9,1.48,21
loca,crazy,A N,4,1.9,26,6.3,1.89,20,3.67,1.85,21,4.1,2.38,20,4.77,2,22,6.41,0.96,22
local,local,A N,4.85,0.88,20,4.5,2.04,22,3.82,1.5,22,5.76,1.34,21,4.85,2.13,20,6.29,0.9,21
loco,crazy,A N,4.22,2.09,23,6.91,1.77,22,3.3,1.78,20,4.85,1.81,20,5.55,1.77,22,6.35,0.93,20
locura,madness,N,5.82,1.97,22,7.2,2.04,20,2.45,1.53,22,3.55,1.54,20,5.82,1.4,22,5.83,1.8,23
logro,manage,V N,7.45,1.28,20,6.27,2,22,3.5,2.12,20,3.05,1.7,20,4.45,2.3,22,5.4,1.39,20
lotería,lottery,N,7.62,1.36,21,7,1.98,22,5.6,1.05,20,5.5,1.19,20,5.7,1.66,20,5.86,1.85,21
lucha,struggle,N V,3.24,1.89,21,6.29,1.68,21,4.67,1.49,21,4.95,1.91,21,5.3,1.69,20,5.57,1.33,21
ludópata,compulsive gambler,N,2.15,1.09,20,6.7,1.42,20,5.1,1.51,21,4.91,1.69,22,5.45,1.99,22,5.23,1.48,22
lugar,place,N,6.2,1.4,20,3.73,1.8,22,2.36,1.47,22,2.59,2.32,22,5.26,1.98,23,6.77,0.53,22
luna,moon,N,6.45,1.82,22,2.85,2.6,20,5.9,1.45,20,6.91,0.43,22,5.96,1.78,24,6.45,1.28,20
lunar,mole,N A,5.5,1.5,26,4,2,20,6,1.45,21,6.5,1.28,20,4.73,2.25,22,5.67,1.53,21
maceta,flower pot,N,5.35,1.04,20,3.18,1.79,22,6.23,1.34,22,6.81,0.51,21,5.25,2.38,20,6.19,1.36,21
machista,sexist,A N,1.39,0.72,23,7.32,2.48,22,4.23,1.72,22,4.24,2.1,21,5.5,1.74,22,5.75,1.12,20
maduración,maturation,N,7.08,1.67,24,5.29,2,21,3,1.81,20,2.85,1.35,20,4.05,2.14,20,5.4,1.27,20
maestra,teacher,N A,6.32,1.22,28,4.83,1.95,23,5.14,1.58,22,6.19,0.93,21,6.24,1.48,21,6.73,0.46,22
maestro,teacher,A N,5.59,1.05,22,4.1,1.68,20,5.55,1.37,22,5.95,1.02,21,6.55,0.67,22,5.45,2.04,20
mafioso,mafioso,A N,3.46,1.32,28,5.55,1.64,20,5.09,1.31,22,5.43,1.72,21,4.43,1.9,23,4.67,2.01,21
mágico,magical,A N,7.38,1.12,21,6.15,2.21,20,2.95,1.43,20,3.8,1.64,20,4.55,1.7,20,6.14,1.08,22
maíz,corn,N,5.6,1.14,20,3.23,1.8,22,6.41,0.91,22,6.59,0.96,22,5.09,2.07,22,5.52,1.63,21
malabarista,juggler,N,6.14,1.21,28,4.43,2.33,23,5.55,1.44,22,5.38,1.56,21,4.71,2.05,21,5.09,1.51,22
maldad,evil,N,1.3,0.88,23,7.77,1.51,22,3.52,2.23,21,2.5,1.3,22,4.55,2.04,22,5.9,1.07,20
maldición,curse,N,1.86,1.21,22,6.85,1.98,20,3.52,1.78,21,2,1.2,22,4,2.31,22,5.25,1.86,20
maldito,damn,V A N,2.09,1.11,22,7.15,1.57,20,3.23,1.63,22,2.75,1.74,20,3.32,2.17,22,5.1,1.73,21
maleficio,hex,N,2.05,1.28,20,6.32,1.89,22,3.23,1.88,22,2.36,1.79,22,2.78,2.17,23,3.76,1.89,21
maleta,suitcase,N,5.3,1.81,20,5.15,2.01,20,5.43,1.4,21,6.86,0.35,22,6.05,1.76,22,6.7,0.8,20
maletero,trunk,N,4.52,1.03,21,4.25,1.62,20,6.4,1.1,20,6.52,0.87,21,6.09,1.27,22,6.36,1,22
malo,bad,A N,2.75,1.41,20,5.9,1.71,20,2.6,1.9,20,3.25,1.59,20,4.85,1.98,20,6.59,0.73,22
maltrato,abuse,N,1.68,0.99,22,7.86,1.08,22,4.7,1.26,23,5.48,1.93,23,6,1.2,22,5,1.95,20
malvado,evil,A N V,3.18,1.62,22,7,1.66,22,3.8,1.58,20,3.7,1.53,20,3.85,2.01,20,5.55,1.36,20
manejo,handling,V N,4.77,0.97,22,4.18,1.53,22,2.91,1.56,23,2.57,1.67,23,2.36,1.56,22,4.43,1.63,21
manga,manga,N V,5.55,1.44,22,3.73,1.75,22,5.41,1.37,22,6.18,0.96,22,5.1,2.31,20,6.36,1.29,22
mango,mango,V N,5.15,0.81,20,3.23,1.74,22,5.33,1.96,21,6.09,1.19,22,4.25,2.38,20,5,1.75,20
maníaco,maniac,N,2.75,1.52,20,7.1,1.29,20,4.39,1.8,23,3.22,2.02,23,4.05,1.86,22,4.64,2.06,22
manicomio,madhouse,N,2.09,1.19,22,7.05,1.36,20,6.45,1.28,20,5.5,1.93,20,5.91,1.44,22,5.19,1.47,21
manta,blanket,N,5.95,1.1,20,2.35,1.42,20,5.48,1.44,21,6.95,0.21,22,5.86,1.61,22,6.65,0.59,20
mantel,tablecloth,N,5.22,0.67,23,4,2.03,20,6.55,0.83,20,6.55,0.89,20,6.05,1.4,22,6.61,0.94,23
manto,mantle,N,5.05,0.92,21,2.9,1.71,20,4.3,1.49,20,5.14,1.39,22,2.3,1.59,20,4.65,2.25,23
manual,manual,A N,5.19,0.51,21,3.62,1.83,21,4.45,1.57,22,5.7,1.82,23,5.6,1.88,20,5.91,1.38,22
manuscrito,manuscript,V A N,5.71,1.37,24,3.86,1.85,21,5.62,1.53,21,5.91,1.38,23,3.65,2.46,20,4.91,1.9,23
manzana,apple,N,5.95,1.09,22,3.4,1.67,20,6.77,0.53,22,6.95,0.21,22,6.4,1.27,20,6.81,0.4,21
maquillaje,make up,N,5.75,1.78,28,4.74,2.22,23,4.73,1.98,22,6.14,1.65,21,5.71,1.52,21,5.7,2.03,20
máquina,machine,N,4.8,0.77,20,4.35,2.13,20,3.05,1.7,20,6.26,0.81,23,5.32,1.76,22,6.05,1.66,21
maquinilla,razor,N,4.59,1.01,22,4.9,1.17,20,5.15,1.81,20,5.62,1.43,21,5.73,1.2,22,5.87,1.1,23
maravilla,blast,N V,7.68,0.95,22,5.65,2.03,20,2.67,1.43,21,2.6,1.47,20,4.4,1.9,20,5.68,1.21,22
marca,brand,N V,5.33,1.15,21,4.1,2.1,21,3.1,1.61,21,4.4,1.79,20,5.4,2.11,20,6.32,0.89,22
marco,frame,V N,4.9,1.04,21,3.36,1.79,22,4.05,1.7,22,6.27,1.28,22,5.1,2.38,20,5.91,1.27,22
margen,margin,N,4.71,1.1,21,4.1,1.89,21,4.81,2.09,21,5.73,1.55,22,4.05,2.54,20,5.81,1.08,21
marginación,marginalization,N,1.38,0.58,24,6.14,2.65,21,3.62,1.47,21,3.4,1.6,20,5.15,1.87,20,4.76,1.76,21
marido,husband,V N,6.04,1.51,26,5.4,2.64,20,5.86,1.46,21,3.9,2.47,20,5.36,1.99,22,6.17,1.07,23
marqués,marquis,N,4.82,0.91,22,3.86,1.46,22,5.23,1.38,22,4.77,1.85,22,2.91,2.22,22,3.57,1.57,21
martillo,hammer,N,4.9,1.21,20,5.5,2.01,20,6.55,0.89,20,6.95,0.21,22,6.27,1.39,22,5.85,1.5,20
martirio,martyrdom,N,2.19,1.29,21,6.15,1.84,20,2.45,1.5,20,2,1.21,23,2.36,1.56,22,3.82,1.53,22
masacre,slaughter,V N,1.55,1.71,22,7.59,1.05,22,4.5,1.76,20,4.7,1.49,20,5.3,1.75,20,4.67,1.71,21
masaje,massage,N,8.25,0.99,24,2.57,2.58,21,5.55,1.32,20,6.48,0.75,21,6.3,1.3,20,6.19,0.87,21
masajista,massage,N,6.89,1.31,28,3.48,2.31,23,5.68,1.39,22,5.38,1.63,21,4.9,1.79,21,4.8,1.82,20
máscara,mask,N,4.93,1.54,28,5,2.34,23,4.09,2.09,22,6.33,1.06,21,4.62,1.99,21,5.85,1.6,20
masturbación,masturbation,N,4.78,2,23,5.82,2.52,22,5.5,1.7,20,5.5,1.37,22,6.09,1.27,22,5.85,1.42,20
mate,matt,V A N,4.91,1.19,22,4.25,2.12,20,4.86,1.73,22,4.3,2.11,20,3.35,2.28,20,4,1.95,20
matemático,mathematician,A N,5.86,1.58,22,3.85,2.21,20,5.7,1.45,20,4.55,2.16,20,5,2.13,23,5.57,1.4,21
materia,matter,N,5.05,0.67,21,4.35,2.32,20,2.55,1.73,20,2.95,1.96,21,2.55,1.22,22,5.48,1.91,21
maternidad,motherhood,N,7.96,1.33,24,6.43,2.71,21,5.67,1.35,21,5.52,1.5,21,6.05,1.19,20,4.75,2,20
matrimonio,marriage,V N,6.61,2.06,23,4.86,2.75,22,5.36,1.73,22,5.05,1.4,22,6.36,0.95,22,6.5,0.91,22
mecánica,mechanics,N A,4.75,1.29,20,4.6,1.82,20,3.86,1.24,21,3.32,1.73,22,4.73,2.25,22,4.7,1.98,20
mecanismo,mechanism,N,4.45,1.1,22,4.3,1.87,20,2.5,1.5,20,3.77,2.07,22,3.04,1.83,24,4.95,1.99,20
mechero,lighter,N,5.3,1.11,23,4.65,2.18,20,6.95,0.21,22,6.95,0.21,22,6.41,0.73,22,6.57,0.98,21
mechón,tuft,N,4.58,0.9,26,4.2,1.44,20,5.71,1.45,21,6.45,0.89,20,5.23,1.97,22,5.7,1.38,20
medalla,medal,N,7.14,0.97,28,5.65,2.44,23,5.36,1.65,22,6.9,0.3,21,4.57,1.96,21,5.36,1.73,22
media,average,V N A,5.38,0.8,21,3.64,1.68,22,3.95,1.93,20,4.05,2.19,20,4.09,2.16,22,5.75,1.97,20
medusa,jellyfish,N,3.73,1.58,22,5.73,1.96,22,6.38,1.36,21,6.9,0.31,20,6.43,0.95,23,4.19,1.25,21
melena,mane,N,6.19,1.36,26,4,1.97,20,5.05,1.75,21,6.65,0.75,20,6.14,1.17,22,6.5,0.96,22
mensaje,message,N,5.96,1.37,24,5.29,1.68,21,5.14,1.7,22,4,2.02,22,6.15,1.46,20,6.52,0.81,21
mensajero,messenger,A N,5.39,0.99,23,3.91,1.82,22,5.68,0.95,22,5.5,1.4,20,5.27,1.86,22,5.15,1.9,20
menstruación,menstruation,N,2.55,1.54,20,6.36,2.4,22,6.55,0.91,22,6,1.41,20,6.26,1.51,23,6.19,1.12,21
mente,mind,N,5.22,1.04,23,4.8,1.7,20,3.43,1.94,21,3.25,1.74,20,4.14,2.21,22,6.38,0.92,21
mentiroso,liar,A N,1.91,0.97,22,6.57,1.95,23,4.68,1.73,22,2.38,1.75,21,4.83,1.7,23,6.43,0.81,21
