word_chinese_simplified,word_pinyin,age_of_learning,aoa_mean,concrete_mean,familiar_mean,imagine_mean
剃,ti4,23,4.44,6.03,5.77,6.11
添,tian1,2,4.38,4.77,6.13,5.03
田,tian2,2,2.7,6.81,6.68,6.55
甜,tian2,4,3.11,5.14,6.6,6.69
填,tian2,8,4.38,5.32,6.52,5.1
腆,tian3,8,6.17,3.49,3.52,3.75
舔,tian3,5,4.58,5.85,6.06,6.29
挑,tiao1,2,4.28,5.55,6.65,5.68
眺,tiao4,4,5.56,5.28,5.38,4.88
跳,tiao4,2,3.18,6.1,6.9,6.94
贴,tie1,5,4.13,5.62,6.48,5.19
铁,tie3,2,4.11,6.26,6.81,6.42
帖,tie4,13,5.05,6.08,6.19,5.15
厅,ting1,6,3.9,6.1,6.74,5.97
听,ting1,1,2.89,5.38,6.9,6.25
亭,ting2,7,4.17,6.05,6.19,6.32
庭,ting2,5,4.18,5.28,6.28,5.18
停,ting2,2,3.62,5.28,6.77,6.15
艇,ting3,2,5.08,6,5.16,6.48
通,tong1,2,3.83,3.74,5.77,4.46
桐,tong2,3,5.11,5.97,5.1,5.5
铜,tong2,4,4.67,6.79,6.53,5.79
统,tong3,6,5,2.84,5.84,3.77
捅,tong3,6,4.68,5.49,6.06,5.55
桶,tong3,8,3.67,6.67,6.81,6.47
筒,tong3,8,4.22,6.16,5.81,6.5
痛,tong4,4,3.33,4.61,6.1,6.46
偷,tou1,1,3.95,5.79,6.57,6.2
头,tou2,1,2.59,6.9,7,6.67
投,tou2,2,4.06,5.46,6.29,5.11
透,tou4,2,4.46,4,5.38,4.71
凸,tu1,13,5.15,5.18,4.84,5.35
秃,tu1,9,4.31,5.49,6.1,6.2
图,tu2,3,3.37,5.14,4.9,5.43
涂,tu2,3,4.39,5.14,5.71,5.64
途,tu2,5,4.64,4.6,6.35,4.56
土,tu3,2,2.22,6.49,6.63,6.48
吐,tu3,3,3.2,5.79,6.59,6.13
兔,tu4,1,2.81,6.86,6.45,7
团,tuan2,2,3.68,5.23,6.41,4.97
推,tui1,2,3.56,6.26,6.86,6.38
腿,tui3,2,3.3,6.82,6.81,6.47
退,tui4,5,3.69,5.53,6.52,6.04
褪,tui4,14,4.93,4.87,5.94,4.32
吞,tun1,2,3.21,6,6.47,6.39
屯,tun2,11,5.23,4.69,4.78,3.24
托,tuo1,3,4.39,4.75,6.22,5.24
拖,tuo1,4,3.74,5.65,6.68,6.15
脱,tuo1,4,3.79,5.7,6.71,6.64
驮,tuo2,3,5.16,5.5,6.47,5.44
妥,tuo3,7,5.18,2.97,4.45,3.53
拓,tuo4,16,5.56,3.5,5.91,3.85
娃,wa2,2,3.31,6.22,6.5,6.41
挖,wa1,3,3.77,5.68,6.71,6.48
洼,wa1,3,5.54,4.77,4.38,4.03
蛙,wa1,1,3.78,6.84,6.56,6.45
瓦,wa3,1,3.34,6.62,5.9,6.85
袜,wa4,2,3.64,6.67,6.93,6.64
歪,wai1,4,3.78,5.19,6.26,6.11
外,wai4,2,2.97,4.38,5.52,4.57
弯,wan1,1,3.78,5.16,5.77,5.68
剜,wan1,13,5.85,5.03,4.81,4.74
湾,wan1,4,4.28,5.17,5.77,5.93
丸,wan2,11,4.1,5.65,6.65,6.42
完,wan2,2,2.74,4.49,6.42,5.64
玩,wan2,1,2.95,5.38,6.91,6.06
顽,wan2,2,4.6,3.87,5.88,4.48
挽,wan3,3,5.08,5.15,6.06,5.38
晚,wan3,1,3.08,4.43,6.68,6.21
碗,wan3,3,3.2,6.58,6.77,6.89
腕,wan4,14,4.95,6.1,6.45,5.41
亡,wang2,6,3.97,4.32,5.68,5.5
王,wang2,2,2.53,4.92,6.73,5.61
网,wang3,4,4.26,6.05,6.78,6.06
忘,wang4,4,3.05,5.1,6.84,5.76
旺,wang4,8,3.94,3.68,6.33,4.86
望,wang4,2,4.18,5.46,6.68,5.61
危,wei1,4,3.82,4.13,6.16,5.41
威,wei1,3,4.74,3.33,5.94,4.23
偎,wei1,6,5.5,4.59,5.39,5.81
微,wei1,1,4.33,3.49,6.22,4.52
围,wei2,3,4.18,5.13,6.19,5.03
违,wei2,8,4.7,3.97,6.28,4.48
伟,wei3,3,3.63,3.46,6.29,4.07
伪,wei3,11,5,3.78,6.06,4.41
尾,wei3,1,3.25,6.29,6.61,6.13
苇,wei3,4,5.23,5.92,5.55,5.89
委,wei3,6,4.69,3.62,4.74,3.36
卫,wei4,2,3.71,4.25,5.44,4.21
味,wei4,3,3.49,4.35,5.87,5.32
畏,wei4,14,5.03,4.62,5.94,4.74
胃,wei4,5,4.03,6.42,6.78,6.5
谓,wei4,8,5.14,3.19,5.16,3.18
慰,wei4,7,5.25,4.56,6.09,4.84
温,wen1,3,3.9,4.54,5.41,4.39
瘟,wen1,17,5.89,4.7,4.68,4.74
文,wen2,2,3.11,3.81,6.48,4.64
纹,wen2,3,4.56,5.18,6,5.62
闻,wen2,3,3.55,6.03,6.68,6.3
蚊,wen2,2,3.78,6.43,6.42,6.86
吻,wen3,2,5.1,6.41,6.42,6.73
稳,wen3,3,4.26,5.08,6.61,6.27
问,wen4,2,2.81,5.89,6.83,6.48
瓮,weng4,19,6.09,5.75,4.94,5.75
涡,wo1,11,5.83,5.24,3.97,4.54
窝,wo1,3,4.09,5.94,5.97,6.74
卧,wo4,4,4.35,6.26,6.59,6.52
握,wo4,2,3.85,6.24,6.74,6.16
乌,wu1,2,3.73,4.42,5.41,4.39
污,wu1,5,4.13,5.21,5.53,5.77
屋,wu1,1,3.28,6.72,6.72,6.42
无,wu2,2,3.17,3.7,5.26,4.54
武,wu3,5,4.2,4.16,5.84,4.68
侮,wu3,10,5.25,3.64,4.97,3.87
捂,wu3,2,4.64,5.38,5.48,5.64
舞,wu3,2,4.19,5.7,6.3,6.37
物,wu4,2,4.08,3.7,6.93,5.41
误,wu4,8,4.18,3.74,5.75,4.35
悟,wu4,9,5.17,3.72,6.23,5
雾,wu4,4,3.97,6.43,6.52,6.85
夕,xi1,7,3.69,4.95,5.52,5.61
西,xi1,2,3.16,4.98,6.61,5.21
吸,xi1,4,3.3,6.03,6.61,6.13
希,xi1,4,4,2.53,4.72,3.65
昔,xi1,7,4.77,3.59,5,3.64
析,xi1,6,5,3.92,6.13,3.42
息,xi1,2,4.4,4.03,5.5,4.52
惜,xi1,4,4.4,3.92,6.52,4.35
稀,xi1,4,3.82,4.3,6.65,5.42
溪,xi1,2,4.06,6.11,6.38,6.54
锡,xi1,13,6.21,5.5,5.66,4.24
熄,xi1,11,4.47,5.53,5.81,5.93
嬉,xi1,6,5.17,4.89,5.13,5.19
膝,xi1,2,3.85,6.66,6.41,6.1
习,xi2,1,3.24,3.4,5.56,3.85
席,xi2,2,3.89,4.97,5.87,5.36
袭,xi2,10,5.2,4.87,6.19,4.9
洗,xi3,3,3.03,5.78,6.77,6.81
喜,xi3,2,3.39,4.57,5.97,5.64
戏,xi4,3,3.97,5.97,6.69,6.3
系,xi4,3,4.33,4.25,6,4.47
细,xi4,2,3.62,4.5,6.61,6.15
虾,xia1,2,3.59,6.74,6.97,6.88
匣,xia2,7,4.79,6.05,6.42,5.71
侠,xia2,15,4.61,4.22,5.39,5.25
峡,xia2,5,4.79,5.53,6.39,5.29
狭,xia2,6,4.92,4.59,5.48,5
瑕,xia2,11,6.14,4.65,4.74,5.04
辖,xia2,17,5.69,3.28,4.68,3.32
霞,xia2,4,4.08,6.31,6.17,6.15
下,xia4,1,2.47,4.86,6.3,5.32
吓,xia4,2,3.56,5.03,6.31,5.96
夏,xia4,2,3.42,5.51,6.74,6.03
仙,xian1,3,3.63,3.92,6.22,4.58
纤,xian1,12,5.22,4.27,4.81,4.57
掀,xian1,5,4.89,5.8,6.45,5.97
鲜,xian1,2,3.95,4.21,6.53,5.19
闲,xian2,5,4.15,4.5,6.71,5.16
弦,xian2,6,4.72,5.7,5.39,5.68
贤,xian2,17,5.3,3.74,4.94,3.94
咸,xian2,14,3.77,5.68,6.74,6.21
舷,xian2,4,5.3,5.87,5.47,4.9
衔,xian2,4,5.33,5.22,5.19,4.93
嫌,xian2,8,4.77,3.75,5.94,4.44
显,xian3,2,4.11,4.16,6.06,4.43
险,xian3,4,4.25,4.31,6.52,4.65
县,xian4,5,3.88,5.74,6.61,5.23
现,xian4,2,3.49,2.2,5.19,3.82
线,xian4,2,3.66,6.44,6.5,6.63
限,xian4,7,4.55,3.42,6.35,3.9
陷,xian4,5,4.95,4.55,5.97,5.59
馅,xian4,13,4.44,6.42,5.71,6.56
献,xian4,2,4.7,4.77,6.44,5
乡,xiang1,1,3.23,5.13,6.87,5.5
香,xiang1,1,3.08,5.68,6.74,6.52
箱,xiang1,6,3.74,6.62,6.77,6.32
镶,xiang1,3,5.67,5.08,6.39,5.47
翔,xiang2,2,5.05,4.45,6.43,5.62
享,xiang3,10,4.93,3.95,6.22,4.65
响,xiang3,2,3.36,4.59,5.65,5.5
饷,xiang3,21,6.13,4.1,4.81,4.35
飨,xiang3,20,6.68,3.34,3.56,2.9
想,xiang3,1,3.15,4.95,6.88,5.87
巷,xiang4,14,4.35,6.24,6.41,6.26
削,xiao1,3,4.5,5.82,6.31,5.71
消,xiao1,2,4.11,3.49,5.94,4.32
销,xiao1,9,4.95,4.46,6.47,4.71
小,xiao3,1,2.2,4.67,6.88,5.32
晓,xiao3,4,4,3.05,5.34,4
孝,xiao4,21,4.35,4.67,6.47,5.29
效,xiao4,6,4.8,3.15,5.84,3.13
校,xiao4,2,3.18,5.73,6.84,5.79
笑,xiao4,2,2.8,6.27,6.84,6.84
啸,xiao4,6,5.56,4.68,5.53,4.85
歇,xie1,6,4.64,5.15,6.22,5.52
蝎,xie1,20,5.58,6.42,5.63,5.13
邪,xie2,15,5.05,4.51,6.06,4.87
斜,xie2,7,3.86,4.92,6,6.26
携,xie2,15,5.78,4.86,5.65,5.64
鞋,xie2,2,3.26,6.88,7,6.61
写,xie3,2,2.87,6.18,6.97,6.26
泄,xie4,5,4.78,4.68,5.61,5.36
泻,xie4,8,4.85,5.5,6.39,5.97
卸,xie4,5,5.06,5.32,5.87,5.43
屑,xie4,11,4.77,5.75,5.84,5.5
谢,xie4,1,3.28,4.56,6.87,5.68
蟹,xie4,7,4.79,6.69,6.57,6.45
心,xin1,1,2.6,5.61,6.68,6.81
芯,xin1,6,4.97,5.15,6.16,5.56
锌,xin1,19,6.46,6.03,5.94,4.19
新,xin1,1,3.46,4.83,6.81,6.12
薪,xin1,13,5.66,5.03,5.74,4.54
信,xin4,1,3.56,5.59,6.09,5.1
兴,xing1,2,3.6,3.26,5.56,4.03
星,xing1,1,3.28,6.76,6.69,6.4
腥,xing1,14,4.73,4.87,6.16,5.13
刑,xing2,10,5.17,4.76,5.97,4.75
行,xing2,1,3.41,4.62,6.13,4.74
形,xing2,3,3.69,4,6.31,4.62
醒,xing3,2,3.7,5.44,6.42,6.06
杏,xing4,4,4.03,6.69,6.38,5.87
姓,xing4,4,3.19,4.78,5.61,4.68
幸,xing4,2,4.23,3.26,6.44,4.03
凶,xiong1,4,3.72,4.88,6.47,6.48
兄,xiong1,3,3.3,6.68,6.83,6.32
胸,xiong1,3,3.89,6.54,6.83,6.73
雄,xiong2,2,4.25,4.19,6.2,4.46
熊,xiong2,2,3.67,6.78,6.39,6.96
休,xiu1,5,4.03,4.11,5.94,5
修,xiu1,4,4.23,4.62,6.33,6.22
羞,xiu1,5,4.03,4.43,5.81,5.56
朽,xiu3,14,4.85,3.79,4.78,4.29
秀,xiu4,4,4.38,3.63,6.22,5.74
绣,xiu4,5,4.73,6.11,6.26,5.16
袖,xiu4,10,3.86,6.69,6.1,6.33
锈,xiu4,11,4.68,5.97,5.75,5.39
须,xu1,2,4.46,3.31,4.13,3.77
虚,xu1,7,4.28,2.57,5.8,4.75
需,xu1,4,4.21,3.13,6.09,4.09
徐,xu2,7,4.7,3.54,5.41,2.97
许,xu3,1,3.67,3.55,5.91,4.03
序,xu4,3,4.46,4.03,6.25,4.53
叙,xu4,13,4.78,4.38,6.34,4.52
绪,xu4,8,5.23,3.47,4.74,3.32
续,xu4,5,5.05,4.05,5.31,3.74
嗅,xu4,8,4.9,5.63,6.39,6.21
蓄,xu4,8,4.97,4.03,5.35,4.54
宣,xuan1,7,4.63,4.38,6.28,4.32
喧,xuan1,5,5,4.59,4.32,4.93
暄,xuan1,22,6.19,3.75,3.97,3.32
玄,xuan2,13,5.09,2.97,4.55,3.21
悬,xuan2,9,4.97,4.97,6.03,5.59
旋,xuan2,4,4.94,5.08,5.83,5.36
漩,xuan2,11,5.5,5.11,4.87,5.54
选,xuan3,5,3.69,4.89,6.3,5.93
癣,xuan3,19,5.92,5.48,5.35,4.88
靴,xue1,8,5.18,6.46,5.58,6.67
穴,xue2,8,4.5,6.25,5.81,6.07
学,xue2,1,2.95,4.5,6.9,6.36
雪,xue3,1,2.69,6.67,6.7,6.96
血,xue4,3,3.49,6.79,6.81,6.7
熏,xun1,9,5.38,4.9,5.81,5.06
寻,xun2,5,3.97,5.49,6.13,5.64
巡,xun2,14,5.03,5.11,5.48,5.11
循,xun2,10,5.26,2.93,5.25,3.5
训,xun4,3,4.59,4.51,6.47,5.26
讯,xun4,9,4.51,4.44,5.71,4.86
逊,xun4,15,5.69,3.54,3.97,3.29
殉,xun4,13,5.88,4.79,5.81,4.61
压,ya1,4,3.43,5,6.45,5.26
押,ya1,5,4.72,4.98,6.06,5.58
鸭,ya1,1,3.21,6.89,6.97,6.62
牙,ya2,1,2.77,6.82,7,6.06
芽,ya2,2,3.85,6.51,6.69,6.36
崖,ya2,5,4.97,6.36,6.38,6.36
衙,ya2,16,5.9,4.73,5.88,4.32
哑,ya3,8,4.49,4.92,5.94,6.07
雅,ya3,7,4.94,3.51,5.97,4.96
亚,ya4,7,4.21,2.63,3.38,3.26
咽,yan1,8,4.5,5.83,5.81,6.04
烟,yan1,2,3.72,6.44,6.87,6.48
淹,yan1,1,4.17,5.24,5.97,6.11
腌,yan1,13,5.36,5.1,5.41,5.13
延,yan2,5,4.69,3.51,5.45,4.43
严,yan2,3,3.74,4.13,6.22,5.26
言,yan2,3,3.42,5.08,6.3,5.57
岩,yan2,4,3.87,6.21,6.47,5.74
炎,yan2,7,4.69,3.23,5.03,4.18
研,yan2,3,4.86,4,5.68,4.18
盐,yan2,5,3.59,6.59,6.9,6.66
筵,yan2,23,6.15,4.8,5.41,3.88
颜,yan2,1,3.95,4.2,5.84,4.74
奄,yan3,11,5.69,3.33,3.41,3.15
掩,yan3,6,4.64,5.24,5.97,6.19
眼,yan3,2,2.94,6.81,6.55,7
演,yan3,3,4.31,5.16,6.35,6.26
厌,yan4,4,4.13,4.38,6.09,5.23
砚,yan4,7,5.72,6.17,5.1,6.18
宴,yan4,6,5.38,5.68,6.52,5.53
艳,yan4,2,4.38,4.54,6.38,5.71
验,yan4,4,4.64,3.92,6.2,4.93
堰,yan4,19,6.05,5.6,5.09,3.91
焰,yan4,12,4.37,6.05,6.03,6.29
雁,yan4,1,3.44,6.78,6.57,6.93
燕,yan4,2,3.03,6.66,6.23,6.89
秧,yang1,9,4.97,6.08,5.26,5.11
扬,yang2,4,4.1,4.23,6.16,5.32
羊,yang2,1,2.38,6.87,6.66,6.76
阳,yang2,2,3.21,4.88,6.73,5.38
洋,yang2,2,3.86,3.22,5.29,4.64
仰,yang3,2,4.28,5.59,5.65,5.75
养,yang3,3,3.61,4.97,6.5,5.79
氧,yang3,7,5.4,5.46,6.63,5.29
痒,yang3,2,4.15,5.53,6.03,6.64
漾,yang4,5,5.22,4.22,4.33,4.59
吆,yao1,8,5.38,4.53,4.91,4.74
妖,yao1,13,4.5,4.48,6.55,5.44
腰,yao1,2,3.78,6,6.5,6.74
邀,yao1,5,5.28,4.92,6.39,4.94
肴,yao2,13,5.55,5.13,5.81,4.61
窑,yao2,5,5.3,6.19,5.69,5.45
摇,yao2,2,3.7,5.68,6.5,6.16
遥,yao2,2,4.48,4.69,6.47,5.81
咬,yao3,2,3.1,6.23,6.72,6.85
舀,yao3,7,4.67,4.68,5.22,5.09
药,yao4,5,3.36,6.54,6.94,6.38
要,yao4,1,2.84,3.88,6.63,5.65
耀,yao4,3,5.25,4.05,5.91,4.45
椰,ye1,7,5.63,6.28,5.03,6.11
噎,ye1,11,5.41,5.08,5.13,4.65
爷,ye2,2,2.48,6.94,6.84,6.53
冶,ye3,8,5.38,3.43,3.19,2.87
野,ye3,2,3.89,3.24,5.84,4.36
叶,ye4,1,3.03,6.82,6.81,6.16
夜,ye4,3,3.21,5.95,6.94,6.52
掖,ye4,19,5.62,4.77,4.69,3.97
液,ye4,5,4.92,5.46,6.71,6.03
腋,ye4,16,5.5,6.28,5.66,5.77
衣,yi1,2,2.29,6.25,6.7,7
医,yi1,2,3.63,5.72,6.3,5.87
夷,yi2,15,5.67,3.49,4.16,3.96
宜,yi2,6,4.67,3.22,4.48,2.89
姨,yi2,2,3.33,6.28,6.93,6.12
贻,yi2,15,6.18,3.92,3.91,2.68
移,yi2,3,4.35,5.78,6.4,6.04
遗,yi2,6,5.31,3.73,5.84,4.71
疑,yi2,3,4.43,4.31,6.19,4.55
蚁,yi3,2,3.58,6.74,6.31,5.97
倚,yi3,12,5.57,5.41,5.42,5.54
椅,yi3,2,3.59,6.85,6.84,6.35
义,yi4,5,4.05,2.35,5.78,3.91
忆,yi4,7,4.31,4.4,6.55,5.09
艺,yi4,5,3.87,3.08,6.28,4.38
议,yi4,4,4.55,4.77,6.44,4.81
异,yi4,5,4.46,3.53,6.06,5.44
抑,yi4,14,5.26,3.58,5.63,4.29
译,yi4,6,5.33,4.95,6.53,4.97
易,yi4,3,3.88,4.28,6.59,4.77
弈,yi4,14,6.23,5.18,4.56,4.55
谊,yi4,9,4.23,3.95,6.44,3.77
意,yi4,3,4.1,3,6.42,3.84
溢,yi4,11,5.42,5.57,5.42,6.15
翼,yi4,6,5.13,6.03,6.45,5.53
阴,yin1,3,3.74,4.3,6.44,5.82
音,yin1,3,3.18,5.36,6.63,5.45
吟,yin2,9,5.23,5.71,5.32,5.89
淫,yin2,14,6.23,3.88,4.94,5.15
银,yin2,2,3.97,6.16,5.81,5.76
引,yin3,3,3.97,3.46,6.3,4.38
饮,yin3,6,4.03,5.76,6.37,6.48
隐,yin3,4,4.75,4.67,5.55,4.58
瘾,yin3,17,5.53,4.15,6.16,4.68
印,yin4,6,4.3,5.36,5.88,5.42
应,ying1,2,3.95,3.21,5.66,3.55
英,ying1,1,3.67,2.93,5,3.52
婴,ying1,10,4.45,5.97,6.61,6.52
樱,ying1,15,4.67,6.27,5.68,6.19
鹰,ying1,2,4.08,6.87,6.77,6.52
迎,ying2,3,4.33,4.62,5.94,5.46
盈,ying2,9,5.35,4.36,4.69,4.29
营,ying2,5,4.54,4.98,6.13,5.26
萦,ying2,20,6.4,3.32,4.72,3.42
蝇,ying2,2,3.8,6.87,6.32,6.23
赢,ying2,6,4.75,4.72,6.41,5.55
影,ying3,2,3.87,5.97,6.87,6.24
映,ying4,4,4.7,4.31,6.03,4.29
硬,ying4,5,3.54,5.5,6.83,6.39
佣,yong1,9,4.78,5.54,5.42,5.39
拥,yong1,2,4.2,5.14,6,5.18
咏,yong3,8,4.49,4.8,5.68,5.06
泳,yong3,4,4.35,5.49,6.19,5.55
勇,yong3,2,3.78,4.22,6.13,5.89
涌,yong3,5,4.79,4.93,6.33,5.76
优,you1,3,3.88,4.31,6.75,4.97
忧,you1,8,4.42,4.27,5.68,5.68
幽,you1,8,5,3.77,5.88,4.81
邮,you2,3,4.3,4.79,6.06,4.87
油,you2,1,3.4,6.25,6.3,6.93
铀,you2,19,6.85,4.94,4.45,4.29
游,you2,1,4.08,5.21,6.7,6.4
友,you3,1,3.05,5.82,6.87,6.27
有,you3,1,2.53,3.95,6.87,4.16
右,you4,2,2.64,6.03,6.63,5.89
幼,you4,5,4.03,4.7,5.73,5.15
佑,you4,11,5.14,3.03,4.8,3.89
诱,you4,5,5.15,3.92,5.88,4.42
釉,you4,19,6.81,4.65,3.58,4.86
予,yu2,13,4.97,3.85,5.34,4.15
鱼,yu2,1,2.86,6.94,6.65,7
渔,yu2,5,4.67,5.75,4.97,5.32
隅,yu2,17,6.2,4.43,4.61,4.39
逾,yu2,14,5.62,4.15,5,3.85
愚,yu2,13,5,4.2,6.29,5.56
榆,yu2,6,5.18,5.92,4.97,3.87
宇,yu3,6,4.18,3.13,5.63,3.79
雨,yu3,1,2.54,6.66,6.9,6.71
语,yu3,2,3.43,4.08,5.16,4.79
玉,yu4,1,3.43,6.5,6.41,6.07
吁,yu4,8,5.61,4.35,4.72,4.24
育,yu4,4,4.46,4.1,6.35,4.5
郁,yu4,7,5.54,3.2,5.63,4.18
狱,yu4,5,4.8,6.21,6.41,5.68
浴,yu4,7,4.7,5.28,5.66,5.71
欲,yu4,4,4.98,3.36,5.31,4.03
喻,yu4,5,5.05,2.8,5.41,3.79
寓,yu4,5,5.25,5.1,6,4.35
御,yu4,7,5.77,3.93,4.75,4.59
裕,yu4,9,5.06,3.7,4.94,3.79
遇,yu4,5,4.13,4.72,6.61,4.87
誉,yu4,8,5.37,3.54,4.35,3.5
冤,yuan1,13,5,4.13,6.23,4.55
园,yuan2,2,3.36,5.7,6.77,5.67
原,yuan2,2,4.13,2.51,5.74,2.71
圆,yuan2,2,3.18,6,6.87,6.47
缘,yuan2,8,5.39,3.19,5.84,4.54
源,yuan2,7,4.81,4.19,5.9,4.79
猿,yuan2,7,4.97,6.71,6.07,6.74
远,yuan3,2,2.98,4.62,7,6.27
苑,yuan4,21,5.85,4.34,5.19,3.48
怨,yuan4,8,4.67,4.49,6,5.64
院,yuan4,3,3.67,5.97,7,6.41
愿,yuan4,3,4.06,3.64,5.65,4.96
曰,yue1,13,5.13,4.72,6.06,4.41
阅,yue4,5,4.4,5.51,6.75,5.45
跃,yue4,6,4.43,5.89,6.13,6.33
云,yun2,2,2.76,6.85,6.87,6.39
匀,yun2,5,4.13,4.05,4.94,4.82
允,yun3,12,4.46,3.88,6.32,4.24
孕,yun4,13,5.43,5.54,6.1,5.55
运,yun4,3,3.9,4.08,6.13,4.81
晕,yun4,7,4.45,5.54,6.55,5.9
韵,yun4,14,5.08,3.8,6.19,4
蕴,yun4,6,5.95,3.28,5.09,3.45
咂,za1,13,5.3,5.41,4.97,4.94
杂,za2,5,4.05,4.23,6.25,5.38
砸,za2,2,4.51,5.54,6.72,5.91
灾,zai1,6,4.16,4.63,6.59,5.97
栽,zai1,3,4.37,5.5,6.52,5.56
宰,zai3,4,4.69,5.11,5.48,6
载,zai3,6,5.08,4.77,6.09,5.13
崽,zai3,11,5.75,5.46,5.19,5.21
攒,zan3,3,5.66,4.97,5.32,5.46
赞,zan4,5,4.35,4.46,6.44,4.97
赃,zang1,16,5.11,5.32,5.19,5
脏,zang4,3,3.46,5.3,6.67,6.73
葬,zang4,10,5.14,5.42,5.52,6.22
遭,zao1,6,4.93,3.59,6.16,3.61
糟,zao1,3,5,4.22,5.35,4.29
凿,zao2,5,5.11,5.53,6.39,6
早,zao3,1,2.78,4.74,6.77,5.23
枣,zao3,9,3.95,6.88,6.81,6.48
澡,zao3,7,3.75,5.5,6.6,6.36
灶,zao4,5,4.36,6.44,5.32,6.39
皂,zao4,3,3.89,6.28,5.58,6.26
造,zao4,3,3.62,4.47,6.62,5.36
择,ze2,3,4.59,4.41,6.43,4.41
泽,ze2,7,4.9,3.46,4.19,3.03
责,ze2,3,4.33,4.03,5.47,4.06
贼,zei2,6,4.53,6.22,6.53,6.63
增,zeng1,6,4.18,4.73,6.61,5.59
憎,zeng1,14,5.35,4.59,5.25,4.35
赠,zeng4,10,4.45,5.05,6.7,6
渣,zha1,4,4.67,5.03,5.42,6.11
扎,zha2,4,3.95,5.08,6.52,5.82
轧,zha2,7,5.54,4.9,5.56,4.74
闸,zha2,8,5.25,6.11,5.42,5.64
眨,zha3,4,4.05,5.69,6.44,6.26
诈,zha4,14,5.36,4.4,5.22,4.74
炸,zha4,3,4.13,5.61,6.42,5.9
榨,zha4,10,5.08,5.43,6.19,5.12
斋,zhai1,15,5.63,4.45,5.28,3.59
摘,zhai1,2,3.97,5.78,6.66,5.79
宅,zhai2,8,4.51,6.74,6.58,6.23
窄,zhai3,3,3.68,5.41,6.68,5.71
债,zhai4,7,5.18,4.87,6.58,4.94
寨,zhai4,5,5.2,6.05,5.69,5.45
沾,zhan1,2,4.69,5.03,5.94,5.09
毡,zhan1,11,5.75,5.7,4.87,5.57
粘,zhan1,5,4.15,5.37,6.03,5.58
瞻,zhan1,11,5.68,4.95,5.75,4.35
斩,zhan3,10,5.15,5.46,6.34,5.16
展,zhan3,4,4.14,4.7,6.27,5.61
辗,zhan3,14,5.92,5.2,5.16,5.06
占,zhan4,6,4.28,4.67,6.48,4.23
战,zhan4,2,3.8,4.84,6.44,5.74
站,zhan4,2,3.23,6.03,6.77,6
绽,zhan4,5,5.58,4,5.09,4.62
蘸,zhan4,3,5.38,5.51,5.56,5.65
涨,zhang3,5,4.69,5.05,5.77,5.82
掌,zhang3,1,3.95,6.32,6.48,6.1
仗,zhang4,2,4.26,4.28,5.81,3.76
帐,zhang4,6,4.47,5.43,5.77,6.3
杖,zhang4,8,4.6,4.81,4.03,6.14
胀,zhang4,6,4.56,5.05,6.13,5.82
账,zhang4,8,4.92,5.2,6.5,5.06
障,zhang4,7,5.13,3.98,4.84,4.91
招,zhao1,2,3.7,4.79,6.71,5.06
昭,zhao1,8,5.5,3.47,4.38,3.1
找,zhao3,1,2.89,5.35,6.4,6.44
召,zhao4,10,4,4.43,5.71,4.18
照,zhao4,2,3.81,4.86,6.27,5.32
罩,zhao4,6,4.68,5.35,6.19,5.91
蜇,zhe1,13,5.97,4.65,5.25,4.44
遮,zhe1,5,4.9,5.95,6.13,5.84
折,zhe2,5,3.9,5.33,6.41,5.55
哲,zhe2,8,5.26,3.03,5.68,3.46
蔗,zhe4,17,4.92,5.73,5.47,4.32
贞,zhen1,15,4.97,2.65,5,3.35
针,zhen1,4,3.43,6.78,6.47,6.58
珍,zhen1,2,4.25,3.22,5.58,3.71
斟,zhen1,15,6.15,5.05,5.94,4.56
臻,zhen1,11,6.49,2.25,2.91,2.62
诊,zhen3,6,4.61,4.75,6.16,5.59
枕,zhen3,11,3.64,5.64,5.53,5.52
振,zhen4,4,4.59,4.38,6.31,5.03
赈,zhen4,23,6.03,3.68,4,3.88
镇,zhen4,5,4.6,5.64,5.97,4.87
震,zhen4,5,4.82,4.84,6.42,5.45
争,zheng1,4,3.82,4.3,6.74,5.68
征,zheng1,5,4.63,3.56,6.45,3.9
怔,zheng1,20,5.89,3.68,4.48,5.04
挣,zheng1,2,4.69,4.54,6.27,4.93
睁,zheng1,2,3.95,5.88,6.8,6.44
蒸,zheng1,4,4.56,5.41,5.29,6.3
整,zheng3,2,4.13,3.63,6.29,4.71
证,zheng4,3,4.23,5,6.87,5.68
政,zheng4,5,4.69,3.24,6.06,3.68
汁,zhi1,6,3.55,6.37,6.77,5.97
枝,zhi1,2,3.69,6.37,6.33,6.37
知,zhi1,2,3.37,3.7,6.4,4.18
织,zhi1,7,4.11,5.32,6.24,5.79
肢,zhi1,2,4.65,6.44,6.32,5.26
执,zhi2,8,4.89,4.32,5.74,3.93
侄,zhi2,16,4.83,6.03,6.47,5.79
值,zhi2,4,4,3.39,5.58,3.96
职,zhi2,6,4.88,4.03,6.28,4.06
植,zhi2,3,4.25,5.26,5.47,4.77
止,zhi3,3,3.56,4.49,5.97,4.86
旨,zhi3,17,5.08,4.22,5.32,3.79
址,zhi3,9,4.68,4.69,6.47,4.35
纸,zhi3,2,3.1,6.95,7,6.53
指,zhi3,2,3.33,5.67,6.6,5.79
趾,zhi3,9,4.47,6.31,5.58,6.48
