word_spanish,translate_word_english,color_mean,color_sd,motion_mean,motion_sd,grasp_mean,grasp_sd,pain_mean,pain_sd,sound_mean,sound_sd,taste_mean,taste_sd,smell_mean,smell_sd,boi_mean,concrete_mean,imagine_mean,category,pc1_scores,pc2_scores
boniato,yam,3.29,1.37,2.88,2.13,6.33,1.58,2.08,1.26,1.67,1.01,4.88,1.96,4.5,1.59,NA,NA,NA,Verduras (A vegetable),-1.02,0.51
cebra,zebra,4.92,1.64,6.92,0.81,2.25,1.26,3.2,1.53,3.54,1.59,4,2.02,4.79,1.69,NA,NA,NA,Animales de cuatro patas (A four-footed animal),0.96,1.3
calabacín,zucchini,5.21,1.59,1.76,0.83,6.88,1.19,1.8,1.08,1.33,0.56,6.56,1.19,4.17,1.81,NA,NA,NA,Verduras (A vegetable),-1.5,1.31
discoteca,disco,6.04,2.07,2.65,2.17,1.27,0.53,2.33,1.34,7.04,1.12,2.33,1.49,4.63,2.16,3.48,6.07,6.1,Tipos de música (A type of music),1.39,0.7
azotea,rooftop,3.33,1.37,1.19,0.4,1.31,0.55,2.58,2.04,2.63,1.79,2.17,1.13,2.33,1.4,3.47,6.08,5.22,Partes de un edificio (A part of a building),-0.12,-1.05
celda,cell,2.5,1.56,1.65,1.06,1.92,1.44,3.92,2.24,2.83,1.52,1.96,1.2,3.79,1.79,3.47,5.81,6.24,NA,0.26,-0.93
hélice,propeller,3.29,1.92,6.31,1.98,3.81,1.77,5,2.13,5.29,1.83,1.96,0.75,1.63,1.06,3.46,6.16,5.54,NA,1.59,-0.81
instituto,institute,3.29,1.08,2.04,1.46,1.15,0.46,2.71,1.94,5.38,1.69,2.29,1.08,3,1.72,3.46,5.3,6.46,NA,0.79,-0.72
monasterio,monastery,3.46,1.64,1.35,0.49,1.15,0.37,1.83,1.66,2.79,1.59,2.04,1.08,3.63,1.88,3.44,5.74,6.08,Edificios religiosos (A building for religious service),-0.14,-0.61
juez,judge,3.08,2.15,6.08,1.52,2.31,1.69,2.96,1.57,3.63,1.66,2.54,1.67,2.08,1.32,3.42,6.01,5.96,Profesiones (An occupation or profession),0.78,-0.53
lista,list,1.67,0.76,2.08,1.47,6.85,1.85,1.46,0.93,1.21,0.41,2.42,1.21,1.38,1.1,3.41,3.97,5.67,NA,-1.38,-1.63
golf,golf,5,1.89,4.73,2.27,1.81,1.2,2.58,1.84,2.75,1.29,2.5,1.5,2.13,1.6,3.4,5.8,5.14,Deportes (A sport),0.41,-0.1
capellán,chaplain,3.42,1.47,3.65,1.74,2.69,1.38,2.33,1.37,2.63,1.35,2.38,1.24,2.79,1.98,3.4,4.84,5.11,Miembros del clero (A members of the clergy),0.03,-0.53
selva,jungle,7.25,0.74,3.77,2.64,1.15,0.46,4.29,1.81,4.96,1.57,2.96,1.46,6,1.59,3.39,6.28,6.38,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),1.48,1.68
tenis,tennis,4.88,1.51,4.69,2.78,3.5,2.83,2.42,1.28,3.75,1.36,2.46,1.56,2.21,1.64,3.38,6.02,5.5,Deportes (A sport),0.43,-0.11
circuito,circuit,3.75,1.82,3,2.23,1.54,1.17,2.92,2.21,5.25,1.85,2.38,1.31,2,1.5,3.37,4.6,5.14,Juguetes (A toy),0.88,-0.75
tomo,volume,2.92,1.84,2.42,1.5,5.04,2.34,2.21,1.69,1.88,1.03,2.04,1.08,2.21,1.5,3.36,4.05,5.21,NA,-0.66,-1.09
orquesta,orchestra,4.67,1.97,5.85,1.83,1.15,0.37,1.79,0.98,6.29,1.2,2.67,1.52,2,1.35,3.34,5.93,6.05,NA,1.38,-0.01
basílica,basilica,4.08,2.02,1.46,0.76,1.15,0.37,1.88,1.51,2.71,1.33,2,1.1,3.92,2.15,3.33,5.75,4.96,Edificios religiosos (A building for religious service),-0.1,-0.33
club,club,5.04,2.14,2.58,2.06,1.35,0.89,1.88,1.08,5.5,1.69,2.33,1.55,3.71,1.94,3.32,5.2,4.99,NA,0.79,0.13
domicilio,home,2.54,1.22,1.58,1.17,1.35,0.75,1.5,0.93,2.75,1.48,2.46,1.06,3.33,1.97,3.32,6.02,4.53,NA,-0.3,-0.82
estructura,structure,2.79,1.64,2.19,1.6,2.27,1.54,2.29,1.83,2.46,1.69,2.13,1.03,1.38,0.92,3.28,3.97,4.19,Partes de un edificio (A part of a building),-0.24,-1.38
guardián,guardian,3.67,1.76,5.46,1.42,1.92,1.09,2.5,1.69,2.46,1.18,2.63,1.38,2.25,1.36,3.28,5.22,6.02,NA,0.35,-0.34
santuario,sanctuary,3.88,1.73,1.46,0.58,1.12,0.33,1.83,1.46,2.33,1.01,2,1.14,3.38,2.1,3.28,5.9,5.81,Edificios religiosos (A building for religious service),-0.23,-0.56
vía,track,2.88,1.23,2.54,1.92,2.08,1.72,2.79,1.82,4.83,1.95,1.92,1.06,2.42,1.67,3.27,3.91,5.8,NA,0.63,-1.07
antídoto,antidote,3.75,1.87,2.96,1.82,6.23,2.01,2,1.53,1.17,0.38,4.13,1.75,2.79,1.86,3.26,4.92,3.58,NA,-1.11,-0.05
buque,vessel,3.46,1.69,5.15,1.83,1.62,1.06,3.5,2.17,5.5,1.84,1.79,0.78,2.63,1.84,3.25,5.68,5.71,Embarcaciones (A type of ship),1.45,-0.58
comercio,shop,4.29,1.83,2.35,1.81,1.35,0.98,1.58,0.78,4.75,2.17,2.29,1.12,3.25,1.78,3.24,5.14,5.32,NA,0.45,-0.26
mezquita,mosque,4.42,1.84,1.27,0.45,1.08,0.27,2.08,1.53,2.71,1.4,2.04,1.04,3.75,2.03,3.22,6.34,5.81,Edificios religiosos (A building for religious service),-0.07,-0.3
sala,room,2.83,1.24,1.54,0.99,1.27,0.6,1.33,0.64,3.5,1.59,2.33,1.2,2.83,1.76,3.22,4.62,6.06,Partes de un edificio (A part of a building),-0.13,-0.91
pupila,pupil,5.58,2.1,6.38,2.04,3.42,2.7,1.54,0.93,1.08,0.28,2.29,1.08,1.21,0.66,3.21,6.25,6.41,NA,-0.2,-0.01
germen,germ,2.54,1.72,6.42,2,4.04,2.97,5.25,2.33,1,0,1.46,0.88,2.08,1.86,3.17,4.56,4.18,NA,0.52,-1.05
gimnasia,gymnastics,3.5,1.93,5.35,2.67,1.27,1.19,2.67,1.52,3.54,1.64,2.17,1.49,3.67,2.2,3.16,4.94,5.56,Deportes (A sport),0.81,-0.11
vena,vein,4.83,1.97,4.65,2.5,4.19,2.17,2.04,1.46,1.13,0.45,2.25,1.45,1.96,1.68,3.16,5.53,5.88,Partes del cuerpo humano (A part of the human body),-0.42,-0.26
equipo,team,3.92,1.91,5.69,1.69,1.35,0.85,1.83,1.01,4.83,1.79,2.75,1.26,3.04,2.18,3.15,4.02,5.64,NA,0.95,0.07
viento,wind,1.75,1.75,7.5,1.3,1,0,2.5,1.29,4.17,1.55,3.96,1.6,1.96,1.6,3.15,5.26,5.97,Fenómenos atmosféricos (A weather phenomenon),1,-0.41
veneno,poison,5,2.06,2.42,1.6,5.42,2.48,7.63,0.65,1.08,0.28,1.5,0.98,3.38,2.46,3.14,4.48,4.55,Serpientes (A snake),0.45,-0.49
estación,station,3.13,1.51,1.81,1.39,1.23,0.65,1.92,1.25,5.75,1.65,2.17,1.05,2.96,1.83,3.12,3.85,5.38,Unidades de tiempo (A unit of time),0.68,-0.81
encuesta,survey,1.54,0.78,2.5,1.75,6,2.71,1.46,0.72,1.5,0.83,2.46,1.28,1.42,1.14,3.11,5.25,5.18,NA,-1.15,-1.59
puerto,port,3.88,1.33,2.12,1.77,1.15,0.46,2.21,1.28,5.42,1.77,2.17,1.27,4.63,2.43,3.11,5.7,6.13,Embarcaciones (A type of ship),0.79,-0.07
surco,furrow,2.33,1.37,1.73,1,2.15,1.78,2.17,1.27,1.46,0.78,2.08,1.02,1.79,1.18,3.09,4.64,4.99,NA,-0.59,-1.46
vestíbulo,lobby,3.46,1.38,1.65,1.38,1.38,0.85,1.54,0.93,2.75,1.75,2.42,1.25,2.92,1.64,3.09,5.37,5.48,Partes de un edificio (A part of a building),-0.26,-0.67
granja,farm,4.17,1.79,2.81,2.28,1.12,0.33,2.46,1.35,5.21,1.69,2,1.06,6.29,1.76,3.08,5.83,4.99,Tipos de viviendas (A type of human dwelling),0.98,0.54
circo,circus,6.63,1.61,4.5,2.6,1.35,0.75,3.13,1.92,6.42,1.25,2.46,1.41,4.79,2.43,3.08,5.19,6.54,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),1.68,1.14
parroquia,parish,3.21,1.82,1.44,0.58,1.04,0.2,1.92,1.41,3.96,1.27,2.16,1.14,4.67,2.28,3.07,5.61,5.37,Edificios religiosos (A building for religious service),0.23,-0.33
duque,duke,3.92,1.47,4.96,1.81,2.13,1.48,2.52,1.58,2.83,1.17,3.12,1.64,2.96,1.85,3.04,5.35,4.25,Miembros del clero (A members of the clergy),0.34,0.02
humo,smoke,2.75,1.75,7.16,1.11,1.04,0.2,3.96,1.95,1.17,0.38,2.56,1.73,6.79,1.22,3.03,5.13,5.88,NA,0.79,0.84
pueblo,village,4.13,1.9,1.32,0.48,1,0,2.2,1.41,5,1.64,3.76,2.2,4.54,2.02,3.02,4.9,6.03,Miembros del clero (A members of the clergy),0.43,0.31
princesa,princess,5.08,1.98,5.8,1.73,1.92,1.25,2.2,1.26,3.21,1.47,4.04,2.41,2.88,1.94,2.98,5.93,5.75,Miembros del clero (A members of the clergy),0.47,0.7
borde,edge,2.46,1.1,1.52,0.65,2.46,2.06,4.08,1.8,1.38,0.58,2.52,1.64,1.42,0.93,2.97,4.13,4.94,NA,-0.3,-1.53
príncipe,prince,4.42,1.91,5.68,1.82,2.38,1.71,2.56,1.94,3.29,1.37,3.96,2.26,2.75,2.03,2.95,5.76,5.87,Cargos políticos (An elective office),0.48,0.41
academia,academy,2.54,1.18,1.36,0.7,1.17,0.48,1.76,0.97,4.29,1.83,2.36,1.5,2.75,1.92,2.95,4.77,5.38,NA,0.15,-1.05
convento,convent,2.63,1.66,1.36,0.49,1.08,0.28,2.04,1.34,2.79,1.5,2.04,1.14,4.96,2.07,2.92,6.34,5.57,Edificios religiosos (A building for religious service),-0.08,-0.47
fiera,beast,5.13,1.33,6.64,1.35,1.96,1.08,6.96,0.98,6.08,1.32,2.68,1.75,3.92,2.12,2.91,4.32,5.59,NA,2.57,0.58
avalancha,avalanche,4,1.56,7.56,0.77,1.04,0.2,6.84,1.34,7.42,1.1,2.6,1.55,2.5,1.5,2.91,4.66,5.59,Fenómenos atmosféricos (A weather phenomenon),3.07,-0.08
ladera,hillside,4.33,1.63,1.68,0.9,1.29,1.04,2.92,1.5,2.21,1.69,3,2.04,3.13,1.75,2.89,5.26,4.23,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),-0.1,-0.25
barranco,ravine,2.96,1.23,1.72,1.14,1.13,0.45,5.6,1.73,2.58,1.91,2.08,1.32,2.38,1.69,2.89,5.6,5.92,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),0.64,-1.24
héroe,hero,5.67,1.69,6.08,1.98,2.21,1.41,2.24,1.81,3.83,1.63,4.16,2.12,2.29,1.81,2.88,5.05,5.68,NA,0.65,0.77
elemento,element,2.96,1.78,3.44,2.26,3.46,2.13,2.6,1.61,1.79,1.06,3.12,1.88,1.79,1.02,2.87,3.27,3.27,NA,-0.38,-0.81
cuartel,barracks,3.25,1.7,1.52,1.23,1.13,0.34,3.36,2.04,4.38,1.53,2.28,1.54,3.71,2.24,2.8,5.38,5.98,NA,0.62,-0.62
línea,line,2.67,1.74,2.08,1.47,1.88,1.85,1.44,0.77,1.08,0.28,3.16,1.75,1.46,1.25,2.78,4.79,4.9,NA,-0.87,-1.1
rapaz,predatory bird,3.83,1.34,6.56,1.78,3.88,1.98,4.2,1.66,4.54,1.53,3.56,2.16,3.83,2.16,2.78,4.48,5.51,Aves (A bird),1.18,0.49
cine,cinema,4.88,2.01,2,1.73,1.08,0.28,2.08,1.19,5.75,1.48,4.64,2.36,3.58,2.02,2.76,5.77,6.58,Deportes (A sport),0.61,0.57
cima,summit,3.92,1.41,1.4,0.58,1.33,1.05,2.72,1.79,2.25,1.7,3.84,1.91,2.21,1.32,2.71,4.89,5.64,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),-0.3,-0.45
estómago,stomach,3.67,1.55,4.88,2.28,2.67,1.69,4.08,2.14,2.96,1.16,2.08,1.63,4.54,2.25,2.68,6.38,NA,Partes del cuerpo humano (A part of the human body),0.78,0.06
óptica,optics,3.33,1.4,1.56,0.77,1.54,1.5,2,1.26,2.25,1.57,2.72,1.31,2.33,1.37,2.67,5.39,5.13,Ciencias (A science),-0.37,-0.84
célula,cell,3.29,1.83,5.68,1.86,2.63,2.48,2.52,1.78,1,0,3.2,1.41,1.83,1.55,2.44,5.6,4.45,NA,-0.17,-0.41
bóveda,vault,3.88,1.6,1.6,1,1.71,1.2,2.64,1.25,2.29,1.65,2.52,1.66,2.58,1.74,2.43,5.44,5.71,Partes de un edificio (A part of a building),-0.18,-0.67
médula,marrow,2.46,0.83,2.12,1.3,2.5,1.77,3.04,2.03,1.38,0.65,2.12,1.2,2.58,1.79,2.22,5.92,4.75,Partes del cuerpo humano (A part of the human body),-0.37,-1.17
precipicio,precipice,4,1.91,1.56,0.96,1.04,0.2,5.56,1.92,2.46,1.84,2.52,1.61,1.79,1.44,2.15,4.95,5.61,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),0.56,-1
niebla,fog,2.58,1.67,5.88,1.59,1.04,0.2,2.08,0.91,1.13,0.34,4.2,1.89,2,1.35,2.12,5.53,6,Fenómenos atmosféricos (A weather phenomenon),-0.14,-0.27
sirena,siren,6.04,1.16,6,1.71,1.75,1.45,2.24,1.45,4.71,2.24,3.48,1.96,2.54,2.21,2.09,4.32,5.88,NA,1.01,0.78
techo,ceiling,2.33,1.34,1.32,0.48,1.42,0.88,2.88,1.51,2.13,1.68,2.48,1.48,1.96,1.52,2.07,5.68,5.87,Partes de un edificio (A part of a building),-0.26,-1.38
signo,sign,2.79,1.35,2,1.68,2.42,2.21,1.76,1.33,1.04,0.2,3.28,1.49,1,0,1.87,3.89,5.13,NA,-0.9,-1.19
península,peninsula,3.63,1.95,1.68,1.14,1,0,1.68,1.18,3.04,2.74,3.76,1.81,1.92,1.47,1.86,6.02,5.43,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),-0.25,-0.57
rayo,lightning,6.71,1.73,7.24,1.01,1,0,6.6,1.66,5.04,2.53,2.72,1.88,1.63,1.24,1.76,5.6,6.22,Fenómenos atmosféricos (A weather phenomenon),2.41,0.47
dragón,dragon,6.71,0.91,5.64,2.23,1.63,1.47,5.24,2.74,6.63,1.35,2.76,1.98,3.21,2.55,1.52,6.01,5.88,NA,2.26,0.82
nube,cloud,4.08,1.95,6.6,1.44,1.25,0.74,1.4,1.41,1.54,0.88,5.68,2.04,1.63,1.06,1.46,6,6.62,Fenómenos atmosféricos (A weather phenomenon),-0.19,0.58
ángel,angel,4.88,2.29,5,2.08,1.42,0.93,1.16,0.37,1.75,0.9,4.68,2.5,1.38,0.92,1.45,5.06,5.38,Nombres de varón (A male's first name),-0.33,0.31
abismo,abyss,3.21,2.21,1.76,1.16,1.04,0.2,5.64,2.14,2.63,1.95,2.56,1.58,1.54,1.18,1.41,3.86,5.19,Accidentes geográficos y formaciones naturales de la tierra (A natural Earth formation),0.61,-1.28
hada,fairy,6.04,1.97,5.04,2.44,1.38,1.06,1.36,0.76,1.71,1.04,3.92,2.14,2,1.64,1.39,5.26,4.97,NA,-0.14,0.64
júpiter,jupiter,5.63,1.58,5.32,2.54,1,0,1.6,1.26,2.13,1.94,3.52,1.69,1.5,1.14,1.27,6.02,4.68,NA,0.11,0.29
horizonte,horizon,4.5,2.27,2.12,2.09,1,0,1.16,0.62,1.38,1.06,4.56,2.08,1.54,1.1,1.27,5.24,5.76,NA,-0.8,-0.13
cielo,sky,5.96,1.6,3.48,2.76,1,0,1.32,0.69,2.08,1.67,5.56,2.02,1.25,0.85,1.24,5.16,6.35,Colores (A color),-0.42,0.64
diablo,devil,6.38,1.93,4.4,2.43,1.46,1.35,5.24,2.67,3.46,2.15,2.6,1.61,2.5,2.32,1.1,5.31,5.51,NA,1.24,0.31
