word_polish,translate_word_english,pos,length,frequency_subtlex_pl,frequency_kazojc2011,valence_n,valence_minimum,valence_maximum,valence_mean,valence_sd,arousal_n,arousal_minimum,arousal_maximum,arousal_mean,arousal_sd,dominance_n,dominance_minimum,dominance_maximum,dominance_mean,dominance_sd,origin_n,origin_minimum,origin_maximum,origin_mean,origin_sd,significance_n,significance_minimum,significance_maximum,significance_mean,significance_sd,concrete_n,concrete_minimum,concrete_maximum,concrete_mean,concrete_sd,imagine_n,imagine_minimum,imagine_maximum,imagine_mean,imagine_sd,aoa_n,aoa_minimum,aoa_maximum,aoa_mean,aoa_sd,valence_n_female,valence_minimum_female,valence_maximum_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_minimum_female,arousal_maximum_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_minimum_female,dominance_maximum_female,dominance_mean_female,dominance_sd_female,origin_n_female,origin_minimum_female,origin_maximum_female,origin_mean_female,origin_sd_female,significance_n_female,significance_minimum_female,significance_maximum_female,significance_mean_female,significance_sd_female,concrete_n_female,concrete_minimum_female,concrete_maximum_female,concrete_mean_female,concrete_sd_female,imagine_n_female,imagine_minimum_female,imagine_maximum_female,imagine_mean_female,imagine_sd_female,aoa_n_female,aoa_minimum_female,aoa_maximum_female,aoa_mean_female,aoa_sd_female,valence_n_male,valence_minimum_male,valence_maximum_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_minimum_male,arousal_maximum_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_minimum_male,dominance_maximum_male,dominance_mean_male,dominance_sd_male,origin_n_male,origin_minimum_male,origin_maximum_male,origin_mean_male,origin_sd_male,significance_n_male,significance_minimum_male,significance_maximum_male,significance_mean_male,significance_sd_male,concrete_n_male,concrete_minimum_male,concrete_maximum_male,concrete_mean_male,concrete_sd_male,imagine_n_male,imagine_minimum_male,imagine_maximum_male,imagine_mean_male,imagine_sd_male,aoa_n_male,aoa_minimum_male,aoa_maximum_male,aoa_mean_male,aoa_sd_male
gafa,blunder,N,4,37,23,50,1,6,3.66,1.23899234897409,50,1,8,4.58,2.24144632607008,50,1,9,3.88,1.68595639907794,50,1,9,4.42,2.29542579750179,50,1,9,3.8,2.17593517310397,49,1,9,5.18367346938776,2.42103171351041,50,1,9,5.36,2.16427392736064,50,4,15,9.42000000000001,3.1239038893993,25,1,6,3.64,1.38082101181387,25,1,8,4.8,2.32737334062816,25,1,7,3.8,1.5545631755148,25,1,9,4.4,2,25,1,9,4.48,2.16256021110781,25,1,9,5.08,2.36149670054114,25,2,9,5.48,2.36502290334223,25,4,15,10.16,3.249102440162,25,1,6,3.68,1.10754984838908,25,1,8,4.36,2.17715410570772,25,1,9,3.96,1.83666364186079,25,1,9,4.44,2.59935889531759,25,1,8,3.12,2.00665559243899,24,1,9,5.29166666666667,2.52774459817901,25,1,8,5.24,1.98494332412792,25,4,15,8.68,2.86821663523986
gala,gala,N,4,131,131,50,4,8,5.7,1.0546302185881,50,1,9,4.06,2.1984224399532,50,3,8,5.7,1.3739560044051,50,1,9,5.98,1.94296218203452,50,1,7,3.36,1.95625631641414,50,1,9,3.8,2.34738238930786,50,1,9,7,1.89521416591737,50,4,18,10.1,3.44786239604205,25,4,8,5.68,1.14455231422596,25,1,9,4.28,2.17025344142107,25,4,8,5.8,1.44337567297406,25,2,9,5.84,1.79536440126603,25,1,7,3.72,2.13150963716642,25,1,7,3.8,2.3629078131263,25,3,9,7.28,1.94764815439887,25,4,18,10.6,3.42782730020052,25,4,8,5.72,0.979795897113271,25,1,8,3.84,2.24870333006972,25,3,8,5.6,1.3228756555323,25,1,9,6.12,2.10792156716832,25,1,6,3,1.73205080756888,25,1,9,3.8,2.38047614284762,25,1,9,6.72,1.8375708603117,25,4,16,9.6,3.46410161513775
galaretka,jelly,N,9,205,35,50,3,9,6.08,1.22624364193571,50,1,9,3.42,2.10043727225877,50,1,7,4.48,1.32849462143573,50,1,9,5.42,2.05128133176335,50,1,8,2.76,1.84678429842198,49,1,8,1.97959183673469,1.77352985970502,50,1,9,7.96,1.53808786670797,50,3,16,6.86,3.21989985900817,25,3,9,6.08,1.28840987267251,25,1,9,3.28,2.03141986469235,25,2,7,4.84,1.21380943040221,25,1,9,5.48,2.04368947412924,25,1,8,2.88,2.27888861801829,25,1,3,1.16,0.472581562625261,25,6,9,8.24,1.09087121146357,25,3,13,6.04,2.55734237050888,25,4,8,6.08,1.18743420870379,25,1,8,3.56,2.2,25,1,7,4.12,1.36381816969859,25,1,9,5.36,2.09920619917784,25,1,6,2.64,1.31909059582729,24,1,8,2.83333333333333,2.20013174836075,25,1,9,7.68,1.8645821694596,25,3,16,7.68,3.63684845252956
galop,gallop,N,5,12,252,50,4,9,5.76,1.17038280847223,50,1,9,4.56,2.67383390566842,50,2,9,6.08,1.24277503833895,50,1,9,5.06,2.15150635412418,50,1,6,2.54,1.4874989281423,50,1,9,3.62,2.2028738187251,50,1,9,7.1,2.00254939555374,50,4,14,9.8,2.68784110317525,25,4,9,5.76,1.2,25,1,9,4.84,2.57681974534503,25,4,9,6.32,1.34536240470737,25,2,9,5.2,1.91485421551268,25,1,6,2.76,1.66533279957291,25,1,9,3.08,2.03960780543711,25,4,9,7.6,1.63299316185545,25,4,14,9.4,3.16227766016838,25,4,9,5.76,1.16476034731041,25,1,9,4.28,2.79165422882801,25,2,8,5.84,1.1060440015358,25,1,9,4.92,2.39652526240249,25,1,5,2.32,1.28192563486863,25,1,9,4.16,2.26715680975093,25,1,9,6.6,2.23606797749979,25,7,14,10.2,2.10158670215308
gałązka,twig,N,7,87,275,50,4,8,5.66,0.894655332105781,50,1,9,3.14,2.11901016553311,50,1,8,4.7,1.46036059287578,50,1,9,5.6,1.8516401995451,50,1,9,2.92,2.31093231473042,50,1,9,2,2,50,1,9,7.76,1.59795788046966,50,3,14,6.92,2.89150762173137,25,5,7,5.68,0.802080627701064,25,1,9,3.4,2.46644143115812,25,2,7,4.88,1.16619037896906,25,3,9,6.08,1.82391520270726,25,1,9,2.28,1.92613602842582,25,1,7,1.56,1.66032125405497,25,5,9,8.04,1.27410099024109,25,3,13,6.4,2.69258240356725,25,4,8,5.64,0.99498743710662,25,1,7,2.88,1.7156145643277,25,1,8,4.52,1.71075032271418,25,1,8,5.12,1.78699002049069,25,1,9,3.56,2.51793566240283,25,1,9,2.44,2.23755819291179,25,1,9,7.48,1.85112578358864,25,4,14,7.44,3.04247706099268
gałąź,branch,N,5,270,1363,50,2,7,5.28,0.990567761334841,50,1,9,3.2,2.22233559801486,50,3,8,4.96,1.15987332172483,50,1,9,5.62,2.04929056913233,50,1,7,2.36,1.71142618649965,50,1,8,1.82,1.64986084756459,50,1,9,7.94,1.49024035864374,50,3,16,7.08,2.61736742642258,25,2,7,5.08,1.11504857891185,25,1,9,3.48,2.58392466350447,25,3,8,5.28,1.24230967690561,25,3,9,6.04,1.83666364186079,25,1,7,2.48,1.96044212700435,25,1,8,1.48,1.50332963783729,25,5,9,8.2,1.08012344973464,25,3,16,7.08,3.02654919008431,25,4,7,5.48,0.822597511950204,25,1,8,2.92,1.80092568789868,25,3,7,4.64,0.99498743710662,25,1,9,5.2,2.19848432637882,25,1,5,2.24,1.45143607047182,25,1,7,2.16,1.74833253892578,25,1,9,7.68,1.796292478041,25,4,12,7.08,2.19696760710454
gałgan,togs,N,6,23,82,49,1,7,4.20408163265306,1.30670692704879,49,1,8,4.02040816326531,2.09652287449131,48,1,7,4.0625,1.4790199457749,50,1,9,5.02,2.27219214479259,49,1,8,3.08163265306122,2.14899913422774,48,1,9,3.47916666666667,2.08326241014029,49,1,9,5.57142857142857,2.13111864209074,50,4,17,11,3.33197251134017,25,1,7,4.12,1.4525839046334,25,1,8,4.36,2.0387904911164,23,1,7,4.34782608695652,1.43364429632299,25,1,9,5.52,2.20075744536588,25,1,8,2.96,2.3,24,1,7,3.08333333333333,2.08340579584125,25,2,9,5.6,2.17944947177034,25,4,16,10.88,3.49189537834875,24,2,7,4.29166666666667,1.16017864691332,24,1,8,3.66666666666667,2.14002573464142,25,1,7,3.8,1.5,25,1,9,4.52,2.27522892621087,24,1,7,3.20833333333333,2.02117414577177,24,1,9,3.875,2.0496553262736,24,1,9,5.54166666666667,2.12601212043391,25,4,17,11.12,3.2316146634977
gałka,knob,N,5,97,114,50,1,8,5.34,1.17125434244398,50,1,9,3.54,2.09186958660117,49,3,8,5.16326530612245,0.943109634301826,50,1,9,6.1,1.82107839771171,50,1,8,2.62,1.89402928667313,50,1,9,2.42,2.12938622947687,50,1,9,7.3,2.13091912716804,50,4,15,7.86,2.76279952665585,25,1,7,5.28,1.24230967690561,25,1,9,3.84,2.11502561056204,25,3,7,5.2,1.08012344973464,25,3,9,6.08,1.7058722109232,25,1,8,2.56,2.14242852856285,25,1,6,1.88,1.4525839046334,25,3,9,7.44,2.04287379280594,25,4,13,7.68,2.65706605111728,25,3,8,5.4,1.1180339887499,25,1,8,3.24,2.06720423116182,24,4,8,5.125,0.797414299606792,25,1,9,6.12,1.96468827043885,25,1,7,2.68,1.65126214353344,25,1,9,2.96,2.55734237050888,25,1,9,7.16,2.24870333006972,25,4,15,8.04,2.90803484619195
gamma,gamma,N,5,642,232,50,2,8,5.12,1.02300078799818,49,1,8,3.06122448979592,1.81897593974955,49,2,9,5.3469387755102,1.33152513445052,50,1,9,5.94,2.24435800556481,50,1,9,3.3,2.38404560975409,48,1,9,4.72916666666667,2.72685293889396,47,1,9,5.40425531914894,2.87915729268196,50,4,17,12.62,3.28192327883564,25,2,8,5.04,1.20692446601545,24,1,7,2.95833333333333,1.70623324433032,25,2,9,5.36,1.57797338380595,25,2,9,6.12,2.08806130178211,25,1,9,2.92,2.41384893203089,24,1,9,4.875,2.771163623117,23,1,9,4.95652173913044,3.16914472072033,25,4,17,12.64,3.74032084185301,25,3,7,5.2,0.816496580927726,25,1,8,3.16,1.95106808355492,24,3,8,5.33333333333333,1.0494995356656,25,1,9,5.76,2.42005509579155,25,1,9,3.68,2.34022790912908,24,1,9,4.58333333333333,2.73331565918641,24,1,9,5.83333333333333,2.565094568418,25,5,17,12.6,2.82842712474619
gang,gang,N,4,1451,222,50,1,8,3.36,1.48131215963608,50,1,9,4.9,2.40958968477614,50,1,9,6.1,2.04290709229644,50,1,9,5.72,2.16691259724098,50,1,8,3.22,2.16926584025893,50,1,9,3.18,2.42175514022035,50,1,9,6.84,1.89908678375816,50,3,16,9.58,3.32639413767877,25,1,8,3.08,1.68126936172247,25,1,9,5.04,2.33595091272626,25,1,9,6.32,2.39304547943968,25,2,9,6.28,2.01080415091409,25,1,7,3.32,2.2494443758404,25,1,6,2.04,1.30639452948436,25,3,9,6.96,1.98913716637809,25,3,16,9.84,3.60185137579736,25,2,7,3.64,1.22065556157337,25,1,9,4.76,2.52124307964676,25,1,9,5.88,1.64113781667882,25,1,9,5.16,2.2113344387496,25,1,8,3.12,2.12759645296439,25,1,9,4.32,2.7495454169735,25,1,9,6.72,1.8375708603117,25,4,16,9.32,3.0784195079077
gangrena,gangrene,N,8,87,88,50,1,5,2.26,1.25860304808667,49,1,9,5.71428571428571,2.42383992870816,50,1,9,3.64,2.02796771700747,49,1,9,5.30612244897959,2.23796858810854,50,1,8,3.06,2.23524641384619,48,1,9,2.875,1.80572376012289,47,1,9,5.29787234042553,2.51010907104973,50,5,18,12.98,3.39561542016063,25,1,5,2.32,1.46401275039985,24,1,9,6.04166666666667,2.21612993392941,25,1,9,3,1.93649167310371,24,2,9,5.625,2.29957462985241,25,1,8,3.44,2.38187601132665,24,1,9,2.16666666666667,1.85722248595015,23,1,9,5.65217391304348,2.69019593156291,25,5,18,13.4,3.42782730020052,25,1,4,2.2,1.04083299973307,25,1,9,5.4,2.61406452355969,25,1,8,4.28,1.94764815439887,25,1,9,5,2.17944947177034,25,1,8,2.68,2.0558858593479,24,1,7,3.58333333333333,1.47196014438797,24,1,9,4.95833333333333,2.33087344454665,25,6,18,12.56,3.37984220538967
gangster,gangster,N,8,351,120,50,1,7,3.2,1.59078981795143,50,1,9,5.42,2.3654830804894,50,1,9,6,2.25876975726313,50,1,9,5.84,2.36781135486865,50,1,9,4.1,2.45988219396037,50,1,8,2.86,2.10935719002307,50,1,9,7.36,1.81557884175054,50,3,18,9.34,3.17907700634082,25,1,7,2.88,1.73973178009332,25,1,9,5.92,2.05993527406405,25,1,9,6.28,2.5086516962969,25,1,9,6.12,2.45492701860293,25,1,9,3.52,2.27522892621087,25,1,8,2.4,1.97905701450632,25,3,9,7.52,1.93907194296653,25,3,15,9.08,2.72213151776324,25,1,7,3.52,1.38804418757713,25,1,9,4.92,2.58069758011279,25,1,9,5.72,1.98997487421324,25,1,9,5.56,2.29274217186902,25,1,9,4.68,2.54492959955019,25,1,8,3.32,2.17408984788271,25,1,9,7.2,1.70782512765993,25,4,18,9.6,3.61708906903512
gapić,to stare,V,5,739,365,50,2,7,4.26,1.0654116766848,50,1,9,4.14,2.18538746389443,50,1,8,4.66,1.77981883966903,50,1,9,5.28,1.80746750330682,50,1,7,3.24,1.79067881325627,50,1,8,4.16,1.97287731447224,50,1,9,6.56,1.89693630545118,50,3,14,8,2.87139303460597,25,2,6,4.2,1,25,1,9,4.36,2.09920619917784,25,1,8,4.4,1.93649167310371,25,2,9,5.24,1.85472369909914,25,1,7,3.44,1.80462369115189,25,1,7,3.68,1.88679622641132,25,2,9,7.04,1.92527054375915,25,3,14,7.92,2.85657137141714,25,2,7,4.32,1.14455231422596,25,1,9,3.92,2.28983259941275,25,2,8,4.92,1.60519988371127,25,1,8,5.32,1.796292478041,25,1,7,3.04,1.79071680247511,25,1,8,4.64,1.97652894404981,25,1,9,6.08,1.77763888346312,25,3,14,8.08,2.94278779391243
gapić się,gawk,N,9,1133078,1596727.5,50,2,7,4.28,1.08871765047187,50,1,9,4.38,2.31137382947714,50,1,9,4.8,1.65369098611289,50,2,9,5.3,1.60674598274314,50,1,9,3.66,1.96510372577664,50,1,9,4.18,1.99683422916764,50,1,9,6.84,2.14152339445069,50,3,14,8,2.87139303460597,25,2,7,4.08,1.11504857891185,25,1,8,4.16,2.26715680975093,25,2,8,4.96,1.54056266777218,25,3,8,4.96,1.54056266777218,25,1,9,3.92,2.08006410157636,25,1,7,3.76,1.85472369909914,25,3,9,7.6,1.91485421551268,25,3,13,7.68,2.67270150472015,25,2,6,4.48,1.04562580942387,25,1,9,4.6,2.38047614284762,25,1,9,4.64,1.77670106283152,25,2,9,5.64,1.62992842378635,25,1,7,3.4,1.84842275106824,25,1,9,4.6,2.08166599946613,25,1,9,6.08,2.11974841274462,25,4,14,8.32,3.0784195079077
garb,hump,N,4,189,283,50,1,5,3.44,0.99303698268473,50,1,9,3.96,2.25840832518509,50,1,6,3.72,1.3708332041023,50,1,9,5.68,1.86744395867065,50,1,9,3.58,2.51598968233828,50,1,8,2.24,1.87964390895983,50,1,9,7.28,1.93822978355961,50,4,16,8.9,3.05894472933769,25,1,5,3.4,1.1180339887499,25,1,9,3.76,2.06720423116182,25,1,6,3.8,1.29099444873581,25,3,9,5.84,1.62480768092719,25,1,9,3.28,2.47521042876493,25,1,5,1.56,1.08320512061813,25,3,9,7.6,1.60727512683216,25,4,16,8.96,3.27210431781547,25,2,5,3.48,0.871779788708135,25,1,9,4.16,2.46102959483763,25,1,6,3.64,1.46855938479405,25,1,9,5.52,2.10396451174127,25,1,9,3.88,2.57099202643649,25,1,8,2.92,2.25314594881616,25,1,9,6.96,2.20756275863979,25,5,16,8.84,2.89654967159205
garderoba,garment,N,9,162,95,50,2,9,5.6,1.24539969815448,50,1,9,3.4,1.97948663722157,50,1,8,5.32,1.54444362877024,50,1,9,5.54,1.91886446012389,50,1,8,3.32,2.12314745178963,50,1,7,2.08,1.41190275435495,50,1,9,7.36,1.75847800610618,50,4,14,9.5,2.91547594742265,25,4,9,5.88,1.33291660154215,25,1,9,3.68,2.07605394920267,25,3,8,5.76,1.39283882771841,25,1,9,5.36,2.13853532431273,25,1,8,3.8,2.16024689946929,25,1,4,1.52,0.962635271879577,25,4,9,7.76,1.61451747177498,25,4,14,9.72,2.68514431641951,25,2,8,5.32,1.10754984838908,25,1,7,3.12,1.87794213613377,25,1,8,4.88,1.58954920234218,25,1,9,5.72,1.69607389776114,25,1,7,2.84,2.01411684533611,25,1,7,2.64,1.57797338380595,25,1,9,6.96,1.83666364186079,25,4,14,9.28,3.16912185523582
gardło,throat,N,6,2247,5069,50,2,8,4.86,1.04997570428645,50,1,9,3.36,2.12622113773018,50,2,8,5.22,1.21705566421422,50,1,9,5.36,1.88181414858001,50,1,9,2.78,1.89833439345858,50,1,9,1.76,1.58513502933488,50,1,9,7.66,1.69765744964246,50,3,14,7.06,3.11945835172763,25,2,7,4.68,1.06926766215636,25,1,9,3.36,2.27082951070015,25,3,8,5.36,1.113552872566,25,2,9,5.44,1.91659420152867,25,1,9,2.84,2.1540659228538,25,1,9,1.48,1.63605215890774,25,4,9,7.84,1.43410831761993,25,3,14,7.08,3.08112533554436,25,2,8,5.04,1.01980390271856,25,1,7,3.36,2.01825006709608,25,2,8,5.08,1.32035348802256,25,1,9,5.28,1.88237438713273,25,1,6,2.72,1.64620776331543,25,1,7,2.04,1.51327459504216,25,1,9,7.48,1.93907194296653,25,3,14,7.04,3.22076595444831
gardzenie sobą,despise each other,I,14,30651,30216.5,50,1,6,1.98,1.2204047505242,50,1,9,5.7,2.22463021462821,50,1,7,2.44,1.57997675002268,50,1,9,4.3,2.35822485988845,50,1,9,4.16,2.57428412874535,50,1,9,6.5,2.45157175739007,50,1,9,4.58,2.43352436115329,50,4,18,11.72,3.6979862142545,25,1,6,1.72,1.20830459735946,25,1,9,5.84,1.95106808355492,25,1,6,2.44,1.70977581376429,25,1,8,4.68,2.13541565040626,25,1,8,4.68,2.57746645629644,25,1,9,6.88,2.12759645296439,25,1,9,4.68,2.67270150472015,25,4,18,11.96,3.29747378053766,25,1,6,2.24,1.2,25,1,9,5.56,2.50133297796728,25,1,7,2.44,1.4742229591664,25,1,9,3.92,2.54820198048219,25,1,9,3.64,2.51462389500564,25,1,9,6.12,2.72824730061872,25,1,9,4.48,2.2196095752782,25,5,18,11.48,4.11420304149743
gardzić,despise/ scorn,V,7,79,139,50,1,7,2.98,1.15157390078952,50,1,9,5.92,1.99836668000522,50,1,9,4.18,2.096547210077,50,1,9,5.22,1.95134699683086,50,1,9,4.28,2.21350216551389,50,1,9,6.3,1.961361459678,50,1,9,5.32,2.1893993212192,50,4,16,10.6,3.51672389288319,25,1,5,2.76,0.879393730551528,25,1,8,5.88,1.73973178009332,25,1,9,4.32,2.32235512644671,25,2,8,5.36,1.93390796058137,25,1,9,4.76,2.25979350089044,25,4,9,6.56,1.73397424048533,25,1,9,5.48,2.29346898823594,25,4,16,10.92,3.53459097114975,25,1,7,3.2,1.35400640077266,25,1,9,5.96,2.26347814951533,25,1,8,4.04,1.88148877222268,25,1,9,5.08,1.99833263830958,25,1,8,3.8,2.10158670215308,25,1,9,6.04,2.1694853460364,25,1,9,5.16,2.11502561056204,25,4,16,10.28,3.54165686273153
garnek,pot,N,6,254,704,50,4,7,5.34,0.745325569185462,50,1,9,3.04,2.20352222681815,50,2,9,4.72,1.22956770236286,50,1,9,5.66,2.06634845037504,50,1,7,2.76,1.90123482967019,50,1,7,1.72,1.59130289321649,50,1,9,8.04,1.77234999077381,50,3,15,7.18,3.54959037590744,25,4,7,5.28,0.791622805802528,25,1,8,3.08,2.17791949652262,25,3,9,5.16,1.21380943040221,25,2,9,5.84,1.92959408512084,25,1,7,2.6,1.6583123951777,25,1,7,1.28,1.20830459735946,25,3,9,8.32,1.40593978059754,25,3,15,7.04,3.48185774168523,25,4,7,5.4,0.707106781186547,25,1,9,3,2.27303028283098,25,2,6,4.28,1.1,25,1,9,5.48,2.2196095752782,25,1,7,2.92,2.13931453196267,25,1,7,2.16,1.81842422626478,25,1,9,7.76,2.06720423116182,25,3,15,7.32,3.68239052790439
gasić,to extinguish,V,5,138,189,50,2,8,5.3,1.18235323980335,50,1,9,3.92,2.11737226441702,50,3,9,5.74,1.52275260965269,50,2,9,5.62,1.88322346317289,50,1,8,3.46,2.06239409128205,50,1,9,3.54,1.97132504904178,50,1,9,7.06,2.02444247805137,50,3,15,7.88,3.18568225480374,25,2,8,5.16,1.21380943040221,25,1,8,4.28,1.98997487421324,25,3,9,5.76,1.66533279957291,25,3,9,5.88,1.87794213613377,25,1,8,3.52,1.96044212700435,25,1,9,2.88,1.76351920885484,25,3,9,7.4,1.75594229214212,25,3,15,8.12,3.46794848097065,25,3,7,5.44,1.15758369027902,25,1,9,3.56,2.21885856541902,25,3,8,5.72,1.4,25,2,9,5.36,1.89032625050104,25,1,8,3.4,2.19848432637882,25,1,8,4.2,1.97905701450632,25,1,9,6.72,2.24573670169353,25,4,15,7.64,2.9280255007997
gaśnica,cover-up,N,7,60,15,50,2,7,5.12,0.848528137423857,50,1,9,4.14,2.39054259061641,50,3,9,5.68,1.26877733206712,50,1,9,5.9,2.26102739876349,50,1,9,3.58,2.50786517881286,50,1,8,1.8,1.53861851632414,50,1,9,8,1.70233932683043,50,3,15,8.6,2.98294471683159,25,2,7,5.04,0.934523051258412,25,1,9,4.44,2.31084400165827,25,4,9,5.92,1.35154232884755,25,1,9,6.12,2.1855586623714,25,1,9,3.52,2.46846781087648,25,1,5,1.24,0.830662386291807,25,2,9,8.24,1.66533279957291,25,3,15,8.84,2.57681974534503,25,4,7,5.2,0.763762615825973,25,1,9,3.84,2.47790233867277,25,3,7,5.44,1.15758369027902,25,1,9,5.68,2.35796522451032,25,1,9,3.64,2.59615099714943,25,1,8,2.36,1.86815416922694,25,1,9,7.76,1.73877351409933,25,4,15,8.36,3.37737570706409
gaz,gas,N,3,2567,1408,50,1,8,4.42,1.45812291970862,50,1,8,3.94,2.22609752798067,50,1,9,4.96,1.59027657715151,50,1,9,6.04,1.77234999077381,50,1,8,3.32,2.12314745178963,50,1,9,2.74,2.13627560707596,49,1,9,6.71428571428571,2.3629078131263,50,3,15,8.32,3.00638775724935,25,1,8,4.08,1.68126936172247,25,1,8,4.32,2.39304547943968,25,2,8,4.96,1.45716619962629,25,3,9,6.08,1.7301252363148,25,1,8,3.72,2.17025344142107,25,1,7,1.92,1.44106442141449,24,1,9,6.875,2.45503032833476,25,3,15,8.2,2.9011491975882,25,3,7,4.76,1.12842072532072,25,1,7,3.56,2.02237484161567,25,1,9,4.96,1.74355957741627,25,1,9,6,1.84842275106824,25,1,8,2.92,2.03960780543711,25,1,9,3.56,2.41660919471891,25,1,9,6.56,2.31084400165827,25,4,15,8.44,3.16333157709821
gaza,gauze,N,4,49,39,49,1,9,4.73469387755102,1.1686086849341,49,1,9,3.38775510204082,1.90193242224205,50,1,7,4.68,1.33156345116926,50,1,9,5.84,1.96250568697993,50,1,8,2.72,2.0507838222773,50,1,9,1.74,1.67587930012022,49,4,9,7.6530612244898,1.34708049141101,50,3,17,10.22,3.47756658998143,24,1,9,4.70833333333333,1.39810948960642,25,1,6,3.28,1.69607389776114,25,2,7,4.64,1.31909059582729,25,2,9,5.84,1.81842422626478,25,1,8,2.36,1.70489491367259,25,1,4,1.24,0.830662386291807,25,5,9,7.84,1.21380943040221,25,4,15,10.88,3.03205101100449,25,2,6,4.76,0.925562891794321,24,1,9,3.5,2.12643813228478,25,1,7,4.72,1.3699148392023,25,1,9,5.84,2.13463501954471,25,1,8,3.08,2.3259406699226,25,1,9,2.24,2.12681295212657,24,4,9,7.45833333333333,1.47380509202383,25,3,17,9.56,3.81968585095686
gazeta,newspaper,N,6,849,716,49,5,8,5.75510204081633,0.96890428330361,50,1,8,3,1.94831167099798,50,2,9,5.32,1.39151950421553,50,1,9,6.3,2.04290709229644,50,1,6,3.2,1.82946406783796,50,1,9,1.7,1.56817845715001,50,1,9,7.92,1.78245416691225,50,3,17,7.48,3.33955881236197,24,5,8,5.91666666666667,0.974307632279887,25,1,7,3,1.6583123951777,25,2,7,5.56,1.22746350930146,25,1,9,6.56,1.91659420152867,25,1,6,2.96,1.71949605020386,25,1,9,1.4,1.60727512683216,25,3,9,8,1.73205080756888,25,3,17,6.84,2.93938769133981,25,5,8,5.6,0.957427107756338,25,1,8,3,2.23606797749979,25,2,9,5.08,1.52534149181967,25,1,9,6.04,2.1694853460364,25,1,6,3.44,1.93821223468088,25,1,7,2,1.5,25,1,9,7.84,1.86368809979925,25,4,15,8.12,3.64371605187159
gazować,to tank,V,7,11,4,50,1,6,4.08,1.12195165234696,50,1,9,4.38,2.27578199163922,50,1,7,4.48,1.9297879760878,50,1,9,5.22,2.23415052568724,50,1,6,2.84,1.65812778611965,50,1,9,4.16,1.81107702762748,50,1,9,5.96,2.53111252461144,50,4,16,10.14,3.15588210120953,25,1,6,4.2,1.08012344973464,25,1,9,4.6,2.29128784747792,25,1,7,4.24,2.04694894904587,25,1,9,5.4,2.08166599946613,25,1,6,3.08,1.80092568789868,25,1,8,3.88,1.76351920885484,25,1,9,6.08,2.64449112937316,25,4,16,9.88,3.16649122321011,25,1,5,3.96,1.17189305541646,25,1,9,4.16,2.28546129552293,25,1,7,4.72,1.81475434517549,25,1,9,5.04,2.40624188310319,25,1,5,2.6,1.5,25,1,9,4.44,1.85022521151706,25,1,9,5.84,2.46102959483763,25,5,16,10.4,3.18852107828483
gąbka,sponge,N,5,143,170,50,1,8,5.3,1.07380688416949,50,1,9,3.02,1.94296218203452,50,1,7,4.58,1.49952373391401,50,1,9,5.46,2.06239409128205,50,1,8,2.42,1.83046776669188,50,1,8,1.84,1.64577380844739,49,1,9,7.79591836734694,1.67057365193236,50,3,11,6.36,1.94579609645502,25,4,8,5.44,1.04403065089105,25,1,9,3.52,2.14320632075713,25,1,7,4.92,1.60519988371127,25,2,9,5.96,1.74355957741627,25,1,8,2.64,2.19620885467055,25,1,5,1.28,0.890692614392492,24,4,9,8.04166666666667,1.39810948960642,25,3,10,6.12,1.87794213613377,25,1,7,5.16,1.1060440015358,25,1,7,2.52,1.61038297722415,25,1,7,4.24,1.33166562369588,25,1,9,4.96,2.26347814951533,25,1,5,2.2,1.38443731048635,25,1,8,2.4,2.02072594216369,25,1,9,7.56,1.89472953214964,25,3,11,6.6,2.02072594216369
gąsienica,caterpillar,N,9,80,85,50,1,7,4.46,1.38814220291374,50,1,8,3.3,2.0922597879824,50,2,8,4.56,1.34255315708237,50,1,9,5.86,1.85175041294358,50,1,6,2.26,1.48200085378256,50,1,8,1.96,1.88398188820966,50,1,9,7.66,1.90177146205257,50,3,12,7.48,2.19684374705612,25,1,7,4.12,1.53622914957372,25,1,8,3.36,2.3783747952471,25,2,8,4.56,1.29357386079548,25,3,9,5.92,1.60519988371127,25,1,6,2.24,1.45143607047182,25,1,5,1.28,0.890692614392492,25,4,9,8,1.52752523165195,25,3,12,7.36,2.13853532431272,25,3,7,4.8,1.15470053837925,25,1,7,3.24,1.80923556601492,25,2,8,4.56,1.41656862405839,25,1,9,5.8,2.10158670215308,25,1,6,2.28,1.54164414397962,25,1,8,2.64,2.343074902772,25,1,9,7.32,2.19317121994613,25,4,12,7.6,2.29128784747792
