word_polish,translate_word_english,pos,length,frequency_subtlex_pl,frequency_kazojc2011,valence_n,valence_minimum,valence_maximum,valence_mean,valence_sd,arousal_n,arousal_minimum,arousal_maximum,arousal_mean,arousal_sd,dominance_n,dominance_minimum,dominance_maximum,dominance_mean,dominance_sd,origin_n,origin_minimum,origin_maximum,origin_mean,origin_sd,significance_n,significance_minimum,significance_maximum,significance_mean,significance_sd,concrete_n,concrete_minimum,concrete_maximum,concrete_mean,concrete_sd,imagine_n,imagine_minimum,imagine_maximum,imagine_mean,imagine_sd,aoa_n,aoa_minimum,aoa_maximum,aoa_mean,aoa_sd,valence_n_female,valence_minimum_female,valence_maximum_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_minimum_female,arousal_maximum_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_minimum_female,dominance_maximum_female,dominance_mean_female,dominance_sd_female,origin_n_female,origin_minimum_female,origin_maximum_female,origin_mean_female,origin_sd_female,significance_n_female,significance_minimum_female,significance_maximum_female,significance_mean_female,significance_sd_female,concrete_n_female,concrete_minimum_female,concrete_maximum_female,concrete_mean_female,concrete_sd_female,imagine_n_female,imagine_minimum_female,imagine_maximum_female,imagine_mean_female,imagine_sd_female,aoa_n_female,aoa_minimum_female,aoa_maximum_female,aoa_mean_female,aoa_sd_female,valence_n_male,valence_minimum_male,valence_maximum_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_minimum_male,arousal_maximum_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_minimum_male,dominance_maximum_male,dominance_mean_male,dominance_sd_male,origin_n_male,origin_minimum_male,origin_maximum_male,origin_mean_male,origin_sd_male,significance_n_male,significance_minimum_male,significance_maximum_male,significance_mean_male,significance_sd_male,concrete_n_male,concrete_minimum_male,concrete_maximum_male,concrete_mean_male,concrete_sd_male,imagine_n_male,imagine_minimum_male,imagine_maximum_male,imagine_mean_male,imagine_sd_male,aoa_n_male,aoa_minimum_male,aoa_maximum_male,aoa_mean_male,aoa_sd_male
przetaczanie,marshalling/ transfusion,V,12,3,7,50,1,7,4.54,1.24883619291511,50,1,8,3.86,2.05048525864449,50,3,8,5.04,1.19454542630668,50,2,9,6.3,2.13091912716804,50,1,9,3.28,2.39931963145337,49,1,9,4.28571428571429,2.12132034355964,50,1,9,5.32,2.44481959603216,50,5,17,11.04,3.41042818545755,25,1,6,4.2,1.3228756555323,25,1,8,3.96,1.88148877222268,25,3,7,5.12,1.16619037896906,25,2,9,6.08,2.03960780543711,25,1,9,3.64,2.43036348447442,25,1,8,3.72,1.79164728671689,25,1,9,5.8,2.46644143115812,25,5,16,10.68,2.8095076674274,25,3,7,4.88,1.09239797387826,25,1,8,3.76,2.24127939653523,25,3,8,4.96,1.24096736459909,25,2,9,6.52,2.23830292855994,25,1,9,2.92,2.36149670054113,24,1,9,4.875,2.30900882179571,25,1,9,4.84,2.37486841740758,25,6,17,11.4,3.947573094109
przewaga,advantage,N,8,224,403,50,2,9,5.94,1.20220885142681,50,1,9,4.24,2.24572155578612,50,4,9,7.1,1.38873014965883,50,1,9,6.36,2.05793635489933,50,1,9,4.94,2.07423455269452,50,1,9,5.28,1.94873061771199,50,1,9,4.94,2.28937207325413,50,4,15,8.52,2.87309830628035,25,4,9,5.84,1.17898261225516,25,1,9,4.4,2.25462487641145,25,4,9,7.28,1.48660687473185,25,3,9,6.96,1.48548533034381,25,1,9,5.2,2.08166599946613,25,1,8,5.16,1.86368809979925,25,1,9,5,2.64575131106459,25,4,14,9.04,2.50798724079689,25,2,8,6.04,1.24096736459909,25,1,9,4.08,2.27156333832011,25,4,9,6.92,1.28840987267251,25,1,8,5.76,2.38537208837531,25,1,8,4.68,2.07605394920267,25,1,9,5.4,2.06155281280883,25,1,8,4.88,1.92180470738661,25,4,15,8,3.16227766016838
przeważający,predominant,A,12,0,8,50,2,8,5.26,1.17473401244707,50,1,9,4,2.13808993529939,50,3,9,6.82,1.24030937549419,50,1,9,5.96,2.36436124178025,50,1,9,3.98,2.33421751954942,50,1,9,5.44,1.86438149726577,50,1,9,4.42,2.23232284988584,50,4,17,11.02,3.34108622200283,25,2,8,5.16,1.51877143331927,25,1,9,4.32,2.42761886080442,25,3,9,7,1.47196014438797,25,1,9,6.16,2.37486841740758,25,1,9,4.8,2.54950975679639,25,1,8,4.96,1.76729548557488,25,1,9,4.4,2.32737334062816,25,4,16,11.2,3.40342964277702,25,4,7,5.36,0.7,25,1,8,3.68,1.796292478041,25,5,9,6.64,0.952190457139047,25,1,9,5.76,2.38537208837531,25,1,6,3.16,1.79536440126603,25,1,9,5.92,1.86904610251683,25,1,8,4.44,2.18097837372741,25,6,17,10.84,3.33766385365573
przewlekły,lingering,A,10,14,23,50,1,6,3.2,0.96890428330361,50,1,9,4.3,2.33211824533064,50,1,8,3.5,1.52863818278805,50,1,9,6.08,2.03880717427557,50,1,8,3.82,2.44690558436069,50,1,9,5.18,2.10625889448858,50,1,9,4.36,2.06782938545397,50,4,16,10.78,3.3153323470549,25,1,5,3,0.912870929175277,25,1,9,4.56,2.43378991150291,25,1,8,3.44,1.4456832294801,25,4,9,6.64,1.57797338380595,25,1,8,4.4,2.5,25,1,9,4.72,2.13150963716642,25,1,9,4.44,2.23755819291179,25,4,16,11.24,3.16596483450675,25,1,6,3.4,1,25,1,7,4.04,2.24499443206436,25,1,8,3.56,1.6350331291241,25,1,9,5.52,2.31156512634477,25,1,8,3.24,2.29637395328665,25,2,9,5.64,2.01825006709608,25,1,8,4.28,1.92613602842582,25,5,16,10.32,3.46073209981164
przewodnik,guide,N,10,661,1681,50,3,9,6.04,1.21150943126367,50,1,9,3.62,1.99887723587059,50,2,9,6.48,1.50156381068239,50,1,9,6.58,2.05128133176335,50,1,9,4.02,2.31666544315536,50,1,8,3.26,2.36306615071459,50,1,9,7.4,1.78428514239954,50,3,14,9,2.84282124887606,25,3,9,6.08,1.35154232884755,25,1,8,3.96,1.9035055380359,25,2,9,6.72,1.76823829464998,25,1,9,6.56,1.98074060223274,25,1,9,4.48,2.4,25,1,8,2.68,2.096027989635,25,2,9,7.72,1.8375708603117,25,3,14,8.88,2.74347711247363,25,4,9,6,1.08012344973464,25,1,9,3.28,2.07203603572267,25,4,8,6.24,1.16476034731041,25,1,9,6.6,2.16024689946929,25,1,9,3.56,2.18097837372741,25,1,8,3.84,2.51130776024498,25,1,9,7.08,1.7058722109232,25,4,14,9.12,2.99054064231425
przewrotny,perverse,A,10,26,108,50,1,8,4.78,1.31381979319068,50,1,9,4.32,2.28963948681705,50,1,9,5.1,1.63195137982798,50,1,9,4.72,2.09995140857291,50,1,7,3.64,1.72330958285717,50,1,9,5.6,2.22233559801486,50,1,9,4.66,2.24617588858241,50,4,16,10.82,3.24314032747173,25,1,8,4.88,1.58954920234218,25,1,8,4.32,2.26789182575654,25,2,8,4.96,1.30639452948436,25,2,8,4.6,1.77951304200522,25,1,7,4.08,1.7301252363148,25,1,9,5.8,2.17944947177034,25,1,9,4.6,2.34520787991171,25,4,16,11.36,3.18695256737007,25,3,7,4.68,0.988264472024906,25,1,9,4.32,2.35796522451032,25,1,9,5.24,1.92093727122986,25,1,9,4.84,2.40970260959038,25,1,6,3.2,1.63299316185545,25,1,9,5.4,2.29128784747792,25,1,9,4.72,2.18936824982307,25,4,16,10.28,3.27261363439071
przód,front,N,5,1164,2093,50,4,9,5.54,0.97331749125119,50,1,9,3.8,2.20389266007736,50,3,8,6.02,1.16916156946344,50,1,9,6.24,1.75615535550049,50,1,8,3.66,1.98576567251085,50,1,9,4.24,2.67688518351353,50,1,9,5.66,2.37856070353652,50,3,15,6.7,3.19597961731387,25,4,8,5.4,0.957427107756338,25,1,9,4,2.10158670215308,25,4,8,6.44,1.22746350930146,25,2,9,6.08,1.65630109984065,25,1,8,3.72,2.09204843793509,25,1,9,3.56,2.50133297796728,25,2,9,5.36,2.48126311919286,25,3,15,6.8,3.37885582211888,25,5,9,5.68,0.988264472024906,25,1,8,3.6,2.32737334062816,25,3,7,5.6,0.957427107756338,25,1,9,6.4,1.87082869338697,25,1,8,3.6,1.91485421551268,25,1,9,4.92,2.72213151776324,25,1,9,5.96,2.28181214534998,25,3,15,6.6,3.06865877325366
przychylność,favor,N,12,116,293,50,3,9,6.38,1.00792775899215,50,1,8,3.48,2.05277313676412,50,1,9,5.56,1.78611424092432,50,1,9,5.42,1.87453395568616,50,1,7,4.2,1.8516401995451,50,1,9,6.3,2.02282889407233,50,1,9,4.28,2.1763103020048,50,4,16,10.34,3.0210823847605,25,3,9,6.32,1.21518174223721,25,1,8,3.8,2.27303028283098,25,1,9,5.68,1.88679622641132,25,2,9,5.72,1.76823829464998,25,1,7,4.32,1.84210025061975,25,1,9,6.72,1.96892525674965,25,1,9,4.6,2.44948974278318,25,4,16,10.64,3.60416425818802,25,5,8,6.44,0.768114574786861,25,1,7,3.16,1.79536440126603,25,2,8,5.44,1.70977581376429,25,1,8,5.12,1.96468827043885,25,1,7,4.08,1.89120772700057,25,1,9,5.88,2.02731349327133,25,1,7,3.96,1.85921130231791,25,5,15,10.04,2.33595091272626
przycisk,button,N,8,1219,1345,50,3,7,5.2,0.606091526731326,50,1,8,3.26,1.98782005509266,50,1,8,5.6,1.51185789203691,50,1,9,6.68,1.96333743344108,50,1,6,3.06,1.70724745644884,50,1,9,2.08,1.97783637712878,50,1,9,7.44,1.75150081417075,50,3,14,7.08,2.44815632420708,25,5,7,5.2,0.5,25,1,7,3.32,2.01494416796099,25,1,8,5.92,1.38202749610853,25,4,9,6.76,1.64012194668567,25,1,5,3,1.6583123951777,25,1,5,1.4,1,25,3,9,7.4,1.6583123951777,25,3,14,7.04,2.50798724079689,25,3,7,5.2,0.707106781186548,25,1,8,3.2,2,25,1,8,5.28,1.59478316185409,25,1,9,6.6,2.27303028283098,25,1,6,3.12,1.78699002049069,25,1,9,2.76,2.45424801789333,25,1,9,7.48,1.87349939951952,25,3,12,7.12,2.43789526709687
przyciskać,to clasp,V,10,47,91,50,2,7,4.62,0.945235096552758,50,1,8,4.1,1.9192898346492,50,2,9,5.9,1.61939772125066,50,1,9,5.68,1.85648339939922,50,1,7,3.28,2.02070910972422,50,1,9,3.68,2.253704433476,50,1,9,6.7,2.11167792844207,50,4,14,7.62,2.9129548782034,25,2,6,4.52,0.918331820930394,25,1,8,4.32,1.84210025061975,25,2,9,6.2,1.82574185835055,25,2,9,5.92,1.84661853126194,25,1,7,3.92,2.03960780543711,25,1,9,3.32,2.03551795210294,25,2,9,7.28,1.98997487421324,25,4,13,6.88,2.5219040425837,25,3,7,4.72,0.979795897113271,25,1,7,3.88,2.00665559243899,25,2,8,5.6,1.35400640077266,25,1,9,5.44,1.87260958735842,25,1,7,2.64,1.82300118851671,25,1,9,4.04,2.44062833439806,25,1,9,6.12,2.10792156716832,25,4,14,8.36,3.13421973277773
przyczaić się,to lurk,V,13,1132742.5,1596582,50,2,7,4.44,1.09096474811639,50,1,9,4.22,2.09264991660559,50,2,9,5.24,1.83570038905246,50,1,9,6.16,1.90980285337925,50,1,8,3.82,2.10625889448858,49,1,9,4.6530612244898,2.20369973385822,50,1,9,6.26,1.96717968634473,50,3,16,9.76,3.20433380003408,25,3,7,4.32,1.14455231422596,25,1,8,4.28,1.88237438713273,25,2,9,4.92,1.77763888346312,25,1,8,5.84,1.81842422626478,25,1,8,3.64,1.955334583475,24,1,9,4.16666666666667,2.11961166801573,25,3,9,6.6,1.75594229214212,25,3,16,10,3.48807492274272,25,2,7,4.56,1.04403065089106,25,1,9,4.16,2.32163735324878,25,2,8,5.56,1.87260958735842,25,1,9,6.48,1.98158185969358,25,1,8,4,2.27303028283098,25,1,9,5.12,2.22336081942031,25,1,9,5.92,2.13931453196267,25,4,16,9.52,2.94561821468205
przydatny,useful,A,9,307,276,50,4,9,6.62,1.04764069241709,50,1,8,4.02,2.27219214479259,50,1,9,5.96,1.64080617318414,50,1,9,6.66,1.98576567251085,50,1,9,5.04,2.12813993708984,50,1,9,6.14,1.89532184548144,50,1,9,4.62,2.23049367647979,50,4,16,9.24,3.26115041677263,25,4,9,6.52,1.22882057274445,25,1,8,4.12,2.00665559243899,25,4,9,6.4,1.44337567297406,25,2,9,6.68,1.65126214353344,25,1,9,5.6,2.10158670215308,25,4,9,6.52,1.61038297722416,25,1,9,4.76,2.45424801789333,25,4,16,9.16,3.17122478967775,25,5,8,6.72,0.842614977317636,25,1,8,3.92,2.54820198048219,25,1,8,5.52,1.73493515728975,25,1,9,6.64,2.30723499742296,25,1,8,4.48,2.04368947412924,25,1,9,5.76,2.10713075057055,25,1,9,4.48,2.02319878739914,25,4,16,9.32,3.41223289552946
przyglądać,to peer,V,10,438,1591,50,4,8,5.64,0.898070494028669,50,1,7,3.7,1.83225076262581,50,2,7,5.18,1.20695264773625,50,1,9,5.9,1.48804761828569,50,1,8,3.8,1.82946406783796,50,1,9,4.7,1.94043967245802,50,1,9,5.82,1.90262975904404,50,3,15,7.88,3.09469592321166,25,5,7,5.6,0.816496580927726,25,1,7,3.88,1.87794213613377,25,2,7,5.28,1.27540843131393,25,3,9,5.88,1.33291660154215,25,1,8,4.48,1.98158185969358,25,1,8,4.12,2.02731349327133,25,2,9,5.96,1.9035055380359,25,3,15,7.72,3.02103734943259,25,4,8,5.68,0.988264472024906,25,1,7,3.52,1.80554700852678,25,2,7,5.08,1.15181016954473,25,1,9,5.92,1.65630109984065,25,1,6,3.12,1.39403491108843,25,3,9,5.28,1.69607389776114,25,1,9,5.68,1.93045763140937,25,4,15,8.04,3.22076595444831
przygnębienie,depression,V,13,75,651,50,1,8,3,1.37023757808935,50,1,9,4.16,2.40203994936957,50,1,8,3.44,1.71618941916357,50,1,9,3.92,1.92555319377077,50,1,8,4.82,2.15416066328984,50,1,9,6,2.18529407725405,50,1,9,5.54,1.9505101373534,50,4,17,9.58,3.2077075544853,25,1,8,2.96,1.56737572606783,25,1,8,3.92,2.53179778023443,25,1,8,3.44,1.68522995463527,25,1,9,4.12,2.06801031589948,25,1,7,5.28,1.81475434517549,25,1,9,6.12,2.14709105535839,25,2,9,5.76,2.00582485111072,25,4,17,10.08,3.29039004780082,25,1,6,3.04,1.17189305541646,25,1,9,4.4,2.29128784747792,25,1,7,3.44,1.78138522878499,25,1,8,3.72,1.79164728671689,25,1,8,4.36,2.39582971014219,25,1,9,5.88,2.26053091109146,25,1,8,5.32,1.90875177362939,25,5,15,9.08,3.10805405358401
przygnębiony,depressed,V,12,499,742,50,1,8,3.18,1.30446642465846,50,1,9,4.14,2.23159136044214,50,1,7,3.26,1.41146905667789,50,1,9,4.32,2.11351337244651,50,1,8,3.94,2.24435800556481,50,1,9,6.26,2.19284550950846,50,1,9,5.64,2.15482372971026,50,4,15,9.7,2.95026806115191,25,1,5,2.8,1.08012344973464,25,1,9,4.44,2.31084400165827,25,1,7,3.16,1.37477270848675,25,2,9,4.96,2.20756275863979,25,1,8,4.88,2.14709105535839,25,1,9,6.52,2.04368947412924,25,1,9,6.04,2.3,25,4,15,9.52,3.08382878902185,25,2,8,3.56,1.41656862405839,25,1,9,3.84,2.1540659228538,25,1,7,3.36,1.46855938479405,25,1,8,3.68,1.84210025061975,25,1,7,3,1.95789002074512,25,1,9,6,2.34520787991171,25,1,8,5.24,1.96383977622072,25,4,15,9.88,2.86239992547047
przygoda,adventure,N,8,835,1048,50,4,9,7.44,1.2315578321287,50,1,9,5.12,2.46311566425741,50,1,9,5.92,1.75940620781036,50,1,8,4.12,1.81422947044429,50,1,9,5.16,2.29782505861521,50,1,9,5.52,2.40102019133194,50,1,9,5.82,2.04729787071363,50,3,17,8.34,4.01837615695389,25,4,9,7.52,1.26227308191743,25,1,9,5.4,2.54950975679639,25,2,9,5.8,1.97905701450632,25,2,7,4.08,1.65630109984065,25,1,9,5.32,2.59358182185692,25,1,9,5.64,2.43036348447442,25,1,9,6.36,1.8,25,3,17,7.52,3.66424162230968,25,4,9,7.36,1.22065556157337,25,1,8,4.84,2.39234891546642,25,1,8,6.04,1.54056266777218,25,1,8,4.16,1.99332218503014,25,1,9,5,2,25,1,9,5.4,2.41522945769824,25,1,8,5.28,2.17025344142107,25,4,17,9.16,4.25910788780937
przyjaciel,friend,N,10,12811,7758,50,3,9,8.14,1.17820340574373,50,1,9,4.26,2.26607635370398,50,3,9,6.56,1.73980998258724,50,1,9,3.3,2.25198325291921,50,3,9,6.78,1.81028805916154,50,1,9,4.54,2.8009473615991,50,1,9,6.68,1.99427752761316,50,3,12,6.88,2.52044699631325,25,3,9,8.24,1.2675435561221,25,1,8,4.64,2.43036348447442,25,3,9,6.8,1.87082869338697,25,1,9,3.64,2.58005167906898,25,4,9,7.36,1.72916164657906,25,1,9,3.96,2.92232783924049,25,2,9,6.84,2.1733231083604,25,3,10,6.36,2.0387904911164,25,5,9,8.04,1.09848380355227,25,1,9,3.88,2.06801031589948,25,4,9,6.32,1.6,25,1,8,2.96,1.85921130231791,25,3,9,6.2,1.73205080756888,25,1,9,5.12,2.60320315508926,25,1,9,6.52,1.82847842025366,25,3,12,7.4,2.87228132326901
przyjacielskość,friendliness,N,15,0,7,50,3,9,7.48,1.11098411972706,50,1,9,4.04,2.31199180847359,50,2,9,6.22,1.50224322061294,50,1,9,3.64,2.16427392736064,50,2,9,6.02,1.5049577931569,50,1,9,7.14,1.88452343350476,50,1,9,5.32,2.19870091515097,50,5,17,9.96,3.62508268730465,25,3,9,7.52,1.29486163997034,25,1,9,4.72,2.15096877398689,25,2,9,6.2,1.68325082306035,25,2,9,4.16,2.30362033908947,25,4,9,6.24,1.45143607047182,25,1,9,6.8,2.08166599946613,25,2,9,5.64,2.28910462845192,25,5,17,10.04,3.57631094844953,25,6,9,7.44,0.916515138991168,25,1,9,3.36,2.30723499742296,25,3,9,6.24,1.33166562369588,25,1,8,3.12,1.92180470738661,25,2,8,5.8,1.5545631755148,25,3,9,7.48,1.63605215890774,25,1,9,5,2.10158670215308,25,5,17,9.88,3.74521917471684
przyjazny,friendly,A,9,378,528,50,5,9,7.52,0.952761828601889,50,1,9,4.08,2.24826463690354,50,2,9,6.2,1.57790871674104,50,1,9,4.36,2.17368304018403,50,2,9,5.42,1.86361509558433,50,1,9,6.5,1.82107839771171,50,1,9,5.36,2.03800622858594,50,4,15,8.86,2.98984676421207,25,5,9,7.64,0.99498743710662,25,1,9,4.68,2.28619042659763,25,3,9,6.48,1.41774468787578,25,2,8,4.2,1.95789002074512,25,3,9,6.4,1.5545631755148,25,4,9,6.6,1.5545631755148,25,1,9,5.44,2.2561028345357,25,4,15,8.72,3.28532088742231,25,6,9,7.4,0.912870929175277,25,1,9,3.48,2.08406653764541,25,2,9,5.92,1.7058722109232,25,1,9,4.52,2.4,25,2,8,4.44,1.6350331291241,25,1,9,6.4,2.08166599946613,25,1,8,5.28,1.8375708603117,25,4,15,9,2.72335577306137
przyjaźń,friendship,N,8,2213,2708,50,4,9,8.12,1.08119359590997,50,1,9,4.9,2.42646967878043,50,3,9,6.5,1.54193093892306,50,1,9,2.76,1.86875490580204,50,2,9,6.32,2.42806717454061,50,1,9,6.68,2.37710164799446,50,1,9,6.26,2.21138058272036,50,4,14,7.82,2.56896707583704,25,5,9,8.28,0.979795897113271,25,1,9,5.2,2.51661147842358,25,4,9,6.6,1.68325082306035,25,1,9,2.88,1.98578280114753,25,2,9,6.96,2.31804515342849,25,1,9,6.6,2.5,25,2,9,6.72,2.28254244210267,25,4,14,7.04,2.13072757526625,25,4,9,7.96,1.17189305541646,25,1,9,4.6,2.34520787991171,25,3,9,6.4,1.4142135623731,25,1,8,2.64,1.77670106283152,25,2,9,5.68,2.41039415863879,25,1,9,6.76,2.29637395328664,25,1,9,5.8,2.08166599946613,25,4,14,8.6,2.76887462097269
przyjemność,pleasure / enjoyment,N,11,5701,5126,49,4,9,7.81632653061225,1.05422699539669,50,1,9,4.74,2.25705243941866,50,1,9,6.12,1.54708415664924,50,1,9,3.6,2.1092604371762,50,1,8,5.24,2.15292871243251,50,1,9,6.5,2.11167792844207,50,1,9,6.04,2.1661590195457,50,3,15,7.76,3.15297074039641,24,4,9,7.83333333333333,1.23944821757828,25,1,9,5.08,2.46508958593124,25,1,9,6.44,1.75783958312469,25,1,9,3.96,2.22635726393287,25,2,8,5.88,2.02731349327133,25,2,9,6.28,2.33666428910958,25,2,9,6.48,2.08406653764541,25,3,13,7.52,2.55147016443461,25,6,9,7.8,0.866025403784439,25,1,8,4.4,2.02072594216369,25,3,7,5.8,1.25830573921179,25,1,8,3.24,1.96383977622073,25,1,8,4.6,2.12132034355964,25,1,9,6.72,1.88237438713273,25,1,8,5.6,2.19848432637882,25,3,15,8,3.69684550213647
przyjemny,pleasant,A,9,565,1317,50,4,9,7.26,1.20898000523633,50,1,9,4.2,2.49897938350513,50,2,9,6,1.66598625567009,50,1,8,4.5,1.88712068766042,50,1,9,4.92,2.26634651600594,50,1,9,6.18,2.15416066328984,50,1,9,5.14,2.22242742816709,50,4,14,7.46,2.78633692675307,25,4,9,7.32,1.18039541397505,25,1,9,4.28,2.68514431641951,25,5,9,6.52,1.26227308191743,25,1,8,4.2,1.82574185835055,25,2,9,5.32,2.19317121994613,25,1,9,5.88,2.48864086065735,25,1,9,5.2,2.54950975679639,25,4,13,7.12,2.45492701860293,25,4,9,7.2,1.25830573921179,25,1,8,4.12,2.35088635766739,25,2,9,5.48,1.87349939951952,25,1,8,4.8,1.93649167310371,25,1,9,4.52,2.31156512634477,25,2,9,6.48,1.75878746110306,25,1,9,5.08,1.89120772700057,25,4,14,7.8,3.09569593683445
przyjęcie,party,V,9,7761,3452,50,4,9,6.78,1.32926249308036,50,1,9,4.54,2.30536198406043,50,2,9,5.58,1.4010200365652,50,1,9,4.96,2.19424107097443,50,1,8,3.8,2.31234486517695,50,1,9,3.88,2.46311566425741,50,1,9,7.22,1.71773462586569,50,3,13,7.42,2.5879627161936,25,4,9,6.96,1.48548533034381,25,1,8,4.88,2.31516738055804,25,2,9,5.56,1.60934769394311,25,1,9,4.72,2.18936824982307,25,1,8,4.48,2.4,25,1,9,2.84,2.24870333006972,25,3,9,7.6,1.5,25,3,13,7.36,2.56385126973725,25,4,8,6.6,1.15470053837925,25,1,9,4.2,2.29128784747792,25,3,8,5.6,1.19023807142381,25,1,9,5.2,2.21735578260835,25,1,8,3.12,2.04776300712102,25,1,9,4.92,2.25314594881616,25,1,9,6.84,1.86368809979925,25,3,13,7.48,2.66333124739176
przyjrzeć się,to peer,V,13,1133385.5,1598045.5,50,4,9,5.66,0.93917028079392,50,1,9,3.66,2.00621483375626,50,1,8,5.76,1.33340135880892,50,1,9,6.28,1.76172457251063,50,1,8,4.16,2.11274074826699,50,1,9,4.56,1.8534028274545,50,1,9,6.36,2.10693703595276,50,3,17,8.16,3.31576321746377,25,5,9,5.64,0.952190457139047,25,1,7,3.56,1.68522995463527,25,4,8,6,1.1180339887499,25,3,9,6.04,1.69509095134548,25,1,8,5.08,2.05993527406405,25,1,8,3.92,1.65630109984065,25,2,9,6.76,1.87705443004014,25,3,15,8.16,2.93938769133981,25,4,8,5.68,0.945163125250522,25,1,9,3.76,2.31444737824533,25,1,8,5.52,1.50332963783729,25,1,9,6.52,1.82847842025366,25,1,8,3.24,1.76257387552031,25,1,9,5.2,1.84842275106824,25,1,9,5.96,2.28181214534998,25,3,17,8.16,3.71573231902766
przyjść,to come,V,7,9016,4584,50,4,9,5.64,1.00529211918624,50,1,8,3.44,1.86438149726577,50,4,9,5.52,1.14713485142198,50,1,9,5.92,1.8388106182519,50,1,9,4.34,2.27326969408401,50,1,9,4.32,2.22637254157465,50,1,9,6.02,2.16172644534173,50,3,12,6.68,2.49440189551053,25,5,9,5.8,1,25,1,7,3.72,1.8375708603117,25,4,9,5.56,1.19303534454489,25,1,9,5.88,1.94336477961979,25,1,9,4.36,2.44744765010408,25,1,7,3.48,1.89560896108172,25,2,9,6.2,2.58198889747161,25,3,12,6.4,2.54950975679639,25,4,8,5.48,1.00498756211209,25,1,8,3.16,1.88591268797542,25,4,8,5.48,1.12249721603218,25,2,9,5.96,1.76729548557487,25,1,8,4.32,2.13541565040626,25,1,9,5.16,2.24870333006972,25,1,8,5.84,1.67531091641721,25,3,12,6.96,2.4576411454889
przykleić,to paste,V,9,122,69,50,3,7,5.06,0.651841974088562,50,1,9,3.44,2.13005700795609,50,2,8,5.18,1.25665574978567,50,1,9,5.8,1.8516401995451,50,1,7,3.4,1.70233932683043,50,1,9,3.88,2.16314208351402,50,1,9,6.72,1.95917517004957,50,3,15,7.12,2.89714849252763,25,3,6,5,0.707106781186547,25,1,9,3.6,2.19848432637882,25,2,8,5.2,1.44337567297406,25,2,9,5.8,1.73205080756888,25,1,7,3.24,1.66533279957291,25,1,9,3.2,2.10158670215308,25,2,9,6.88,2.12759645296439,25,3,11,6.56,2.2561028345357,25,4,7,5.12,0.6,25,1,7,3.28,2.09204843793509,25,2,7,5.16,1.06770782520313,25,1,9,5.8,2,25,1,7,3.56,1.75783958312469,25,1,9,4.56,2.04287379280594,25,1,9,6.56,1.80462369115189,25,3,15,7.68,3.37540121072049
przykręcać,to screw,V,10,4,10,50,2,7,4.92,0.853324829889604,50,1,9,3.66,2.16285903000484,50,1,9,5.5,1.4321384039831,50,2,9,6.12,1.66157043983414,50,1,7,3.6,1.91662969499982,50,1,8,3.66,1.76831523646385,50,1,9,6.94,1.86711607806788,50,3,14,8.86,2.955520604025,25,2,6,4.76,0.879393730551528,25,1,9,3.6,2.14087209644419,25,4,9,5.88,1.30128141972954,25,2,9,6.28,1.74451521441727,25,1,7,3.48,2.00249843945008,25,1,6,3.04,1.48548533034381,25,2,9,7.24,1.94250697124446,25,3,14,8.84,2.89654967159205,25,4,7,5.08,0.812403840463596,25,1,8,3.72,2.22710574513201,25,1,7,5.12,1.48099065943487,25,2,9,5.96,1.59373774505092,25,1,7,3.72,1.86010752377383,25,1,8,4.28,1.8375708603117,25,1,9,6.64,1.77670106283152,25,5,14,8.88,3.07300070506554
przykry,nasty,A,7,164,653,50,1,5,2.94,1.05772184916644,50,1,8,4.64,2.17368304018403,50,1,7,3.38,1.35360440969996,50,1,9,4.32,1.94243692934669,50,1,8,4.44,1.99141012494019,50,1,9,6.22,2.08287477946678,50,1,9,4.94,2.21691088624487,50,3,16,8.62,3.59074774771984,25,1,5,2.8,1.1180339887499,25,1,8,4.88,2.42074368738204,25,1,7,3.32,1.37598449603669,25,1,7,4.44,1.66032125405497,25,1,8,4.52,1.73493515728975,25,1,9,6.2,2.17944947177034,25,1,9,4.88,2.40346971411471,25,3,16,8.32,3.43656805548792,25,1,5,3.08,0.99666109251507,25,1,8,4.4,1.91485421551268,25,1,6,3.44,1.35646599662505,25,1,9,4.2,2.21735578260835,25,1,8,4.36,2.25240612087015,25,2,9,6.24,2.02649122047609,25,1,8,5,2.06155281280883,25,3,16,8.92,3.78505834389203
przylądek,cape,N,9,120,252,50,3,8,5.52,0.994679724887383,50,1,9,3.26,1.89316709052663,50,2,7,5.04,1.02936477340868,50,1,9,5.96,1.82901780266048,50,1,9,2.98,2.29008510669765,49,1,9,2.59183673469388,1.91396585813918,50,1,9,6.3,2.14998813475606,50,4,17,11.02,2.9657225433411,25,3,8,5.52,1.0847426730182,25,1,9,3.4,1.77951304200522,25,3,7,5.16,0.8,25,2,9,6.04,1.79071680247511,25,1,8,2.36,1.97652894404981,25,1,6,1.88,1.36381816969859,25,1,9,5.4,2.34520787991171,25,4,17,11.84,3.03699412797149,25,4,7,5.52,0.918331820930394,25,1,7,3.12,2.02731349327133,25,2,7,4.92,1.22202018532156,25,1,9,5.88,1.9,25,1,9,3.6,2.44948974278318,24,1,9,3.33333333333333,2.14002573464142,25,3,9,7.2,1.5,25,6,17,10.2,2.70801280154532
