word_french,translate_word_english,translate_word_german,pos,length,syllables,frequency_films,frequency_books,humans_yes,humans_no,humans_n,human_difficulty,nonhumans_yes,nonhumans_no,nonhumans_n,nonhuman_difficulty,category,concrete_mean,concrete_sd,concrete_n,concrete_difficulty,familiar_mean,familiar_sd,familiar_n,familiar_difficulty,intensity_mean,intensity_sd,intensity_n,intensity_difficulty,temporal_stability_mean,temporal_stability_sd,temporal_stability_n,temporal_stability_difficulty,valence_mean,valence_sd,valence_n,valence_difficulty,visibility_mean,visibility_sd,visibility_n,visibility_difficulty
filamenteux,filamentous,faserig,ADJ,11,4,0.01,0.07,0,20,20,0,20,0,20,1,uniquely non-human,4.15,1.66,20,0,3,1.89,19,1,4,1.65,20,2,5.26,0.93,19,1,3.24,0.75,17,2,4.95,1.72,19,1
finaud,sly,durchtrieben,ADJ,6,2,0.18,1.01,14,4,18,3,8,12,20,10,preferentially human,2.67,1.53,18,3,2.88,2.03,17,1,4.32,1.2,19,5,4.33,0.82,15,6,3.82,1.29,17,3,2.53,1.13,15,6
flambé,flambé,flambiert,PPADJ,6,2,0.17,0.07,3,17,20,1,19,1,20,1,preferentially non-human,4.75,1.68,20,0,4.7,1.95,20,0,4.7,1.42,20,1,4.05,1.67,20,2,3.75,1.21,20,0,5.3,1.3,20,0
flemmard,idle,faul,ADJ,8,2,0.4,0.27,20,0,20,0,2,18,20,0,uniquely human,3.85,1.87,20,1,5,1.72,20,0,4.55,1.05,20,0,4.6,1.1,20,1,1.89,0.57,19,1,3.5,1.43,20,0
flétri,withered,verwelkt,PPADJ,6,2,missing,entry,4,15,19,2,19,1,20,1,preferentially non-human,4,1.41,19,0,3.4,1.9,20,0,4,0.94,19,1,4.18,1.33,17,3,2.3,0.8,20,0,4.74,2.05,19,3
floconneux,flaky,flockig,ADJ,10,3,0.05,0.2,1,19,20,0,17,3,20,0,preferentially non-human,4.45,1.67,20,0,3.3,2.03,20,0,3.37,1.64,19,1,4.9,1.45,20,2,4.11,0.99,19,2,5.11,1.91,19,1
fondu,melted,geschmolzen,ADJ,5,2,1.61,2.36,1,19,20,0,20,0,20,1,uniquely non-human,5.37,1.26,19,0,4.85,1.66,20,0,3.75,1.45,20,0,4.6,1.39,20,1,3.68,0.82,19,2,5.75,1.12,20,0
forcené,rabid,wütend,ADJ,7,3,0.02,2.36,17,2,19,1,4,16,20,1,preferentially human,2.95,1.43,20,0,4.05,1.96,19,0,5.25,0.97,20,1,4.39,1.5,18,3,3.1,1.25,20,1,3.11,1.37,19,0
fort,strong,stark,ADJ,4,1,27.93,43.85,20,0,20,0,13,7,20,1,preferentially human,4.25,1.74,20,0,6.42,0.9,19,0,4.15,1.46,20,0,5.32,0.82,19,0,5.7,0.86,20,0,4.85,1.84,20,0
fouineur,prying,zudringlich,ADJ,8,2,0.13,0.47,20,0,20,0,3,17,20,0,preferentially human,3.65,1.76,20,1,4.45,2.04,20,1,4.9,1.02,20,0,4.65,1.23,20,0,2.05,0.6,20,0,2.8,1.32,20,0
fourbu,exhausted,todmüde,ADJ,6,2,0.12,2.84,12,6,18,2,11,9,20,4,both,3.16,1.34,19,1,3.58,1.89,19,0,4.63,1.07,19,3,3.74,1.1,19,1,2.56,0.92,18,2,2.65,1.73,17,2
fragile,fragile,empfindlich,ADJ,7,2,12.94,35.68,18,2,20,1,18,2,20,1,both,4.55,1.93,20,0,5.95,1.36,20,0,4,1.59,20,0,5.1,1.52,20,1,2.95,1.05,20,0,4.15,1.39,20,2
frêle,frail,zierlich,ADJ,5,1,1,9.8,18,2,20,1,14,6,20,0,preferentially human,3.8,1.74,20,0,3.8,1.85,20,0,4.4,1.14,20,0,4.6,1.1,20,1,3,0.88,19,2,5.37,1.54,19,1
frénétique,frenetic,frenetisch,ADJ,10,3,0.52,4.12,12,8,20,0,7,13,20,3,preferentially human,3.1,1.41,20,0,3.63,1.95,19,0,4.8,1.15,20,3,4.68,1.25,19,0,3.16,0.76,19,2,3.72,1.41,18,2
frivole,frivolous,frivol,ADJ,7,2,1.75,4.26,17,3,20,1,11,9,20,1,preferentially human,3.05,1.64,20,0,4.05,1.99,19,1,4.15,1.18,20,0,4.32,1.53,19,1,3.53,1.07,19,0,3.5,1.79,20,0
froufroutant,rustling,raschelnd/knisternd,ADJ,12,3,0,0.07,4,14,18,6,19,1,20,5,preferentially non-human,3.83,1.54,18,1,2.89,2.16,19,2,3.94,1.51,18,2,4.71,1.16,17,5,3.43,1.02,14,5,3.13,1.3,15,8
froussard,cowardly,ängstlich,ADJ,9,2,0.39,0.27,20,0,20,0,1,19,20,0,uniquely human,3.75,1.8,20,0,4.95,1.85,20,0,4.9,1.02,20,0,4.55,1.05,20,0,2.05,0.76,20,0,3.89,1.7,19,0
frugal,frugal,genügsam,ADJ,6,2,0.18,0.61,6,12,18,5,14,6,20,4,preferentially non-human,3.35,1.57,20,0,3.33,1.88,18,4,4.11,1.2,19,5,4.37,0.9,19,3,3.67,1.14,18,4,4.53,1.77,15,2
fruité,fruity,fruchtig,ADJ,6,2,0.31,0.34,0,20,20,1,19,1,20,1,uniquely non-human,5,1.95,20,0,5.25,1.45,20,0,3.21,1.13,19,2,5.42,1.07,19,2,5.55,0.83,20,0,3.5,1.82,20,0
frustré,frustrated,frustriert,PPADJ,7,2,1.14,1.15,20,0,20,0,1,19,20,0,uniquely human,3.1,1.77,20,1,5.7,1.59,20,0,5,0.75,19,0,2.95,0.94,20,0,2.05,0.76,20,0,3.45,1.32,20,0
furibond,furious,wütend,ADJ,8,3,0.25,1.35,18,1,19,2,0,20,20,1,uniquely human,2.89,1.76,19,1,3.45,2.01,20,1,5.79,1.08,19,1,3.16,1.42,19,0,2.5,1.15,18,2,4.4,1.4,15,1
furieux,furious,wütend,ADJ,7,2,18.06,29.53,20,0,20,0,3,17,20,0,preferentially human,4.2,1.44,20,1,6,1.11,19,0,5.45,0.94,20,0,2.65,1.35,20,0,1.8,0.7,20,0,5.15,1.76,20,0
futé,smart,schlau,ADJ,4,2,5.96,1.28,20,0,20,0,1,19,20,0,uniquely human,3.5,1.57,20,0,5.25,1.37,20,0,3.7,0.98,20,0,5.58,0.61,19,0,5.95,0.6,20,0,3.05,1.57,20,0
futile,trifling,oberflächlich,ADJ,6,2,2.23,4.86,15,5,20,2,15,5,20,1,both,2.85,1.84,20,1,4.8,1.74,20,1,3.95,1.36,20,1,4.79,1.18,19,0,2.68,0.95,19,0,2.45,1.54,20,1
gai,happy,fröhlich,ADJ,3,1,10.74,22.64,20,0,20,0,8,12,20,1,preferentially human,4.05,1.57,20,0,5.45,1.64,20,0,3.85,1.35,20,0,3.25,1.29,20,0,5.85,0.81,20,0,4.7,1.53,20,1
galant,gallant,galant,ADJ,6,2,4.66,2.77,20,0,20,0,6,14,20,0,preferentially human,3.2,1.85,20,1,5.45,1.36,20,0,3.85,1.31,20,0,4.9,1.12,20,0,6.05,0.62,19,0,3.85,1.98,20,0
galbé,curved,geschwungen/gerundet,ADJ,5,2,0,0.2,10,8,18,6,14,6,20,4,preferentially non-human,3.33,1.28,18,4,3.1,1.77,20,1,3.53,1.17,19,4,4.94,1.47,18,1,4.56,0.62,18,2,5.37,1.92,19,0
ganté,gloved,mit Handschuhen,PPADJ,5,2,0.04,0.2,11,9,20,1,13,7,20,2,both,4.11,1.91,19,0,3.16,2.01,19,2,3.53,1.31,19,3,3.55,1.43,20,1,3.83,0.38,18,3,5.65,1.41,17,2
gêné,embarrassed,verlegen,PPADJ,4,2,2.56,11.42,20,0,20,0,2,18,20,0,uniquely human,3.6,1.76,20,0,6.05,1.03,19,0,3.9,1.02,20,1,3,1.12,20,0,2.75,0.55,20,0,4.15,0.99,20,0
généreux,generous,grosszügig,ADJ,8,3,16.57,13.99,20,0,20,0,5,15,20,1,preferentially human,3.25,1.62,20,2,6.32,0.95,19,0,4.15,1.35,20,0,5.25,0.97,20,0,6.25,0.79,20,0,3.2,1.77,20,0
gentil,kind,liebenswürdig,ADJ,6,2,134.11,37.36,20,0,20,0,2,18,20,0,uniquely human,2.8,1.4,20,0,6.42,0.84,19,0,3.5,1.47,20,0,5.21,0.92,19,0,6.37,0.6,19,0,3.7,1.69,20,2
glaiseux,clayey,lehmig,ADJ,8,2,0,0.95,0,18,18,2,16,4,20,5,preferentially non-human,4.06,1.75,17,3,2.37,1.57,19,1,3.8,1.36,20,7,4.56,1.85,18,4,3,0.93,15,4,4.6,1.96,15,2
glissant,slippery,rutschig,ADJ,8,2,1.76,3.18,0,20,20,0,19,1,20,0,uniquely non-human,4.45,1.67,20,0,4.65,1.95,20,0,3.65,1.57,20,3,3.75,1.45,20,2,3,0.94,19,2,4.8,1.82,20,0
gonflable,inflatable,aufblasbar,ADJ,9,2,0.92,0.54,2,18,20,0,18,2,20,0,uniquely non-human,3.7,1.69,20,0,4.8,1.99,20,0,3,1.12,20,2,4.9,1.86,20,1,4,0.75,19,1,4.75,1.71,20,0
goudronneux,tarry,teerig,ADJ,11,3,0,0.2,0,20,20,0,18,2,20,0,uniquely non-human,4.7,1.59,20,0,3.3,2.05,20,1,4.15,1.5,20,5,5.68,1.06,19,0,3.1,0.85,20,0,5.89,1.02,18,1
gourmand,fond for food,schlemmerhaft,ADJ,8,2,1.81,4.53,20,0,20,0,4,16,20,0,preferentially human,4.9,1.65,20,0,5.85,1.31,20,0,4.37,0.9,19,0,5.26,0.87,19,0,4,0.88,19,1,3,1.45,20,0
gracieux,graceful,graziös,ADJ,8,2,2.42,7.64,20,0,20,0,14,6,20,1,preferentially human,3.65,1.63,20,0,5.1,1.59,20,0,4.15,1.35,20,0,5.1,1.21,20,0,5.8,0.77,20,0,5,1.25,19,1
gracile,slender,feingliedrig,ADJ,7,2,0.16,1.69,10,7,17,7,14,6,20,5,preferentially non-human,3.06,1.09,17,3,3.22,2.26,18,3,3.88,1.32,17,4,4.31,1.25,13,7,3.94,1.18,16,3,3.8,1.9,15,8
grand,tall,groß,ADJ,5,1,338.27,537.97,20,0,20,0,19,1,20,2,both,4.05,1.96,20,0,6.47,0.84,19,0,3.8,1.4,20,1,6.2,0.89,20,1,4.75,0.55,20,0,6.47,0.84,19,0
granulé,granulated,körnig,ADJ,7,3,0,0.07,1,19,20,0,18,2,20,1,uniquely non-human,4.9,1.8,20,0,4.05,1.9,20,0,3,0.94,19,3,5.11,1.57,18,3,3.89,0.47,18,2,5.9,1.21,20,0
grassouillet,pudgy,rundlich,ADJ,12,3,0.66,0.88,20,0,20,0,8,12,20,2,preferentially human,4.75,1.77,20,0,4.8,2.02,20,0,3.47,1.07,19,0,5.05,0.94,20,0,2.55,0.69,20,1,6,1.03,20,0
gratiné,cooked au gratin,überbacken,ADJ,7,3,0.02,0.41,3,17,20,0,19,1,20,0,preferentially non-human,5.05,1.76,20,0,5.45,1.47,20,0,4,1.56,20,2,4.75,1.41,20,1,4.37,1.07,19,4,5.75,1.33,20,0
gratuit,free,kostenlos,ADJ,7,2,12.15,5.81,1,19,20,0,18,2,20,0,uniquely non-human,2.8,1.47,20,0,6.1,1.25,20,0,3.5,2.28,20,0,5.1,1.71,20,1,5.75,0.79,20,0,2.7,2.05,20,0
grêlé,pockmarked,pockennarbig,ADJ,5,2,0.3,0.34,2,18,20,1,16,4,20,2,preferentially non-human,4.25,1.52,20,1,3.16,1.64,19,1,4.45,1.19,20,2,3.79,1.55,19,3,3.1,0.91,20,1,5.11,1.91,19,0
grillé,grilled,gegrillt,PPADJ,6,2,2.15,3.31,8,12,20,1,20,0,20,0,preferentially non-human,5.05,1.32,20,0,5.1,1.74,20,0,4.35,1.35,20,0,5.15,1.42,20,1,3.79,0.92,19,1,6.1,0.97,20,0
grincheux,grumpy,griessgrämig,ADJ,9,2,1.16,1.01,20,0,20,0,2,18,20,1,uniquely human,4,1.56,20,0,5.25,1.59,20,0,4.35,0.99,20,0,3.89,0.88,19,1,1.75,0.72,20,0,4.35,1.76,20,0
grognon,grumpy,griessgrämig,ADJ,7,2,0.71,0.88,20,0,20,0,2,18,20,0,uniquely human,3.6,1.79,20,0,4.3,2.08,20,0,4.3,1.03,20,0,3.4,1.19,20,0,1.95,0.62,19,0,3.85,1.57,20,1
gros,big,dick,ADJ,4,1,180.91,216.01,20,0,20,0,18,2,20,2,both,4.9,1.65,20,0,6.21,1.08,19,0,4.9,0.79,20,0,5.05,1.05,20,2,2.45,0.83,20,0,6.61,0.61,18,0
guilleret,jolly,fröhlich,ADJ,9,2,0.14,2.09,10,8,18,3,5,15,20,3,preferentially human,3.05,1.39,20,2,3.94,1.95,18,1,4.18,1.13,17,5,3.65,1,17,1,4.56,1.03,16,2,4.35,1.62,17,1
habillé,dressed,angezogen,PPADJ,7,3,5.14,7.03,20,0,20,0,14,6,20,0,preferentially human,4.65,1.9,20,0,6.2,1.06,20,0,2.9,1.48,20,2,3.3,1.45,20,1,4.4,0.82,20,1,6.42,0.69,19,0
haché,chopped,gehackt,PPADJ,5,2,0.73,1.01,1,19,20,0,19,1,20,0,uniquely non-human,4.4,1.39,20,0,4.79,1.78,19,2,4.35,1.79,20,0,5.5,1.15,20,2,3.3,0.86,20,1,5.25,1.52,20,0
hagard,haggard,verstörrt,ADJ,6,2,0.24,6.96,16,4,20,1,4,16,20,3,preferentially human,2.74,1.28,19,1,3.21,1.96,19,3,4.47,1.12,19,2,3.28,1.13,18,2,2.94,0.8,18,0,3.06,1.73,16,1
hardi,bold,kühn,ADJ,5,2,1.3,6.49,17,2,19,1,5,15,20,3,preferentially human,2.94,1.63,18,1,2.8,1.24,20,0,4.5,0.89,20,3,4.44,1.04,18,1,4.33,0.91,18,3,3.22,1.83,18,1
hautain,haughty,hochmütig,ADJ,7,2,0.51,4.12,20,0,20,0,1,19,20,0,uniquely human,3.1,1.48,20,0,4.53,1.74,19,0,5.05,0.71,19,0,5.11,0.99,19,0,1.95,0.89,20,1,4.45,1.54,20,0
hébété,dazed,benommen,PPADJ,6,3,0.29,2.84,16,2,18,5,3,17,20,2,preferentially human,2.89,1.53,18,2,3.45,2.06,20,0,4.5,0.83,20,2,2.95,1.22,19,0,3.06,1.11,18,3,3.39,1.42,18,1
herbeux,grassy,grasbewachsen,ADJ,7,2,0.01,0.74,0,20,20,0,16,4,20,0,preferentially non-human,4.95,1.23,20,0,3.5,1.99,20,0,3.7,1.45,20,6,5.4,1.39,20,3,4.06,0.64,18,1,5.67,1.41,18,0
héroïque,heroic,heroisch,ADJ,8,3,3.31,7.57,18,2,20,1,6,14,20,0,preferentially human,3.05,1.79,20,1,4.65,1.6,20,1,5.58,0.96,19,0,4.72,1.02,18,0,6.21,0.71,19,0,3.55,1.79,20,0
hésitant,hesitant,zögernd,ADJ,8,3,0.11,3.92,19,1,20,0,3,17,20,0,preferentially human,3.05,1.7,20,0,5.68,1.45,19,0,3.35,0.93,20,0,2.85,1.46,20,0,3.11,0.57,19,1,3.9,1.59,20,1
heureux,happy,froh,ADJ,7,2,155.8,125.41,20,0,20,0,0,20,20,0,uniquely human,3.6,1.98,20,0,6.16,1.38,19,0,4.05,1.61,20,0,3.6,1.35,20,0,6.74,0.45,19,0,4.35,1.79,20,1
hilare,jolly,vergnügt,ADJ,6,2,0.14,6.15,19,1,20,0,4,16,20,0,preferentially human,3.8,1.58,20,0,4.7,1.63,20,0,5.2,0.95,20,1,2.89,1.49,19,1,4.95,0.85,19,0,4.65,1.81,20,0
honnête,honest,ehrlich,ADJ,7,2,43.6,20.2,20,0,20,0,3,17,20,0,preferentially human,2.95,1.67,20,1,6.2,1.06,20,0,3.65,1.35,20,0,4.85,1.57,20,0,6.5,0.61,20,0,2.75,1.25,20,0
honorable,honorable,ehrenwert,ADJ,9,3,9.31,8.24,20,0,20,0,12,8,20,1,preferentially human,2.8,1.4,20,1,5.35,1.53,20,0,4,1.34,20,0,5.15,1.35,20,0,5.9,0.79,20,1,2.6,1.47,20,1
honteux,ashamed,beschämt,ADJ,7,2,7.17,13.04,20,0,20,0,5,15,20,0,preferentially human,3.3,1.72,20,0,5.5,1.7,20,0,4.8,1.06,20,0,3.15,1.23,20,1,1.75,0.72,20,0,3.25,1.07,20,0
hostile,hostile,feindselig,ADJ,7,2,6.32,15.47,20,0,20,0,14,6,20,3,preferentially human,3.2,1.67,20,1,4.8,1.64,20,0,5.68,0.75,19,0,4.2,1.2,20,0,1.79,0.63,19,0,4.1,1.8,20,1
huilé,oily,ölgetränkt,PPADJ,5,2,0.21,1.15,3,17,20,0,20,0,20,0,preferentially non-human,4.65,1.53,20,0,4.55,1.96,20,1,3.05,0.94,20,2,4.6,1.47,20,1,3.94,0.54,18,3,5.84,1.12,19,0
humble,humble,demütig,ADJ,6,1,9.66,12.84,20,0,20,0,9,11,20,2,preferentially human,2.75,1.12,20,0,5.1,1.68,20,0,3.45,1.5,20,0,5.58,1.02,19,1,5.85,0.75,20,0,2.25,1.33,20,0
humide,damp,feucht,ADJ,6,2,8.24,38.24,2,18,20,0,19,1,20,0,uniquely non-human,4.95,1.64,20,0,5.05,1.88,20,1,3.35,1.27,20,0,3.26,0.93,19,0,2.75,0.85,20,0,5.16,0.83,19,0
humilié,humiliated,gedemüdigt,PPADJ,7,3,1.09,2.16,19,1,20,0,2,18,20,0,uniquely human,3.75,1.86,20,1,5.3,2.05,20,1,4.65,1.39,20,0,2.95,1.23,20,0,1.75,0.64,20,0,2.84,1.17,19,0
humoristique,humorous,humoristisch,ADJ,12,4,0.2,0.61,14,6,20,0,14,6,20,1,both,4.45,1.64,20,0,5.5,1.54,20,0,3.8,1.2,20,0,4.9,0.97,20,1,5.89,0.74,19,0,3.65,1.6,20,1
hypocrite,hypocrite,heuchlerisch,ADJ,9,3,3.61,4.26,20,0,20,0,2,18,20,0,uniquely human,3,1.3,20,0,5.9,1.17,20,1,5.42,0.9,19,0,4.8,1.51,20,0,1.4,0.5,20,0,2.8,1.85,20,0
hystérique,hysterical,hysterisch,ADJ,10,3,5.6,3.45,20,0,20,0,3,17,20,0,preferentially human,3.75,1.62,20,0,4.9,1.97,20,0,6.21,0.85,19,0,3.75,1.55,20,0,1.85,0.88,20,1,4.9,1.41,20,0
idyllique,idyllic,idyllisch,ADJ,9,3,0.79,1.35,7,12,19,4,17,3,20,2,preferentially non-human,3.2,1.67,20,3,4.47,1.84,19,2,5.55,1.47,20,0,3.68,1.42,19,0,6,0.97,18,1,3.35,2.03,17,2
ignorant,ignorant,unwissend,ADJ,8,3,1.79,2.5,20,0,20,0,1,19,20,0,uniquely human,3,1.84,20,1,5,1.89,20,0,4.2,1.24,20,0,4.2,1.85,20,0,1.74,0.73,19,0,2.8,1.61,20,0
imaginatif,imaginative,fantasievoll,ADJ,10,5,0.44,1.08,20,0,20,0,6,14,20,0,preferentially human,3.7,1.53,20,1,5.65,1.57,20,0,3.7,1.49,20,0,5.6,0.99,20,0,6.05,0.62,19,0,2.75,1.71,20,0
imbécile,stupid,dumm,ADJ,8,3,18.79,10.88,20,0,20,0,2,18,20,0,uniquely human,2.58,1.12,19,0,5.25,2.1,20,0,4.85,0.93,20,0,4.6,1.47,20,0,1.65,0.75,20,0,3.5,1.57,20,1
imbriqué,nested,verschachtelt,ADJ,8,3,0,0.14,6,14,20,1,18,2,20,0,preferentially non-human,3,1.81,20,1,3.95,1.93,20,1,3.7,1.08,20,2,4.78,1.56,18,0,3.67,0.91,18,2,4.76,1.6,17,1
imbuvable,undrinkable,untrinkbar,ADJ,9,3,0.6,0.47,12,8,20,3,17,3,20,0,preferentially non-human,4.9,1.59,20,0,4.35,2.08,20,0,5,1.62,20,0,4.95,1.61,20,0,1.75,0.72,20,0,2.5,1.4,20,1
impérieux,imperious,gebieterisch,ADJ,9,3,0.38,6.55,18,2,20,2,12,8,20,1,preferentially human,2.75,1.37,20,3,3.95,2.24,20,0,4.53,1.54,19,1,4.3,1.17,20,0,3.79,1.51,19,1,2.67,1.53,18,6
impertinent,impertinent,unverschämt,ADJ,11,4,0.92,0.41,19,1,20,0,7,13,20,2,preferentially human,2.65,1.14,20,2,5,1.86,20,1,4.85,1.23,20,0,4.53,0.84,19,0,2.15,0.75,20,0,2.53,1.35,19,0
implorant,imploring,flehentlich,ADJ,9,3,0.23,1.15,18,2,20,0,4,16,20,1,preferentially human,2.9,1.68,20,1,4.15,1.6,20,1,4.9,1.12,20,0,3.1,1.41,20,1,2.75,1.02,20,0,3.84,1.42,19,0
impotent,impotent,impotent,ADJ,8,3,0.64,0.47,15,4,19,2,7,13,20,3,preferentially human,3.26,1.28,19,2,3.39,1.82,18,2,5.05,1.22,19,1,4.61,1.14,18,1,3,1.32,17,2,3.5,2.07,18,4
impressionable,impressionable,leicht zu beeindrucken,ADJ,15,4,0.78,0.68,20,0,20,1,6,14,20,0,preferentially human,3.4,1.7,20,1,4.85,1.9,20,0,4.25,1.29,20,1,4.5,1.57,20,0,3.8,1.36,20,0,2.58,1.17,19,1
imprévoyant,improvident,sorglos,ADJ,11,4,0,0.07,20,0,20,0,3,17,20,1,preferentially human,2.47,1.31,19,0,4.21,2.02,19,0,4.16,0.83,19,1,3.9,1.55,20,0,2.58,0.69,19,1,2.35,1.73,20,0
imprimé,printed,bedruckt,PPADJ,7,3,missing,entry,0,20,20,0,19,1,20,0,uniquely non-human,3.55,1.76,20,0,5.9,1.25,20,0,3.4,1.5,20,1,6,0.82,19,0,4.06,0.42,18,2,5.7,1.26,20,0
imprudent,imprudent,unvorsichtig,ADJ,9,3,3.1,2.5,20,0,20,0,3,17,20,0,preferentially human,2.95,1.47,20,0,5.35,1.6,20,0,4.3,1.08,20,0,4.26,0.87,19,0,2.25,0.64,20,0,3.15,1.6,20,0
impulsif,impulsive,impulsiv,ADJ,8,3,1.4,1.28,20,0,20,0,2,18,20,0,uniquely human,3.55,1.9,20,0,5.6,1.19,20,0,5.2,1.06,20,0,4.7,1.84,20,0,3.05,1.5,20,1,3.55,1.76,20,0
incertain,uncertain,unsicher,ADJ,9,3,1.49,8.78,19,1,20,0,6,14,20,1,preferentially human,2.55,1.39,20,1,5.6,1.54,20,0,3.35,1.35,20,0,3.26,1.1,19,0,2.75,0.79,20,0,3.1,1.62,20,0
incommodé,inconvenient,unbequem,ADJ,9,4,0.02,0.14,16,4,20,0,6,14,20,5,preferentially human,2.65,1.46,20,1,4.74,1.59,19,0,3.8,1.15,20,0,3.05,0.91,19,1,2.5,0.83,20,0,3.63,1.42,19,4
increvable,tireless,unverwüstlich,ADJ,10,3,0.35,0.61,14,6,20,4,17,3,20,0,preferentially non-human,3.1,1.97,20,0,4.5,1.99,20,0,5.7,1.13,20,0,5.8,1.15,20,1,5.32,0.95,19,0,3,1.41,20,0
indigeste,indigestible,unverdaulich,ADJ,9,3,0.24,0.81,5,15,20,1,19,1,20,0,preferentially non-human,4.6,1.47,20,0,4.85,1.63,20,1,4.75,1.29,20,0,4.15,1.46,20,2,1.85,0.59,20,0,2.6,1.76,20,0
indigné,indignant,aufgebracht,ADJ,7,3,0.14,2.5,19,1,20,0,0,20,20,1,uniquely human,3.05,1.85,20,0,4.9,1.77,20,0,4.8,1.28,20,0,3.15,1.35,20,0,2.4,0.75,20,1,3.6,1.64,20,1
indiscret,indiscreet,indiskret,ADJ,9,3,2.25,3.38,20,0,20,0,7,13,20,1,preferentially human,3.6,1.67,20,2,5.05,1.76,20,0,4,1.34,20,0,4.5,1.1,20,0,2.35,0.75,20,0,3,1.65,20,0
indulgent,indulgent,nachsichtig,ADJ,9,3,1.89,4.19,20,0,20,0,0,20,20,1,uniquely human,2.6,1.39,20,1,5.5,1.32,20,0,3.4,1.1,20,0,4.75,1.21,20,0,5.05,0.91,19,1,2.9,1.89,20,0
industrieux,industrious,gewandt,ADJ,11,4,0.01,0.68,2,17,19,3,17,3,20,2,preferentially non-human,3.17,1.5,18,2,3.21,1.9,19,1,3.79,0.98,19,3,4.8,1.15,20,3,3.56,1.1,18,2,3.26,2.05,19,0
inepte,inept,unfähig,ADJ,6,2,0.52,1.69,6,12,18,6,12,8,20,4,preferentially non-human,2.59,1.18,17,2,2.95,1.72,19,0,4.44,1.65,18,0,4.44,1.29,18,2,2.88,1.15,16,4,3.13,1.96,15,5
infirme,disabled,verkrüppelt,ADJ,7,2,2,3.04,15,4,19,1,2,18,20,0,preferentially human,3.8,1.67,20,0,3.75,2.15,20,0,4.5,1.54,20,0,5.5,1.24,20,0,2.15,0.88,20,0,5.58,1.26,19,1
infroissable,crease-resistant,knitterfrei,ADJ,12,3,0.18,0.14,12,8,20,2,19,1,20,0,preferentially non-human,3.85,1.69,20,0,4.1,1.94,20,0,4.65,1.57,20,0,5.45,1.5,20,0,4.42,1.12,19,1,2.95,1.43,20,0
ingénieux,ingenious,einfallsreich,ADJ,9,3,2.9,2.77,20,0,20,0,13,7,20,0,preferentially human,3.2,1.67,20,0,5.4,1.31,20,0,4.58,1.07,19,1,5.75,0.79,20,0,5.95,0.52,19,0,3.1,1.77,20,1
ingrat,ungrateful,undankbar,ADJ,6,2,3.46,4.86,20,0,20,0,3,17,20,0,preferentially human,3.4,1.47,20,0,4.85,1.76,20,0,5.37,0.76,19,1,4.6,1.35,20,0,1.42,0.61,19,0,3.05,1.85,20,0
inhibé,inhibited,gehemmt,ADJ,6,3,0.18,0.07,8,12,20,0,14,6,20,1,preferentially non-human,2.85,1.57,20,0,4.45,1.76,20,0,3.55,1.32,20,1,4.25,1.37,20,1,2.9,0.79,20,0,2.89,1.29,19,3
injurieux,abusive,beleidigend,ADJ,9,3,0.09,0.88,20,0,20,0,10,10,20,2,preferentially human,3.16,1.57,19,1,4.7,1.92,20,0,5,0.92,20,0,3.2,1.24,20,0,1.65,0.75,20,0,3.4,1.76,20,1
innocent,innocent,unschuldig,ADJ,8,3,23.49,11.22,20,0,20,0,5,15,20,2,preferentially human,3,1.72,20,1,5.6,1.6,20,0,3.7,1.38,20,0,4.65,1.76,20,1,5.15,1.14,20,1,2.05,0.85,19,1
inoccupé,unoccupied,frei/unbewohnt/untätig,ADJ,8,4,0.11,0.88,10,10,20,0,16,4,20,0,preferentially non-human,3.1,1.74,20,1,5.2,1.91,20,0,3.1,1.33,20,1,2.9,1.41,20,0,3.7,0.86,20,0,4,2.08,20,1
inondé,flooded,überschwemmt,ADJ/PPADJ,6,3,0.16,0.88,1,19,20,0,17,3,20,0,preferentially non-human,4.2,1.61,20,0,4.4,1.96,20,0,4.47,1.07,19,1,3.45,1.47,20,1,2.15,0.59,20,0,5.75,2,20,0
insomniaque,insomniac,schlaflos,ADJ,11,3,0.62,0.68,20,0,20,0,0,20,20,0,uniquely human,3.25,1.59,20,0,4.7,1.98,20,0,4.45,1.64,20,0,5.1,1.12,20,0,2.35,0.75,20,0,2.75,1.8,20,0
instruit,educated,gebildet,PPADJ,8,2,2.37,1.69,19,1,20,1,1,19,20,0,uniquely human,3.05,1.82,20,0,5.63,1.12,19,0,3.45,1.28,20,0,5.9,0.85,20,0,6.05,0.78,19,0,3,1.78,20,1
intègre,upright,integer,ADJ,7,2,1.5,0.81,18,2,20,0,6,14,20,0,preferentially human,2.74,1.79,19,0,4.4,1.9,20,1,4.25,1.41,20,0,5.32,1.16,19,1,5.7,0.8,20,0,2.3,1.26,20,1
intelligent,intelligent,intelligent,ADJ,11,4,31.92,19.32,20,0,20,0,3,17,20,1,preferentially human,3.4,1.79,20,0,5.95,1.28,20,0,3.95,1.5,20,0,5.63,0.76,19,0,6.45,0.6,20,0,2.61,1.29,18,2
intéressé,interested,interessiert,PPADJ,9,4,3.77,3.45,20,0,20,0,5,15,20,0,preferentially human,3,1.84,20,1,5.95,1.31,19,0,3.7,1.34,20,0,3.6,1.05,20,0,5,1.2,19,0,3.4,1.54,20,0
