word_chinese_simplified,concrete_mean,concrete_sd,arousal_mean,arousal_sd,familiar_mean,familiar_sd,typicality_mean,typicality_sd,valence_mean,valence_sd
坦然,4.5714,1.5499,3.1786,1.8268,6.4828,1.2711,4,2.22,1.4333,1.2229
叹气,2.5357,1.5749,4.4643,1.6663,6.6552,0.8975,4.6552,1.5417,-0.9,1.1552
探险,3.5556,1.8257,3.7857,2.0612,6.7143,0.5998,2.6897,1.7547,0.4333,1.1943
逃避,3.5357,1.7101,3.6429,1.7473,6.6207,0.9788,3.5862,1.8807,-1.6,0.8137
逃走,2.7407,1.534,3.75,2.2215,6.8571,0.4484,2.7241,1.7299,-0.8667,1.2243
讨厌,3.8519,1.8954,5.1786,1.9447,6.8571,0.4484,5.8276,1.9285,-1.6667,1.0283
特定,4.6071,1.7286,1.9643,1.3467,6.6897,0.7608,1.8276,1.416,0.3333,0.7581
特殊,4.963,1.315,2.6071,1.7709,6.8929,0.4163,2.1034,1.2055,0.1667,0.6477
疼痛,3.1481,1.7911,4.8571,1.9572,6.8214,0.4756,4.7931,1.7603,-1.6,1.1626
提高,4.8214,1.6789,2.7857,1.6183,6.8621,0.4411,2.2414,1.845,1.5,0.861
提交,3.037,1.6752,1.9643,1.6212,6.8214,0.6696,1.3103,0.8495,0.4,0.8137
提升,4.037,1.7205,2.75,1.6471,6.6786,1.0905,2.7241,1.8879,1.7,0.7944
提醒,3.75,1.7769,2.3214,1.7225,6.7586,0.5766,2.1034,1.5889,0.3,0.7944
体罚,2.1111,1.4763,4.2143,2.025,6.1786,1.2488,3.4138,1.7427,-1.8667,0.7761
体贴,3.9259,1.6854,3.2143,1.6183,6.7857,0.4179,4.3103,1.8343,1.8667,0.8996
体验,4.6071,1.4489,1.7143,1.0491,6.6552,0.8567,1.6552,1.3958,0.5333,0.9371
天堂,3.7407,2.1767,3.0357,1.8152,6.8571,0.5245,2.8966,1.655,1.2,1.2429
恬静,4.25,1.7769,2.7143,1.3294,5.6552,1.6961,3.8621,1.8072,1.4333,1.0063
甜美,4.037,1.8704,3.3214,1.8669,6.75,0.967,4.2414,1.8833,1.9333,1.0483
挑剔,4.3929,1.4742,4,1.9052,6.4483,1.2417,3.6552,1.7582,-1.1667,1.1167
挑衅,4.0741,1.6854,5.7143,1.4365,5.8929,1.5715,4.7931,1.3464,-1.8667,0.9732
挑战,3.4074,1.6469,2.9286,2.0354,6.6071,1.1001,2.4828,1.4046,0.5667,1.0726
铁路,1.25,0.6455,1.4643,0.8812,6.8276,0.6584,1.2069,0.6199,0.4,0.7701
停止,3,1.9807,2.2857,1.6069,6.7143,1.1819,1.8966,1.5889,-0.3,0.7944
同意,3.4074,1.6234,2.9643,1.6212,7,0,3.5517,2.0974,1.2667,1.0148
童话,2.8929,1.9117,2.8571,1.8402,6.6552,1.0098,2.2759,1.7091,1.0667,0.9803
痛苦,4.6667,1.6871,5.9643,1.3467,6.6429,0.731,6.3448,1.1425,-2,0.9826
投降,3.037,1.7205,3.9643,1.9338,6.6786,1.2488,3.5517,1.8629,-1.3333,1.0613
透明,3.1852,1.7982,1.75,1.1746,6.75,1.1426,1.7931,1.3464,0.2333,0.504
突击,3.6071,1.5477,3.0714,1.8645,6.5172,1.2989,2.0345,1.4756,-0.2333,1.1043
团聚,3.25,2.0115,4,1.8856,6.6897,0.8906,3.5172,1.8826,1.5,1.3065
推荐,3.8929,1.8326,2.2857,1.4872,6.8276,0.4682,2.3793,1.6348,1.3667,1.4259
吞噬,4.3214,1.8064,4.2857,1.9024,6.2069,1.3985,2.6897,1.8147,-1.4667,1.0417
拖欠,3.4643,1.8754,3.2143,1.5719,6.3103,1.3655,3.1034,2.0761,-1.3333,0.6609
拖延,4.2143,1.7713,3.3214,1.6114,6.4828,1.1533,3.1379,1.9589,-1.2,0.8469
脱离,3.5185,1.6495,3.0714,2.0715,6.6786,0.7228,2.3103,1.8343,-0.6,1.07
妥善,4.3571,1.3393,2.7143,1.5836,6.4138,1.2106,3.0345,1.8024,1.2667,0.9072
挖掘,3.6786,1.847,1.8929,1.37,6.7586,0.6356,1.6552,1.2328,0.3333,1.0613
完备,4.6429,1.6151,1.8214,1.3068,6.3448,1.1109,2.1724,1.6918,1.1,0.9595
完结,3.3704,1.7353,1.8571,1.4584,6.6071,0.786,1.5172,0.9111,0.2,0.9965
完美,4.7037,1.6598,3.8929,1.969,6.9286,0.2623,4.2069,1.9889,2.3667,0.9643
挽救,3.7778,1.8257,4.3214,1.7008,6.5714,1.2301,3.2759,1.8106,1.0667,1.2576
晚会,2,1.3868,1.9643,1.2317,6.5714,0.9595,1.931,1.5102,0.9333,1.0807
惋惜,4.3929,1.6852,4.5357,1.7947,6.4138,1.0528,5.5862,1.5928,-0.8333,1.4641
妄想,4.7857,1.6183,4.4286,1.9327,6.3793,1.2932,4.2069,1.634,-1.4,0.8137
旺盛,3.75,1.8782,4.0357,1.9528,6.3793,1.2932,3.931,1.9627,1.8333,0.8339
危机,3.9259,1.6854,5.1429,1.8402,6.3929,1.5477,3.8276,1.8911,-1.7333,0.7849
危险,3.5556,1.7831,4.7143,2.3548,6.9286,0.2623,4,2.0354,-1.8333,0.7466
威慑,4.2963,1.5644,4.5,1.972,5.9286,1.4639,4.2069,1.6983,-0.5333,1.432
威武,4.5185,1.2821,3.4286,2.0079,6.2857,1.384,3.5517,1.8045,1.2,1.2972
威胁,3.8519,1.5616,4.8929,1.8123,6.5714,0.9974,4.6552,1.6749,-1.9,0.8847
威严,4.5556,1.4233,3.6071,1.7071,6.6429,0.8698,3.3103,1.9839,0.5667,1.2229
微妙,4.963,1.5059,3.1071,1.6852,6.3929,1.2573,2.8276,1.9099,0.2667,0.9444
微笑,1.7037,1.2954,4.0357,1.7739,6.9286,0.378,5.0345,1.4756,2.0333,0.8503
违反,3.6786,1.765,4,2.0367,6.6552,1.0098,2.7931,1.8004,-1.4667,1.008
违章,2.5926,1.6701,3.25,1.8584,6.3571,1.4198,2.931,1.8885,-1.6333,0.9279
围观,2.7778,1.5021,2.6429,1.6603,6.2857,1.7182,1.9655,1.4011,-0.1,0.712
维持,4.4286,1.5499,1.8214,1.1239,6.6897,0.8064,1.931,1.4125,0.7333,0.8683
维护,3.8519,1.6102,2.2143,1.4747,6.4286,1.4254,2.4483,1.7846,0.9,1.0289
伟大,4.7407,1.8727,3.6071,2.1661,6.8214,0.6118,4.0345,1.9545,2.4333,0.8976
伪装,3.8519,1.9749,3.1429,1.919,6.5,1.262,2.6552,1.8181,-1.0667,1.0483
委屈,4.1111,1.8257,4.9643,1.9338,6.5714,1.2889,6.3793,0.9788,-1.3667,0.9643
委婉,4.4286,1.4764,3.0357,1.3467,6.5172,1.2136,3.3103,1.7949,0.4667,1.1059
萎缩,3.963,1.7863,4.1429,1.8199,6.0357,1.7101,3.5862,2.0962,-1.7,0.7022
畏惧,4.2593,1.5834,5.4286,1.3992,6.8214,0.4756,5.7931,1.612,-1.6333,0.8087
慰问,3.7778,1.6251,2.9286,1.5379,6.25,1.5062,3.3448,1.6317,1.2333,1.04
温暖,4.5185,1.718,4.2857,1.843,6.7857,0.4987,4.7931,1.5671,2.0333,1.1885
文静,4.1071,1.6179,2.6071,1.7917,6.6552,1.1425,3.1724,1.6918,1.3333,1.1244
文学,3.5556,2.0631,2,1.7213,6.7143,1.0491,1.5517,1.378,0.7667,1.0063
文雅,4.0741,1.7958,2.6429,1.7473,6.1071,1.4489,3.5517,2.1644,1.7,1.0875
闻名,3.4815,1.6495,2.5714,1.62,6.6429,0.9894,3.4483,1.6815,1.5,1.1371
紊乱,4.8214,1.3348,4.0357,1.7947,5.6897,1.8728,3.6207,1.9164,-1.3333,0.9589
稳固,4.3929,1.4991,1.8929,1.0659,6.7931,0.6199,2.3448,1.6317,1.2,0.8867
无聊,4.5926,1.5995,2.75,1.7132,6.8214,0.4756,4.3103,2.4943,-0.9667,0.8087
无能,3.6667,1.5689,3.4643,1.9145,6.5714,1.0338,3.8621,1.6631,-1.5333,0.7303
无情,4.963,1.4802,3.8929,1.9117,6.3929,1.3968,5.4828,1.6609,-1.7333,1.1725
武功,2.2963,1.6128,2.3929,1.931,6.6786,0.863,1.4828,1.0896,0.5,1.0086
武器,1.4444,1.0127,2.6786,1.9255,6.5,1.3744,2.2414,1.6181,-0.4667,1.4077
武装,2.7037,1.6598,2.75,1.993,6.5357,1.2317,2.0345,1.4996,-0.2667,0.9444
侮辱,3.9259,1.6624,5.6786,1.7438,6.3929,1.2573,5.4138,1.5702,-2.2333,1.3309
误导,3.9259,1.4917,3.2143,1.9693,6.4643,1.2615,3.2759,1.6881,-1.3667,0.9643
误会,3.6296,1.7353,2.9643,1.7101,6.7143,1.0131,2.7241,1.6668,-1,1.0171
喜爱,4.3333,1.7097,4.9643,2.0635,6.75,0.5853,5.9655,1.6143,2.1333,0.8193
喜剧,2.5926,1.7815,3.4643,1.8951,6.5,1.3744,4.1724,1.56,1.8333,1.1472
喜乐,3.8889,1.8467,4.9286,1.9231,6.5,1.1706,6.1724,1.4655,2.3667,0.7649
喜悦,4.2963,1.7055,4.7857,1.7921,6.8929,0.4163,6.6552,0.8975,2.4333,0.7279
系统,3.1786,1.9062,1.6786,1.3892,6.7241,0.9598,1.069,0.2579,0.1667,0.6477
细菌,2.2963,1.8359,1.9643,1.2013,6.7143,0.5998,1.6552,1.4947,-0.9333,1.0148
娴熟,4.1071,1.8726,3,1.4907,6.4828,1.2136,2.7586,1.786,1.4,1.1326
险恶,4.7037,1.5644,5.4286,1.5499,6.3929,1.0659,4.5517,1.7645,-2.3,0.6513
现代,3.037,1.7205,1.4286,0.8357,6.6786,0.9049,1.3103,0.7608,0.2,0.4842
现实,3.4643,1.7317,1.7857,1.0666,6.8966,0.3099,1.7241,1.1306,0.4333,0.9353
限制,4.2593,1.5088,3.5357,1.8754,6.8571,0.5909,2.8621,2.1167,-1.0667,0.7397
乡亲,2,1.6172,1.8214,1.188,6.5714,1.1362,1.6552,0.9364,0.7667,1.0726
详尽,4.3704,1.7791,2.3929,1.3149,6.3214,1.0905,2.2069,1.6557,1.0333,0.8503
想法,5.3704,1.7791,1.5,0.6939,6.7143,0.5998,1.4138,0.9826,0.5,0.861
象征,4.3704,1.5968,2.0357,1.3739,6.6071,0.786,1.5517,1.378,0.2667,0.7397
消沉,4.3704,1.6904,4.6071,1.6631,6.5357,0.9993,6.1379,1.3289,-1.9667,0.5561
消防,1.8889,1.1875,2.0714,1.5136,6.75,0.7005,1.5172,1.1219,0.5333,1.1666
消极,4.7037,1.6598,4.6071,1.8923,6.75,0.5853,5.8276,1.6705,-1.8667,1.0417
消灭,3.5556,1.8674,3.6071,2.0063,6.75,0.7993,3.2414,1.9758,-1.2333,1.4065
消遣,3.9259,1.4392,2.6786,1.5167,5.7143,1.7817,2.5517,1.4537,-0.5333,1.2521
嚣张,4.037,1.5807,4.7857,1.833,6.1786,1.5647,4.8621,1.9589,-1.5333,1.008
孝顺,3.9286,1.8243,3.1071,1.5715,6.931,0.2579,3.8966,2.2256,1.7333,1.0483
校园,1.2857,0.81,1.8571,1.4328,6.9655,0.1857,1.6207,1.1469,0.9333,1.0483
笑话,2.6429,1.8097,3.5,1.6443,6.6552,1.2328,3.3448,1.895,0.0667,1.4606
笑脸,1.6667,1.2089,3.7143,1.9787,6.8929,0.4163,5.2759,1.4116,2.1,0.7589
笑容,1.7778,1.3681,4.4286,1.7518,6.7857,1.1339,5.069,1.5102,2.0333,0.8899
效益,4,1.6555,2.3214,1.5167,6.5862,1.1186,2.4483,1.7645,1.2,0.9613
协调,4.2963,1.5644,2.3214,1.4415,6.6786,0.9833,2.3103,1.628,1.0333,0.8899
协助,3.7037,1.5888,2.5,1.5986,6.75,0.7005,2.3103,1.4664,1.0667,1.0483
协作,3.9643,1.5749,1.9286,1.3032,6.6207,0.7752,2,1.4142,1.1,0.9595
写实,3.7407,2.0114,2.3214,1.5647,5.9643,1.7317,1.6552,1.1109,0.3,0.8367
心情,4.5185,2.0451,1.7143,1.0491,6.8929,0.4163,1.931,1.6242,0.4,0.9685
心脏,1.4286,1.069,1.4643,0.7445,6.8276,0.5391,1.3103,1.1681,0.3,0.7022
欣赏,3.8571,1.9382,3.9286,2.0171,6.8621,0.3509,4.5172,1.9387,2.1667,0.6477
欣慰,4.4074,1.7815,4.7143,1.8024,6.7143,0.7127,5.7931,1.5897,1.9,0.9229
欣喜,3.8519,1.8544,4.8929,1.8527,6.8214,0.4756,6.5517,0.9482,2.3,0.9879
新闻,1.9259,1.5915,1.6429,0.9894,7,0,1.3448,1.0782,0.2333,0.6261
新颖,4.8148,1.4421,2.9286,1.6762,6.1071,1.2573,3.069,1.6676,1.6667,1.1244
信赖,4.3214,1.492,3.7143,1.9217,6.6897,0.6603,4.3448,2.1091,1.9333,0.9803
信任,4.4815,1.6022,3.5714,1.7305,6.8214,0.4756,4.3103,1.628,2.3667,0.7649
信心,4.5926,2.005,3.6786,1.9824,6.8571,0.4484,4.1724,2.019,1.7333,1.3113
行径,3.2857,1.7817,1.9643,1.4525,5.5172,1.7034,1.6552,0.9738,0,0.871
行踪,3.1071,1.8726,2.25,1.6015,6.7931,0.4913,1.6552,1.1734,-0.2333,0.8976
形象,3.6667,1.6172,2.0357,1.6663,6.8929,0.315,1.8276,1.3381,0.2,0.6103
兴奋,3.8889,2.0064,5.25,2.0115,6.9286,0.2623,6.2414,1.5037,2.1,1.1847
兴旺,4.2963,1.4627,4.4643,1.8951,6.4643,1.2013,4.5172,2.0463,2.3333,0.7112
性命,2.75,1.8584,2.7857,2.0066,6.6897,0.8064,1.4483,0.9851,0.6333,1.129
性质,5.3571,1.7043,1.7857,1.3154,6.6897,1.0387,1.2759,0.5914,0.1667,0.7466
凶狠,4.037,1.7646,5.3214,1.6789,6.6786,0.863,5.2759,1.7091,-2.0667,1.3374
凶险,4.2963,1.5144,5.2143,1.6411,6.1786,1.5882,4.4828,1.7652,-2.1,0.7589
雄伟,4.2593,1.6312,3.8571,2.2063,6.25,1.4305,3.7586,2.0642,1.8333,0.8743
休息,2.6667,1.3587,1.9286,1.2745,6.8214,0.6118,2.2759,1.5788,1.1667,1.0199
修养,4.8571,1.4328,2.4286,1.7305,6.4828,1.0896,2.4483,1.4537,1.0667,1.2015
羞愧,4,1.6871,5.0357,2.0089,6.7143,0.9759,5.931,1.3345,-1.6,0.8137
羞辱,3.9259,1.5671,5.1786,1.5409,6.2143,1.2869,5.5862,1.2106,-2.3333,1.1547
虚构,4.7857,1.4996,2.9286,1.8445,6.3793,1.2932,2.2069,1.612,-0.6667,0.9589
虚假,4.0741,1.6155,4.3214,1.8867,6.4286,1.0338,4.3103,1.8343,-1.9333,0.7397
虚荣,4.2857,1.9024,4.5714,1.7305,6.3103,1.3914,3.931,1.8113,-1.5667,1.1351
虚弱,3.8571,1.919,3.5357,1.8556,6.7586,0.6895,3.5172,1.7652,-1.6333,0.7184
虚伪,4.6296,1.6675,4.2143,1.833,6.5714,0.8357,4.8276,1.814,-2.2667,0.6915
许诺,4.2222,1.5275,2.8929,1.6179,6.8214,0.39,2.5862,1.8616,1.0667,1.0148
叙述,3.2222,1.8879,1.4286,0.9201,6.7143,0.6587,1.3448,0.8975,0.0667,0.6915
悬崖,1.7037,1.2654,3.2857,1.9974,6.5,1.4272,2.0345,1.5232,-0.8333,1.1472
选拔,2.9259,1.7304,1.8214,1.2488,6.4286,1.2301,1.8276,1.3905,0.5667,0.8172
学问,4.6786,1.7008,1.9286,1.1198,6.6552,1.1109,1.5517,1.2417,1.2333,0.9714
雪山,1.4815,1.1222,2.1786,2.0737,6.5714,1.1362,1.2414,0.9508,0.4,0.5632
寻觅,3.6071,1.6631,2.4643,1.6439,6.4483,0.9482,2.1724,1.4655,0.2667,0.6915
驯养,3.4286,1.894,2.9643,1.7739,5.931,1.5796,2.3448,1.5874,-0.4,1.2205
压力,4.8571,1.88,4.8214,1.6342,6.7931,0.4913,3.8276,2.2846,-1.3667,1.0334
压迫,4.4643,1.7529,3.9643,1.9528,6.5517,0.8275,4.4483,1.9381,-1.7333,0.8683
压抑,5.1111,1.281,5.1786,1.5167,6.5,1.0715,6,1.3093,-1.8,0.9613
押韵,3.2963,1.8148,2,1.633,6.3214,1.492,1.5862,1.1807,0.7,0.9879
衙门,1.6667,1.2089,1.6429,1.1616,5.3214,1.9255,1.3793,0.7752,-0.0667,0.8277
雅致,4.5926,1.7378,2.9286,1.6981,5.7143,1.7397,4.2069,1.8004,1.8,0.9613
严谨,4.3214,1.5882,2.9643,1.3467,6.6552,0.8567,3.9655,1.6793,1.1667,0.8339
严肃,3.9643,1.7101,3.6071,1.6179,6.5172,1.3528,4.5172,1.8052,-0.1,1.0619
颜色,2.2143,1.6856,1.7857,1.2869,6.8966,0.3099,1.5862,1.0183,0.3,0.7497
演唱,2.3704,1.5968,1.8929,1.6179,6.7857,0.5681,1.4828,1.0563,0.6,0.7701
演出,1.8214,1.2188,1.5714,0.9974,6.7931,0.4913,1.4483,1.2126,0.6333,0.8087
演说,2.5714,1.7305,2.5714,1.8545,6.4828,1.3528,1.5862,1.3233,0.1333,0.9371
演绎,3.8519,1.7255,1.7143,1.1501,6.2143,1.3973,1.4483,0.7831,0.2333,0.7279
厌恶,3.963,2.0844,5.3929,1.8123,6.7143,0.8545,6.5517,0.8696,-2.0667,1.2299
厌烦,4.4444,1.281,5.0714,1.7623,6.8214,0.4756,6.069,1.3345,-1.9667,0.8503
谣言,3.4444,1.7172,4.25,1.7976,6.5714,1.069,3.5862,1.8996,-1.7,0.6513
摇摆,3,2.0191,2.2857,1.4872,6.4643,1.3739,2.1379,1.6845,-0.3,0.7022
要害,4,1.7847,3.4643,1.8152,6.3448,1.4947,2.1034,1.4478,-0.6667,1.1842
要闻,2.8519,1.5368,2,1.3878,6.1071,1.37,1.6897,1.0725,0.3333,0.6609
野蛮,4.1786,1.467,3.9643,1.7947,6.5172,1.1533,3.7586,1.6617,-1.6,0.9322
业绩,3.25,1.7976,1.8214,1.2188,6.4483,1.4289,1.6552,1.2614,0.5667,1.04
依赖,4.5714,1.3992,3.7143,1.6297,6.8621,0.3509,3.4828,1.9571,-0.3667,1.2452
移民,2.25,1.1426,1.75,1.1746,6.6897,0.8906,1.5172,1.1533,0.1667,0.7466
遗留,3.4074,1.7155,2.5,1.7105,6.6786,0.7228,2.2069,1.5897,-0.2333,0.8172
遗弃,3.7407,1.5834,4.6071,2.0788,6.6071,0.7373,4.2069,1.5897,-2,1.0828
遗址,1.8519,1.167,1.9643,1.2013,6.4643,1.2013,1.6552,1.1425,-0.2667,0.7397
疑虑,4.1852,1.6181,4.4643,1.4006,6.75,0.7005,4.7931,1.8589,-1.2,0.9248
疑问,3.5926,1.5995,3.6786,1.7008,6.7857,0.5681,3.6207,2.2743,-0.5667,0.8172
艺术,4.8571,1.9382,1.9643,1.4778,6.7241,0.649,1.5862,1.3233,0.8,1.1567
议论,3.0357,1.5749,2.2857,1.384,6.7586,0.6356,2.0345,1.4996,-0.2,0.8867
意念,5.4815,1.5534,2.4286,1.5258,6.2143,1.6183,1.7931,1.3464,0.6333,0.9643
阴暗,4.1481,1.6339,4.1429,1.88,6.4643,1.4006,4.1724,1.9285,-1.9667,0.6687
阴沉,4.4815,1.8886,4,2.2933,6,1.5635,5,1.4639,-1.8333,0.7466
阴影,3.2593,1.9134,3.5714,1.9894,6.6429,0.9114,2.5862,1.7631,-1.3,0.9523
殷切,4.4643,1.4778,4.3571,1.6603,5.5862,1.6801,4.8966,1.6332,1.2,0.9965
引诱,4.1111,1.6718,3.6786,1.847,6.2857,1.243,2.8966,1.52,-1,0.9097
隐患,4.0741,1.5424,3.8929,1.9877,6.1429,1.5084,3.1034,2.0414,-1.5667,0.8976
隐瞒,4.1429,1.5803,3.25,1.9173,6.4828,1.1219,3.3103,1.7342,-1.2667,0.9072
隐私,3.6071,1.9117,2.6071,1.8123,6.5862,0.907,2,1.2817,-0.4333,0.8172
应酬,2.4074,1.7815,2.8929,1.8326,6.4643,1.4778,1.7241,1.4116,-0.3333,0.8841
英雄,2.6667,1.9415,3.75,1.9365,7,0,3.7241,1.9802,1.8,1.3995
迎接,3.1786,1.6567,2.1071,1.3427,6.6207,1.2368,2.4138,1.3763,0.9333,0.8683
拥抱,2.2222,1.5771,3.3929,1.8726,6.8571,0.5909,3.5517,1.7846,1.7667,0.8172
拥戴,3.7143,1.7608,3.0714,1.5618,6.3793,1.1153,3.3448,1.895,1.5,1.1671
拥挤,2.7407,1.7452,3.3571,1.6825,6.9286,0.2623,2.3103,1.628,-1,0.7878
拥有,3.9286,1.7198,2.3571,1.8502,6.6897,1.0037,2.069,1.1628,1.0667,0.8683
雍容,4.3333,1.6408,2.75,1.6245,4.6429,1.9854,3.3103,1.8343,1.1667,1.3412
臃肿,3.6296,1.713,2.8571,1.7578,5.3929,1.9117,2.931,1.8309,-1.2,0.9613
永恒,5.7037,1.3816,2.75,2.0299,6.5357,1.1049,2.2069,1.6983,1.1667,1.5105
勇敢,4.5556,1.7831,4.5,1.6443,6.8571,0.3563,4.9655,1.2672,2.2333,1.0726
用功,4.1786,1.7008,3,1.5154,6.6552,0.8975,2.3793,1.5216,1.5667,1.0726
优点,4.2222,1.8046,3.3214,1.9447,6.7857,0.9567,3.4483,1.9926,2.1,0.8449
优厚,4.3704,1.5479,3.5357,1.7529,6.3214,1.188,3.7586,2.1323,1.9333,0.7397
优美,4.037,1.7205,3.3929,1.7709,6.6071,1.2573,4.2414,1.7659,2.0667,0.7849
优势,4.1786,1.6114,3.3571,1.8301,6.8966,0.3099,3.1034,1.9702,1.8333,0.9855
优秀,4.4444,2.0064,3.5357,1.9145,6.8571,0.4484,4.5172,1.8443,2.1667,1.1472
优雅,4.5556,1.9081,3.2857,1.9024,6.5714,0.9974,3.8276,1.6705,2.1,0.7589
优异,4.6667,1.8397,3.5,1.9907,6.3214,1.4415,4.3103,2.1564,2.2333,0.8172
忧愁,4.3333,1.6408,5.1786,1.8064,6.6429,0.6215,6,1.4142,-1.8,0.7144
忧虑,4.4286,1.5736,5.1071,1.6852,6.5862,1.1186,6.2414,1.1849,-1.5,0.9002
忧郁,4.5185,1.8475,5.1786,1.7438,6.6429,0.8698,6.2759,1.0986,-1.8667,0.8193
幽暗,4.0357,1.9528,3.7143,1.6069,6.3103,1.1983,3.3448,2.0049,-1.3667,1.0981
幽默,3.7778,1.7172,4.0714,1.6085,6.7857,0.5681,4.8966,1.4963,1.8333,0.7915
幽雅,4.5,1.9907,3.3571,1.8502,5.7586,1.9022,3.4483,1.7235,1.4667,1.0417
犹豫,3.963,1.9706,3.5,1.7951,6.7143,0.6587,4.5172,1.8636,-0.7333,0.9444
油画,1.7778,1.45,1.9643,1.5512,6.8929,0.315,1.3448,1.0098,0.4667,1.0417
游览,3.1429,1.8402,1.8571,1.353,6.6207,0.9788,1.8966,1.6332,0.5,0.6297
游戏,1.5926,1.1184,2.1786,1.6114,6.8929,0.4163,1.931,1.602,0.5333,0.7761
游行,2.3214,1.492,2.3214,1.4415,6.7931,0.4913,1.6552,1.3437,0.1,1.0619
友好,4.037,1.8498000000000001,3.4643,1.8355,6.75,0.7005,5.069,1.9073,1.9667,0.8503
友谊,3.6296,1.7574,3.0714,1.8842,6.6429,1.2237,2.9655,1.4011,1.9333,1.2576
有趣,4.0714,1.8645,3.9643,1.7739,6.8621,0.4411,4.6897,1.8536,1.9333,0.6397
愉快,3.2963,2.1089,5.2143,1.8127,6.9286,0.2623,6.3103,1.1371,2.2667,1.1121
愉悦,3.963,1.7646,5.0357,1.3189,6.7143,0.7127,6.5172,0.7847,2.6667,0.6065
郁闷,4.5357,1.5271,4.9286,1.5618,6.4483,1.2417,6.2069,1.2923,-1.7,0.9154
预报,3.2143,1.729,2,1.4142,6.7586,0.6895,1.7241,1.7091,0.3333,0.8841
预期,4.2963,1.4888,1.4643,0.8381,6.6071,0.8317,1.5862,1.0862,0.4667,1.0417
遇难,2.4815,1.4243,5.2143,1.833,6.2143,1.3705,4.2069,1.8201,-1.7667,1.5241
渊博,4.963,1.8077,2.6429,1.6151,6.2857,1.3012,3.1034,1.8583,1.9,1.0939
园林,1.7407,1.2888,1.7143,1.243,6.4643,1.1701,1.3793,0.9029,0.5667,0.7739
原则,4.3214,2.0377,1.7857,1.3705,6.8621,0.3509,1.5862,0.9456,0.4333,0.7739
怨恨,4.2222,1.5525,5.3214,1.8268,6.6429,0.8698,6.2414,1.2146,-2.4,0.7701
约见,3.1111,1.5771,1.9643,1.2013,6.25,1.3229,1.8621,1.5289,0.6,0.855
杂乱,3.8929,1.6179,3,1.7847,6.7931,0.675,3.2069,1.8396,-1.3667,0.9994
赞美,3.7037,2.0721,5.1786,2.001,6.75,0.7005,5.6207,1.4979,2.4333,0.6261
赞赏,3.4444,1.6486,4.9643,1.9338,6.6786,0.6696,6.069,1.2516,2.1,1.0619
赞叹,3.6786,1.9636,4.8214,1.9062,6.7241,0.5276,5.6552,1.37,1.9667,1.0334
赞许,4.1111,1.7831,4.4643,1.7739,6.6429,0.9114,5.5862,1.3763,2.0333,0.9279
赞扬,3.4444,1.8046,5.0714,1.6539,6.8214,0.548,5.7586,1.123,2.2,0.9248
早熟,4,1.8659,2.5,1.6443,6.3448,1.2894,2.3103,1.6059,-0.2333,0.8976
责备,3.8889,1.9081,4.3571,1.7473,6.6071,1.1969,5.1379,1.5521,-1.4667,1.0417
责罚,3.0741,1.7958,4.3571,2.004,6.6786,0.7724,3.7931,1.8589,-1.5667,1.1651
责令,3.4815,1.6726,4.0714,1.6762,5.6786,1.8268,3.2759,1.7299,-0.9,0.9229
责任,4.5185,1.578,2.7143,1.843,6.8214,0.9449,2.2414,1.683,0.9333,1.0483
增强,4.25,1.7769,2.9286,1.6539,6.7586,0.6895,2.3448,1.5417,1.1333,0.9371
增添,4.1429,1.6265,1.8571,1.1127,6.5517,1.2702,1.8966,1.2348,0.9,0.8449
憎恶,4.3704,1.9245,6.0357,1.138,6.0357,1.3189,6.5862,0.7328,-2.5,0.6297
憎恨,4.2963,1.6828,5.8929,1.1655,6.3214,1.3068,6.4483,0.9482,-2.1667,1.2888
诈骗,2.6667,1.5191,4.6071,2.0965,6.6071,1.2274,4.069,1.646,-2.0333,1.2172
炸弹,2.25,2.1191,3.75,2.3194,6.7931,0.9403,1.931,1.4375,-1.2,1.2149
炸药,1.7857,1.5241,3.8214,2.2452,6.5172,1.2427,2.069,1.8309,-0.9,1.269
债务,2.4815,1.6022,3.5357,1.9717,6.7143,1.0131,2.7241,1.9802,-1.8333,0.9129
展开,3.7778,1.9081,1.7143,0.9759,6.6071,0.7373,1.3448,0.8567,0.4,0.855
展现,4,1.7321,1.75,1.1746,6.3571,1.2237,1.5862,1.1186,0.5333,0.8193
占据,2.8889,1.6486,2.75,2.066,6.4286,1.1031,2.069,1.3345,-0.3333,0.8023
战友,1.6296,1.2136,3.0357,1.7947,6.3571,1.496,2.6552,1.7983,1.0333,1.2172
战争,2.1071,1.8123,4.1786,2.1612,6.7931,0.6199,2.5862,2.0962,-1.2,1.6274
长期,4.3333,1.7974,1.25,0.5853,6.8214,0.548,1.4138,0.8245,0.2667,0.9444
障碍,3.1481,1.5861,3.6071,2.0788,6.5,1,3,1.8516,-1.3333,0.7581
招待,3.3571,1.9286,2,1.4657,6.7931,0.4913,1.7241,1.1618,0.4667,0.9371
招揽,4.1481,1.703,2.1786,1.6114,5.9643,1.4778,1.8621,1.4072,0.6333,0.9994
召唤,4,1.6997,2.75,1.8584,6.5517,1.3519,1.4483,0.8696,0.6,0.9685
照常,4.1111,1.8467,1.75,1.1426,6.4286,1.2301,1.6207,1.2075,0.4,0.724
